pair_count,spearman,kendall,ndcg_at_5,top3_recall,top5_recall,mae,rmse,r2,mean_bias
16.0,0.8441176470588234,0.6833333333333333,0.9904801687742326,0.6666666666666666,1.0,2.4336481259039537,2.4441177642246332,-37.356357951883346,-2.4336481259039537
