representation,episode_id,episode_order,query_id,query_occurrence,neighbor_rank,neighbor_episode_id,neighbor_query_id,neighbor_normalized_sql_hash,held_normalized_sql_hash,neighbor_source_scope,neighbor_episode_order,distance,weight,same_query_id,same_normalized_sql,future_or_current_neighbor,action_gains_json
sql_structural,q01_event_value_desc::run-1,1,q01_event_value_desc,1,1,"reference::cross-action-pilot-v1::pilot_gac_topk::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-01 00:00:00+00"",""limit_k"":5000}","cross-action-pilot-v1::pilot_gac_topk::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-01 00:00:00+00"",""limit_k"":5000}",,ad7f1beefcb86b44e6bcd60f1e092a838d67200996b3cf5a69df119b546d5ed5,development_reference,,0.042973603055164546,23.269557573721983,False,False,False,"{""increase_gac_work_mem"":0.0116307678132073,""mitigate_remote_path_bundle"":4.467296759804148,""regional_topk_candidates"":5.045466088749672}"
sql_structural,q01_event_value_desc::run-1,1,q01_event_value_desc,1,2,"reference::cross-action-pilot-v1::pilot_gac_topk::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-01 00:00:00+00"",""limit_k"":5000}","cross-action-pilot-v1::pilot_gac_topk::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-01 00:00:00+00"",""limit_k"":5000}",,ad7f1beefcb86b44e6bcd60f1e092a838d67200996b3cf5a69df119b546d5ed5,development_reference,,0.042973603055164546,23.269557573721983,False,False,False,"{""increase_gac_work_mem"":0.0106406666902462,""mitigate_remote_path_bundle"":3.733324190801565,""regional_topk_candidates"":1.5442528549456571}"
sql_structural,q01_event_value_desc::run-1,1,q01_event_value_desc,1,3,"reference::fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}","fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}",,ad7f1beefcb86b44e6bcd60f1e092a838d67200996b3cf5a69df119b546d5ed5,development_reference,,0.042973603055164546,23.269557573721983,False,False,False,"{""increase_gac_work_mem"":0.033912495820706,""mitigate_remote_path_bundle"":2.685723352383513,""regional_topk_candidates"":2.983182859705127}"
sql_structural,q01_event_value_desc::run-1,1,q01_event_value_desc,1,4,"reference::fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":100}","fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":100}",,ad7f1beefcb86b44e6bcd60f1e092a838d67200996b3cf5a69df119b546d5ed5,development_reference,,0.042973603055164546,23.269557573721983,False,False,False,"{""increase_gac_work_mem"":-0.0218364506141406,""mitigate_remote_path_bundle"":2.898860761936939,""regional_topk_candidates"":4.405764321102397}"
sql_structural,q01_event_value_desc::run-1,1,q01_event_value_desc,1,5,"reference::fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":10000}","fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":10000}",,ad7f1beefcb86b44e6bcd60f1e092a838d67200996b3cf5a69df119b546d5ed5,development_reference,,0.042973603055164546,23.269557573721983,False,False,False,"{""increase_gac_work_mem"":0.0128070569269704,""mitigate_remote_path_bundle"":2.640761425802023,""regional_topk_candidates"":2.3178971333467917}"
sql_structural,q02_event_value_asc::run-1,2,q02_event_value_asc,1,1,q01_event_value_desc::run-1,q01_event_value_desc,ad7f1beefcb86b44e6bcd60f1e092a838d67200996b3cf5a69df119b546d5ed5,5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7,earlier_final_episode,1.0,0.0,1000000.0,False,False,False,"{""increase_gac_work_mem"":0.0389910134517095,""mitigate_remote_path_bundle"":2.4389637619025195,""regional_topk_candidates"":0.148442525949881}"
sql_structural,q02_event_value_asc::run-1,2,q02_event_value_asc,1,2,"reference::cross-action-pilot-v1::pilot_gac_topk::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-01 00:00:00+00"",""limit_k"":5000}","cross-action-pilot-v1::pilot_gac_topk::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-01 00:00:00+00"",""limit_k"":5000}",nan,5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7,development_reference,,0.042973603055164546,23.269557573721983,False,False,False,"{""increase_gac_work_mem"":0.0116307678132073,""mitigate_remote_path_bundle"":4.467296759804148,""regional_topk_candidates"":5.045466088749672}"
sql_structural,q02_event_value_asc::run-1,2,q02_event_value_asc,1,3,"reference::fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}","fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}",nan,5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7,development_reference,,0.042973603055164546,23.269557573721983,False,False,False,"{""increase_gac_work_mem"":0.033912495820706,""mitigate_remote_path_bundle"":2.685723352383513,""regional_topk_candidates"":2.983182859705127}"
sql_structural,q02_event_value_asc::run-1,2,q02_event_value_asc,1,4,"reference::cross-action-pilot-v1::pilot_gac_topk::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-01 00:00:00+00"",""limit_k"":5000}","cross-action-pilot-v1::pilot_gac_topk::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-01 00:00:00+00"",""limit_k"":5000}",nan,5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7,development_reference,,0.042973603055164546,23.269557573721983,False,False,False,"{""increase_gac_work_mem"":0.0106406666902462,""mitigate_remote_path_bundle"":3.733324190801565,""regional_topk_candidates"":1.5442528549456571}"
sql_structural,q02_event_value_asc::run-1,2,q02_event_value_asc,1,5,"reference::fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":10000}","fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":10000}",nan,5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7,development_reference,,0.042973603055164546,23.269557573721983,False,False,False,"{""increase_gac_work_mem"":0.0128070569269704,""mitigate_remote_path_bundle"":2.640761425802023,""regional_topk_candidates"":2.3178971333467917}"
sql_structural,q02_event_value_asc::run-2,3,q02_event_value_asc,2,1,q01_event_value_desc::run-1,q01_event_value_desc,ad7f1beefcb86b44e6bcd60f1e092a838d67200996b3cf5a69df119b546d5ed5,5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7,earlier_final_episode,1.0,0.0,1000000.0,False,False,False,"{""increase_gac_work_mem"":0.0389910134517095,""mitigate_remote_path_bundle"":2.4389637619025195,""regional_topk_candidates"":0.148442525949881}"
sql_structural,q02_event_value_asc::run-2,3,q02_event_value_asc,2,2,"reference::cross-action-pilot-v1::pilot_gac_topk::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-01 00:00:00+00"",""limit_k"":5000}","cross-action-pilot-v1::pilot_gac_topk::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-01 00:00:00+00"",""limit_k"":5000}",nan,5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7,development_reference,,0.042973603055164546,23.269557573721983,False,False,False,"{""increase_gac_work_mem"":0.0116307678132073,""mitigate_remote_path_bundle"":4.467296759804148,""regional_topk_candidates"":5.045466088749672}"
sql_structural,q02_event_value_asc::run-2,3,q02_event_value_asc,2,3,"reference::fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}","fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}",nan,5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7,development_reference,,0.042973603055164546,23.269557573721983,False,False,False,"{""increase_gac_work_mem"":0.033912495820706,""mitigate_remote_path_bundle"":2.685723352383513,""regional_topk_candidates"":2.983182859705127}"
sql_structural,q02_event_value_asc::run-2,3,q02_event_value_asc,2,4,"reference::cross-action-pilot-v1::pilot_gac_topk::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-01 00:00:00+00"",""limit_k"":5000}","cross-action-pilot-v1::pilot_gac_topk::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-01 00:00:00+00"",""limit_k"":5000}",nan,5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7,development_reference,,0.042973603055164546,23.269557573721983,False,False,False,"{""increase_gac_work_mem"":0.0106406666902462,""mitigate_remote_path_bundle"":3.733324190801565,""regional_topk_candidates"":1.5442528549456571}"
sql_structural,q02_event_value_asc::run-2,3,q02_event_value_asc,2,5,"reference::fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":10000}","fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":10000}",nan,5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7,development_reference,,0.042973603055164546,23.269557573721983,False,False,False,"{""increase_gac_work_mem"":0.0128070569269704,""mitigate_remote_path_bundle"":2.640761425802023,""regional_topk_candidates"":2.3178971333467917}"
sql_structural,q03_event_recent::run-1,4,q03_event_recent,1,1,q02_event_value_asc::run-2,q02_event_value_asc,5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7,76893bdca8771bf15968c663228c2bb3475ab41d7df033a16ad555cc74a679a3,earlier_final_episode,3.0,0.052595439437442014,19.012693838133202,False,False,False,"{""increase_gac_work_mem"":-0.0663499323728781,""mitigate_remote_path_bundle"":0.8193133052714852,""regional_topk_candidates"":0.0124944675739018}"
sql_structural,q03_event_recent::run-1,4,q03_event_recent,1,2,q02_event_value_asc::run-1,q02_event_value_asc,5456d57953fe990f1580484e462a435d7cf573381f761e43b638485f128031d7,76893bdca8771bf15968c663228c2bb3475ab41d7df033a16ad555cc74a679a3,earlier_final_episode,2.0,0.052595439437442014,19.012693838133202,False,False,False,"{""increase_gac_work_mem"":0.1150579244177509,""mitigate_remote_path_bundle"":0.9620528956614378,""regional_topk_candidates"":0.1636418321928228}"
sql_structural,q03_event_recent::run-1,4,q03_event_recent,1,3,q01_event_value_desc::run-1,q01_event_value_desc,ad7f1beefcb86b44e6bcd60f1e092a838d67200996b3cf5a69df119b546d5ed5,76893bdca8771bf15968c663228c2bb3475ab41d7df033a16ad555cc74a679a3,earlier_final_episode,1.0,0.052595439437442014,19.012693838133202,False,False,False,"{""increase_gac_work_mem"":0.0389910134517095,""mitigate_remote_path_bundle"":2.4389637619025195,""regional_topk_candidates"":0.148442525949881}"
sql_structural,q03_event_recent::run-1,4,q03_event_recent,1,4,"reference::cross-action-pilot-v1::pilot_gac_topk::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-01 00:00:00+00"",""limit_k"":5000}","cross-action-pilot-v1::pilot_gac_topk::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-01 00:00:00+00"",""limit_k"":5000}",nan,76893bdca8771bf15968c663228c2bb3475ab41d7df033a16ad555cc74a679a3,development_reference,,0.06791914906092741,14.723171456867023,False,False,False,"{""increase_gac_work_mem"":0.0116307678132073,""mitigate_remote_path_bundle"":4.467296759804148,""regional_topk_candidates"":5.045466088749672}"
