condition_id,batch_id,pressure_axis,expected_pressure_axes,expected_pressure_count,intervention_role,variant,pressure_level,pair_id,pressure_pair_key,physical_strategy_id,coordinator_pressure_kind,coordinator_shape_id,scenario_level,join_shape_id,planned_counterfactual_pair,result_equivalence_status,is_negative_control,is_calibration,network_subblock,template_id,logical_question_id,sql_shape_id,param_json,dataset_profile_id,dataset_size_class,dataset_skew_level,regional_distribution,runtime_config_id,topology_id,execution_strategy,physical_execution_count,repetition_count,stable_identity_valid,sentinel_flag
cond-0f540e6afb587b1cc160,batch-100-gac,gac_finalization,,0,negative_control,stressed,stressed,pair-2d0a83973a3266484f5e6d2b,gac__tenant_point_control,,negative_control,tenant_point,,,True,pending_execution,True,False,not_applicable,gac_fdw_multiregion_tenant_point_raw_finalize,tenant_point_rollup,sql-fe6cfb6e2ef86f9a,"{""as_of_unix"": 1782864000, ""eu_tenant_id"": 1, ""lookback_days"": 7, ""us_tenant_id"": 10001}",raw-large-balanced-v1,large,balanced,balanced,pressure_gac_memory_stressed,eu_us_gac,multiregion_union,3,3,True,false
cond-100fc855203859baa385,batch-140-regional,regional_finalization,,0,negative_control,mitigated,mitigated,pair-abbe88459990ef0f50b2b1cf,regional__tenant_point_control,,,,,,True,pending_execution,True,False,not_applicable,gac_fdw_tenant_point_rollup,tenant_point_rollup,sql-3f1dcb6452f2fab8,"{""as_of_unix"": 1782864000, ""lookback_days"": 7, ""tenant_id"": 2}",raw-large-balanced-v1,large,balanced,balanced,pressure_regional_memory_mitigated,eu_us_gac,fdw_raw,3,3,True,false
cond-103e90d74ceb7f7168af,batch-110-remote,remote_path,,0,negative_control,mitigated,mitigated,pair-d1ab43b18fca091f918a3a35,remote_main__etl_local_control,,,,,,True,pending_execution,True,False,bundled_remote,gac_etl_top_tenants,top_tenants,sql-52494c3006664462,"{""as_of_unix"": 1782864000, ""limit_k"": 50, ""lookback_days"": 14}",raw-small-balanced-v1,small,balanced,balanced,pressure_remote_mitigated,eu_us_gac,etl_materialized,3,3,True,false
cond-1042d924d67aa652bd4c,batch-130-repartition,repartition_join,repartition_join,1,positive_case,mitigated,mitigated,pair-798131851ea5127cefd2c974,repartition__segment_aggregate__broad,colocated_distributed_join,,,broad,segment_aggregate,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_colocated_user_join_pair,user_segment_topk,sql-44be66ca7c093fa5,"{""as_of_unix"": 1782864000, ""limit_k"": 50, ""lookback_days"": 30, ""tenant_id_filter"": 0, ""tenant_modulus"": 1, ""user_id_max"": 2147483647}",raw-large-balanced-v1,large,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-104b94615e127878507f,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,mitigated,mitigated,pair-a5d92bba62abcfb74645a788,gac__global_distinct,regional_distinct,"fanin,distinct_dedup",active_user_distinct,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_regional_distinct_users,distinct_active_users,sql-0eff21febf4a0552,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""user_id_max"": 50}",pilot-balanced-v1,medium,balanced,balanced,default,eu_us_gac,multiregion_union,3,3,True,false
cond-109c31ba461fdca5461b,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,mitigated,mitigated,pair-2b09f813432464eb490c1e64,gac__global_distinct,regional_distinct,"fanin,distinct_dedup",active_user_distinct,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_regional_distinct_users,distinct_active_users,sql-b752d93124ab0f04,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""user_id_max"": 5}",raw-large-balanced-v1,large,balanced,balanced,default,eu_us_gac,multiregion_union,3,3,True,false
cond-109eaf6418bdd7537278,batch-100-gac,gac_finalization,,0,negative_control,stressed,stressed,pair-2034afdb01f7315139905266,gac__selective_filter_control,,negative_control,selective_summary,,,True,pending_execution,True,False,not_applicable,gac_fdw_multiregion_event_filter_summary,event_filter_summary,sql-91d79dc98031e3ca,"{""as_of_unix"": 1782864000, ""lookback_days"": 30, ""min_value"": 500}",raw-small-balanced-v1,small,balanced,balanced,pressure_gac_memory_stressed,eu_us_gac,multiregion_union,3,3,True,false
cond-11842636f3c078af06ff,batch-140-regional,regional_finalization,regional_finalization,1,positive_case,mitigated,mitigated,pair-b3882eb192ae7ed6b15083dc,regional__single_edge_user_topk,,,,,,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_regional_user_value_topk,user_value_topk,sql-f900e40092ec078f,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""limit_k"": 50000, ""tenant_modulus"": 4}",raw-large-balanced-v1,large,balanced,balanced,pressure_regional_memory_mitigated,eu_us_gac,fdw_raw,3,3,True,false
cond-119620173bfaf81f8575,batch-130-repartition,repartition_join,,0,negative_control,mitigated,mitigated,pair-7bc4ff79f27f431e5d36f56d,repartition__reference_join_control,reference_table_join_control,,,control,reference_daily_aggregate,True,pending_execution,True,False,not_applicable,gac_fdw_tenant_tier_join,tenant_tier_daily_join,sql-8a2061c91b9cc2b2,"{""as_of_unix"": 1782864000, ""lookback_days"": 1}",raw-small-balanced-v1,small,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-12155af31c3ef43f5295,batch-110-remote,remote_path,remote_path,1,positive_case,stressed,stressed,pair-6bcbbfa73cc50f6c422d795c,remote_main__raw_region_rollup,,,,,,True,pending_execution,False,False,bundled_remote,gac_fdw_multiregion_raw_region_rollup,event_full_scan_summary,sql-5169e003072141cf,"{""as_of_unix"": 1782864000, ""lookback_days"": 7}",raw-small-balanced-v1,small,balanced,balanced,pressure_remote_raw_stressed,eu_us_gac,multiregion_union,3,3,True,false
cond-122aa9088a7716bdd199,batch-140-regional,regional_finalization,regional_finalization,1,positive_case,stressed,stressed,pair-d42e02bb14e9662026d9bfa9,regional__single_edge_user_topk,,,,,,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_regional_user_value_topk,user_value_topk,sql-e201baa549d93820,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""limit_k"": 50000, ""tenant_modulus"": 2}",pilot-balanced-v1,medium,balanced,balanced,pressure_regional_memory_stressed,eu_us_gac,fdw_raw,3,3,True,false
cond-12632bc0d3485a420087,batch-130-repartition,repartition_join,,0,negative_control,stressed,stressed,pair-0f2807f20210da17fb259243,repartition__tenant_point_control,tenant_point_no_join_control,,,control,no_join_tenant_point,True,pending_execution,True,False,not_applicable,gac_fdw_tenant_point_rollup,tenant_point_rollup,sql-0302ac02f62521a7,"{""as_of_unix"": 1782864000, ""lookback_days"": 7, ""tenant_id"": 1}",raw-large-balanced-v1,large,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-12a3d3194384fac6e917,batch-130-repartition,repartition_join,repartition_join,1,positive_case,stressed,stressed,pair-97c9b9a3afb2878898883203,repartition__segment_aggregate__moderate,repartition_mapmerge_join,,,moderate,segment_aggregate,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_repartition_user_join_pair,user_segment_topk,sql-563877a11356db26,"{""as_of_unix"": 1782864000, ""limit_k"": 50, ""lookback_days"": 7, ""tenant_id_filter"": 0, ""tenant_modulus"": 4, ""user_id_max"": 25}",raw-small-balanced-v1,small,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-12d7cccf498a38890bcb,batch-100-gac,gac_finalization,,0,negative_control,stressed,stressed,pair-0b435013a3aabec8cb733fab,gac__tenant_point_control,,negative_control,tenant_point,,,True,pending_execution,True,False,not_applicable,gac_fdw_multiregion_tenant_point_raw_finalize,tenant_point_rollup,sql-3539f733814e009f,"{""as_of_unix"": 1782864000, ""eu_tenant_id"": 1, ""lookback_days"": 14, ""us_tenant_id"": 10001}",pilot-balanced-v1,medium,balanced,balanced,pressure_gac_memory_stressed,eu_us_gac,multiregion_union,3,3,True,false
cond-1406942463bb4abdf96c,batch-110-remote,remote_path,remote_path,1,calibration,intermediate,intermediate,pair-012337b2ca9c0564ea74a5ca,remote_cal_bandwidth__join,,,,,,True,pending_execution,False,True,bandwidth_only,gac_fdw_multiregion_global_user_join,global_user_topk,sql-1b5e3affbe96059e,"{""as_of_unix"": 1782864000, ""limit_k"": 100, ""lookback_days"": 14}",raw-small-balanced-v1,small,balanced,balanced,pressure_remote_bandwidth_50mbit,eu_us_gac,multiregion_union,3,3,True,false
cond-1442736686c9977ebc20,batch-140-regional,regional_finalization,regional_finalization,1,calibration,intermediate,intermediate,pair-d42e02bb14e9662026d9bfa9,regional__single_edge_user_topk,,,,,,True,pending_execution,False,True,not_applicable,gac_fdw_single_edge_regional_user_value_topk,user_value_topk,sql-e201baa549d93820,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""limit_k"": 50000, ""tenant_modulus"": 2}",pilot-balanced-v1,medium,balanced,balanced,pressure_regional_memory_intermediate,eu_us_gac,fdw_raw,3,3,True,false
cond-1448309194c9088dcca7,batch-130-repartition,repartition_join,repartition_join,1,positive_case,mitigated,mitigated,pair-aabd72081c6ea1d93a44bd2c,repartition__row_sample__sparse,colocated_distributed_join,,,sparse,joined_row_sample,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_colocated_joined_event_sample_pair,joined_event_sample,sql-729dcd6dc849fac6,"{""as_of_unix"": 1782864000, ""limit_k"": 100, ""lookback_days"": 1, ""tenant_id_filter"": 0, ""tenant_modulus"": 16, ""user_id_max"": 5}",pilot-balanced-v1,medium,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-14a44d31cca6fe471387,batch-130-repartition,repartition_join,repartition_join,1,positive_case,stressed,stressed,pair-d666258f9576e3145b91470c,repartition__segment_aggregate__broad,repartition_mapmerge_join,,,broad,segment_aggregate,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_repartition_user_join_pair,user_segment_topk,sql-a3013285c601c50d,"{""as_of_unix"": 1782864000, ""limit_k"": 50, ""lookback_days"": 30, ""tenant_id_filter"": 0, ""tenant_modulus"": 1, ""user_id_max"": 2147483647}",raw-small-balanced-v1,small,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-14bc500d3c557fabec6b,batch-100-gac,gac_finalization,,0,negative_control,stressed,stressed,pair-279b2355d7d8bfe4a2498bbd,gac__tenant_point_control,,negative_control,tenant_point,,,True,pending_execution,True,False,not_applicable,gac_fdw_multiregion_tenant_point_raw_finalize,tenant_point_rollup,sql-fd183539724de299,"{""as_of_unix"": 1782864000, ""eu_tenant_id"": 1, ""lookback_days"": 1, ""us_tenant_id"": 10001}",pilot-balanced-v1,medium,balanced,balanced,pressure_gac_memory_stressed,eu_us_gac,multiregion_union,3,3,True,false
cond-154f50810be8dbf541f4,batch-110-remote,remote_path,remote_path,1,calibration,mitigated,mitigated,pair-1cc77a8cf2f3e3aa50a738f4,remote_cal_bandwidth__raw_wide,,,,,,True,pending_execution,False,True,bandwidth_only,gac_fdw_multiregion_event_raw_wide_sample,event_raw_wide_sample,sql-5c4f96289bbcb16a,"{""as_of_unix"": 1782864000, ""limit_k"": 10000, ""lookback_days"": 30, ""min_value"": 0, ""payload_repeat"": 8, ""payload_width"": 256}",raw-small-balanced-v1,small,balanced,balanced,pressure_remote_bandwidth_unlimited,eu_us_gac,multiregion_union,3,3,True,false
cond-1557bd4804d89463acd2,batch-110-remote,remote_path,remote_path,1,calibration,intermediate,intermediate,pair-09dea66f82d5ff9211fbea2b,remote_cal_fetch__join,,,,,,True,pending_execution,False,True,fetch_only,gac_fdw_multiregion_global_user_join,global_user_topk,sql-1b5e3affbe96059e,"{""as_of_unix"": 1782864000, ""limit_k"": 100, ""lookback_days"": 14}",raw-small-balanced-v1,small,balanced,balanced,pressure_remote_fetch_2000,eu_us_gac,multiregion_union,3,3,True,false
cond-15b39015e9027c59f3f8,batch-130-repartition,repartition_join,repartition_join,1,positive_case,mitigated,mitigated,pair-69cf20fce6fda01a2b4dfaec,repartition__scalar_summary__broad,colocated_distributed_join,,,broad,scalar_summary,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_colocated_join_summary_pair,joined_event_summary,sql-e3bd8f1035ec78a2,"{""as_of_unix"": 1782864000, ""lookback_days"": 30, ""tenant_id_filter"": 0, ""tenant_modulus"": 1, ""user_id_max"": 2147483647}",raw-small-balanced-wide-global-dim-v1,small,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-17f1fc8926bd7567207a,batch-140-regional,regional_finalization,regional_finalization,1,positive_case,stressed,stressed,pair-a63b89388a8b7bccb0cccb5a,regional__single_edge_user_topk,,,,,,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_regional_user_value_topk,user_value_topk,sql-44619538643ab504,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""limit_k"": 25000, ""tenant_modulus"": 2}",raw-large-balanced-v1,large,balanced,balanced,pressure_regional_memory_stressed,eu_us_gac,fdw_raw,3,3,True,false
cond-1833944867747e7fc18b,batch-130-repartition,repartition_join,,0,negative_control,stressed,stressed,pair-6e2fc30c12d15d2aa14936b8,repartition__reference_join_control,reference_table_join_control,,,control,reference_daily_aggregate,True,pending_execution,True,False,not_applicable,gac_fdw_tenant_tier_join,tenant_tier_daily_join,sql-8a2061c91b9cc2b2,"{""as_of_unix"": 1782864000, ""lookback_days"": 1}",raw-small-balanced-wide-global-dim-v1,small,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-19010a84129427894332,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,mitigated,mitigated,pair-7f1010c32ab7ab5b65a0bac3,gac__global_topk,regional_topk_candidates,"fanin,sort_topk",event_topk,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_regional_event_topk,event_raw_wide_sample,sql-69cb632b6f07d7f5,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""limit_k"": 5000}",raw-large-balanced-v1,large,balanced,balanced,default,eu_us_gac,multiregion_union,3,3,True,false
cond-19524d8a262b92586f8a,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,mitigated,mitigated,pair-7684e29a154b14f22efa7b0e,gac__memory_response,gac_raw_aggregate,"group_merge,sort_topk,memory_spill",user_group_topk_memory,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_raw_user_topk,user_value_topk,sql-a9548cfb21f44857,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""limit_k"": 5000, ""tenant_modulus"": 16}",raw-large-balanced-v1,large,balanced,balanced,pressure_gac_memory_mitigated,eu_us_gac,multiregion_union,3,3,True,false
cond-1960d541a148203731ca,batch-140-regional,regional_finalization,regional_finalization,1,positive_case,mitigated,mitigated,pair-d42e02bb14e9662026d9bfa9,regional__single_edge_user_topk,,,,,,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_regional_user_value_topk,user_value_topk,sql-e201baa549d93820,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""limit_k"": 50000, ""tenant_modulus"": 2}",pilot-balanced-v1,medium,balanced,balanced,pressure_regional_memory_mitigated,eu_us_gac,fdw_raw,3,3,True,false
cond-19f9e1326e9663ea709c,batch-110-remote,remote_path,,0,negative_control,mitigated,mitigated,pair-7d08d3df8077891c7519db94,remote_main__etl_local_control,,,,,,True,pending_execution,True,False,bundled_remote,gac_etl_top_tenants,top_tenants,sql-7bc17a4db0f519ac,"{""as_of_unix"": 1782864000, ""limit_k"": 50, ""lookback_days"": 60}",pilot-balanced-v1,medium,balanced,balanced,pressure_remote_mitigated,eu_us_gac,etl_materialized,3,3,True,false
cond-1a65b91f33382081c224,batch-100-gac,gac_finalization,,0,negative_control,stressed,stressed,pair-8d7acd7de7ec78780c942f2c,gac__selective_filter_control,,negative_control,selective_summary,,,True,pending_execution,True,False,not_applicable,gac_fdw_multiregion_event_filter_summary,event_filter_summary,sql-91d79dc98031e3ca,"{""as_of_unix"": 1782864000, ""lookback_days"": 30, ""min_value"": 500}",raw-large-balanced-v1,large,balanced,balanced,pressure_gac_memory_stressed,eu_us_gac,multiregion_union,3,3,True,false
cond-1b1a479efae652c1532b,batch-140-regional,regional_finalization,,0,negative_control,mitigated,mitigated,pair-d12f1ad5c74fceb11ae051ac,regional__tenant_point_control,,,,,,True,pending_execution,True,False,not_applicable,gac_fdw_tenant_point_rollup,tenant_point_rollup,sql-6d1b752cb3a52530,"{""as_of_unix"": 1782864000, ""lookback_days"": 7, ""tenant_id"": 1000}",raw-large-balanced-v1,large,balanced,balanced,pressure_regional_memory_mitigated,eu_us_gac,fdw_raw,3,3,True,false
cond-1b7fba290b6165d6caab,batch-110-remote,remote_path,remote_path,1,positive_case,mitigated,mitigated,pair-b2f3ce40131ea550019b9011,remote_main__join,,,,,,True,pending_execution,False,False,bundled_remote,gac_fdw_multiregion_global_user_join,global_user_topk,sql-5acce6362b36ff7d,"{""as_of_unix"": 1782864000, ""limit_k"": 100, ""lookback_days"": 30}",pilot-balanced-v1,medium,balanced,balanced,pressure_remote_mitigated,eu_us_gac,multiregion_union,3,3,True,false
cond-1c25fce73fa32b54daaa,batch-110-remote,remote_path,remote_path,1,calibration,stressed,stressed,pair-d4fe6a5c93d2bb85ea04eab3,remote_cal_bandwidth__rollup,,,,,,True,pending_execution,False,True,bandwidth_only,gac_fdw_multiregion_raw_region_rollup,event_full_scan_summary,sql-51e7cd650ada18c1,"{""as_of_unix"": 1782864000, ""lookback_days"": 30}",raw-small-balanced-v1,small,balanced,balanced,pressure_remote_bandwidth_10mbit,eu_us_gac,multiregion_union,3,3,True,false
cond-1c854e4e54bf8a912f78,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,mitigated,mitigated,pair-fac04c11be3731e04c3c643a,gac__global_topk,regional_topk_candidates,"fanin,sort_topk",event_topk,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_regional_event_topk,event_raw_wide_sample,sql-0e11c046e6a4d235,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""limit_k"": 10}",raw-large-balanced-v1,large,balanced,balanced,default,eu_us_gac,multiregion_union,3,3,True,false
cond-1cfea3aa0cb23e37acad,batch-140-regional,regional_finalization,regional_finalization,1,positive_case,mitigated,mitigated,pair-04282b4ed2a62e0457a63155,regional__single_edge_user_topk,,,,,,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_regional_user_value_topk,user_value_topk,sql-13d20480ee1e7404,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""limit_k"": 25000, ""tenant_modulus"": 1}",raw-large-balanced-v1,large,balanced,balanced,pressure_regional_memory_mitigated,eu_us_gac,fdw_raw,3,3,True,false
cond-1d475ca1dd6d6ef8cc6d,batch-110-remote,remote_path,remote_path,1,positive_case,stressed,stressed,pair-48004c85db8c01df709602ae,remote_main__join,,,,,,True,pending_execution,False,False,bundled_remote,gac_fdw_multiregion_global_user_join,global_user_topk,sql-5acce6362b36ff7d,"{""as_of_unix"": 1782864000, ""limit_k"": 100, ""lookback_days"": 30}",raw-small-balanced-v1,small,balanced,balanced,pressure_remote_raw_stressed,eu_us_gac,multiregion_union,3,3,True,false
cond-1db4192f2a16b086983a,batch-140-regional,regional_finalization,,0,negative_control,stressed,stressed,pair-177a0679e7f8e59dfad15ddd,regional__tenant_point_control,,,,,,True,pending_execution,True,False,not_applicable,gac_fdw_tenant_point_rollup,tenant_point_rollup,sql-9bdb9ef3b89c5575,"{""as_of_unix"": 1782864000, ""lookback_days"": 7, ""tenant_id"": 100}",pilot-balanced-v1,medium,balanced,balanced,pressure_regional_memory_stressed,eu_us_gac,fdw_raw,3,3,True,false
cond-1dd7d71cff0e2b54e56c,batch-140-regional,regional_finalization,regional_finalization,1,positive_case,stressed,stressed,pair-f6831a228c5073f541d85247,regional__single_edge_user_topk,,,,,,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_regional_user_value_topk,user_value_topk,sql-44619538643ab504,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""limit_k"": 25000, ""tenant_modulus"": 2}",pilot-balanced-v1,medium,balanced,balanced,pressure_regional_memory_stressed,eu_us_gac,fdw_raw,3,3,True,false
cond-1f1609af7d58d3e86f4f,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,mitigated,mitigated,pair-779aaccbeeb4b0bd44284e8b,gac__memory_response,gac_raw_aggregate,"group_merge,sort_topk,memory_spill",user_group_topk_memory,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_raw_user_topk,user_value_topk,sql-3ea360aec07dbc34,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""limit_k"": 5000, ""tenant_modulus"": 4}",raw-large-balanced-v1,large,balanced,balanced,pressure_gac_memory_mitigated,eu_us_gac,multiregion_union,3,3,True,false
cond-1f45982dc3ad71bcd516,batch-100-gac,gac_finalization,gac_finalization,1,positive_case,stressed,stressed,pair-707d0441742b53878e4f52c2,gac__group_merge_fanin,gac_raw_aggregate,"fanin,group_merge,sort_topk",user_group_topk,parameterized,,True,pending_execution,False,False,not_applicable,gac_fdw_coordinator_raw_user_topk,user_value_topk,sql-292701abbbfa516b,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""limit_k"": 100, ""tenant_modulus"": 1}",pilot-balanced-v1,medium,balanced,balanced,default,eu_us_gac,multiregion_union,3,3,True,false
cond-1f50521d0998c666c2a9,batch-100-gac,gac_finalization,,0,negative_control,mitigated,mitigated,pair-8d7acd7de7ec78780c942f2c,gac__selective_filter_control,,negative_control,selective_summary,,,True,pending_execution,True,False,not_applicable,gac_fdw_multiregion_event_filter_summary,event_filter_summary,sql-91d79dc98031e3ca,"{""as_of_unix"": 1782864000, ""lookback_days"": 30, ""min_value"": 500}",raw-large-balanced-v1,large,balanced,balanced,pressure_gac_memory_mitigated,eu_us_gac,multiregion_union,3,3,True,false
cond-1f8ae05a25d239abf483,batch-130-repartition,repartition_join,,0,negative_control,mitigated,mitigated,pair-0f2807f20210da17fb259243,repartition__tenant_point_control,tenant_point_no_join_control,,,control,no_join_tenant_point,True,pending_execution,True,False,not_applicable,gac_fdw_tenant_point_rollup,tenant_point_rollup,sql-0302ac02f62521a7,"{""as_of_unix"": 1782864000, ""lookback_days"": 7, ""tenant_id"": 1}",raw-large-balanced-v1,large,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-1fa35f489c3f12765ade,batch-130-repartition,repartition_join,,0,negative_control,stressed,stressed,pair-1fa696f940dafe8523510cfa,repartition__reference_join_control,reference_table_join_control,,,control,reference_daily_aggregate,True,pending_execution,True,False,not_applicable,gac_fdw_tenant_tier_join,tenant_tier_daily_join,sql-7d384f04f17ef6fd,"{""as_of_unix"": 1782864000, ""lookback_days"": 30}",raw-large-balanced-wide-global-dim-v1,large,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-1fccd5331bdca73a3a8a,batch-110-remote,remote_path,remote_path,1,positive_case,stressed,stressed,pair-66c9f9013ec152e0a0b767c9,remote_main__raw_wide,,,,,,True,pending_execution,False,False,bundled_remote,gac_fdw_multiregion_event_raw_wide_sample,event_raw_wide_sample,sql-2d78acb1e9ba2eec,"{""as_of_unix"": 1782864000, ""limit_k"": 10000, ""lookback_days"": 7, ""min_value"": 0, ""payload_repeat"": 8, ""payload_width"": 256}",raw-large-balanced-v1,large,balanced,balanced,pressure_remote_raw_stressed,eu_us_gac,multiregion_union,3,3,True,false
cond-2014eb7d094ff8b6110c,batch-110-remote,remote_path,,0,negative_control,stressed,stressed,pair-543a59047b573127a26cf720,remote_main__etl_local_control,,,,,,True,pending_execution,True,False,bundled_remote,gac_etl_top_tenants,top_tenants,sql-1ef76d950cd9524a,"{""as_of_unix"": 1782864000, ""limit_k"": 50, ""lookback_days"": 3}",raw-large-balanced-v1,large,balanced,balanced,pressure_remote_raw_stressed,eu_us_gac,etl_materialized,3,3,True,false
cond-209ef3ea22c525c76b76,batch-140-regional,regional_finalization,regional_finalization,1,positive_case,mitigated,mitigated,pair-e5e64cfabee46242387829a8,regional__single_edge_user_topk,,,,,,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_regional_user_value_topk,user_value_topk,sql-f3a1bda4764c0eb3,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-17 00:00:00+00"", ""limit_k"": 50000, ""tenant_modulus"": 1}",raw-large-balanced-v1,large,balanced,balanced,pressure_regional_memory_mitigated,eu_us_gac,fdw_raw,3,3,True,false
cond-20df5669542006f5872a,batch-130-repartition,repartition_join,,0,negative_control,mitigated,mitigated,pair-af1e298b3fbf5d01490f6d18,repartition__tenant_point_control,tenant_point_no_join_control,,,control,no_join_tenant_point,True,pending_execution,True,False,not_applicable,gac_fdw_tenant_point_rollup,tenant_point_rollup,sql-0302ac02f62521a7,"{""as_of_unix"": 1782864000, ""lookback_days"": 7, ""tenant_id"": 1}",raw-large-balanced-wide-global-dim-v1,large,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-20fbfa2fca585f79169c,batch-110-remote,remote_path,,0,negative_control,mitigated,mitigated,pair-5332e6166d3e722023b99817,remote_main__etl_local_control,,,,,,True,pending_execution,True,False,bundled_remote,gac_etl_top_tenants,top_tenants,sql-d3e3427daf2e443b,"{""as_of_unix"": 1782864000, ""limit_k"": 50, ""lookback_days"": 30}",pilot-balanced-v1,medium,balanced,balanced,pressure_remote_mitigated,eu_us_gac,etl_materialized,3,3,True,false
cond-21119978d6067fd7b57d,batch-130-repartition,repartition_join,repartition_join,1,positive_case,mitigated,mitigated,pair-d4551832eee1074cfe544033,repartition__scalar_summary__moderate,colocated_distributed_join,,,moderate,scalar_summary,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_colocated_join_summary_pair,joined_event_summary,sql-c54b5f97f8840925,"{""as_of_unix"": 1782864000, ""lookback_days"": 7, ""tenant_id_filter"": 0, ""tenant_modulus"": 4, ""user_id_max"": 25}",pilot-balanced-v1,medium,balanced,balanced,gac_force_remote_join,eu_us_gac,fdw_raw,3,3,True,false
cond-2111dbdb43ad3ab1ee73,batch-140-regional,regional_finalization,regional_finalization,1,positive_case,stressed,stressed,pair-32d9cebbebe7c8504cf6201a,regional__single_edge_user_topk,,,,,,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_regional_user_value_topk,user_value_topk,sql-55881f9516cbaec4,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-24 00:00:00+00"", ""limit_k"": 25000, ""tenant_modulus"": 2}",pilot-balanced-v1,medium,balanced,balanced,pressure_regional_memory_stressed,eu_us_gac,fdw_raw,3,3,True,false
cond-2129df86933d572a80b0,batch-140-regional,regional_finalization,regional_finalization,1,positive_case,stressed,stressed,pair-5aeb76f66ae2a3daa120a7a3,regional__single_edge_user_topk,,,,,,True,pending_execution,False,False,not_applicable,gac_fdw_single_edge_regional_user_value_topk,user_value_topk,sql-55881f9516cbaec4,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-24 00:00:00+00"", ""limit_k"": 25000, ""tenant_modulus"": 2}",raw-large-balanced-v1,large,balanced,balanced,pressure_regional_memory_stressed,eu_us_gac,fdw_raw,3,3,True,false
