slot_id,state_id,state_name,placement_state_id,placement_action,logical_data_contract_id,execution_condition_id,query_condition_id,pairing_key,repetition_index,run_order,dataset_id,template_id,physical_strategy_id,param_json,rendered_sql_path,rendered_sql_sha256
batch-120-skew-raw-small-skew-heavy-v1::B::broad_filter_hot::r0,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::broad_filter_hot,broad_filter_hot,broad_filter_hot,0,11,raw-small-skew-heavy-v1,gac_fdw_multiregion_event_filter_summary,hot_data_activation,"{""as_of_unix"":1782864000,""lookback_days"":30,""min_value"":0}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/broad_filter_hot__gac_fdw_multiregion_event_filter_summary__as_of_unix-1782864000__lookback_days-30__min_value-0.sql,c7272b3a77a9005c6b05e1cfecc9d4d27109b261eb54fc7510d538bf3426c317
batch-120-skew-raw-small-skew-heavy-v1::B::top_tenants_full::r2,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::top_tenants_full,top_tenants_full,top_tenants_full,2,12,raw-small-skew-heavy-v1,gac_fdw_multiregion_top_tenants,hot_data_activation,"{""as_of_unix"":1782864000,""limit_k"":100,""lookback_days"":30}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/top_tenants_full__gac_fdw_multiregion_top_tenants__as_of_unix-1782864000__lookback_days-30__limit_k-100.sql,39f0c73932aca08c60df15385a496689d787409796026ac9a0960cf5b7fc520b
batch-120-skew-raw-small-skew-heavy-v1::B::global_rollup::r2,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::global_rollup,global_rollup,global_rollup,2,13,raw-small-skew-heavy-v1,gac_fdw_multiregion_event_count_rollup,hot_data_activation,"{""as_of_unix"":1782864000,""lookback_days"":30}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/global_rollup__gac_fdw_multiregion_event_count_rollup__as_of_unix-1782864000__lookback_days-30.sql,9abb6c897cea5686126a50f863b712e2a94cc6d1d21fab695b47435b829695f2
batch-120-skew-raw-small-skew-heavy-v1::B::tenant_point_hot::r2,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::tenant_point_hot,tenant_point_hot,tenant_point_hot,2,14,raw-small-skew-heavy-v1,gac_fdw_multiregion_tenant_point_rollup,hot_data_activation,"{""as_of_unix"":1782864000,""eu_tenant_id"":1,""lookback_days"":30,""us_tenant_id"":10001}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/tenant_point_hot__gac_fdw_multiregion_tenant_point_rollup__as_of_unix-1782864000__eu_tenant_id-1__us_tenant_id-10001__lookback_days-30.sql,cab6f2e690042beb128e425b439d869ff1e1d0177cb38e9ee4d41f38deec131e
batch-120-skew-raw-small-skew-heavy-v1::B::hot_worker_probe_low_cpu::r0,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::hot_worker_probe_low_cpu,hot_worker_probe_low_cpu,hot_worker_probe_low_cpu,0,15,raw-small-skew-heavy-v1,gac_fdw_multiregion_hot_worker_probe,hot_data_activation,"{""as_of_unix"":1782864000,""cpu_terms"":32,""eu_hot_tenant_max"":4,""eu_hot_tenant_min"":1,""us_hot_tenant_max"":10004,""us_hot_tenant_min"":10001}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/hot_worker_probe_low_cpu__gac_fdw_multiregion_hot_worker_probe__as_of_unix-1782864000__eu_hot_tenant_min-1__eu_hot_tenant_max-4__us_hot_tenant_min-10001__us_hot_tenant_max-10004__cpu_terms-32.sql,9a22978a4ab4f5f39c850a47669a7ed2ed64b5728649269e76194985d2d1f6f9
batch-120-skew-raw-small-skew-heavy-v1::B::hot_worker_probe_low_cpu::r1,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::hot_worker_probe_low_cpu,hot_worker_probe_low_cpu,hot_worker_probe_low_cpu,1,16,raw-small-skew-heavy-v1,gac_fdw_multiregion_hot_worker_probe,hot_data_activation,"{""as_of_unix"":1782864000,""cpu_terms"":32,""eu_hot_tenant_max"":4,""eu_hot_tenant_min"":1,""us_hot_tenant_max"":10004,""us_hot_tenant_min"":10001}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/hot_worker_probe_low_cpu__gac_fdw_multiregion_hot_worker_probe__as_of_unix-1782864000__eu_hot_tenant_min-1__eu_hot_tenant_max-4__us_hot_tenant_min-10001__us_hot_tenant_max-10004__cpu_terms-32.sql,9a22978a4ab4f5f39c850a47669a7ed2ed64b5728649269e76194985d2d1f6f9
batch-120-skew-raw-small-skew-heavy-v1::B::selective_filter_control::r2,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::selective_filter_control,selective_filter_control,selective_filter_control,2,17,raw-small-skew-heavy-v1,gac_fdw_multiregion_event_filter_summary,cold_or_selective_control,"{""as_of_unix"":1782864000,""lookback_days"":1,""min_value"":950}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/selective_filter_control__gac_fdw_multiregion_event_filter_summary__as_of_unix-1782864000__lookback_days-1__min_value-950.sql,6ff006f35e7d76b927ed53022aa3aaedd7ab3a085f6db45993763f16c15bdaef
batch-120-skew-raw-small-skew-heavy-v1::B::tenant_point_cold_control::r2,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::tenant_point_cold_control,tenant_point_cold_control,tenant_point_cold_control,2,18,raw-small-skew-heavy-v1,gac_fdw_multiregion_tenant_point_rollup,cold_or_selective_control,"{""as_of_unix"":1782864000,""eu_tenant_id"":100,""lookback_days"":30,""us_tenant_id"":10100}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/tenant_point_cold_control__gac_fdw_multiregion_tenant_point_rollup__as_of_unix-1782864000__eu_tenant_id-100__us_tenant_id-10100__lookback_days-30.sql,e4ed9473684c97591aabd5be3e4809b5e1969bfa1b6297be13af1f4a96045484
batch-120-skew-raw-small-skew-heavy-v1::B::top_tenants_short::r1,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::top_tenants_short,top_tenants_short,top_tenants_short,1,19,raw-small-skew-heavy-v1,gac_fdw_multiregion_top_tenants,hot_data_activation,"{""as_of_unix"":1782864000,""limit_k"":50,""lookback_days"":7}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/top_tenants_short__gac_fdw_multiregion_top_tenants__as_of_unix-1782864000__lookback_days-7__limit_k-50.sql,0a5f7da88c155b0b3dcb692003a1d0648d6ab6953178ee43bd8e476ad4896c61
batch-120-skew-raw-small-skew-heavy-v1::B::top_tenants_medium::r1,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::top_tenants_medium,top_tenants_medium,top_tenants_medium,1,20,raw-small-skew-heavy-v1,gac_fdw_multiregion_top_tenants,hot_data_activation,"{""as_of_unix"":1782864000,""limit_k"":75,""lookback_days"":14}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/top_tenants_medium__gac_fdw_multiregion_top_tenants__as_of_unix-1782864000__lookback_days-14__limit_k-75.sql,e853b5d079e589e8bdfaeffb616870f7f72f26a268dc84f39432c1b3d504f647
batch-120-skew-raw-small-skew-heavy-v1::B::top_tenants_short::r0,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::top_tenants_short,top_tenants_short,top_tenants_short,0,21,raw-small-skew-heavy-v1,gac_fdw_multiregion_top_tenants,hot_data_activation,"{""as_of_unix"":1782864000,""limit_k"":50,""lookback_days"":7}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/top_tenants_short__gac_fdw_multiregion_top_tenants__as_of_unix-1782864000__lookback_days-7__limit_k-50.sql,0a5f7da88c155b0b3dcb692003a1d0648d6ab6953178ee43bd8e476ad4896c61
batch-120-skew-raw-small-skew-heavy-v1::B::hot_worker_probe_low_cpu::r2,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::hot_worker_probe_low_cpu,hot_worker_probe_low_cpu,hot_worker_probe_low_cpu,2,22,raw-small-skew-heavy-v1,gac_fdw_multiregion_hot_worker_probe,hot_data_activation,"{""as_of_unix"":1782864000,""cpu_terms"":32,""eu_hot_tenant_max"":4,""eu_hot_tenant_min"":1,""us_hot_tenant_max"":10004,""us_hot_tenant_min"":10001}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/hot_worker_probe_low_cpu__gac_fdw_multiregion_hot_worker_probe__as_of_unix-1782864000__eu_hot_tenant_min-1__eu_hot_tenant_max-4__us_hot_tenant_min-10001__us_hot_tenant_max-10004__cpu_terms-32.sql,9a22978a4ab4f5f39c850a47669a7ed2ed64b5728649269e76194985d2d1f6f9
batch-120-skew-raw-small-skew-heavy-v1::B::tenant_point_cold_control::r1,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::tenant_point_cold_control,tenant_point_cold_control,tenant_point_cold_control,1,23,raw-small-skew-heavy-v1,gac_fdw_multiregion_tenant_point_rollup,cold_or_selective_control,"{""as_of_unix"":1782864000,""eu_tenant_id"":100,""lookback_days"":30,""us_tenant_id"":10100}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/tenant_point_cold_control__gac_fdw_multiregion_tenant_point_rollup__as_of_unix-1782864000__eu_tenant_id-100__us_tenant_id-10100__lookback_days-30.sql,e4ed9473684c97591aabd5be3e4809b5e1969bfa1b6297be13af1f4a96045484
batch-120-skew-raw-small-skew-heavy-v1::B::tenant_point_cold_control::r0,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::tenant_point_cold_control,tenant_point_cold_control,tenant_point_cold_control,0,24,raw-small-skew-heavy-v1,gac_fdw_multiregion_tenant_point_rollup,cold_or_selective_control,"{""as_of_unix"":1782864000,""eu_tenant_id"":100,""lookback_days"":30,""us_tenant_id"":10100}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/tenant_point_cold_control__gac_fdw_multiregion_tenant_point_rollup__as_of_unix-1782864000__eu_tenant_id-100__us_tenant_id-10100__lookback_days-30.sql,e4ed9473684c97591aabd5be3e4809b5e1969bfa1b6297be13af1f4a96045484
batch-120-skew-raw-small-skew-heavy-v1::B::top_tenants_short::r2,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::top_tenants_short,top_tenants_short,top_tenants_short,2,25,raw-small-skew-heavy-v1,gac_fdw_multiregion_top_tenants,hot_data_activation,"{""as_of_unix"":1782864000,""limit_k"":50,""lookback_days"":7}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/top_tenants_short__gac_fdw_multiregion_top_tenants__as_of_unix-1782864000__lookback_days-7__limit_k-50.sql,0a5f7da88c155b0b3dcb692003a1d0648d6ab6953178ee43bd8e476ad4896c61
batch-120-skew-raw-small-skew-heavy-v1::B::selective_filter_control::r1,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::selective_filter_control,selective_filter_control,selective_filter_control,1,26,raw-small-skew-heavy-v1,gac_fdw_multiregion_event_filter_summary,cold_or_selective_control,"{""as_of_unix"":1782864000,""lookback_days"":1,""min_value"":950}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/selective_filter_control__gac_fdw_multiregion_event_filter_summary__as_of_unix-1782864000__lookback_days-1__min_value-950.sql,6ff006f35e7d76b927ed53022aa3aaedd7ab3a085f6db45993763f16c15bdaef
batch-120-skew-raw-small-skew-heavy-v1::B::selective_filter_control::r0,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::selective_filter_control,selective_filter_control,selective_filter_control,0,27,raw-small-skew-heavy-v1,gac_fdw_multiregion_event_filter_summary,cold_or_selective_control,"{""as_of_unix"":1782864000,""lookback_days"":1,""min_value"":950}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/selective_filter_control__gac_fdw_multiregion_event_filter_summary__as_of_unix-1782864000__lookback_days-1__min_value-950.sql,6ff006f35e7d76b927ed53022aa3aaedd7ab3a085f6db45993763f16c15bdaef
batch-120-skew-raw-small-skew-heavy-v1::B::broad_filter_hot::r2,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::broad_filter_hot,broad_filter_hot,broad_filter_hot,2,28,raw-small-skew-heavy-v1,gac_fdw_multiregion_event_filter_summary,hot_data_activation,"{""as_of_unix"":1782864000,""lookback_days"":30,""min_value"":0}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/broad_filter_hot__gac_fdw_multiregion_event_filter_summary__as_of_unix-1782864000__lookback_days-30__min_value-0.sql,c7272b3a77a9005c6b05e1cfecc9d4d27109b261eb54fc7510d538bf3426c317
batch-120-skew-raw-small-skew-heavy-v1::B::tenant_point_hot::r0,B,skew_dispersed,hot_shards_dispersed,disperse_hot_shards,raw-small-skew-heavy-v1-seed-73,batch-120-skew-raw-small-skew-heavy-v1::B::tenant_point_hot,tenant_point_hot,tenant_point_hot,0,29,raw-small-skew-heavy-v1,gac_fdw_multiregion_tenant_point_rollup,hot_data_activation,"{""as_of_unix"":1782864000,""eu_tenant_id"":1,""lookback_days"":30,""us_tenant_id"":10001}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-120-skew/segments/raw-small-skew-heavy-v1/source-render/groups/batch-120-skew-raw-small-skew-heavy-v1-source__raw-small-skew-heavy-v1__default__analytics_clients/queries/tenant_point_hot__gac_fdw_multiregion_tenant_point_rollup__as_of_unix-1782864000__eu_tenant_id-1__us_tenant_id-10001__lookback_days-30.sql,cab6f2e690042beb128e425b439d869ff1e1d0177cb38e9ee4d41f38deec131e
