matrix,source_feature,output_feature,status,reason,transform,imputation,center,scale,null_fraction,non_null_count,distinct_non_null_count
m1,remote_to_final_rows_ratio,remote_to_final_rows_ratio,kept,,log1p,median,9.367500542659151,2.4343669073161895,0.04,144,37
m1,remote_to_final_rows_ratio,remote_to_final_rows_ratio__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,finalize_share,finalize_share,kept,,identity,none,0.13545206018791073,0.26630960617848837,0.0,150,139
m1,drf_bytes_proxy,drf_bytes_proxy,kept,,log1p,median,0.9371934400928404,1.6113474921291076,0.04,144,6
m1,drf_bytes_proxy,drf_bytes_proxy__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,wan_output_rows,wan_output_rows,kept,,log1p,median,12.172708453973149,2.0868772113601923,0.04,144,22
m1,wan_output_rows,wan_output_rows__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,wan_output_bytes_proxy,wan_output_bytes_proxy,kept,,log1p,median,15.233768564044503,2.049339778416875,0.04,144,31
m1,wan_output_bytes_proxy,wan_output_bytes_proxy__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,regional_reduction_input_rows_proxy,regional_reduction_input_rows_proxy,kept,,log1p,median,12.432581153135033,1.2670927286912728,0.04,144,22
m1,regional_reduction_input_rows_proxy,regional_reduction_input_rows_proxy__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,regional_reduction_input_bytes_proxy,regional_reduction_input_bytes_proxy,kept,,log1p,median,15.505357037518252,1.8083574464578964,0.04,144,33
m1,regional_reduction_input_bytes_proxy,regional_reduction_input_bytes_proxy__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,drf_rows_proxy,drf_rows_proxy,kept,,log1p,median,0.9371934400928404,1.6113474921291076,0.04,144,4
m1,drf_rows_proxy,drf_rows_proxy__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,wan_output_to_final_rows_ratio,wan_output_to_final_rows_ratio,kept,,log1p,median,9.574222834211033,2.1299811677567186,0.04,144,40
m1,wan_output_to_final_rows_ratio,wan_output_to_final_rows_ratio__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,global_group_count_proxy,global_group_count_proxy,kept,,log1p,none,2.8004578552261497,1.4568637102940716,0.0,150,10
m1,global_group_density,global_group_density,kept,,identity,median,0.010281553205882477,0.06996460216066315,0.04,144,40
m1,global_group_density,global_group_density__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,global_group_merge_ratio,global_group_merge_ratio,kept,,log1p,median,9.574222834211033,2.1299811677567186,0.04,144,40
m1,global_group_merge_ratio,global_group_merge_ratio__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,task_count_to_shard_count_ratio,task_count_to_shard_count_ratio,kept,,identity,median,2.36875,1.0171382956609194,0.04,144,6
m1,task_count_to_shard_count_ratio,task_count_to_shard_count_ratio__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,task_count_to_configured_region_shard_slots_ratio,task_count_to_configured_region_shard_slots_ratio,kept,,identity,median,1.184375,0.5085691478304597,0.04,144,6
m1,task_count_to_configured_region_shard_slots_ratio,task_count_to_configured_region_shard_slots_ratio__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,task_count_to_observed_region_shard_slots_ratio,task_count_to_observed_region_shard_slots_ratio,kept,,identity,median,1.204375,0.4907826179939546,0.04,144,5
m1,task_count_to_observed_region_shard_slots_ratio,task_count_to_observed_region_shard_slots_ratio__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,active_task_share,active_task_share,kept,,identity,median,1.204375,0.4907826179939546,0.04,144,5
m1,active_task_share,active_task_share__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,tasks_per_worker_ratio,tasks_per_worker_ratio,kept,,log1p,median,2.871637257054586,0.5980655200541145,0.04,144,6
m1,tasks_per_worker_ratio,tasks_per_worker_ratio__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,temp_bytes_to_wan_bytes_ratio,temp_bytes_to_wan_bytes_ratio,kept,,log1p,median,1.6962061331982103,1.1899881713110145,0.04,144,47
m1,temp_bytes_to_wan_bytes_ratio,temp_bytes_to_wan_bytes_ratio__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,temp_blocks_per_wan_row,temp_blocks_per_wan_row,kept,,identity,median,0.04148539934123692,0.07361358475934916,0.04,144,48
m1,temp_blocks_per_wan_row,temp_blocks_per_wan_row__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,temp_blocks_per_final_row,temp_blocks_per_final_row,kept,,log1p,none,4.794141905076083,3.060294028696949,0.0,150,56
m1,temp_blocks_per_regional_input_row,temp_blocks_per_regional_input_row,kept,,identity,median,0.04148539934123692,0.07361358475934916,0.04,144,48
m1,temp_blocks_per_regional_input_row,temp_blocks_per_regional_input_row__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,spill_per_wan_mb,spill_per_wan_mb,kept,,identity,median,1471.2568353256124,2465.391831105031,0.04,144,47
m1,spill_per_wan_mb,spill_per_wan_mb__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,root_rows_estimate_error_log,root_rows_estimate_error_log,kept,,identity,none,-0.17113860590664304,1.20183772279765,0.0,150,10
m1,rows_estimate_error_max_abs_log,rows_estimate_error_max_abs_log,kept,,log1p,none,1.8333740747333882,0.4643563148833833,0.0,150,134
m1,rows_estimate_error_mean_abs_log,rows_estimate_error_mean_abs_log,kept,,identity,none,2.5681952305339615,1.3470422364921955,0.0,150,140
m1,foreign_scan_rows_estimate_error_log,foreign_scan_rows_estimate_error_log,kept,,identity,median,4.77045262969801,1.487296596214006,0.08,138,127
m1,foreign_scan_rows_estimate_error_log,foreign_scan_rows_estimate_error_log__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,aggregate_rows_estimate_error_log,aggregate_rows_estimate_error_log,kept,,identity,median,0.8813541909032716,2.3524790344815623,0.12,132,37
m1,aggregate_rows_estimate_error_log,aggregate_rows_estimate_error_log__is_missing,kept,missing_indicator,identity,not_applicable,0.12,0.32496153618543844,,,2
m1,join_rows_estimate_error_log,join_rows_estimate_error_log,kept,,log1p,median,2.353389729759342,0.1016133156328087,0.74,39,37
m1,join_rows_estimate_error_log,join_rows_estimate_error_log__is_missing,kept,missing_indicator,identity,not_applicable,0.74,0.4386342439892262,,,2
m1,sort_rows_estimate_error_log,sort_rows_estimate_error_log,kept,,identity,median,1.2544770840485209,5.138831477891988,0.2,120,52
m1,sort_rows_estimate_error_log,sort_rows_estimate_error_log__is_missing,kept,missing_indicator,identity,not_applicable,0.2,0.4,,,2
m1,remote_root_rows_estimate_error_log,remote_root_rows_estimate_error_log,kept,,identity,median,0.9965335925409395,2.5645054636598963,0.04,144,17
m1,remote_root_rows_estimate_error_log,remote_root_rows_estimate_error_log__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,temp_blocks_sum,temp_blocks_sum,kept,,log1p,none,7.09504206156669,3.8125342485171405,0.0,150,45
m1,spill_flag,spill_flag,kept,,identity,none,0.8,0.4,0.0,150,2
m1,external_sort_count,external_sort_count,kept,,identity,none,0.7,1.5132745950421556,0.0,150,5
m1,sort_space_used_max,sort_space_used_max,kept,,identity,median,2398.6266666666666,3788.4077174923445,0.2,120,62
m1,sort_space_used_max,sort_space_used_max__is_missing,kept,missing_indicator,identity,not_applicable,0.2,0.4,,,2
m1,hash_batches_max,hash_batches_max,kept,,identity,none,1.1733333333333333,0.9291334074764984,0.0,150,3
m1,memory_pressure_score_v1,memory_pressure_score_v1,kept,,log1p,none,1.8762258585269358,0.9660810810169023,0.0,150,45
m1,task_count,task_count,kept,,log1p,median,4.190580015078283,0.7148514989253292,0.04,144,6
m1,task_count,task_count__is_missing,kept,missing_indicator,identity,not_applicable,0.04,0.19595917942265423,,,2
m1,worker_task_plan_count,worker_task_plan_count,kept,,log1p,median,4.217695203415449,0.7007270919855914,0.08,138,5
m1,worker_task_plan_count,worker_task_plan_count__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_actual_rows_sum,worker_task_actual_rows_sum,kept,,log1p,median,12.279070931019339,1.779773987647188,0.08,138,16
m1,worker_task_actual_rows_sum,worker_task_actual_rows_sum__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_actual_rows_cv,worker_task_actual_rows_cv,kept,,identity,median,0.4854667210835777,0.27679664383240493,0.08,138,23
m1,worker_task_actual_rows_cv,worker_task_actual_rows_cv__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_actual_rows_max_share,worker_task_actual_rows_max_share,kept,,identity,median,0.05082388238781326,0.12754791411769872,0.08,138,21
m1,worker_task_actual_rows_max_share,worker_task_actual_rows_max_share__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_scan_actual_rows_sum,worker_task_scan_actual_rows_sum,kept,,log1p,median,12.477428130556673,1.2559080110440037,0.08,138,16
m1,worker_task_scan_actual_rows_sum,worker_task_scan_actual_rows_sum__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_scan_actual_rows_cv,worker_task_scan_actual_rows_cv,kept,,identity,median,0.49910064727079456,0.26519812465628806,0.08,138,24
m1,worker_task_scan_actual_rows_cv,worker_task_scan_actual_rows_cv__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_scan_actual_rows_max_share,worker_task_scan_actual_rows_max_share,kept,,identity,median,0.05389997599117758,0.13631968402678424,0.08,138,21
m1,worker_task_scan_actual_rows_max_share,worker_task_scan_actual_rows_max_share__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,remote_region_rows_isf,remote_region_rows_isf,kept,,identity,median,1.2419563715021185,0.367326456023569,0.08,138,9
m1,remote_region_rows_isf,remote_region_rows_isf__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,remote_region_bytes_isf,remote_region_bytes_isf,kept,,identity,median,1.2419722035140746,0.3673151819579718,0.08,138,19
m1,remote_region_bytes_isf,remote_region_bytes_isf__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_scan_rows_isf,worker_task_scan_rows_isf,kept,,identity,median,2.03178090742324,0.4397091248143674,0.08,138,21
m1,worker_task_scan_rows_isf,worker_task_scan_rows_isf__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_root_rows_isf,worker_task_root_rows_isf,kept,,identity,median,2.009865529645462,0.46891457870620395,0.08,138,20
m1,worker_task_root_rows_isf,worker_task_root_rows_isf__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_within_region_scan_rows_isf_max,worker_task_within_region_scan_rows_isf_max,kept,,identity,median,1.935998167969227,0.4167387171906824,0.08,138,19
m1,worker_task_within_region_scan_rows_isf_max,worker_task_within_region_scan_rows_isf_max__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_index_scan_share,worker_task_index_scan_share__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_seq_scan_share,worker_task_seq_scan_share,kept,,identity,median,0.9644444444444443,0.1769982911265767,0.08,138,3
m1,worker_task_seq_scan_share,worker_task_seq_scan_share__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_bitmap_scan_share,worker_task_bitmap_scan_share,kept,,identity,median,0.035555555555555556,0.1769982911265767,0.08,138,3
m1,worker_task_bitmap_scan_share,worker_task_bitmap_scan_share__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_node_count_sum,worker_task_node_count_sum,kept,,log1p,median,4.2488614837045535,0.6304072826312913,0.08,138,6
m1,worker_task_node_count_sum,worker_task_node_count_sum__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_plan_max_depth_max,worker_task_plan_max_depth_max,kept,,identity,median,0.06,0.23748684174075832,0.08,138,2
m1,worker_task_plan_max_depth_max,worker_task_plan_max_depth_max__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_plan_max_depth_mean,worker_task_plan_max_depth_mean,kept,,identity,median,0.05333333333333334,0.2171532996653644,0.08,138,3
m1,worker_task_plan_max_depth_mean,worker_task_plan_max_depth_mean__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_join_node_count,worker_task_join_node_count__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_aggregate_node_count,worker_task_aggregate_node_count,kept,,log1p,median,0.08348774539791275,0.584414217785389,0.08,138,2
m1,worker_task_aggregate_node_count,worker_task_aggregate_node_count__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_sort_node_count,worker_task_sort_node_count__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_blocking_node_count,worker_task_blocking_node_count,kept,,log1p,median,0.08348774539791275,0.584414217785389,0.08,138,2
m1,worker_task_blocking_node_count,worker_task_blocking_node_count__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_scan_node_count,worker_task_scan_node_count,kept,,log1p,median,4.235152981015233,0.6243966099923983,0.08,138,6
m1,worker_task_scan_node_count,worker_task_scan_node_count__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_materialization_node_count,worker_task_materialization_node_count__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_parallel_node_count,worker_task_parallel_node_count__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_bitmap_node_count,worker_task_bitmap_node_count,kept,,identity,median,0.13333333333333333,0.679869268479038,0.08,138,3
m1,worker_task_bitmap_node_count,worker_task_bitmap_node_count__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_index_access_node_count,worker_task_index_access_node_count,kept,,identity,median,0.06666666666666667,0.339934634239519,0.08,138,3
m1,worker_task_index_access_node_count,worker_task_index_access_node_count__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_sequential_access_node_count,worker_task_sequential_access_node_count,kept,,log1p,median,4.18299267427619,0.8606228297349923,0.08,138,6
m1,worker_task_sequential_access_node_count,worker_task_sequential_access_node_count__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_spill_capable_node_count,worker_task_spill_capable_node_count,kept,,log1p,median,0.08348774539791275,0.584414217785389,0.08,138,2
m1,worker_task_spill_capable_node_count,worker_task_spill_capable_node_count__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_plan_fingerprint_count,worker_task_plan_fingerprint_count,kept,,identity,median,1.0133333333333334,0.11469767022723502,0.08,138,2
m1,worker_task_plan_fingerprint_count,worker_task_plan_fingerprint_count__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_plan_fingerprint_dominant_share,worker_task_plan_fingerprint_dominant_share,kept,,identity,median,0.9933333333333333,0.05734883511361751,0.08,138,2
m1,worker_task_plan_fingerprint_dominant_share,worker_task_plan_fingerprint_dominant_share__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_region_task_count_cv,worker_task_region_task_count_cv__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_region_rows_cv,worker_task_region_rows_cv,kept,,identity,median,0.24195637150211827,0.367326456023569,0.08,138,9
m1,worker_task_region_rows_cv,worker_task_region_rows_cv__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_region_rows_max_share,worker_task_region_rows_max_share,kept,,identity,median,0.6209781857510592,0.1836632280117845,0.08,138,9
m1,worker_task_region_rows_max_share,worker_task_region_rows_max_share__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_region_scan_rows_cv,worker_task_region_scan_rows_cv,kept,,identity,median,0.25173414927989607,0.3685779120345944,0.08,138,10
m1,worker_task_region_scan_rows_cv,worker_task_region_scan_rows_cv__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_region_scan_rows_max_share,worker_task_region_scan_rows_max_share,kept,,identity,median,0.6258670746399481,0.1842889560172972,0.08,138,10
m1,worker_task_region_scan_rows_max_share,worker_task_region_scan_rows_max_share__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_within_region_rows_cv_max,worker_task_within_region_rows_cv_max,kept,,identity,median,0.4021082017167881,0.17793519095644073,0.08,138,22
m1,worker_task_within_region_rows_cv_max,worker_task_within_region_rows_cv_max__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_within_region_rows_cv_mean,worker_task_within_region_rows_cv_mean,kept,,identity,median,0.3025361790089493,0.1455757680554516,0.08,138,22
m1,worker_task_within_region_rows_cv_mean,worker_task_within_region_rows_cv_mean__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_within_region_rows_max_share_max,worker_task_within_region_rows_max_share_max,kept,,identity,median,0.08829757486156145,0.18635751794174624,0.08,138,20
m1,worker_task_within_region_rows_max_share_max,worker_task_within_region_rows_max_share_max__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_within_region_scan_rows_cv_max,worker_task_within_region_scan_rows_cv_max,kept,,identity,median,0.4096487428040341,0.16964510066514904,0.08,138,22
m1,worker_task_within_region_scan_rows_cv_max,worker_task_within_region_scan_rows_cv_max__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_within_region_scan_rows_cv_mean,worker_task_within_region_scan_rows_cv_mean,kept,,identity,median,0.30984898831738356,0.13913581291162783,0.08,138,22
m1,worker_task_within_region_scan_rows_cv_mean,worker_task_within_region_scan_rows_cv_mean__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_within_region_scan_rows_max_share_max,worker_task_within_region_scan_rows_max_share_max,kept,,identity,median,0.08957888848760233,0.18608302451121012,0.08,138,19
m1,worker_task_within_region_scan_rows_max_share_max,worker_task_within_region_scan_rows_max_share_max__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_within_region_plan_fingerprint_count_max,worker_task_within_region_plan_fingerprint_count_max__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_task_within_region_plan_fingerprint_count_mean,worker_task_within_region_plan_fingerprint_count_mean__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,main_node_type_count_Aggregate,main_node_type_count_Aggregate,kept,,identity,none,2.36,1.0910545357588686,0.0,150,4
m1,main_node_type_count_Append,main_node_type_count_Append,kept,,identity,none,0.9,0.3,0.0,150,2
m1,main_node_type_count_ForeignScan,main_node_type_count_ForeignScan,kept,,identity,none,2.52,1.4316424134538623,0.0,150,4
m1,main_node_type_count_Limit,main_node_type_count_Limit,kept,,identity,none,0.7,0.458257569495584,0.0,150,2
m1,main_node_type_count_MergeJoin,main_node_type_count_MergeJoin,kept,,identity,none,0.32,0.7332121111929343,0.0,150,2
m1,main_node_type_count_Sort,main_node_type_count_Sort,kept,,identity,none,2.24,2.6499811320083015,0.0,150,5
m1,main_node_type_count_SubqueryScan,main_node_type_count_SubqueryScan,kept,,identity,none,1.48,0.8772684879784524,0.0,150,2
m1,main_node_type_count_Hash,main_node_type_count_Hash,kept,,identity,none,0.36,1.1092339699089637,0.0,150,3
m1,main_node_type_count_HashJoin,main_node_type_count_HashJoin,kept,,identity,none,0.36,1.1092339699089637,0.0,150,3
m1,main_node_type_count_IncrementalSort,main_node_type_count_IncrementalSort,kept,,identity,none,0.26,0.4386342439892262,0.0,150,2
m1,main_node_type_count_SeqScan,main_node_type_count_SeqScan,kept,,identity,none,0.04,0.19595917942265423,0.0,150,2
m1,main_node_type_count_MergeAppend,main_node_type_count_MergeAppend,kept,,identity,none,0.02,0.13999999999999999,0.0,150,2
m1,main_node_type_count_CustomScan,main_node_type_count_CustomScan,kept,,identity,none,0.04,0.19595917942265423,0.0,150,2
m1,parent_child_type_count_Aggregate_Append,parent_child_type_count_Aggregate_Append,kept,,identity,none,0.26,0.4386342439892262,0.0,150,2
m1,parent_child_type_count_Aggregate_CustomScan,parent_child_type_count_Aggregate_CustomScan,kept,,identity,none,0.04,0.27999999999999997,0.0,150,2
m1,parent_child_type_count_Aggregate_ForeignScan,parent_child_type_count_Aggregate_ForeignScan,kept,,identity,none,1.0,1.0,0.0,150,2
m1,parent_child_type_count_Aggregate_IncrementalSort,parent_child_type_count_Aggregate_IncrementalSort,kept,,identity,none,0.02,0.13999999999999999,0.0,150,2
m1,parent_child_type_count_Aggregate_SeqScan,parent_child_type_count_Aggregate_SeqScan,kept,,log1p,none,0.14427613927128047,0.6371195757261305,0.0,150,3
m1,parent_child_type_count_Aggregate_Sort,parent_child_type_count_Aggregate_Sort,kept,,identity,none,1.04,1.1993331480451959,0.0,150,4
m1,parent_child_type_count_Append_Aggregate,parent_child_type_count_Append_Aggregate,kept,,identity,none,0.08,0.39191835884530846,0.0,150,2
m1,parent_child_type_count_Append_ForeignScan,parent_child_type_count_Append_ForeignScan,kept,,identity,none,0.28,0.6939740629158989,0.0,150,2
m1,parent_child_type_count_Append_SubqueryScan,parent_child_type_count_Append_SubqueryScan,kept,,identity,none,1.44,0.8979977728257459,0.0,150,2
m1,parent_child_type_count_HashJoin_ForeignScan,parent_child_type_count_HashJoin_ForeignScan,kept,,identity,none,0.36,1.1092339699089637,0.0,150,3
m1,parent_child_type_count_HashJoin_Hash,parent_child_type_count_HashJoin_Hash,kept,,identity,none,0.36,1.1092339699089637,0.0,150,3
m1,parent_child_type_count_Hash_ForeignScan,parent_child_type_count_Hash_ForeignScan,kept,,identity,none,0.2,0.6000000000000001,0.0,150,2
m1,parent_child_type_count_Hash_HashJoin,parent_child_type_count_Hash_HashJoin,kept,,identity,none,0.16,0.5425863986500215,0.0,150,2
m1,parent_child_type_count_IncrementalSort_Aggregate,parent_child_type_count_IncrementalSort_Aggregate,kept,,identity,none,0.24,0.4270831300812525,0.0,150,2
m1,parent_child_type_count_IncrementalSort_MergeAppend,parent_child_type_count_IncrementalSort_MergeAppend,kept,,identity,none,0.02,0.13999999999999999,0.0,150,2
m1,parent_child_type_count_Limit_IncrementalSort,parent_child_type_count_Limit_IncrementalSort,kept,,identity,none,0.24,0.4270831300812525,0.0,150,2
m1,parent_child_type_count_Limit_Sort,parent_child_type_count_Limit_Sort,kept,,log1p,none,0.4321762368198235,0.7158370681633827,0.0,150,3
m1,parent_child_type_count_MergeAppend_SubqueryScan,parent_child_type_count_MergeAppend_SubqueryScan,kept,,identity,none,0.04,0.27999999999999997,0.0,150,2
m1,parent_child_type_count_MergeJoin_Sort,parent_child_type_count_MergeJoin_Sort,kept,,identity,none,0.64,1.4664242223858686,0.0,150,2
m1,parent_child_type_count_NestedLoop_FunctionScan,parent_child_type_count_NestedLoop_FunctionScan,kept,,identity,none,1.3866666666666667,1.7118670768750968,0.0,150,4
m1,parent_child_type_count_NestedLoop_SeqScan,parent_child_type_count_NestedLoop_SeqScan,kept,,identity,none,1.3866666666666667,1.7118670768750968,0.0,150,4
m1,parent_child_type_count_Sort_Aggregate,parent_child_type_count_Sort_Aggregate,kept,,log1p,none,0.4171191746826373,0.7121905677380507,0.0,150,3
m1,parent_child_type_count_Sort_Append,parent_child_type_count_Sort_Append,kept,,identity,none,0.64,0.48000000000000004,0.0,150,2
m1,parent_child_type_count_Sort_ForeignScan,parent_child_type_count_Sort_ForeignScan,kept,,identity,none,0.64,1.4664242223858686,0.0,150,2
m1,parent_child_type_count_Sort_HashJoin,parent_child_type_count_Sort_HashJoin,kept,,identity,none,0.2,0.6000000000000001,0.0,150,2
m1,parent_child_type_count_Sort_MergeJoin,parent_child_type_count_Sort_MergeJoin,kept,,identity,none,0.32,0.7332121111929343,0.0,150,2
m1,parent_child_type_count_SubqueryScan_Aggregate,parent_child_type_count_SubqueryScan_Aggregate,kept,,identity,none,1.44,0.8979977728257459,0.0,150,2
m1,parent_child_type_count_SubqueryScan_ForeignScan,parent_child_type_count_SubqueryScan_ForeignScan,kept,,identity,none,0.04,0.27999999999999997,0.0,150,2
m1,parent_child_type_count_Aggregate_BitmapHeapScan,parent_child_type_count_Aggregate_BitmapHeapScan,kept,,log1p,none,0.023310050409776534,0.28453542673249343,0.0,150,2
m1,parent_child_type_count_BitmapHeapScan_BitmapIndexScan,parent_child_type_count_BitmapHeapScan_BitmapIndexScan,kept,,log1p,none,0.023310050409776534,0.28453542673249343,0.0,150,2
m1,parent_child_type_count_Sort_CustomScan,parent_child_type_count_Sort_CustomScan,kept,,identity,none,0.04,0.19595917942265423,0.0,150,2
m1,worker_node_count_seq_scan,worker_node_count_seq_scan,kept,,log1p,median,4.18299267427619,0.8606228297349923,0.08,138,6
m1,worker_node_count_seq_scan,worker_node_count_seq_scan__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_node_count_index_scan,worker_node_count_index_scan__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_node_count_index_only_scan,worker_node_count_index_only_scan__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_node_count_bitmap_heap_scan,worker_node_count_bitmap_heap_scan,kept,,identity,median,0.06666666666666667,0.339934634239519,0.08,138,3
m1,worker_node_count_bitmap_heap_scan,worker_node_count_bitmap_heap_scan__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_node_count_bitmap_index_scan,worker_node_count_bitmap_index_scan,kept,,identity,median,0.06666666666666667,0.339934634239519,0.08,138,3
m1,worker_node_count_bitmap_index_scan,worker_node_count_bitmap_index_scan__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_node_count_hash_join,worker_node_count_hash_join__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_node_count_merge_join,worker_node_count_merge_join__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_node_count_nested_loop,worker_node_count_nested_loop__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_node_count_sort,worker_node_count_sort__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
m1,worker_node_count_incremental_sort,worker_node_count_incremental_sort__is_missing,kept,missing_indicator,identity,not_applicable,0.08,0.2712931993250107,,,2
