condition_count,row_count,median_mean_feature_l2,p95_mean_feature_l2,median_mean_membership_l1,p95_mean_membership_l1,maximum_membership_l1,maximum_feature_l2,minimum_dominant_cluster_agreement,median_dominant_cluster_agreement,clear_prototype_condition_count,mixed_boundary_condition_count,weak_prototype_coverage_condition_count,median_feature_mad,p95_feature_mad,maximum_feature_mad
96,328,8.376773591041676e-05,0.00111756276465445,1.5590394194849727e-06,0.00010042481231334376,0.20160862194887388,0.1776216209137229,1.0,1.0,86,8,2,0.0,7.354630456313226e-07,0.000744100367956857
