row_count,multi_pressure_rows,rho_active_count_vs_uncertainty,p_active_count_vs_uncertainty,rho_active_count_vs_entropy,p_active_count_vs_entropy,rho_active_count_vs_top2_margin,p_active_count_vs_top2_margin,median_uncertainty_zero_or_one_pressure,median_uncertainty_multi_pressure,mann_whitney_u,mann_whitney_p,direction_consistent_with_h2
1964,1424,0.14756146274036547,4.9868830755219196e-11,0.1489134480958156,3.30693954966976e-11,-0.14483682951170368,1.1282594206106785e-10,0.01227069122718244,0.05988238576371924,522005.0,1.5372243126894334e-34,True
