query_run_id,dominant_cluster,max_membership,membership_entropy,membership_entropy_normalized,nearest_center_distance,top2_margin,membership_c0,membership_c1,membership_c2,membership_c3,dataset,ood_above_frozen_p99,distance_over_p99
20260706T015402Z-clean-run-eu-us-gac-validation-holdo--6afd21c9ff2b--__limit_k-250__payload_repeat-64__payload_width-512,1,0.9735210743398481,0.14485077143375832,0.10448774480821194,0.16475545748253664,0.9569188385077714,0.007800022311935706,0.9735210743398481,0.016602235832076786,0.002076667516139378,validation_holdout_195,False,0.1660688541615211
20260706T015418Z-clean-run-eu-us-gac-validation-holdo--70535941fe62--vent_filter_summary__lookback_days-7__min_value-900,2,0.9356432742986711,0.2935406886011341,0.21174484787199382,0.20443818782805634,0.8954811410104626,0.040162133288208536,0.01932960529629138,0.9356432742986711,0.004864987116829001,validation_holdout_195,False,0.20606792708558247
20260706T015622Z-clean-run-eu-us-gac-validation-holdo--f3b74b77fafe--s__gac_etl_top_tenants__lookback_days-7__limit_k-25,3,0.9987722931936394,0.010712137365637609,0.007727173727363371,0.07766904416616449,0.998176006706237,0.0005962864874024352,0.000216366042783844,0.0004150542761742886,0.9987722931936394,validation_holdout_195,False,0.0782882058390247
20260706T015637Z-clean-run-eu-us-gac-validation-holdo--542780ca70d7--__limit_k-250__payload_repeat-64__payload_width-512,1,0.9735150014976943,0.14487490035095854,0.10450515014280531,0.16478536175431435,0.9569055477745976,0.007798672668128029,0.9735150014976943,0.01660945372309671,0.00207687211108083,validation_holdout_195,False,0.16609899682401338
20260706T020040Z-clean-run-eu-us-gac-validation-holdo--f1da5b9c7411--__limit_k-100__payload_repeat-64__payload_width-512,1,0.9789497961443061,0.12020031695762623,0.08670620059402447,0.1549913976096775,0.9658912713947716,0.006298852039042304,0.9789497961443061,0.013058524749534497,0.0016928270671169735,validation_holdout_195,False,0.15622695720814048
20260706T020442Z-clean-run-eu-us-gac-validation-holdo--cf8a330d204b--vent_filter_summary__lookback_days-7__min_value-900,2,0.9356451890185008,0.2935392071662702,0.21174377924262805,0.20445628274270206,0.8954902375904643,0.04015495142803649,0.019334367814619797,0.9356451890185008,0.004865491738842863,validation_holdout_195,False,0.20608616624917242
20260706T020542Z-clean-run-eu-us-gac-validation-holdo--906ecf0b4450--vent_filter_summary__lookback_days-1__min_value-900,2,0.932151846180253,0.30483854856257,0.2198945311415046,0.2060498185546714,0.8887410348402546,0.04341081133999845,0.01937910552419127,0.932151846180253,0.005058236955557368,validation_holdout_195,False,0.2076924054014454
20260706T020814Z-clean-run-eu-us-gac-validation-holdo--0ca3834c073f--__limit_k-250__payload_repeat-64__payload_width-512,1,0.9735151147356873,0.1448744370536072,0.1045048159444097,0.1647848834449561,0.9569057799200994,0.007798683324418236,0.9735151147356873,0.01660933481558788,0.0020768671243065733,validation_holdout_195,False,0.1660985147016711
20260706T021003Z-clean-run-eu-us-gac-validation-holdo--5bacb2e0263d--__limit_k-100__payload_repeat-64__payload_width-512,1,0.9789499005429789,0.1201998568653084,0.08670586870757183,0.15499093349914606,0.9658914767445128,0.00629885383144138,0.9789499005429789,0.01305842379846607,0.0016928218271137713,validation_holdout_195,False,0.15622648939781517
20260706T021310Z-clean-run-eu-us-gac-validation-holdo--14deaed3a808--rollup__lookback_days-30__min_value-500__limit_k-50,1,0.9606272868113922,0.20043002399969648,0.144579700834809,0.2032269309550416,0.9365591587868175,0.011847159091552862,0.9606272868113922,0.024068128024574746,0.0034574260724802098,validation_holdout_195,False,0.2048470143214748
