query_run_id,dominant_cluster,max_membership,membership_entropy,membership_entropy_normalized,nearest_center_distance,top2_margin,membership_c0,membership_c1,membership_c2,membership_c3
20260626T115022Z-clean-run-eu-us-gac-v1__pilot-balanc--215f7e7724a7--c_fdw_daily_rollup__lookback_days-30__min_value-500,1,0.882150586916251,0.46701810766738266,0.3368823539685405,0.3065874986661987,0.8121441514624922,0.03762829067001337,0.882150586916251,0.07000643545375884,0.010214686959976807
20260626T115039Z-clean-run-eu-us-gac-v1__pilot-balanc--b4f6bd426175--c_fdw_daily_rollup__lookback_days-14__min_value-100,1,0.8810212317562932,0.4724873650284862,0.34082758920464523,0.3192247239919592,0.8128715176620648,0.03994653828713407,0.8810212317562932,0.06814971409422846,0.01088251586234433
20260626T115057Z-clean-run-eu-us-gac-v1__pilot-balanc--8ed2abdba8f2--ac_fdw_daily_rollup__lookback_days-3__min_value-900,2,0.7889204410510453,0.6959639595247644,0.5020318765219125,0.34812782972057865,0.6549494329629219,0.13397100808812343,0.05900286900645193,0.7889204410510453,0.018105681854379396
20260626T115112Z-clean-run-eu-us-gac-v1__pilot-balanc--8cfde183ec1f--_tenant_tier_left_join__lookback_days-3__limit_k-25,1,0.8888403554664613,0.4514219454767783,0.32563210104389806,0.3217165925940708,0.8277316286675185,0.03933771669355111,0.8888403554664613,0.06110872679894287,0.010713201041044658
20260626T115134Z-clean-run-eu-us-gac-v1__pilot-balanc--ab905f91fd57--_fdw_user_segment_join__lookback_days-3__limit_k-50,1,0.9882782227047956,0.07438419315059253,0.05365685328944332,0.13953665721834735,0.9815149658174261,0.0038560057912705174,0.9882782227047956,0.006763256887369485,0.0011025146165644093
20260626T115155Z-clean-run-eu-us-gac-v1__pilot-balanc--5726f29fca95--region_user_value_topk__lookback_days-7__limit_k-10,1,0.9796328450443389,0.11781832546079636,0.08498795693406641,0.16841839501055222,0.9677109324928587,0.006519177540965626,0.9796328450443389,0.011921912551480224,0.0019260648632153906
20260626T115219Z-clean-run-eu-us-gac-v1__pilot-balanc--dbab8234ed31--nant_point_rollup__tenant_id-1000__lookback_days-30,3,0.9987722931936394,0.010712137365637609,0.007727173727363371,0.07766904416616449,0.998176006706237,0.0005962864874024352,0.000216366042783844,0.0004150542761742886,0.9987722931936394
20260626T115234Z-clean-run-eu-us-gac-v1__pilot-balanc--c3d0cbd5f4eb--ent_filter_summary__lookback_days-14__min_value-900,2,0.9346601132755987,0.29713110462003417,0.21433478556459154,0.2060643118596001,0.8940332974340686,0.040626815841530176,0.019757694109530665,0.9346601132755987,0.004955376773340403
20260626T115251Z-clean-run-eu-us-gac-v1__pilot-balanc--deee54bd9b71--multi_dimension_rollup__lookback_days-3__limit_k-10,1,0.9673049645563707,0.1738572978779936,0.12541153073546832,0.20229145441664384,0.9487240446246974,0.010949152037036768,0.9673049645563707,0.018580919931673375,0.003164963474919223
20260626T115311Z-clean-run-eu-us-gac-v1__pilot-balanc--d1309619208e--t__gac_etl_top_tenants__lookback_days-7__limit_k-10,3,0.9987722931936394,0.010712137365637609,0.007727173727363371,0.07766904416616449,0.998176006706237,0.0005962864874024352,0.000216366042783844,0.0004150542761742886,0.9987722931936394
