condition_id,feature,repetition_count,median,mad,range
cond-213094df63d00ed2a194,global_group_merge_ratio,3,0.38586284191890446,0.0,0.0
cond-213094df63d00ed2a194,spill_present,3,0.5,0.0,0.0
cond-213094df63d00ed2a194,spill_bytes_to_wan_bytes_ratio,3,0.3718825972173996,0.0,0.0
cond-213094df63d00ed2a194,temp_blocks_per_final_row,3,0.419286900604877,0.0,0.0
cond-213094df63d00ed2a194,hash_batch_excess,3,0.0,0.0,0.0
cond-213094df63d00ed2a194,remote_region_rows_isf_normalized,3,0.0,0.0,0.0
cond-213094df63d00ed2a194,worker_task_scan_rows_isf_normalized,3,0.004722418376584045,0.0,0.0
cond-213094df63d00ed2a194,worker_scan_rows_cv_normalized,3,0.016885086918147177,0.0,0.0
cond-213094df63d00ed2a194,task_count_to_shard_count_ratio,3,0.19293142095945223,0.0,0.0
cond-213094df63d00ed2a194,active_task_share,3,0.19293142095945223,0.0,0.0
cond-213094df63d00ed2a194,citus_repartition_observed_v2,3,0.0,0.0,0.0
cond-213094df63d00ed2a194,worker_task_seq_scan_share,3,0.5,0.0,0.0
cond-213094df63d00ed2a194,root_rows_estimate_error_log,3,0.25,0.0,0.0
cond-213094df63d00ed2a194,foreign_scan_rows_estimate_error_log,3,0.19673945616498864,0.0,0.0
cond-213094df63d00ed2a194,aggregate_rows_estimate_error_log,3,0.25,0.0,0.0
cond-213094df63d00ed2a194,remote_root_rows_estimate_error_log,3,0.022913603047302222,0.0,0.0
cond-21e27f028b9d2c7391c4,foreign_scan_time_to_root_ratio,3,0.2227698528198227,5.308185738461813e-07,1.409183623651833e-06
cond-21e27f028b9d2c7391c4,remote_to_final_rows_ratio,3,0.4806681413338524,0.0,0.0
cond-21e27f028b9d2c7391c4,regional_input_to_wan_rows_ratio,3,0.4322424046185826,0.0,0.0
cond-21e27f028b9d2c7391c4,global_group_merge_ratio,3,0.8325416423699301,0.0,0.0
cond-21e27f028b9d2c7391c4,spill_present,3,0.5,0.0,0.0
cond-21e27f028b9d2c7391c4,spill_bytes_to_wan_bytes_ratio,3,0.3724835114027748,0.0,0.0
cond-21e27f028b9d2c7391c4,temp_blocks_per_final_row,3,0.39712589377077057,0.0,0.0
cond-21e27f028b9d2c7391c4,hash_batch_excess,3,0.0,0.0,0.0
cond-21e27f028b9d2c7391c4,remote_region_rows_isf_normalized,3,0.0,0.0,0.0
cond-21e27f028b9d2c7391c4,worker_task_scan_rows_isf_normalized,3,0.04890597438297381,0.0,0.0
cond-21e27f028b9d2c7391c4,worker_scan_rows_cv_normalized,3,0.16320690795029053,0.0,0.0
cond-21e27f028b9d2c7391c4,task_count_to_shard_count_ratio,3,0.19293142095945223,0.0,0.0
cond-21e27f028b9d2c7391c4,active_task_share,3,0.19293142095945223,0.0,0.0
cond-21e27f028b9d2c7391c4,citus_repartition_observed_v2,3,0.0,0.0,0.0
cond-21e27f028b9d2c7391c4,worker_task_seq_scan_share,3,0.5,0.0,0.0
cond-21e27f028b9d2c7391c4,root_rows_estimate_error_log,3,0.3315624094506719,0.0,0.0
cond-21e27f028b9d2c7391c4,foreign_scan_rows_estimate_error_log,3,0.3315624094506719,0.0,0.0
cond-21e27f028b9d2c7391c4,aggregate_rows_estimate_error_log,3,0.25,0.0,0.0
cond-21e27f028b9d2c7391c4,remote_root_rows_estimate_error_log,3,0.06521071799944231,0.0,0.0
cond-225db1900d966640512e,foreign_scan_time_to_root_ratio,3,0.2091455871271383,0.0006968389551492427,0.0016891266575906894
cond-225db1900d966640512e,remote_to_final_rows_ratio,3,0.5421652197243788,0.0,0.0
cond-225db1900d966640512e,regional_input_to_wan_rows_ratio,3,0.22277801565215352,0.0,0.0
cond-225db1900d966640512e,global_group_merge_ratio,3,0.9390577066593679,0.0,0.0
cond-225db1900d966640512e,spill_present,3,0.5,0.0,0.0
cond-225db1900d966640512e,spill_bytes_to_wan_bytes_ratio,3,0.4049591048694926,0.0,0.0
cond-225db1900d966640512e,temp_blocks_per_final_row,3,0.46078088834528846,0.0,0.0
cond-225db1900d966640512e,hash_batch_excess,3,0.0,0.0,0.0
cond-225db1900d966640512e,remote_region_rows_isf_normalized,3,0.0,0.0,0.0
cond-225db1900d966640512e,worker_task_scan_rows_isf_normalized,3,0.00457031079232519,0.0,0.0
cond-225db1900d966640512e,worker_scan_rows_cv_normalized,3,0.0064788354387169764,0.0,0.0
cond-225db1900d966640512e,task_count_to_shard_count_ratio,3,0.3230326202012677,0.0,0.0
cond-225db1900d966640512e,active_task_share,3,0.2649461597478896,0.0,0.0
cond-225db1900d966640512e,citus_repartition_observed_v2,3,0.0,0.0,0.0
cond-225db1900d966640512e,worker_task_seq_scan_share,3,0.5,0.0,0.0
cond-225db1900d966640512e,root_rows_estimate_error_log,3,0.25,0.0,0.0
cond-225db1900d966640512e,foreign_scan_rows_estimate_error_log,3,0.4692488924905583,0.0,0.0
cond-225db1900d966640512e,aggregate_rows_estimate_error_log,3,0.25,0.0,0.0
cond-225db1900d966640512e,remote_root_rows_estimate_error_log,3,0.3464651729614107,0.0,0.0
cond-22930995d28b411a802a,foreign_scan_time_to_root_ratio,3,0.0,0.0,0.0
cond-22930995d28b411a802a,remote_to_final_rows_ratio,3,0.4749635377263547,0.0,0.0
cond-22930995d28b411a802a,regional_input_to_wan_rows_ratio,3,0.22277801565215352,0.0,0.0
cond-22930995d28b411a802a,global_group_merge_ratio,3,0.9398052939127137,8.966976628999035e-07,0.004198265382793109
cond-22930995d28b411a802a,spill_present,3,0.0,0.0,0.0
cond-22930995d28b411a802a,spill_bytes_to_wan_bytes_ratio,3,0.0,0.0,0.0
cond-22930995d28b411a802a,temp_blocks_per_final_row,3,0.0,0.0,0.0
cond-22930995d28b411a802a,hash_batch_excess,3,0.0,0.0,0.0
cond-22930995d28b411a802a,remote_region_rows_isf_normalized,3,0.0,0.0,0.0
cond-22930995d28b411a802a,worker_task_scan_rows_isf_normalized,3,0.0,0.0,0.0
cond-22930995d28b411a802a,worker_scan_rows_cv_normalized,3,0.0,0.0,0.0
cond-22930995d28b411a802a,task_count_to_shard_count_ratio,3,0.19293142095945223,0.0,0.0
cond-22930995d28b411a802a,active_task_share,3,0.19293142095945223,0.0,0.0
cond-22930995d28b411a802a,citus_repartition_observed_v2,3,0.0,0.0,0.0
cond-22930995d28b411a802a,worker_task_seq_scan_share,3,0.0,0.0,0.0
cond-22930995d28b411a802a,root_rows_estimate_error_log,3,0.25,0.0,0.0
cond-22930995d28b411a802a,foreign_scan_rows_estimate_error_log,3,0.25,0.0,0.0
cond-22930995d28b411a802a,aggregate_rows_estimate_error_log,3,0.25,0.0,0.0
cond-22930995d28b411a802a,remote_root_rows_estimate_error_log,3,0.25,0.0,0.0
cond-235171408d34ddfd185e,foreign_scan_time_to_root_ratio,3,0.22277196012650158,4.0438642767703925e-07,1.4135208793730758e-06
cond-235171408d34ddfd185e,remote_to_final_rows_ratio,3,0.5427919323425787,0.0,0.0
cond-235171408d34ddfd185e,regional_input_to_wan_rows_ratio,3,0.22277801565215352,0.0,0.0
