query_run_id,query_id,v1_nearest_center_distance,v1_frozen_p99_threshold,v1_nearest_distance_over_p99,v1_ood_above_frozen_p99,v1_max_membership,v1_top2_margin,v2_nearest_center_distance,v2_frozen_p99_threshold,v2_nearest_distance_over_p99,v2_ood_above_frozen_p99,v2_max_membership,v2_top2_membership_margin
20260727T115549Z-stats-ceb-full-no-refit-v1__stats-ce--6ad9e47ac3c4--l_no_refit__stats_ceb_multiregion_count__query_id-1,1,4.5411176001813285,11.30732349021444,0.4016085330990391,False,0.3294341023899166,0.04923460403211244,0.3401785918580076,0.992091252236214,0.3428904257458487,False,0.7522118850936712,0.5970678270600454
20260727T115605Z-stats-ceb-full-no-refit-v1__stats-ce--efd1bcfe46ec--l_no_refit__stats_ceb_multiregion_count__query_id-2,2,12.622928157798775,11.30732349021444,1.1163497859350078,True,0.3053875449070213,0.05728759273883399,0.698545747668276,0.992091252236214,0.7041144109412573,False,0.3511146301001585,0.016672497189106072
20260727T115622Z-stats-ceb-full-no-refit-v1__stats-ce--bac3f3236be8--l_no_refit__stats_ceb_multiregion_count__query_id-3,3,5.706993210019524,11.30732349021444,0.5047165418906125,False,0.35465605745673856,0.0857651860697306,0.7709551725502221,0.992091252236214,0.7771010688910499,False,0.34837318273515855,0.013979844205460168
20260727T115653Z-stats-ceb-full-no-refit-v1__stats-ce--191e461955c5--l_no_refit__stats_ceb_multiregion_count__query_id-4,4,5.706993221310976,11.30732349021444,0.504716542889209,False,0.3546560625634436,0.08576520214088035,0.7709551796580546,0.992091252236214,0.7771010760555446,False,0.3483731787920777,0.013979840862395954
20260727T115724Z-stats-ceb-full-no-refit-v1__stats-ce--359439826350--l_no_refit__stats_ceb_multiregion_count__query_id-5,5,5.706993147668918,11.30732349021444,0.5047165363764335,False,0.35465602925755874,0.08576509732502646,0.7709551333008592,0.992091252236214,0.7771010293287991,False,0.3483732045088092,0.013979862665827736
20260727T115756Z-stats-ceb-full-no-refit-v1__stats-ce--dd2302266d0c--l_no_refit__stats_ceb_multiregion_count__query_id-6,6,11.505799125211578,11.30732349021444,1.017552839552959,True,0.3139268611891844,0.06608458315457033,0.6969980875590066,0.992091252236214,0.7025544132033668,False,0.35122943701488635,0.016897869441321545
20260727T115811Z-stats-ceb-full-no-refit-v1__stats-ce--1a7eeba369e7--l_no_refit__stats_ceb_multiregion_count__query_id-7,7,5.70699325059164,11.30732349021444,0.5047165454787398,False,0.35465607580592123,0.08576524381587314,0.7709551980897723,0.992091252236214,0.7771010946341962,False,0.348373168567056,0.013979832193311559
20260727T115842Z-stats-ceb-full-no-refit-v1__stats-ce--f8f54b110303--l_no_refit__stats_ceb_multiregion_count__query_id-8,8,5.706993086633954,11.30732349021444,0.5047165309786076,False,0.3546560016528895,0.08576501045135526,0.7709550948790137,0.992091252236214,0.7771009906006626,False,0.3483732258234042,0.013979880736998018
20260727T115914Z-stats-ceb-full-no-refit-v1__stats-ce--12174756d103--l_no_refit__stats_ceb_multiregion_count__query_id-9,9,5.492599780343147,11.30732349021444,0.4857559602939229,False,0.47174513979222066,0.21850691112926757,0.40274361347193194,0.992091252236214,0.40595420286604833,False,0.8085744704902972,0.7225876568947273
20260727T115933Z-stats-ceb-full-no-refit-v1__stats-ce--d73e9910fa0f--_no_refit__stats_ceb_multiregion_count__query_id-10,10,5.7069932247041635,11.30732349021444,0.5047165431892965,False,0.3546560640980532,0.08576520697040202,0.7709551817940207,0.992091252236214,0.7771010782085381,False,0.3483731776071473,0.01397983985777601
20260727T120003Z-stats-ceb-full-no-refit-v1__stats-ce--4c6ad677a93d--_no_refit__stats_ceb_multiregion_count__query_id-11,11,5.70699315095266,11.30732349021444,0.504716536666842,False,0.3546560307427031,0.08576510199887344,0.770955135367974,0.992091252236214,0.7771010314123926,False,0.34837320336207356,0.013979861693590112
20260727T120036Z-stats-ceb-full-no-refit-v1__stats-ce--98dedb4548e0--_no_refit__stats_ceb_multiregion_count__query_id-12,12,4.950477138527534,11.30732349021444,0.4378115778514487,False,0.39155268161934936,0.09533553645788356,0.5109477852787674,0.992091252236214,0.5150209561137348,False,0.6622217117514131,0.49106009524120714
20260727T120054Z-stats-ceb-full-no-refit-v1__stats-ce--705b678c2f15--_no_refit__stats_ceb_multiregion_count__query_id-13,13,2.9989292333197644,11.30732349021444,0.26522007935079345,False,0.4761809514794986,0.14014917785174347,0.34785091875602325,0.992091252236214,0.350623914858591,False,0.846515569724964,0.7611862470100004
20260727T120111Z-stats-ceb-full-no-refit-v1__stats-ce--8634fbcdddb7--_no_refit__stats_ceb_multiregion_count__query_id-14,14,5.706993239214849,11.30732349021444,0.5047165444725963,False,0.3546560706606658,0.0857652276233965,0.7709551909282791,0.992091252236214,0.777101087415613,False,0.3483731725399042,0.01397983556161303
20260727T120143Z-stats-ceb-full-no-refit-v1__stats-ce--fa1db4e3efb6--_no_refit__stats_ceb_multiregion_count__query_id-15,15,14.244022744100928,11.30732349021444,1.2597165683309548,True,0.2942739075826086,0.04650906741931682,0.7026507522004452,0.992091252236214,0.7082521397267054,False,0.34661323300408114,0.008346446244338446
20260727T120200Z-stats-ceb-full-no-refit-v1__stats-ce--eb48bb0b100d--_no_refit__stats_ceb_multiregion_count__query_id-16,16,12.585602012637633,11.30732349021444,1.113048726653079,True,0.3107351854562124,0.0647370584578835,0.6875181505193854,0.992091252236214,0.6929989040521137,False,0.365231503406921,0.05318689248972419
20260727T120215Z-stats-ceb-full-no-refit-v1__stats-ce--e61d25524c7c--_no_refit__stats_ceb_multiregion_count__query_id-17,17,5.85186162870149,11.30732349021444,0.5175284525790561,False,0.5023215234899292,0.2644406826127803,0.1790924722270059,0.992091252236214,0.18052016064381596,False,0.9789531247215116,0.9673748586586376
20260727T120234Z-stats-ceb-full-no-refit-v1__stats-ce--b1b6578c060b--_no_refit__stats_ceb_multiregion_count__query_id-18,18,8.328438260837157,11.30732349021444,0.7365525774551985,False,0.42117267037505807,0.16654237388154713,0.3288031304751917,0.992091252236214,0.3314242815205316,False,0.8873660562797946,0.8207571951374527
20260727T120253Z-stats-ceb-full-no-refit-v1__stats-ce--6fb8a6573a07--_no_refit__stats_ceb_multiregion_count__query_id-19,19,14.528576838931716,11.30732349021444,1.2848820369829348,True,0.2828986584614131,0.004636502886263105,0.33324858006697633,0.992091252236214,0.3359051693237094,False,0.767621715189658,0.6243429171874545
20260727T120309Z-stats-ceb-full-no-refit-v1__stats-ce--f90b8fa6e1c6--_no_refit__stats_ceb_multiregion_count__query_id-20,20,15.334914732115744,11.30732349021444,1.3561931561776626,True,0.2803698120904137,0.027792385762733796,0.6747403975999325,0.992091252236214,0.6801192895099522,False,0.4498378615497259,0.2004395633245708
20260727T120324Z-stats-ceb-full-no-refit-v1__stats-ce--06d3fdce2b76--_no_refit__stats_ceb_multiregion_count__query_id-21,21,13.60057792619738,11.30732349021444,1.202811429067857,True,0.2991855941517411,0.0511310993285132,0.7006004461975518,0.992091252236214,0.7061854891053317,False,0.3490132981513703,0.012730644853548079
20260727T120339Z-stats-ceb-full-no-refit-v1__stats-ce--9fd2158832f7--_no_refit__stats_ceb_multiregion_count__query_id-22,22,5.706993238601942,11.30732349021444,0.5047165444183919,False,0.3546560703834733,0.08576522675105236,0.7709551905424651,0.992091252236214,0.7771010870267234,False,0.34837317275393503,0.013979835743074764
20260727T120410Z-stats-ceb-full-no-refit-v1__stats-ce--5818fe568b14--_no_refit__stats_ceb_multiregion_count__query_id-23,23,5.712680119901165,11.30732349021444,0.5052194822979126,False,0.3209134117173543,0.028945728274203664,0.39991615859356305,0.992091252236214,0.4031042080979303,False,0.5115165795239401,0.11078673806462364
20260727T120426Z-stats-ceb-full-no-refit-v1__stats-ce--d2a47dcf4b80--_no_refit__stats_ceb_multiregion_count__query_id-24,24,8.725436923496721,11.30732349021444,0.7716624478859095,False,0.3560806912110885,0.11485249903232095,0.6804073283089458,0.992091252236214,0.685831395827027,False,0.36513278311119035,0.05348966819313539
20260727T120441Z-stats-ceb-full-no-refit-v1__stats-ce--b92de91365e3--_no_refit__stats_ceb_multiregion_count__query_id-25,25,4.849086738850341,11.30732349021444,0.4288447874553892,False,0.5234709707654306,0.2769761560427766,0.32104400349018475,0.992091252236214,0.3236033003683265,False,0.8917144312401665,0.8297180608644092
20260727T120458Z-stats-ceb-full-no-refit-v1__stats-ce--009fabcba823--_no_refit__stats_ceb_multiregion_count__query_id-26,26,5.999675958862082,11.30732349021444,0.5306008945489451,False,0.40264740675941996,0.09634161626283205,0.15303084928467117,0.992091252236214,0.15425077979443264,False,0.9843791946986332,0.9754969729067209
20260727T120517Z-stats-ceb-full-no-refit-v1__stats-ce--b78595f21206--_no_refit__stats_ceb_multiregion_count__query_id-27,27,5.706993330858569,11.30732349021444,0.5047165525774073,False,0.35465611210685744,0.08576535805750846,0.7709552486157581,0.992091252236214,0.7771011455629648,False,0.34837314053770596,0.01397980842918034
20260727T120558Z-stats-ceb-full-no-refit-v1__stats-ce--a1744d5d9f76--_no_refit__stats_ceb_multiregion_count__query_id-28,28,90.61312877021642,11.30732349021444,8.013667323539,True,0.25977251977294696,0.01029182501319853,0.22065806635489763,0.992091252236214,0.22241710715372742,False,0.9644223988880712,0.9452983183262587
20260727T120625Z-stats-ceb-full-no-refit-v1__stats-ce--3e12a9896a01--_no_refit__stats_ceb_multiregion_count__query_id-29,29,13.528812130874002,11.30732349021444,1.1964645870954411,True,0.2995860356284764,0.05138954033524726,0.6994200410924432,0.992091252236214,0.7049956740530894,False,0.35116808521643333,0.01671487725376042
20260727T120640Z-stats-ceb-full-no-refit-v1__stats-ce--f42e44dd24b6--_no_refit__stats_ceb_multiregion_count__query_id-31,31,3.797995430078291,11.30732349021444,0.33588810237587563,False,0.486596577194572,0.19545068943334282,0.19883404645519365,0.992091252236214,0.2004191106483538,False,0.9654369720863117,0.9469291393359146
20260727T120704Z-stats-ceb-full-no-refit-v1__stats-ce--4123fef53a01--_no_refit__stats_ceb_multiregion_count__query_id-32,32,5.706993244567454,11.30732349021444,0.5047165449459714,False,0.3546560730814318,0.08576523524171498,0.7709551942976547,0.992091252236214,0.7771010908118485,False,0.34837317067073836,0.013979833976877354
20260727T120747Z-stats-ceb-full-no-refit-v1__stats-ce--4cfa0890dc63--_no_refit__stats_ceb_multiregion_count__query_id-33,33,5.642708050998153,11.30732349021444,0.49903127436669287,False,0.3538506754872585,0.0537960123610417,0.720854550414443,0.992091252236214,0.7266010548824089,False,0.5173027840975221,0.28775867434416313
20260727T120823Z-stats-ceb-full-no-refit-v1__stats-ce--940213eb07bd--_no_refit__stats_ceb_multiregion_count__query_id-35,35,5.706993228242731,11.30732349021444,0.5047165435022413,False,0.3546560656984109,0.08576521200683757,0.7709551840214993,0.992091252236214,0.7771010804537738,False,0.3483731763714502,0.013979838810114276
20260727T120856Z-stats-ceb-full-no-refit-v1__stats-ce--01b8759d412a--_no_refit__stats_ceb_multiregion_count__query_id-36,36,5.706993237335317,11.30732349021444,0.5047165443063738,False,0.3546560698106293,0.08576522494827282,0.7709551897451447,0.992091252236214,0.7771010862230469,False,0.3483731731962497,0.013979836118082567
20260727T120928Z-stats-ceb-full-no-refit-v1__stats-ce--baa21348fcba--_no_refit__stats_ceb_multiregion_count__query_id-37,37,15.98096443050156,11.30732349021444,1.4133286665347262,True,0.3290504579524343,0.07561282210450126,0.36609393052999956,0.992091252236214,0.3690123561767216,False,0.8486237992995246,0.7660829757839308
20260727T120952Z-stats-ceb-full-no-refit-v1__stats-ce--3dea5d36442c--_no_refit__stats_ceb_multiregion_count__query_id-38,38,5.70699336448408,11.30732349021444,0.504716555551189,False,0.35465612731382506,0.08576540591495524,0.770955269781818,0.992091252236214,0.7771011668977562,False,0.34837312879581495,0.013979798474051897
20260727T121049Z-stats-ceb-full-no-refit-v1__stats-ce--9c378f93220d--_no_refit__stats_ceb_multiregion_count__query_id-39,39,5.706993255108396,11.30732349021444,0.5047165458781939,False,0.35465607784865993,0.08576525024451415,0.770955200932986,0.992091252236214,0.7771010975000754,False,0.34837316698977927,0.013979830856048314
20260727T121121Z-stats-ceb-full-no-refit-v1__stats-ce--a42d2ecd145a--_no_refit__stats_ceb_multiregion_count__query_id-40,40,5.706993230311154,11.30732349021444,0.5047165436851689,False,0.35465606663387766,0.08576521495081613,0.7709551853235411,0.992091252236214,0.7771010817661952,False,0.3483731756491406,0.013979838197718253
20260727T121153Z-stats-ceb-full-no-refit-v1__stats-ce--61f8bf4ebb18--_no_refit__stats_ceb_multiregion_count__query_id-41,41,5.706993202089646,11.30732349021444,0.504716541189308,False,0.35465605387033866,0.08576517478308643,0.7709551675584464,0.992091252236214,0.7771010638594809,False,0.34837318550435403,0.013979846553268671
20260727T121224Z-stats-ceb-full-no-refit-v1__stats-ce--2365ef160cc8--_no_refit__stats_ceb_multiregion_count__query_id-42,42,23.744993856755578,11.30732349021444,2.099965909466101,True,0.280809182300312,0.02690587796600652,0.430505243275245,0.992091252236214,0.43393714268205535,False,0.8152692785012442,0.7260092990696577
20260727T121246Z-stats-ceb-full-no-refit-v1__stats-ce--bef3f74020aa--_no_refit__stats_ceb_multiregion_count__query_id-43,43,5.706993282868345,11.30732349021444,0.5047165483332355,False,0.3546560904032544,0.08576528975470754,0.7709552184072742,0.992091252236214,0.7771011151136651,False,0.3483731572958956,0.013979822637279704
20260727T121320Z-stats-ceb-full-no-refit-v1__stats-ce--06c758499697--_no_refit__stats_ceb_multiregion_count__query_id-44,44,5.706993234455896,11.30732349021444,0.5047165440517228,False,0.3546560685083816,0.08576522085000937,0.7709551879325941,0.992091252236214,0.7771010843960471,False,0.3483731742017648,0.013979836970588966
20260727T121351Z-stats-ceb-full-no-refit-v1__stats-ce--016037691c34--_no_refit__stats_ceb_multiregion_count__query_id-46,46,10.82930727601925,11.30732349021444,0.9577250783875713,False,0.323929385458004,0.07811796712840824,0.6931945457449347,0.992091252236214,0.6987205503349072,False,0.35313707907930747,0.025718262027466743
20260727T121406Z-stats-ceb-full-no-refit-v1__stats-ce--0990036f0917--_no_refit__stats_ceb_multiregion_count__query_id-47,47,5.7069934269140035,11.30732349021444,0.5047165610723826,False,0.3546561555470353,0.0857654947670003,0.7709553090786935,0.992091252236214,0.7771012065078983,False,0.34837310699584645,0.013979779991386054
20260727T121526Z-stats-ceb-full-no-refit-v1__stats-ce--ed7ed30f4959--_no_refit__stats_ceb_multiregion_count__query_id-48,48,3.1250818943604908,11.30732349021444,0.2763768010232477,False,0.46550113204763477,0.11909396944439415,0.3967282840136065,0.992091252236214,0.3998909204363659,False,0.7948534602251753,0.6827283178538138
20260727T121542Z-stats-ceb-full-no-refit-v1__stats-ce--c6f3d13743a0--_no_refit__stats_ceb_multiregion_count__query_id-49,49,5.706993415448708,11.30732349021444,0.5047165600584119,False,0.35465615036202763,0.08576547844938431,0.7709553018618489,0.992091252236214,0.7771011992335225,False,0.34837311099939505,0.01397978338571415
20260727T121648Z-stats-ceb-full-no-refit-v1__stats-ce--816d4588344d--_no_refit__stats_ceb_multiregion_count__query_id-50,50,5.706993338570984,11.30732349021444,0.5047165532594798,False,0.35465611559477167,0.08576536903422977,0.7709552534704661,0.992091252236214,0.7771011504563735,False,0.34837313784455193,0.013979806145843154
20260727T121730Z-stats-ceb-full-no-refit-v1__stats-ce--4cbe11eb13e9--_no_refit__stats_ceb_multiregion_count__query_id-51,51,5.706993380907028,11.30732349021444,0.5047165570036058,False,0.3546561347409648,0.08576542928871805,0.7709552801194051,0.992091252236214,0.7771011773177523,False,0.34837312306103035,0.01397979361192947
20260727T121825Z-stats-ceb-full-no-refit-v1__stats-ce--20faaaceabc6--_no_refit__stats_ceb_multiregion_count__query_id-52,52,5.7069934092438395,11.30732349021444,0.5047165595096641,False,0.35465614755596153,0.08576546961848075,0.7709552979561769,0.992091252236214,0.7771011952967153,False,0.3483731131660689,0.013979785222684948
20260727T121931Z-stats-ceb-full-no-refit-v1__stats-ce--6bd8e852fe89--_no_refit__stats_ceb_multiregion_count__query_id-53,53,27.6407191496265,11.30732349021444,2.444497070730069,True,0.29199579979265106,0.035838549205126025,0.20214540524980648,0.992091252236214,0.20375686691537953,False,0.9715483781315203,0.955926216150798
