query_run_id,hard_cluster,max_membership,top2_margin,membership_entropy,nearest_center_distance,nearest_center_distance_baseline_percentile,display_state,membership_c0,membership_c1,membership_c2,membership_c3,frozen_p99_threshold,ood_above_frozen_p99,nearest_distance_over_p99,scaled_feature_fingerprint,query_id
20260727T125521Z-stats-ceb-full-no-refit-v1__stats-ce--f24af4e7f9c9--no_refit__stats_ceb_multiregion_count__query_id-102,0,0.3450321719073093,0.08387652129177403,1.3542407731244104,11.23312797093191,0.9872708757637475,weak_prototype_coverage,0.3450321719073093,0.26115565061553525,0.17066432104053753,0.22314785643661808,11.30732349021444,False,0.9934382774715219,7436f7eea8f373dd663781c1aaf8a063efb75d7908905403951e461aee46d272,102
20260727T125543Z-stats-ceb-full-no-refit-v1__stats-ce--ea7b4617c3ff--no_refit__stats_ceb_multiregion_count__query_id-103,2,0.3546560881926121,0.08576528279765955,1.3345211300234998,5.706993277980293,0.905295315682281,mixed_boundary,0.1354294044017361,0.2410237020106993,0.3546560881926121,0.2688908053949525,11.30732349021444,False,0.5047165479009447,e638529c386a91b773bcbe171c0f7885850ec0dc134ffda0e62cff84ed62b769,103
20260727T130133Z-stats-ceb-full-no-refit-v1__stats-ce--84d00162b479--no_refit__stats_ceb_multiregion_count__query_id-107,2,0.3546561634585852,0.08576551966525808,1.3345211374317354,5.706993444408415,0.905295315682281,mixed_boundary,0.13542943701402207,0.24102375573406562,0.3546561634585852,0.2688906437933271,11.30732349021444,False,0.5047165626195579,60131579aeb0419f0cc2024d5752d7e95a0717f7e5afad29631238944dbeb942,107
20260727T130341Z-stats-ceb-full-no-refit-v1__stats-ce--d1b347af3b71--no_refit__stats_ceb_multiregion_count__query_id-109,2,0.3097630684478058,0.0657550389226389,1.3754858758442887,12.994948024928927,0.9918533604887984,weak_prototype_coverage,0.20744410043201866,0.23878480159500867,0.3097630684478058,0.24400802952516693,11.30732349021444,True,1.1492505751847453,962e7d2deb35e24f2f8a0ca3b88b80061cfafa22d7b7361260a7f7078c2fc275,109
20260727T130356Z-stats-ceb-full-no-refit-v1__stats-ce--1abc04aa22a1--no_refit__stats_ceb_multiregion_count__query_id-110,0,0.2519664893119086,0.0015566145571037637,1.3862789241278932,97.97502234821667,1.0,weak_prototype_coverage,0.2519664893119086,0.25040987475480486,0.24815551842790387,0.2494681175053826,11.30732349021444,True,8.664740372291108,2da13fb8dfe89b83f1dcfacf3122dc213f88b78ce77fa15db9cfd9c542205458,110
20260727T130424Z-stats-ceb-full-no-refit-v1__stats-ce--3b5e49bb29a5--no_refit__stats_ceb_multiregion_count__query_id-111,0,0.40570760859177957,0.15653277535052623,1.3145961314750023,8.692186365664544,0.9755600814663951,mixed_boundary,0.40570760859177957,0.24917483324125334,0.14623026550939436,0.1988872926575728,11.30732349021444,False,0.7687218264505227,d4d2ec8f1bf732ab5fa7269778a6d1d829485e3290030ec48b53e0a555fe5647,111
20260727T130446Z-stats-ceb-full-no-refit-v1__stats-ce--e64c0470e55f--no_refit__stats_ceb_multiregion_count__query_id-112,0,0.33265140633187923,0.06776647529601604,1.3605280820835703,10.643453126231115,0.9816700610997964,weak_prototype_coverage,0.33265140633187923,0.2648849310358632,0.17766600016330145,0.22479766246895616,11.30732349021444,False,0.9412884610086685,cdeac5ee84a554a1e9c71ad8f28ac239b2856b57264115b6da441050bc1c647c,112
20260727T130507Z-stats-ceb-full-no-refit-v1__stats-ce--3efb33ba5e98--no_refit__stats_ceb_multiregion_count__query_id-113,0,0.2504372328529669,0.0005006998835863918,1.386293826871749,1688.9976134859887,1.0,weak_prototype_coverage,0.2504372328529669,0.24993653296938048,0.24978021591989524,0.24984601825775737,11.30732349021444,True,149.37200788035094,42dd9077c066743f55667d125803d195c9c750b7fd4038cacab652dd60560661,113
20260727T130916Z-stats-ceb-full-no-refit-v1__stats-ce--f9e8950598b1--no_refit__stats_ceb_multiregion_count__query_id-115,0,0.29537373286904184,0.04463009137481849,1.3798152048073165,25.521526451508283,1.0,weak_prototype_coverage,0.29537373286904184,0.25074364149422335,0.21748910134526558,0.23639352429146918,11.30732349021444,True,2.2570793586647686,252ea386ecfd275fdaf994f2db5627e75074dbfbeb304094cbeeb792fcf17839,115
20260727T130948Z-stats-ceb-full-no-refit-v1__stats-ce--7067f463b57a--no_refit__stats_ceb_multiregion_count__query_id-116,2,0.35465607423371676,0.085765238868036,1.3345211286495704,5.706993247115299,0.905295315682281,mixed_boundary,0.13542939835346193,0.24102369204714053,0.35465607423371676,0.26889083536568076,11.30732349021444,False,0.5047165451712983,78bf4ca8035e9748b5bde9cce451fc421964ebd5efee7d161a12b107a3a0a5e9,116
20260727T131023Z-stats-ceb-full-no-refit-v1__stats-ce--bb01246ce148--no_refit__stats_ceb_multiregion_count__query_id-117,0,0.4516816017888633,0.15447060219382536,1.2121614863555172,4.649129166554023,0.8472505091649695,mixed_boundary,0.4516816017888633,0.29721099959503794,0.06690775317444761,0.18419964544165113,11.30732349021444,False,0.4111608879481924,e3b03781dfd23b56a4e56789a568d152bfe5833ffb384dc9b0c295c82d92320c,117
20260727T131047Z-stats-ceb-full-no-refit-v1__stats-ce--3e4025774092--no_refit__stats_ceb_multiregion_count__query_id-118,2,0.28005233355314124,0.027540167558326112,1.382721449273437,15.437514417661907,1.0,weak_prototype_coverage,0.22058687645641886,0.24684862399562477,0.28005233355314124,0.25251216599481513,11.30732349021444,True,1.3652668937102408,e2df34f64f1bf5924a7f3bcc325d47937e9830ca060bb8a3fb0becedc6876dc3,118
20260727T131103Z-stats-ceb-full-no-refit-v1__stats-ce--a308b1d82662--no_refit__stats_ceb_multiregion_count__query_id-119,2,0.35465607802354854,0.08576525079490094,1.3345211290225913,5.706993255495098,0.905295315682281,mixed_boundary,0.13542939999556383,0.24102369475224003,0.35465607802354854,0.2688908272286476,11.30732349021444,False,0.5047165459123931,32d91c87d4f9b36dfdf529d1d8f80084dce50ddd088c1c4a760193b6f267c52a,119
20260727T131136Z-stats-ceb-full-no-refit-v1__stats-ce--127cd0e50e0b--no_refit__stats_ceb_multiregion_count__query_id-121,2,0.3546560746460649,0.08576524016572423,1.3345211286901564,5.706993248027051,0.905295315682281,mixed_boundary,0.1354293985321288,0.24102369234146556,0.3546560746460649,0.2688908344803407,11.30732349021444,False,0.5047165452519321,765038f24f8710462ee5006b88c0379855221d7963f16fbd0375ef8c32b3de3f,121
20260727T131207Z-stats-ceb-full-no-refit-v1__stats-ce--c931fe3227bd--no_refit__stats_ceb_multiregion_count__query_id-123,0,0.2506203487638183,0.0007082954785811169,1.3862932837910689,1197.6373097873573,1.0,weak_prototype_coverage,0.2506203487638183,0.24991205328523716,0.2496856691325255,0.24978192881841915,11.30732349021444,True,105.91695822833883,7cc5dff376bb6b5209257137d4f952211d4e0158b56a64fa9e14d79cf1b11139,123
20260727T131327Z-stats-ceb-full-no-refit-v1__stats-ce--f8ea0a3d067d--no_refit__stats_ceb_multiregion_count__query_id-124,0,0.25671495171041364,0.005345871320163564,1.386112231909694,47.58571953831539,1.0,weak_prototype_coverage,0.25671495171041364,0.2513690803902501,0.24356428417962028,0.24835168371971594,11.30732349021444,True,4.2083981748197905,2184b7dd1f559bb105c275d3ad26224be14f12b03a8adb44a6bdede8a9fb0b0b,124
20260727T131357Z-stats-ceb-full-no-refit-v1__stats-ce--8c4afd677aa9--no_refit__stats_ceb_multiregion_count__query_id-125,2,0.3546560602484129,0.08576519485532025,1.3345211272730444,5.7069932161922,0.905295315682281,mixed_boundary,0.13542939229375453,0.2410236820647399,0.3546560602484129,0.26889086539309265,11.30732349021444,False,0.5047165424365133,77afe1b7f49ad3aa0021709629d662559fedf202dda2af3a238871a58e26b27c,125
20260727T131430Z-stats-ceb-full-no-refit-v1__stats-ce--25359a07acac--no_refit__stats_ceb_multiregion_count__query_id-127,2,0.323308314783161,0.07744959958100153,1.3694107973227534,10.888982025976766,0.9816700610997964,weak_prototype_coverage,0.19468235606950868,0.23615061394517078,0.323308314783161,0.2458587152021595,11.30732349021444,False,0.9630026093620021,f77dee087a48f7522309c432c6b8e6a7f0c5014c0764ed1ded0601187f52ad05,127
20260727T131445Z-stats-ceb-full-no-refit-v1__stats-ce--8a66e3514ef9--no_refit__stats_ceb_multiregion_count__query_id-128,2,0.3239294154472113,0.07811806847186381,1.369131747034989,10.829307424437184,0.9816700610997964,weak_prototype_coverage,0.19424365129562995,0.23601558628181124,0.3239294154472113,0.2458113469753475,11.30732349021444,False,0.9577250915133949,38124cc7ac31c857a4685e2d215ac69443e70df096fdcdcfa02ce31ae5dd3b00,128
20260727T131500Z-stats-ceb-full-no-refit-v1__stats-ce--0b203d14eb3f--no_refit__stats_ceb_multiregion_count__query_id-129,0,0.5109844151852535,0.2647869707940402,1.1858960809825625,5.141999633974237,0.879837067209776,mixed_boundary,0.5109844151852535,0.24619744439121333,0.08020356940348189,0.1626145710200513,11.30732349021444,False,0.4547494938500889,15d1495bf5d4c6743d33929ab295a8138b17991d1a64c6e71db704b51a388235,129
20260727T131521Z-stats-ceb-full-no-refit-v1__stats-ce--2315e0472c88--no_refit__stats_ceb_multiregion_count__query_id-130,2,0.35465611185826074,0.0857653572751566,1.33452113235284,5.706993330308878,0.905295315682281,mixed_boundary,0.13542941465588768,0.24102371890274749,0.35465611185826074,0.26889075458310413,11.30732349021444,False,0.5047165525287935,6b11d1aace777662fdacb8fb816dff3adb6e4566a99f22b436a709710758d363,130
