query_run_id,k,dominant_cluster,nearest_center,nearest_center_distance,frozen_p99_threshold,ood_above_frozen_p99,max_membership,top2_membership_margin,membership_c0,distance_c0,membership_c1,distance_c1,membership_c2,distance_c2,membership_c3,distance_c3,query_id,table_count_stratum,execution_status,comparison_status,plan_fingerprint,remote_plan_fingerprint
20260727T123753Z-stats-ceb-full-no-refit-v1__stats-ce--f5430f06326c--_no_refit__stats_ceb_multiregion_count__query_id-71,3,1,1,0.29881463128491703,0.9794666794909843,False,0.9546141465559257,0.9192284338907651,0.01000014077891376,1.4734638042996935,0.9546141465559257,0.29881463128491703,0.03538571266516057,0.9467860063972329,,,71,6,completed,passed,cacab5f13bef75f8843784852177f800b807359fc318be95b4a07c799ed5994d,2d097605b07dba627d3158906eb3db370aa303f604737a77b73b78cf6564baed
20260727T124046Z-stats-ceb-full-no-refit-v1__stats-ce--05356b09cf1c--_no_refit__stats_ceb_multiregion_count__query_id-72,3,1,1,0.5461386681512314,0.9794666794909843,False,0.8221422000268319,0.687153241675776,0.04286884162211203,1.5356234810377125,0.8221422000268319,0.5461386681512314,0.134988958351056,1.027850543943888,,,72,6,completed,passed,3d17606826c1ff12ad2c443c7e862e809b8fdbd967be12875de236a96e0cf740,0b592e6a998afb9c17611397f66aa17d9f71aae6672ff1251a553c54193175dd
20260727T124123Z-stats-ceb-full-no-refit-v1__stats-ce--ca588f50c6bf--_no_refit__stats_ceb_multiregion_count__query_id-73,3,1,1,0.5652599737273516,0.9794666794909843,False,0.7976545615776851,0.6432905962132432,0.04798147305787305,1.5118464367445141,0.7976545615776851,0.5652599737273516,0.15436396536444186,1.004366823066045,,,73,6,completed,passed,b0c70251cbec549c2b8cf98624b5fa41b1b58566cadd197442100efccaa07fd4,f04e269377b398b739e49c917abc83bf0b6ce54201de9114225d3baeba0697ab
20260727T124240Z-stats-ceb-full-no-refit-v1__stats-ce--390aaac352ae--_no_refit__stats_ceb_multiregion_count__query_id-74,3,1,1,0.379994010003003,0.9794666794909843,False,0.899955872956625,0.8199738137968109,0.020062067883560897,1.4385424520993042,0.899955872956625,0.379994010003003,0.07998205915981414,0.8865572236491525,,,74,6,completed,passed,aa9b901a638414bc5b4969dad059920b17b361588a4f8aef437f2c092cc0d6c1,272253d6e2ee0c2ba58e7b5a26c52f6dc89d8464b74068f179f8c1ee17da429a
20260727T124329Z-stats-ceb-full-no-refit-v1__stats-ce--72f3957fc57f--_no_refit__stats_ceb_multiregion_count__query_id-75,3,1,1,0.4626062254100435,0.9794666794909843,False,0.8462041357227963,0.7243646775563929,0.03195640611080021,1.4562384608307604,0.8462041357227963,0.4626062254100435,0.12183945816640343,0.9115951113206388,,,75,6,completed,passed,ac6f3ffeac8ba60eb0047cceb6d1a6357a21b82c71f034f42d5dba9a9cfd0335,ea145875dd6a9f09bb63a69f0a0f24957e79eae65823d838468875524b9790d5
20260727T124408Z-stats-ceb-full-no-refit-v1__stats-ce--1cc84b23aa7c--_no_refit__stats_ceb_multiregion_count__query_id-76,3,2,2,0.7070421557018908,0.9794666794909843,False,0.5187511845447825,0.20248231395553118,0.31626887058925135,0.8407390838407979,0.16497994486596623,1.0557961886360072,0.5187511845447825,0.7070421557018908,,,76,6,completed,passed,e052b5591b63db66a1df35e7f4eda34b42c8bb8fa832e749f5a6402a4fc07308,2b7ad0128b6e38cb5c9322eeea6a7031da4940d1e7db976c53a9c328230da0eb
20260727T124424Z-stats-ceb-full-no-refit-v1__stats-ce--eeb4621fdf19--_no_refit__stats_ceb_multiregion_count__query_id-77,3,2,2,0.6687564600550525,0.9794666794909843,False,0.5344683787231013,0.20103283299139546,0.3334355457317058,0.788835654940986,0.132096075545193,1.090760055595397,0.5344683787231013,0.6687564600550525,,,77,6,completed,passed,656d0a1f29c0d36c62ba5db3f39fddec860018e4e472e31693885087238de3b0,d6924bc56b1df0131e0968c61e776bc14d8c4ba39bdf9cbc3455a83575b3386b
20260727T124443Z-stats-ceb-full-no-refit-v1__stats-ce--447eaf57f536--_no_refit__stats_ceb_multiregion_count__query_id-78,3,1,1,0.4867358792018774,0.9794666794909843,False,0.8166071702969411,0.6708833427676891,0.03766900217380694,1.4285766141715925,0.8166071702969411,0.4867358792018774,0.14572382752925192,0.8897382834565725,,,78,6,completed,passed,8443b1cdabb2d7e3519720879b02bf2efe1ff11c830fb0fa15fab9b9e98e8e7a,a1171f738239967ed141f9ec68241b22ec030078d0cb0b307e729d2c1b6d8e59
20260727T124504Z-stats-ceb-full-no-refit-v1__stats-ce--13f9ab609c86--_no_refit__stats_ceb_multiregion_count__query_id-79,3,1,1,0.24145587070145672,0.9794666794909843,False,0.9716511751213218,0.948905443252166,0.005603093009522359,1.4672923767802455,0.9716511751213218,0.24145587070145672,0.022745731869155836,0.8985690005590351,,,79,6,completed,passed,2c89eff9cba9a377f2bd5b41754319edd7dc696e31783198e5cf23b42b939c8e,50b8079d211d20709d498cb45718a94b196f8a6acd8951f04126d6eb11965871
20260727T124534Z-stats-ceb-full-no-refit-v1__stats-ce--32c1d4057729--_no_refit__stats_ceb_multiregion_count__query_id-80,3,0,0,0.751566180271346,0.9794666794909843,False,0.4684441650126884,0.05545733076792764,0.4684441650126884,0.751566180271346,0.11856900074255092,1.2156472302430177,0.41298683424476074,0.7854522686934181,,,80,3,completed,passed,9ca4ed830d20514e4d025c0ac8838ba70566fd836a9b05220a202dc3b9a16cd1,e85579d1373689bcc979d045fac715db6dd7e5c03081ff7bbbbe94746bd3ecea
20260727T124605Z-stats-ceb-full-no-refit-v1__stats-ce--ef81c83fd74c--_no_refit__stats_ceb_multiregion_count__query_id-81,3,0,0,0.751566143266344,0.9794666794909843,False,0.4684441867732058,0.055457363249413916,0.4684441867732058,0.751566143266344,0.11856898970300238,1.2156472297671692,0.4129868235237919,0.7854522499267113,,,81,3,completed,passed,38fc1ae7f31aab21a01d7e321b6efa02aa1fb88cbe275be1058f5727fa5d3a97,a2cc6b73c66ce51f6131520a316a3e0b7c32a8d69f5d043ad27d0094762fa6e8
20260727T124637Z-stats-ceb-full-no-refit-v1__stats-ce--c4f2117cdeca--_no_refit__stats_ceb_multiregion_count__query_id-82,3,0,0,0.7515661838377456,0.9794666794909843,False,0.468444162915494,0.05545732763748801,0.468444162915494,0.7515661838377456,0.11856900180650008,1.215647230288879,0.412986835278006,0.7854522705020818,,,82,3,completed,passed,89eeb19a2df3a12fd47d509e581e7e36534ed25ff247e817f195a0f4571c45f5,8e8bf7dac1f99f67c339d05f04d9e7559dd944f4b69d196aab77f47a486ed620
20260727T124708Z-stats-ceb-full-no-refit-v1__stats-ce--fd67457a2e36--_no_refit__stats_ceb_multiregion_count__query_id-83,3,1,1,0.5102939684181511,0.9794666794909843,False,0.7570344875577397,0.5567052814734255,0.04263630635794601,1.396651547138033,0.7570344875577397,0.5102939684181511,0.20032920608431423,0.8126441685838226,,,83,3,completed,passed,b58e43ab08f9e313f720ccb78be1520dad3714d805ca5d0c3faa1d5239848ab8,354a72dfab2d83dba9090b0248908600441a9b7efedf9af6ec40a4ed76be3e79
20260727T124728Z-stats-ceb-full-no-refit-v1__stats-ce--348f5142df9f--_no_refit__stats_ceb_multiregion_count__query_id-84,3,0,0,0.751566168953348,0.9794666794909843,False,0.4684441716681523,0.055457340702404156,0.4684441716681523,0.751566168953348,0.11856899736609976,1.2156472300974777,0.4129868309657481,0.7854522629536106,,,84,3,completed,passed,92ae731da413e1f279b2c9dacc85d0edb3bd76859650fcb8a47eccd6cc6a97ba,67a6a13a4e1fc150a0d3096d75e58c14546c739e7bcf9337a2c81b6e67016214
20260727T124759Z-stats-ceb-full-no-refit-v1__stats-ce--fc3567017f16--_no_refit__stats_ceb_multiregion_count__query_id-85,3,1,1,0.3559780356360494,0.9794666794909843,False,0.8994158750130835,0.8166214352756385,0.01778968524947146,1.4052399946194094,0.8994158750130835,0.3559780356360494,0.08279443973744505,0.820368514984858,,,85,3,completed,passed,48c600d00e2b0aab95877e92b10fd637ad7075e9099f07d02ff414d8e3e63b3c,d66699711083dcf0e1d630df62b393a452d02277bf37ee66fe8205a9d29d6a6b
20260727T124822Z-stats-ceb-full-no-refit-v1__stats-ce--984caf793334--_no_refit__stats_ceb_multiregion_count__query_id-86,3,2,2,0.6746861354889836,0.9794666794909843,False,0.5311690465382807,0.17789741731660325,0.35327162922167743,0.7782070929972085,0.11555932424004192,1.1506718895002073,0.5311690465382807,0.6746861354889836,,,86,4,completed,passed,58492b5aeb8c0800f6d047aa972370020349d20b4c740009679a1db397bc5e02,a09375a8a7c6652fd2e5bdec0dc8b44fd82241de0b396f26d2d2ac7ccc2c083f
20260727T124837Z-stats-ceb-full-no-refit-v1__stats-ce--3ad4fbb43134--_no_refit__stats_ceb_multiregion_count__query_id-87,3,1,1,0.19317255551545606,0.9794666794909843,False,0.985687472951721,0.9742207188115782,0.002845772908136215,1.495491930684832,0.985687472951721,0.19317255551545606,0.011466754140142806,0.9182268395103111,,,87,3,completed,passed,b3b37f42f99454acfa7265decc49c469e11f699a4de987f31ba545faf0e45d2d,27eb14df09e41ae37eb6f73220d0921f8e62b4081a30cdb1a51ab8959ca4f148
20260727T124854Z-stats-ceb-full-no-refit-v1__stats-ce--3971c61af94f--_no_refit__stats_ceb_multiregion_count__query_id-88,3,2,2,0.6827102796882735,0.9794666794909843,False,0.529928505972936,0.20550410174006428,0.32442440423287167,0.8106301643678869,0.14564708979419239,1.072894099391605,0.529928505972936,0.6827102796882735,,,88,3,completed,passed,b23bd19ca52bd9f4067f0597211c2edbaa4461353f45366d396ddfdfe3b767e2,50421a6b08cb38f9d1a9d60edd5da8908294441dba11e03b5c4c198eb2ff88a4
20260727T124911Z-stats-ceb-full-no-refit-v1__stats-ce--2b40205a1d4d--_no_refit__stats_ceb_multiregion_count__query_id-90,3,1,1,0.40393282183399204,0.9794666794909843,False,0.8920568540989173,0.806519780435231,0.022406072237396296,1.4666231113746473,0.8920568540989173,0.40393282183399204,0.08553707366368636,0.9176825945285577,,,90,3,completed,passed,866c3dd7dbd1722f2ddb65f48638d1cc272feeca2da67b8979d442b5b125a892,33aefc43a26c522c78f6ae7a6a5373327af5df860790b5b99faf6181fe1800ac
20260727T124930Z-stats-ceb-full-no-refit-v1__stats-ce--057f0d8a3b25--_no_refit__stats_ceb_multiregion_count__query_id-91,3,1,1,0.16100937302697302,0.9794666794909843,False,0.9912589541124756,0.9842555584783154,0.0017376502533641989,1.484327806132214,0.9912589541124756,0.16100937302697302,0.007003395634160204,0.9112942303565218,,,91,3,completed,passed,341f2f35b175cd217bd0c4cce04e97160cf32ee7d19aca858487a8b7176985a3,cdea667002ec5a2fe1fbd27fd739d6da3b74af086f661417652f6439ddc88a74
20260727T124950Z-stats-ceb-full-no-refit-v1__stats-ce--689eb9dd8414--_no_refit__stats_ceb_multiregion_count__query_id-92,3,2,2,0.7086998045299158,0.9794666794909843,False,0.5179259065366484,0.20204716285741114,0.31587874367923724,0.8426046363526823,0.16619534978411446,1.0549682305386276,0.5179259065366484,0.7086998045299158,,,92,3,completed,passed,8759762bdcbfafad6b39442a8d5e863c3b6fc1b46d6d386f0efc3801f35749a8,2b7ad0128b6e38cb5c9322eeea6a7031da4940d1e7db976c53a9c328230da0eb
20260727T125006Z-stats-ceb-full-no-refit-v1__stats-ce--2ba6c6518311--_no_refit__stats_ceb_multiregion_count__query_id-93,3,1,1,0.783067957799014,0.9794666794909843,False,0.7006566543234226,0.4907397885816431,0.08942647993479791,1.6095821373257704,0.7006566543234226,0.783067957799014,0.20991686574177953,1.1940148404921276,,,93,3,completed,passed,1d58cad6dd99ddb190ea1bae78da4819a63e7cb2878f125b8d036e0f9ba1d3e0,905e6c2d25478deb5db0a2d2223c62fa13f7a4921f89e41a6705735512c98667
20260727T125059Z-stats-ceb-full-no-refit-v1__stats-ce--987611190541--_no_refit__stats_ceb_multiregion_count__query_id-94,3,1,1,0.19460543729824226,0.9794666794909843,False,0.9867893506830011,0.976383492529755,0.0028047911637528846,1.5148455083764136,0.9867893506830011,0.19460543729824226,0.010405858153246116,0.9573842171551994,,,94,3,completed,passed,c5ba88517a8abced8819ea2b6a8f3aba18abbe23bf624744afa56c4ee8a38b73,cdea667002ec5a2fe1fbd27fd739d6da3b74af086f661417652f6439ddc88a74
20260727T125118Z-stats-ceb-full-no-refit-v1__stats-ce--fd3faaa10393--_no_refit__stats_ceb_multiregion_count__query_id-95,3,1,1,0.4045008899974113,0.9794666794909843,False,0.8720235210529385,0.7680029193770086,0.02395587727113161,1.4233448143562775,0.8720235210529385,0.4045008899974113,0.10402060167592991,0.8513586927571666,,,95,4,completed,passed,4c8cc1de3a5112703c41dafc11c0e05a7f6e2268465845b94d1a6c835968eadb,6015d7b04189d428f9ef9513ed69a4a8ae95fa385db2c23b7df9069e023b3940
20260727T125142Z-stats-ceb-full-no-refit-v1__stats-ce--852f591d0b8d--_no_refit__stats_ceb_multiregion_count__query_id-96,3,2,2,0.6717909024402456,0.9794666794909843,False,0.5346582649395374,0.20271550242017145,0.33194276251936594,0.7937590619788958,0.1333989725410968,1.0920875302868416,0.5346582649395374,0.6717909024402456,,,96,4,completed,passed,0d81cb57db99665b2bc6b3fc4253c14df68f2981e9adbaff5149b61f943a2fda,31f2ee782c93cb48b04e840db647818eb38da676c3103e8e355605adcb2e3534
20260727T125158Z-stats-ceb-full-no-refit-v1__stats-ce--42450d7b2c45--_no_refit__stats_ceb_multiregion_count__query_id-97,3,0,0,0.751566258789646,0.9794666794909843,False,0.46844411884061804,0.05545726184782157,0.46844411884061804,0.751566258789646,0.11856902416658552,1.2156472312527316,0.41298685699279647,0.7854523085132029,,,97,4,completed,passed,767f9d723afd1a2b7d9ff796c5f4bbae22fbc8fdbdaf1895266dd337a8f89809,f3a62d657dcd7a547b3de3e66e1deeec251febc7448f055778d42aaafdb39b18
20260727T125243Z-stats-ceb-full-no-refit-v1__stats-ce--c7456aa7194e--_no_refit__stats_ceb_multiregion_count__query_id-98,3,1,1,0.5160947919926007,0.9794666794909843,False,0.8221567724141327,0.683734851160807,0.039421306332541754,1.4943686428793947,0.8221567724141327,0.5160947919926007,0.13842192125332567,0.9628128870124767,,,98,4,completed,passed,0135e976362087172a5e00b079b56568ec3e28755d497d85fcb60d36e4b2fabd,66a2dbc3b914996084816092192834e0be46f96044dc322cf0fde7cac66af85f
20260727T125315Z-stats-ceb-full-no-refit-v1__stats-ce--892b0264a82c--_no_refit__stats_ceb_multiregion_count__query_id-99,3,1,1,0.5903322361982595,0.9794666794909843,False,0.8074771468135381,0.665466523935686,0.050512230308609816,1.557411196587605,0.8074771468135381,0.5903322361982595,0.14201062287785216,1.084625453270772,,,99,4,completed,passed,b4bef12a10900f3f42235fbd901b95bfc50f3d9e693bacb40ee8619476e1177a,8afa0bbf7d3bad65bc2feb3babc3202087087dfcddb580dec7d08c9056de61f0
20260727T125449Z-stats-ceb-full-no-refit-v1__stats-ce--64b7a3f53030--no_refit__stats_ceb_multiregion_count__query_id-100,3,2,2,0.7235549959767806,0.9794666794909843,False,0.5108970854633514,0.19840516571344768,0.31249191974990376,0.859398652015103,0.176610994786745,1.049378199208491,0.5108970854633514,0.7235549959767806,,,100,4,completed,passed,81b7858c90e3e9cc121f48309a9693ad9b64ade12c89bf31e4aab4444014379f,7769d01e287f34187eae828e522f3b6dc63935f03036e7854b024241eaff767d
20260727T125505Z-stats-ceb-full-no-refit-v1__stats-ce--380f8e37fae8--no_refit__stats_ceb_multiregion_count__query_id-101,3,2,2,0.7796558889439172,0.9794666794909843,False,0.48510769367033185,0.18185533130641351,0.30325236236391834,0.9189986067651352,0.21163994396574984,1.0422865827786514,0.48510769367033185,0.7796558889439172,,,101,4,completed,passed,da31301f6efa9d20d611b560ab398832165d75728ed913d58fcd2ac66ccf3f02,9c1f143cc7217d8c6f5fe8ba6e45377d259fde6e3772b7a2e308c3e9e5780fde
20260727T125521Z-stats-ceb-full-no-refit-v1__stats-ce--f24af4e7f9c9--no_refit__stats_ceb_multiregion_count__query_id-102,3,1,1,0.42175496217962843,0.9794666794909843,False,0.8803325132455028,0.785903842016521,0.02523881552551545,1.4620506608181443,0.8803325132455028,0.42175496217962843,0.09442867122898176,0.9212981587511744,,,102,4,completed,passed,4fd960271cdf4c620521f584b64ef10ce63a306c1f08e30211451ca5284714ff,3574cb96277f50a4384c6fd620f5b7bdc339393bb3430db77e51fe95c4a25c43
20260727T125543Z-stats-ceb-full-no-refit-v1__stats-ce--ea7b4617c3ff--no_refit__stats_ceb_multiregion_count__query_id-103,3,0,0,0.7515662211650909,0.9794666794909843,False,0.46844414096543663,0.05545729487308393,0.46844414096543663,0.7515662211650909,0.11856901294221071,1.2156472307688873,0.4129868460923527,0.7854522894322733,,,103,4,completed,passed,913fee336f4cc28b173fb1c9c3459fb68828fd343d51605d3601dbd455b07e88,de39a0326c86d8f51f456a50cd6e82ef3e1dd9ee8d1b3d975ba39011fa52202e
20260727T130133Z-stats-ceb-full-no-refit-v1__stats-ce--84d00162b479--no_refit__stats_ceb_multiregion_count__query_id-107,3,0,0,0.751566326470286,0.9794666794909843,False,0.4684440790415864,0.05545720244063512,0.4684440790415864,0.751566326470286,0.1185690443574623,1.2156472321231262,0.4129868766009513,0.7854523428368125,,,107,4,completed,passed,19ba9d19bd270465b1dfabe24c661b6c91b2a30522ec99475c49e10adbbdb00d,c1be1af06ee8d2c57fcbe1e1a4ae92f4eb2b12fb1adba7339ec8650058d53b88
20260727T130341Z-stats-ceb-full-no-refit-v1__stats-ce--d1b347af3b71--no_refit__stats_ceb_multiregion_count__query_id-109,3,2,2,0.6671194297714806,0.9794666794909843,False,0.5352819965319343,0.19260502441674493,0.3426769721151894,0.7798261425195506,0.12204103135287626,1.1192586469723635,0.5352819965319343,0.6671194297714806,,,109,5,completed,passed,84c6b659cc2ce6d211562e1739942475d7b1c8455413bb2d0c7cc9e4e1b6402b,2dab8b4e12ebf47b9ae58bccdeefabe89fbf8c993674fd99792c2b5ee365dee8
20260727T130356Z-stats-ceb-full-no-refit-v1__stats-ce--1abc04aa22a1--no_refit__stats_ceb_multiregion_count__query_id-110,3,1,1,0.7540775602549264,0.9794666794909843,False,0.6767181472651734,0.44040515951137393,0.08696886498102711,1.5462560950895257,0.6767181472651734,0.7540775602549264,0.23631298775379952,1.089778155946933,,,110,5,completed,passed,fb07ef2f28600a60cfac8a2ec3a23dcf41aae3490bb2f110187183569a719f4f,97b5d901315c11ac4f745ad85995315fafd133e27d753aef3193a69982b3fc27
20260727T130424Z-stats-ceb-full-no-refit-v1__stats-ce--3b5e49bb29a5--no_refit__stats_ceb_multiregion_count__query_id-111,3,1,1,0.3908799456281932,0.9794666794909843,False,0.882438353801081,0.7868309505377407,0.021954242935578572,1.423972026427132,0.882438353801081,0.3908799456281932,0.0956074032633404,0.8508654472657559,,,111,5,completed,passed,5b8eaf39e20f76488b3c41a67b46e0ae4afa998ccec132cea1fd0c01d6940976,8f826647edbbaf95f4b45a0f649525eb2c9bab1f7401035698c29cad641b4ff9
20260727T130446Z-stats-ceb-full-no-refit-v1__stats-ce--e64c0470e55f--no_refit__stats_ceb_multiregion_count__query_id-112,3,1,1,0.5574486496879595,0.9794666794909843,False,0.7565489050198749,0.5632170286083963,0.050119218568646415,1.4414391662837658,0.7565489050198749,0.5574486496879595,0.19333187641147861,0.8986521281797107,,,112,5,completed,passed,f54721bf6ca8b3ddeac0f8796d3b05a69f9bd907f878bffbd1a536e3be1158ea,26e8bb2c5d962cfecb7b520df7d7e2fdeb71aa4062513fe026acc1da63f16d13
20260727T130507Z-stats-ceb-full-no-refit-v1__stats-ce--3efb33ba5e98--no_refit__stats_ceb_multiregion_count__query_id-113,3,1,1,0.3822182198070476,0.9794666794909843,False,0.9030677073801209,0.8259306530654209,0.0197952383051791,1.4555168512057244,0.9030677073801209,0.3822182198070476,0.07713705431469992,0.9042144171535722,,,113,4,completed,passed,1ebee6f082d58da0c91b534193fbfdd348cf99b4ab938028741a1b978001014a,59491ab9f1133a6cfc92830c6eac00d8fbf214fb372b2b373ff8668b0d6281f5
20260727T130916Z-stats-ceb-full-no-refit-v1__stats-ce--f9e8950598b1--no_refit__stats_ceb_multiregion_count__query_id-115,3,1,1,0.44559844760368306,0.9794666794909843,False,0.853837048061524,0.7367766446651407,0.02910254854209253,1.4539486199852245,0.853837048061524,0.44559844760368306,0.11706040339638338,0.8932672499578617,,,115,4,completed,passed,485f4ce398b6449060faa377d7f1fb92f6476afaabc99f1f79ab5844ec28ed7c,da89d924595c898e45c3bfa8b180f0573aaa865b6a470078a719d2336d065f65
20260727T130948Z-stats-ceb-full-no-refit-v1__stats-ce--7067f463b57a--no_refit__stats_ceb_multiregion_count__query_id-116,3,0,0,0.7515662016351278,0.9794666794909843,False,0.46844415244987947,0.05545731201567761,0.46844415244987947,0.7515662016351278,0.11856900711591868,1.2156472305177415,0.41298684043420186,0.7854522795278456,,,116,4,completed,passed,68c5101a61b450ca7378c405e1240b29150dca6b19c95b5d99aec83d8b36e6e1,f58662f20d0e7f0696a70ca0c80019160e78d151dcbfb1bff2670f875dc70d21
20260727T131023Z-stats-ceb-full-no-refit-v1__stats-ce--bb01246ce148--no_refit__stats_ceb_multiregion_count__query_id-117,3,1,1,0.1491461238536479,0.9794666794909843,False,0.9929801069651746,0.9873218807996756,0.0013616668693263595,1.4983606465183588,0.9929801069651746,0.1491461238536479,0.005658226165498981,0.9101292181632294,,,117,4,completed,passed,7867c5d130d2088732e5937fbc02d744aa11d92ab813235273f0c103a60dde78,c41639e402894b57c9b4ba5158863e7c6352d05982aebaac9ebf9b7bac9a3686
20260727T131047Z-stats-ceb-full-no-refit-v1__stats-ce--3e4025774092--no_refit__stats_ceb_multiregion_count__query_id-118,3,2,2,0.7796543762296864,0.9794666794909843,False,0.4851105127519457,0.18186475056041324,0.3032457621915325,0.9190056935546644,0.21164372505652168,1.042280163110696,0.4851105127519457,0.7796543762296864,,,118,4,completed,passed,900d33801d5a36f431cbc5249ae469d36259e434ae2591c71663a0cdf2e021ff,9c4dce4d0dcc698569e83746409305d2b49f3845064839e2f0d07358a70f0a87
20260727T131103Z-stats-ceb-full-no-refit-v1__stats-ce--a308b1d82662--no_refit__stats_ceb_multiregion_count__query_id-119,3,0,0,0.7515662069375,0.9794666794909843,False,0.4684441493318603,0.05545730736147397,0.4684441493318603,0.7515662069375,0.11856900869775323,1.215647230585927,0.4129868419703863,0.785452282216891,,,119,4,completed,passed,668dd7b6cddfee79b6e337b39ce0b6af438f2574ea423a5d534cda9340c1d110,2e909abb1183919d02b4ae5f58764dca05ede5fd5764fa9d9cced59edea2f7d3
20260727T131136Z-stats-ceb-full-no-refit-v1__stats-ce--127cd0e50e0b--no_refit__stats_ceb_multiregion_count__query_id-121,3,0,0,0.751566202212046,0.9794666794909843,False,0.4684441521106271,0.055457311509282514,0.4684441521106271,0.751566202212046,0.1185690072880283,1.2156472305251602,0.4129868406013446,0.7854522798204239,,,121,4,completed,passed,cd1aac3248f66f496ea172366c21ed14c8c29b8f14b025247ea228f09d948572,43fd57cf6c236601b5593a65ec581fc93d29cd5ffb47bf93febdedf98ba1fca6
20260727T131207Z-stats-ceb-full-no-refit-v1__stats-ce--c931fe3227bd--no_refit__stats_ceb_multiregion_count__query_id-123,3,1,1,0.3768031463926552,0.9794666794909843,False,0.9063129527853139,0.8317123900125043,0.019086484441876668,1.455150142169833,0.9063129527853139,0.3768031463926552,0.07460056277280958,0.9030299401796248,,,123,4,completed,passed,dc99c506b3ea9c9c80d799a0ef2057beb877f7f4e617bab0d076d7395f77c236,55ff16f42abbfc4e1559576f2625da86f588bf539fc0c2f313684db75bc37418
20260727T131327Z-stats-ceb-full-no-refit-v1__stats-ce--f8ea0a3d067d--no_refit__stats_ceb_multiregion_count__query_id-124,3,1,1,0.5643920353146666,0.9794666794909843,False,0.7729328387499855,0.5958267501247008,0.049961072624729846,1.472005315392289,0.7729328387499855,0.5643920353146666,0.17710608862528474,0.9452545356322744,,,124,4,completed,passed,56f4868442ecc3912b9190ecb8a0591b4e3cf0067c6f1fc2bdac2b78b28d09a8,6029f62d036d21c7298b5b3ab3c72400a0a881cdeebd9449b6d75680e66a8b19
20260727T131357Z-stats-ceb-full-no-refit-v1__stats-ce--8c4afd677aa9--no_refit__stats_ceb_multiregion_count__query_id-125,3,0,0,0.7515661820682269,0.9794666794909843,False,0.4684441639560461,0.05545732919069918,0.4684441639560461,0.7515661820682269,0.11856900127860691,1.2156472302661243,0.4129868347653469,0.7854522696046882,,,125,4,completed,passed,ce34782100b9b23853a5c4921acb47dfccbe1c3d4a0a2e594dcfdfae2d55612c,0878aa2aac56bdee566ac0016f5afdc4020e8ef04774236554c59ec5dd87f4c8
20260727T131430Z-stats-ceb-full-no-refit-v1__stats-ce--25359a07acac--no_refit__stats_ceb_multiregion_count__query_id-127,3,2,2,0.6718380301412731,0.9794666794909843,False,0.5327547743552687,0.2026089237674208,0.33014585058784796,0.794332096550052,0.13709937505688335,1.0804053852862912,0.5327547743552687,0.6718380301412731,,,127,5,completed,passed,3253f7fa59257657623c63a46dab316c7d4b7402835e015d61be0026c9a5da73,31f2ee782c93cb48b04e840db647818eb38da676c3103e8e355605adcb2e3534
20260727T131445Z-stats-ceb-full-no-refit-v1__stats-ce--8a66e3514ef9--no_refit__stats_ceb_multiregion_count__query_id-128,3,2,2,0.6717673617265486,0.9794666794909843,False,0.5327310886133908,0.20252385293742703,0.3302072356759638,0.7941845044579309,0.1370616757106454,1.0803789182837413,0.5327310886133908,0.6717673617265486,,,128,5,completed,passed,16fe97aea412fb127c2bec000ef1d47f6cf11254685b0b3a9217149beb506553,2b7ad0128b6e38cb5c9322eeea6a7031da4940d1e7db976c53a9c328230da0eb
20260727T131500Z-stats-ceb-full-no-refit-v1__stats-ce--0b203d14eb3f--no_refit__stats_ceb_multiregion_count__query_id-129,3,1,1,0.25678607519271346,0.9794666794909843,False,0.9674924950138192,0.9414600924567288,0.0064751024290904844,1.4811935292197027,0.9674924950138192,0.25678607519271346,0.026032402557090373,0.9101608341703232,,,129,5,completed,passed,ea281186766148baea6cdffa39ee11a5b9c3d6d6599cb37add355bb03e1e0d99,be123b1704b994f96ebd8db41d419e5e6dce35a701a3f7f709592c4682272447
20260727T131521Z-stats-ceb-full-no-refit-v1__stats-ce--2315e0472c88--no_refit__stats_ceb_multiregion_count__query_id-130,3,0,0,0.7515662542758469,0.9794666794909843,False,0.46844412149492093,0.05545726580984478,0.46844412149492093,0.7515662542758469,0.1185690228200029,1.2156472311946842,0.41298685568507615,0.7854523062240727,,,130,5,completed,passed,34b83458ae15f0d8a35f5fe9382b4649c885b870f4746ce9f2bd1589c991ba28,3784715d462fc3c49835c4488ee9185eab79f5de30ff2d51b709ff84d7913c10
20260727T131605Z-stats-ceb-full-no-refit-v1__stats-ce--521a6a556a0f--no_refit__stats_ceb_multiregion_count__query_id-131,3,0,0,0.7515662855722068,0.9794666794909843,False,0.46844410309135404,0.05545723833922117,0.46844410309135404,0.7515662855722068,0.11856903215651315,1.2156472315971585,0.41298686475213287,0.7854523220957262,,,131,5,completed,passed,7f4149ac26344918c5eca57e6282ddf8206e2ddf4954b5c657136184fe5618ed,7af13bc19f1eef2887f77f9b74e911d2575b7921af9a4c70b892899135fc0833
