k,seed,cluster,feature,weighted_mean_z,abs_weighted_mean_z,effective_membership_size
5,5,3,temp_bytes_to_wan_bytes_ratio,-0.7751720451550106,0.7751720451550106,255.41825291770317
5,5,3,temp_blocks_per_wan_row,0.03090920563752507,0.03090920563752507,255.41825291770317
5,5,3,temp_blocks_per_final_row,-0.6432259556592159,0.6432259556592159,255.41825291770317
5,5,3,spill_per_wan_mb,-0.3537650327632284,0.3537650327632284,255.41825291770317
5,5,3,hash_batches_max,-0.01747659117905108,0.01747659117905108,255.41825291770317
5,5,3,remote_region_rows_isf,0.21439125997035002,0.21439125997035002,255.41825291770317
5,5,3,worker_task_scan_rows_isf,-0.7373172884053697,0.7373172884053697,255.41825291770317
5,5,3,worker_task_scan_actual_rows_max_share,1.4454151725380815,1.4454151725380815,255.41825291770317
5,5,3,task_count_to_shard_count_ratio,-0.9397977329837787,0.9397977329837787,255.41825291770317
5,5,3,active_task_share,-1.1833712539090595,1.1833712539090595,255.41825291770317
5,5,3,citus_repartition_query,0.01194179199953371,0.01194179199953371,255.41825291770317
5,5,3,worker_task_seq_scan_share,-1.8672158115443536,1.8672158115443536,255.41825291770317
5,5,3,root_rows_estimate_error_log,-0.021722874094175025,0.021722874094175025,255.41825291770317
5,5,3,foreign_scan_rows_estimate_error_log,-0.7471796849075559,0.7471796849075559,255.41825291770317
5,5,3,aggregate_rows_estimate_error_log,-0.22800614435341468,0.22800614435341468,255.41825291770317
5,5,3,remote_root_rows_estimate_error_log,0.7101470277329773,0.7101470277329773,255.41825291770317
5,5,4,remote_path_share,-0.599085116541539,0.599085116541539,378.2689037445855
5,5,4,remote_to_final_rows_ratio,-0.7319108439821382,0.7319108439821382,378.2689037445855
5,5,4,wan_output_to_final_rows_ratio,-0.18139870881261222,0.18139870881261222,378.2689037445855
5,5,4,drf_bytes_proxy,0.003761518626223597,0.003761518626223597,378.2689037445855
5,5,4,global_group_merge_ratio,-0.18139870881261222,0.18139870881261222,378.2689037445855
5,5,4,temp_bytes_to_wan_bytes_ratio,-0.5718997594760411,0.5718997594760411,378.2689037445855
5,5,4,temp_blocks_per_wan_row,-0.01225521734215107,0.01225521734215107,378.2689037445855
5,5,4,temp_blocks_per_final_row,-0.46872044119574197,0.46872044119574197,378.2689037445855
5,5,4,spill_per_wan_mb,-0.2884974080343897,0.2884974080343897,378.2689037445855
5,5,4,hash_batches_max,-0.024719935532877782,0.024719935532877782,378.2689037445855
5,5,4,remote_region_rows_isf,-0.002637501115094058,0.002637501115094058,378.2689037445855
5,5,4,worker_task_scan_rows_isf,-0.12891790921230042,0.12891790921230042,378.2689037445855
5,5,4,worker_task_scan_actual_rows_max_share,-0.16712748439854969,0.16712748439854969,378.2689037445855
5,5,4,task_count_to_shard_count_ratio,-0.23893955207739842,0.23893955207739842,378.2689037445855
5,5,4,active_task_share,-0.1253167058226449,0.1253167058226449,378.2689037445855
5,5,4,citus_repartition_query,0.0378276990993518,0.0378276990993518,378.2689037445855
5,5,4,worker_task_seq_scan_share,0.2596910682394004,0.2596910682394004,378.2689037445855
5,5,4,root_rows_estimate_error_log,-0.19048546937826305,0.19048546937826305,378.2689037445855
5,5,4,foreign_scan_rows_estimate_error_log,0.004265216337973053,0.004265216337973053,378.2689037445855
5,5,4,aggregate_rows_estimate_error_log,-0.2821569120995761,0.2821569120995761,378.2689037445855
5,5,4,remote_root_rows_estimate_error_log,-0.2779966985705062,0.2779966985705062,378.2689037445855
