query_run_id,database_sweep_id,dataset_id,dataset_profile_id,runtime_config_id,runtime_intervention_axis,corpus_cell_id,logical_question_id,execution_strategy,instance_id,template_id,execution_status,timed_out,collection_error_count,remote_error_count,intervention_role,intervention_axis,network_profile_id,configured_latency_ms,configured_jitter_ms,configured_loss_percent,fetch_size,work_mem,configured_shard_count,configured_region_count,configured_worker_count_per_region,configured_worker_count_total,observed_region_count_for_task_scope,configured_region_shard_slots,observed_region_shard_slots
20260626T152728Z-clean-run-eu-us-gac-v1__pilot-balanc--7b2fd61cb602--_q02_global_user_topk__lookback_days-3__limit_k-100,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_user_value_default__dataset-pilot-balanced-v1__runtime-default,user_value_topk,single_region_citus,single_user_value_default__dataset-pilot-balanced-v1__runtime-default__q02_global_user_topk__lookback_days-3__limit_k-100,q02_global_user_topk,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T152742Z-clean-run-eu-us-gac-v1__pilot-balanc--233dcb144645--ulti_dimension_rollup__lookback_days-14__limit_k-25,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,single_region_citus,single_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__q08_multi_dimension_rollup__lookback_days-14__limit_k-25,q08_multi_dimension_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T152756Z-clean-run-eu-us-gac-v1__pilot-balanc--5a49a02d8539--q06_user_segment_join__lookback_days-30__limit_k-10,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,single_region_citus,single_user_segment_default__dataset-pilot-balanced-v1__runtime-default__q06_user_segment_join__lookback_days-30__limit_k-10,q06_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T152810Z-clean-run-eu-us-gac-v1__pilot-balanc--12b80665cd28--ulti_dimension_rollup__lookback_days-14__limit_k-50,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,single_region_citus,single_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__q08_multi_dimension_rollup__lookback_days-14__limit_k-50,q08_multi_dimension_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T152824Z-clean-run-eu-us-gac-v1__pilot-balanc--15358033d96b--_event_filter_summary__lookback_days-7__min_value-0,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,single_region_citus,single_event_filter_default__dataset-pilot-balanced-v1__runtime-default__q03_event_filter_summary__lookback_days-7__min_value-0,q03_event_filter_summary,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T152838Z-clean-run-eu-us-gac-v1__pilot-balanc--9fcc74717ed9--al_user_segment_join__lookback_days-14__limit_k-100,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,single_region_citus,single_global_user_default__dataset-pilot-balanced-v1__runtime-default__q07_global_user_segment_join__lookback_days-14__limit_k-100,q07_global_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T152852Z-clean-run-eu-us-gac-v1__pilot-balanc--ac20317c0312--multi_dimension_rollup__lookback_days-1__limit_k-25,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,single_region_citus,single_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__q08_multi_dimension_rollup__lookback_days-1__limit_k-25,q08_multi_dimension_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T152907Z-clean-run-eu-us-gac-v1__pilot-balanc--a43eae9cb53e--ault__q10_top_tenants__lookback_days-14__limit_k-10,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,single_region_citus,single_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__q10_top_tenants__lookback_days-14__limit_k-10,q10_top_tenants,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T152921Z-clean-run-eu-us-gac-v1__pilot-balanc--61571e32518c--multi_dimension_rollup__lookback_days-7__limit_k-25,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,single_region_citus,single_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__q08_multi_dimension_rollup__lookback_days-7__limit_k-25,q08_multi_dimension_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T152934Z-clean-run-eu-us-gac-v1__pilot-balanc--7544062dfd4c--multi_dimension_rollup__lookback_days-1__limit_k-10,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,single_region_citus,single_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__q08_multi_dimension_rollup__lookback_days-1__limit_k-10,q08_multi_dimension_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T152948Z-clean-run-eu-us-gac-v1__pilot-balanc--4e29ce977d07--ulti_dimension_rollup__lookback_days-30__limit_k-50,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,single_region_citus,single_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__q08_multi_dimension_rollup__lookback_days-30__limit_k-50,q08_multi_dimension_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153002Z-clean-run-eu-us-gac-v1__pilot-balanc--188e1f7af937--_q02_global_user_topk__lookback_days-1__limit_k-100,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_user_value_default__dataset-pilot-balanced-v1__runtime-default,user_value_topk,single_region_citus,single_user_value_default__dataset-pilot-balanced-v1__runtime-default__q02_global_user_topk__lookback_days-1__limit_k-100,q02_global_user_topk,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153016Z-clean-run-eu-us-gac-v1__pilot-balanc--a0ff64eed3ff--_tenant_point_rollup__tenant_id-5__lookback_days-14,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,single_region_citus,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__q04_tenant_point_rollup__tenant_id-5__lookback_days-14,q04_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153029Z-clean-run-eu-us-gac-v1__pilot-balanc--02d1b3aef90f--_q06_user_segment_join__lookback_days-1__limit_k-25,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,single_region_citus,single_user_segment_default__dataset-pilot-balanced-v1__runtime-default__q06_user_segment_join__lookback_days-1__limit_k-25,q06_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153043Z-clean-run-eu-us-gac-v1__pilot-balanc--ae3f4b8bb234--tenant_point_rollup__tenant_id-500__lookback_days-1,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,single_region_citus,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__q04_tenant_point_rollup__tenant_id-500__lookback_days-1,q04_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153056Z-clean-run-eu-us-gac-v1__pilot-balanc--ecfd66928e2a--q02_global_user_topk__lookback_days-14__limit_k-100,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_user_value_default__dataset-pilot-balanced-v1__runtime-default,user_value_topk,single_region_citus,single_user_value_default__dataset-pilot-balanced-v1__runtime-default__q02_global_user_topk__lookback_days-14__limit_k-100,q02_global_user_topk,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153109Z-clean-run-eu-us-gac-v1__pilot-balanc--6381af6a3ee4--fault__q10_top_tenants__lookback_days-3__limit_k-50,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,single_region_citus,single_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__q10_top_tenants__lookback_days-3__limit_k-50,q10_top_tenants,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153123Z-clean-run-eu-us-gac-v1__pilot-balanc--238bc898d1fa--lt__q01_tenant_rollup__lookback_days-7__min_value-0,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,single_region_citus,single_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__q01_tenant_rollup__lookback_days-7__min_value-0,q01_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153136Z-clean-run-eu-us-gac-v1__pilot-balanc--1829b410ca7c--obal_user_segment_join__lookback_days-3__limit_k-50,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,single_region_citus,single_global_user_default__dataset-pilot-balanced-v1__runtime-default__q07_global_user_segment_join__lookback_days-3__limit_k-50,q07_global_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153150Z-clean-run-eu-us-gac-v1__pilot-balanc--84e0e1112467--_q02_global_user_topk__lookback_days-30__limit_k-50,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_user_value_default__dataset-pilot-balanced-v1__runtime-default,user_value_topk,single_region_citus,single_user_value_default__dataset-pilot-balanced-v1__runtime-default__q02_global_user_topk__lookback_days-30__limit_k-50,q02_global_user_topk,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153204Z-clean-run-eu-us-gac-v1__pilot-balanc--25068216bc5c--__q01_tenant_rollup__lookback_days-3__min_value-100,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,single_region_citus,single_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__q01_tenant_rollup__lookback_days-3__min_value-100,q01_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153218Z-clean-run-eu-us-gac-v1__pilot-balanc--bf0b9dacd3f1--__q02_global_user_topk__lookback_days-3__limit_k-25,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_user_value_default__dataset-pilot-balanced-v1__runtime-default,user_value_topk,single_region_citus,single_user_value_default__dataset-pilot-balanced-v1__runtime-default__q02_global_user_topk__lookback_days-3__limit_k-25,q02_global_user_topk,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153231Z-clean-run-eu-us-gac-v1__pilot-balanc--c4fa491a380d--enant_point_rollup__tenant_id-1000__lookback_days-3,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,single_region_citus,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__q04_tenant_point_rollup__tenant_id-1000__lookback_days-3,q04_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153244Z-clean-run-eu-us-gac-v1__pilot-balanc--640ddb8e2104--fault__q10_top_tenants__lookback_days-1__limit_k-50,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,single_region_citus,single_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__q10_top_tenants__lookback_days-1__limit_k-50,q10_top_tenants,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153258Z-clean-run-eu-us-gac-v1__pilot-balanc--560aa4121de7--tenant_point_rollup__tenant_id-10__lookback_days-30,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,single_region_citus,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__q04_tenant_point_rollup__tenant_id-10__lookback_days-30,q04_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153311Z-clean-run-eu-us-gac-v1__pilot-balanc--3a97ec2ee39b--_tenant_point_rollup__tenant_id-10__lookback_days-3,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,single_region_citus,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__q04_tenant_point_rollup__tenant_id-10__lookback_days-3,q04_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153324Z-clean-run-eu-us-gac-v1__pilot-balanc--c27e89387b60--__q01_tenant_rollup__lookback_days-3__min_value-900,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,single_region_citus,single_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__q01_tenant_rollup__lookback_days-3__min_value-900,q01_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153337Z-clean-run-eu-us-gac-v1__pilot-balanc--f01720e0e825--_event_filter_summary__lookback_days-3__min_value-0,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,single_region_citus,single_event_filter_default__dataset-pilot-balanced-v1__runtime-default__q03_event_filter_summary__lookback_days-3__min_value-0,q03_event_filter_summary,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153350Z-clean-run-eu-us-gac-v1__pilot-balanc--ecb795aad6d0--bal_user_segment_join__lookback_days-7__limit_k-100,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,single_region_citus,single_global_user_default__dataset-pilot-balanced-v1__runtime-default__q07_global_user_segment_join__lookback_days-7__limit_k-100,q07_global_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153406Z-clean-run-eu-us-gac-v1__pilot-balanc--c0c0900a4be8--_tenant_point_rollup__tenant_id-10__lookback_days-7,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,single_region_citus,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__q04_tenant_point_rollup__tenant_id-10__lookback_days-7,q04_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153419Z-clean-run-eu-us-gac-v1__pilot-balanc--be10ff31573e--tenant_point_rollup__tenant_id-100__lookback_days-7,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,single_region_citus,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__q04_tenant_point_rollup__tenant_id-100__lookback_days-7,q04_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153432Z-clean-run-eu-us-gac-v1__pilot-balanc--5323af97dcf2--bal_user_segment_join__lookback_days-30__limit_k-25,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,single_region_citus,single_global_user_default__dataset-pilot-balanced-v1__runtime-default__q07_global_user_segment_join__lookback_days-30__limit_k-25,q07_global_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153447Z-clean-run-eu-us-gac-v1__pilot-balanc--b82561b33c8b--ault__q10_top_tenants__lookback_days-30__limit_k-25,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,single_region_citus,single_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__q10_top_tenants__lookback_days-30__limit_k-25,q10_top_tenants,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153501Z-clean-run-eu-us-gac-v1__pilot-balanc--12e8c039bf63--ult__q10_top_tenants__lookback_days-30__limit_k-100,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,single_region_citus,single_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__q10_top_tenants__lookback_days-30__limit_k-100,q10_top_tenants,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153515Z-clean-run-eu-us-gac-v1__pilot-balanc--08aa1973b9de--q06_user_segment_join__lookback_days-14__limit_k-50,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,single_region_citus,single_user_segment_default__dataset-pilot-balanced-v1__runtime-default__q06_user_segment_join__lookback_days-14__limit_k-50,q06_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153530Z-clean-run-eu-us-gac-v1__pilot-balanc--e366f3fc0ad7--_q01_tenant_rollup__lookback_days-30__min_value-100,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,single_region_citus,single_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__q01_tenant_rollup__lookback_days-30__min_value-100,q01_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153543Z-clean-run-eu-us-gac-v1__pilot-balanc--6e2e46205273--ault__q10_top_tenants__lookback_days-7__limit_k-100,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,single_region_citus,single_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__q10_top_tenants__lookback_days-7__limit_k-100,q10_top_tenants,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153557Z-clean-run-eu-us-gac-v1__pilot-balanc--6fb00a8ef3bc--time-default__q09_event_full_scan_summary__case-001,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_event_full_scan_default__dataset-pilot-balanced-v1__runtime-default,event_full_scan_summary,single_region_citus,single_event_full_scan_default__dataset-pilot-balanced-v1__runtime-default__q09_event_full_scan_summary__case-001,q09_event_full_scan_summary,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153610Z-clean-run-eu-us-gac-v1__pilot-balanc--421bd9d565a6--ult__q10_top_tenants__lookback_days-14__limit_k-100,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,single_region_citus,single_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__q10_top_tenants__lookback_days-14__limit_k-100,q10_top_tenants,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153624Z-clean-run-eu-us-gac-v1__pilot-balanc--ede342776337--enant_point_rollup__tenant_id-500__lookback_days-14,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,single_region_citus,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__q04_tenant_point_rollup__tenant_id-500__lookback_days-14,q04_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153637Z-clean-run-eu-us-gac-v1__pilot-balanc--431ab4fd6a67--vent_filter_summary__lookback_days-1__min_value-500,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,single_region_citus,single_event_filter_default__dataset-pilot-balanced-v1__runtime-default__q03_event_filter_summary__lookback_days-1__min_value-500,q03_event_filter_summary,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153650Z-clean-run-eu-us-gac-v1__pilot-balanc--b4bb19c5a63c--4_tenant_point_rollup__tenant_id-5__lookback_days-7,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,single_region_citus,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__q04_tenant_point_rollup__tenant_id-5__lookback_days-7,q04_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153703Z-clean-run-eu-us-gac-v1__pilot-balanc--cc7343fe077e--__q01_tenant_rollup__lookback_days-7__min_value-100,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,single_region_citus,single_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__q01_tenant_rollup__lookback_days-7__min_value-100,q01_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153717Z-clean-run-eu-us-gac-v1__pilot-balanc--cff08ad14d48--4_tenant_point_rollup__tenant_id-5__lookback_days-1,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,single_region_citus,single_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__q04_tenant_point_rollup__tenant_id-5__lookback_days-1,q04_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
20260626T153730Z-clean-run-eu-us-gac-v1__pilot-balanc--c2b08fb86cf4--ulti_dimension_rollup__lookback_days-30__limit_k-10,20260626T151902Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators,pilot-balanced-v1,pilot-balanced-v1,default,none,single_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,single_region_citus,single_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__q08_multi_dimension_rollup__lookback_days-30__limit_k-10,q08_multi_dimension_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,1.0,64.0,32.0
