query_run_id,database_sweep_id,dataset_id,dataset_profile_id,runtime_config_id,runtime_intervention_axis,corpus_cell_id,logical_question_id,execution_strategy,instance_id,template_id,execution_status,timed_out,collection_error_count,remote_error_count,intervention_role,intervention_axis,network_profile_id,configured_latency_ms,configured_jitter_ms,configured_loss_percent,fetch_size,work_mem,configured_shard_count,configured_region_count,configured_worker_count_per_region,configured_worker_count_total,observed_region_count_for_task_scope,configured_region_shard_slots,observed_region_shard_slots
20260626T113723Z-clean-run-eu-us-gac-v1__pilot-balanc--ed53d2c27948--ultiregion_top_tenants__lookback_days-1__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,multiregion_union,mr_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_top_tenants__lookback_days-1__limit_k-50,gac_fdw_multiregion_top_tenants,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T113746Z-clean-run-eu-us-gac-v1__pilot-balanc--42c303187471--c_fdw_global_user_join__lookback_days-3__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,fdw_raw,fdw_global_user_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_global_user_join__lookback_days-3__limit_k-10,gac_fdw_global_user_join,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T113805Z-clean-run-eu-us-gac-v1__pilot-balanc--be5beb641dca--fdw_user_segment_join__lookback_days-30__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,fdw_raw,fdw_user_segment_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_user_segment_join__lookback_days-30__limit_k-25,gac_fdw_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T113825Z-clean-run-eu-us-gac-v1__pilot-balanc--8840045b50ee--rollup__lookback_days-14__min_value-900__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,multiregion_union,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-14__min_value-900__limit_k-25,gac_fdw_multiregion_daily_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T113842Z-clean-run-eu-us-gac-v1__pilot-balanc--e5f1c6ac4bf6--__gac_fdw_top_tenants__lookback_days-14__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,fdw_raw,fdw_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_top_tenants__lookback_days-14__limit_k-50,gac_fdw_top_tenants,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T113859Z-clean-run-eu-us-gac-v1__pilot-balanc--67cf1552936c--u_tenant_id-5__us_tenant_id-10010__lookback_days-14,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-5__us_tenant_id-10010__lookback_days-14,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T113914Z-clean-run-eu-us-gac-v1__pilot-balanc--0501943f7515--tenant_id-1000__us_tenant_id-10100__lookback_days-7,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-1000__us_tenant_id-10100__lookback_days-7,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T113929Z-clean-run-eu-us-gac-v1__pilot-balanc--7be394bafc6a--gion_tenant_tier_join__lookback_days-30__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_tier_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,multiregion_union,mr_tenant_tier_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_tier_join__lookback_days-30__limit_k-50,gac_fdw_multiregion_tenant_tier_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T113954Z-clean-run-eu-us-gac-v1__pilot-balanc--ecd596127596--rollup__lookback_days-30__min_value-900__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,multiregion_union,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-30__min_value-900__limit_k-50,gac_fdw_multiregion_daily_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T114011Z-clean-run-eu-us-gac-v1__pilot-balanc--739a08d4e352--_etl_user_segment_topk__lookback_days-1__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,etl_materialized,etl_user_segment_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_user_segment_topk__lookback_days-1__limit_k-25,gac_etl_user_segment_topk,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T114026Z-clean-run-eu-us-gac-v1__pilot-balanc--9ae2eee364f6--fdw_user_segment_join__lookback_days-3__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,fdw_raw,fdw_user_segment_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_user_segment_join__lookback_days-3__limit_k-100,gac_fdw_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T114047Z-clean-run-eu-us-gac-v1__pilot-balanc--7ff82d8a65bb--_tenant_id-100__us_tenant_id-10100__lookback_days-7,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-100__us_tenant_id-10100__lookback_days-7,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T114102Z-clean-run-eu-us-gac-v1__pilot-balanc--cf58a22247ac--multi_dimension_rollup__lookback_days-7__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,fdw_raw,fdw_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multi_dimension_rollup__lookback_days-7__limit_k-25,gac_fdw_multi_dimension_rollup,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T114121Z-clean-run-eu-us-gac-v1__pilot-balanc--18e4a849bf0b--t__gac_fdw_top_tenants__lookback_days-7__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_top_tenants_default__dataset-pilot-balanced-v1__runtime-default,top_tenants,fdw_raw,fdw_top_tenants_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_top_tenants__lookback_days-7__limit_k-50,gac_fdw_top_tenants,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T114141Z-clean-run-eu-us-gac-v1__pilot-balanc--c5f0b3a0235d--multi_dimension_rollup__lookback_days-3__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,multiregion_union,mr_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_multi_dimension_rollup__lookback_days-3__limit_k-50,gac_fdw_multiregion_multi_dimension_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T114208Z-clean-run-eu-us-gac-v1__pilot-balanc--87ab183b9917--ollup__lookback_days-30__min_value-900__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,multiregion_union,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-30__min_value-900__limit_k-100,gac_fdw_multiregion_daily_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T114226Z-clean-run-eu-us-gac-v1__pilot-balanc--d3c81087e30d--ulti_dimension_rollup__lookback_days-30__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,fdw_raw,fdw_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multi_dimension_rollup__lookback_days-30__limit_k-10,gac_fdw_multi_dimension_rollup,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T114249Z-clean-run-eu-us-gac-v1__pilot-balanc--e5ccb3819851--__limit_k-100__payload_repeat-64__payload_width-512,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_raw_wide_default__dataset-pilot-balanced-v1__runtime-default,event_raw_wide_sample,fdw_raw,fdw_raw_wide_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_event_raw_wide_sample__lookback_days-1__min_value-500__limit_k-100__payload_repeat-64__payload_width-512,gac_fdw_event_raw_wide_sample,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T114304Z-clean-run-eu-us-gac-v1__pilot-balanc--068c334e695d--ollup__lookback_days-14__min_value-900__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,multiregion_union,mr_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-14__min_value-900__limit_k-100,gac_fdw_multiregion_daily_tenant_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T114320Z-clean-run-eu-us-gac-v1__pilot-balanc--3defc2041615--gion_user_segment_join__lookback_days-7__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,multiregion_union,mr_user_segment_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_user_segment_join__lookback_days-7__limit_k-25,gac_fdw_multiregion_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T114349Z-clean-run-eu-us-gac-v1__pilot-balanc--bfb7f603474b--ac_fdw_daily_rollup__lookback_days-1__min_value-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,fdw_raw,fdw_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_daily_rollup__lookback_days-1__min_value-100,gac_fdw_daily_rollup,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T114408Z-clean-run-eu-us-gac-v1__pilot-balanc--aa7d9a00723a--fdw_user_segment_join__lookback_days-30__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,fdw_raw,fdw_user_segment_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_user_segment_join__lookback_days-30__limit_k-50,gac_fdw_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T114429Z-clean-run-eu-us-gac-v1__pilot-balanc--f77810cb1b3a--tenant_point_rollup__tenant_id-100__lookback_days-1,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,fdw_raw,fdw_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_tenant_point_rollup__tenant_id-100__lookback_days-1,gac_fdw_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T114444Z-clean-run-eu-us-gac-v1__pilot-balanc--ac2093b36f03--_fdw_global_user_join__lookback_days-1__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,fdw_raw,fdw_global_user_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_global_user_join__lookback_days-1__limit_k-100,gac_fdw_global_user_join,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T114505Z-clean-run-eu-us-gac-v1__pilot-balanc--de704aced79b--enant_point_rollup__tenant_id-1000__lookback_days-1,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,etl_materialized,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_tenant_point_rollup__tenant_id-1000__lookback_days-1,gac_etl_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T114520Z-clean-run-eu-us-gac-v1__pilot-balanc--9b4c753a2606--egion_tenant_tier_join__lookback_days-3__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_tier_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,multiregion_union,mr_tenant_tier_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_tier_join__lookback_days-3__limit_k-10,gac_fdw_multiregion_tenant_tier_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T114543Z-clean-run-eu-us-gac-v1__pilot-balanc--b384222632f1--_fdw_user_segment_join__lookback_days-7__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,fdw_raw,fdw_user_segment_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_user_segment_join__lookback_days-7__limit_k-50,gac_fdw_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T114604Z-clean-run-eu-us-gac-v1__pilot-balanc--c60cefe42ed2--_fdw_global_user_join__lookback_days-3__limit_k-100,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_global_user_default__dataset-pilot-balanced-v1__runtime-default,global_user_topk,fdw_raw,fdw_global_user_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_global_user_join__lookback_days-3__limit_k-100,gac_fdw_global_user_join,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T114623Z-clean-run-eu-us-gac-v1__pilot-balanc--f25ee678287d--etl_user_segment_topk__lookback_days-30__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,etl_materialized,etl_user_segment_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_user_segment_topk__lookback_days-30__limit_k-10,gac_etl_user_segment_topk,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T114638Z-clean-run-eu-us-gac-v1__pilot-balanc--6e8351e4cfc6--_tenant_tier_left_join__lookback_days-3__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_tenant_tier_left_default__dataset-pilot-balanced-v1__runtime-default,tenant_tier_daily_join,fdw_raw,fdw_tenant_tier_left_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_tenant_tier_left_join__lookback_days-3__limit_k-25,gac_fdw_tenant_tier_left_join,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T114657Z-clean-run-eu-us-gac-v1__pilot-balanc--ef5bcb70f647--time-default__gac_etl_local_rollup__lookback_days-1,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,etl_materialized,etl_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_local_rollup__lookback_days-1,gac_etl_local_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T114713Z-clean-run-eu-us-gac-v1__pilot-balanc--9ee7f72814a6--tenant_point_rollup__tenant_id-100__lookback_days-3,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,etl_materialized,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_tenant_point_rollup__tenant_id-100__lookback_days-3,gac_etl_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T114727Z-clean-run-eu-us-gac-v1__pilot-balanc--e8c5b4ab360e--_tenant_point_rollup__tenant_id-5__lookback_days-14,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,etl_materialized,etl_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_tenant_point_rollup__tenant_id-5__lookback_days-14,gac_etl_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T114743Z-clean-run-eu-us-gac-v1__pilot-balanc--8f38da54d9b8--vent_filter_summary__lookback_days-1__min_value-500,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,multiregion_union,mr_event_filter_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_event_filter_summary__lookback_days-1__min_value-500,gac_fdw_multiregion_event_filter_summary,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T114803Z-clean-run-eu-us-gac-v1__pilot-balanc--3f158ec7be56--ent_filter_summary__lookback_days-14__min_value-500,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_event_filter_default__dataset-pilot-balanced-v1__runtime-default,event_filter_summary,fdw_raw,fdw_event_filter_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_event_filter_summary__lookback_days-14__min_value-500,gac_fdw_event_filter_summary,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T114820Z-clean-run-eu-us-gac-v1__pilot-balanc--fb6c8a602c26--gion_user_segment_join__lookback_days-1__limit_k-10,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_user_segment_default__dataset-pilot-balanced-v1__runtime-default,user_segment_topk,multiregion_union,mr_user_segment_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_user_segment_join__lookback_days-1__limit_k-10,gac_fdw_multiregion_user_segment_join,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T114847Z-clean-run-eu-us-gac-v1__pilot-balanc--83c78e97c5d8--c_fdw_user_value_topk__lookback_days-30__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_user_value_default__dataset-pilot-balanced-v1__runtime-default,user_value_topk,fdw_raw,fdw_user_value_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_user_value_topk__lookback_days-30__limit_k-50,gac_fdw_user_value_topk,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
20260626T114906Z-clean-run-eu-us-gac-v1__pilot-balanc--00ca4dc79bfd--multi_dimension_rollup__lookback_days-1__limit_k-50,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,multiregion_union,mr_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_multi_dimension_rollup__lookback_days-1__limit_k-50,gac_fdw_multiregion_multi_dimension_rollup,completed,False,0,0,baseline,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T114935Z-clean-run-eu-us-gac-v1__pilot-balanc--44d7b7cb8065--u_tenant_id-1__us_tenant_id-11000__lookback_days-14,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-1__us_tenant_id-11000__lookback_days-14,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T114950Z-clean-run-eu-us-gac-v1__pilot-balanc--d3cd2224a349--tenant_id-1000__us_tenant_id-10005__lookback_days-7,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default,tenant_point_rollup,multiregion_union,mr_tenant_point_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-1000__us_tenant_id-10005__lookback_days-7,gac_fdw_multiregion_tenant_point_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,2.0,64.0,64.0
20260626T115006Z-clean-run-eu-us-gac-v1__pilot-balanc--c1b1eed690b9--multi_dimension_rollup__lookback_days-7__limit_k-25,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default,multi_dimension_rollup,etl_materialized,etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_multi_dimension_rollup__lookback_days-7__limit_k-25,gac_etl_multi_dimension_rollup,completed,False,0,0,negative_control,,,,,,,,32.0,2.0,2.0,4.0,1.0,,
20260626T115022Z-clean-run-eu-us-gac-v1__pilot-balanc--215f7e7724a7--c_fdw_daily_rollup__lookback_days-30__min_value-500,20260626T113538Z-clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients,pilot-balanced-v1,pilot-balanced-v1,default,none,fdw_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default,daily_tenant_rollup,fdw_raw,fdw_daily_rollup_default__dataset-pilot-balanced-v1__runtime-default__gac_fdw_daily_rollup__lookback_days-30__min_value-500,gac_fdw_daily_rollup,completed,False,0,0,baseline,,,,,,,,32.0,1.0,2.0,2.0,1.0,32.0,32.0
