k,objective_mean,objective_std,silhouette_hard_labels_mean,partition_coefficient_mean,partition_entropy_mean,avg_max_membership_mean,avg_top2_margin_mean,cluster_min_share_mean,cluster_max_share_mean,converged_count,iterations_mean,seed_pair_count,ari_mean,ari_std,ari_min,ari_max,representative_seed
4,14421.482359299316,1.2960981891129962e-05,0.2139600728032148,0.530221089375764,0.8855309023176346,0.6435951046412371,0.45699160281312823,0.14511201629327902,0.3319755600814664,10,45.4,45,1.0,0.0,1.0,1.0,0
5,12137.273188824876,9.449244575761531,0.22517138943672782,0.4542582911513824,1.0807936920961088,0.566614918550416,0.37433123018792636,0.12708757637474544,0.3013747454175153,10,74.2,45,0.9070096967204491,0.17891607591058506,0.5480788132459691,1.0,5
