state_id,repetition_count,elapsed_median_seconds,elapsed_mad_seconds,elapsed_min_seconds,elapsed_max_seconds,result_status,ordered_sha256,multiset_sha256
replay_A_baseline,5,19.785874,1.0315619454000025,18.077996,20.481653,equivalent,e89628a556df2cf53f03281928e47b9599038b1892f4f55194abad2ba670eb0f,86f6d1795f6465f716a823aaf69912bbfa239ad58e57760b30d37b3e6cba349a
replay_B_work_mem,5,17.173692,0.5438265756000006,16.806886,18.529787,equivalent,e89628a556df2cf53f03281928e47b9599038b1892f4f55194abad2ba670eb0f,86f6d1795f6465f716a823aaf69912bbfa239ad58e57760b30d37b3e6cba349a
replay_C_pushdown,5,5.720632,0.2192854355999998,5.567503,5.874052,equivalent,e89628a556df2cf53f03281928e47b9599038b1892f4f55194abad2ba670eb0f,86f6d1795f6465f716a823aaf69912bbfa239ad58e57760b30d37b3e6cba349a
replay_D_wan_delay,5,11.14006,0.06334408500000117,10.758884,11.596626,equivalent,e89628a556df2cf53f03281928e47b9599038b1892f4f55194abad2ba670eb0f,86f6d1795f6465f716a823aaf69912bbfa239ad58e57760b30d37b3e6cba349a
