query_run_id,main_root_actual_total_time_ms,main_root_actual_rows,main_root_plan_rows,main_total_cost,has_foreign_scan,has_custom_scan,has_join,has_sort,has_hash,has_aggregate,has_limit,has_materialize,join_node_count,hash_join_count,merge_join_count,nested_loop_count,remote_path_share,fdw_remote_sql_count,fdw_remote_plan_count,remote_region_actual_rows_sum,remote_region_actual_rows_cv,remote_region_actual_rows_max_share,remote_region_actual_rows_min_max_ratio,remote_region_actual_rows_active_share,remote_region_zero_row_count,remote_region_nonzero_count,remote_region_tuple_bytes_sum,remote_region_tuple_bytes_cv,remote_region_tuple_bytes_max_share,remote_region_tuple_bytes_min_max_ratio,remote_region_tuple_bytes_active_share,remote_region_task_count_sum,remote_region_task_count_cv,remote_region_task_count_max_share,remote_region_task_count_min_max_ratio,remote_region_task_count_active_share,remote_region_plan_fingerprint_count,remote_region_dominant_plan_fingerprint_share,remote_plan_node_count_sum,remote_plan_max_depth,remote_has_custom_scan,remote_has_sort,remote_has_hash_join,remote_actual_rows_sum,global_fanin_ratio,remote_to_final_rows_ratio,finalize_share,drf_bytes_proxy,wan_output_rows,wan_output_bytes_proxy,regional_reduction_input_rows_proxy,regional_reduction_input_bytes_proxy,drf_rows_proxy,wan_output_to_final_rows_ratio,global_group_count_proxy,global_group_density,global_group_merge_ratio,task_count_to_shard_count_ratio,task_count_to_configured_region_shard_slots_ratio,task_count_to_observed_region_shard_slots_ratio,active_task_share,tasks_per_worker_ratio,temp_bytes_to_wan_bytes_ratio,temp_blocks_per_wan_row,temp_blocks_per_final_row,temp_blocks_per_regional_input_row,spill_per_wan_mb,root_rows_estimate_error_log,rows_estimate_error_max_abs_log,rows_estimate_error_mean_abs_log,foreign_scan_rows_estimate_error_log,aggregate_rows_estimate_error_log,join_rows_estimate_error_log,sort_rows_estimate_error_log,remote_root_rows_estimate_error_log,temp_blocks_sum,spill_flag,external_sort_count,sort_space_used_max,hash_batches_max,memory_pressure_score_v1,task_count,citus_map_merge_job_count,citus_repartition_query,worker_task_plan_count,worker_task_actual_rows_sum,worker_task_actual_rows_cv,worker_task_actual_rows_max_share,worker_task_scan_actual_rows_sum,worker_task_scan_actual_rows_cv,worker_task_scan_actual_rows_max_share,remote_region_rows_isf,remote_region_bytes_isf,worker_task_scan_rows_isf,worker_task_root_rows_isf,worker_task_within_region_scan_rows_isf_max,worker_task_index_scan_share,worker_task_seq_scan_share,worker_task_bitmap_scan_share,worker_task_node_count_sum,worker_task_plan_max_depth_max,worker_task_plan_max_depth_mean,worker_task_join_node_count,worker_task_aggregate_node_count,worker_task_sort_node_count,worker_task_blocking_node_count,worker_task_scan_node_count,worker_task_materialization_node_count,worker_task_parallel_node_count,worker_task_bitmap_node_count,worker_task_index_access_node_count,worker_task_sequential_access_node_count,worker_task_spill_capable_node_count,worker_task_plan_fingerprint_count,worker_task_plan_fingerprint_dominant_share,worker_task_region_task_count_cv,worker_task_region_rows_cv,worker_task_region_rows_max_share,worker_task_region_scan_rows_cv,worker_task_region_scan_rows_max_share,worker_task_within_region_rows_cv_max,worker_task_within_region_rows_cv_mean,worker_task_within_region_rows_max_share_max,worker_task_within_region_scan_rows_cv_max,worker_task_within_region_scan_rows_cv_mean,worker_task_within_region_scan_rows_max_share_max,worker_task_within_region_plan_fingerprint_count_max,worker_task_within_region_plan_fingerprint_count_mean,main_node_type_count_ForeignScan,main_node_type_count_IncrementalSort,main_node_type_count_Limit,main_node_type_count_MergeAppend,main_node_type_count_SubqueryScan,main_node_type_count_Aggregate,main_node_type_count_Append,main_node_type_count_Sort,main_node_type_count_CTEScan,worker_node_count_seq_scan,worker_node_count_index_scan,worker_node_count_index_only_scan,worker_node_count_bitmap_heap_scan,worker_node_count_bitmap_index_scan,worker_node_count_hash_join,worker_node_count_merge_join,worker_node_count_nested_loop,worker_node_count_sort,worker_node_count_incremental_sort,worker_node_count_hash_aggregate,worker_node_count_group_aggregate,worker_node_count_aggregate,worker_node_count_materialize,worker_node_count_memoize,worker_node_count_other
20260802T150538Z-cross-action-pilot-v1__raw-small-bal--57897732660e--ent_filter_summary__lookback_days-30__min_value-950,379.076,1.0,1.0,593.86,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999525161181398,2.0,2.0,1918.0,0.004171011470281543,0.5020855057351408,0.9916926272066459,1.0,0.0,2.0,30720.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1918.0,0.0,1918.0,4.7483881860178705e-05,1.0000000000000002,1918.0,30720.0,1918.0,30720.000000000004,1.0,1918.0,1.0,0.0005213764337851929,1918.0,2.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43372200355424,1.8423306272520463,-5.43372200355424,-0.6931471805599453,,,-4.650177551868827,0.0,0.0,0.0,,1.0,0.0,32.0,,0,32.0,1918.0,0.2746837488280972,0.056308654848800835,1918.0,0.2746837488280972,0.056308654848800835,1.0041710114702815,1.0,1.8018769551616267,1.8018769551616267,1.794392523364486,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.004171011470281543,0.5020855057351408,0.004171011470281543,0.5020855057351408,0.29953918572035154,0.273159972197914,0.11214953271028037,0.29953918572035154,0.273159972197914,0.11214953271028037,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T150614Z-cross-action-pilot-v1__raw-small-bal--13b5bf1fc26f--_limit_k-10000__payload_repeat-8__payload_width-256,3865.727,0.0,284.0,489.12,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999855137209639,2.0,2.0,40000.0,0.0,0.5,1.0,1.0,0.0,2.0,1599488.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,80000.0,0.0,40000.0,1.4486279036151615e-05,1.0,40000.0,1599488.0,40000.0,1599488.0,1.0,40000.0,0.0,0.0,40000.0,2.0,1.0,1.0,1.0,8.0,13.992317541613316,0.0683,2732.0,0.0683,1791.0166453265044,-5.652489180268651,5.652489180268651,5.1927261469294885,-4.962844630259907,,,-5.652489180268651,-1.609397913634059,2732.0,1.0,2.0,1112.0,1.0,9.913155185928069,32.0,,0,32.0,40000.0,0.24899799195977465,0.05,40000.0,0.24899799195977465,0.05,1.0,1.0,1.6,1.6,1.6,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.2513961017995307,0.24898633095914488,0.1,0.2513961017995307,0.24898633095914488,0.1,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T150647Z-cross-action-pilot-v1__raw-small-bal--7a6fb198bcfc--fdw_multiregion_raw_region_rollup__lookback_days-30,3750.444,0.0,199.0,823.16,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999885346908259,2.0,2.0,40000.0,0.0,0.5,1.0,1.0,0.0,2.0,641024.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,40000.0,0.0,40000.0,1.1465309174092469e-05,1.0,40000.0,641024.0,40000.0,641024.0,1.0,40000.0,0.0,0.0,40000.0,2.0,1.0,1.0,1.0,8.0,3.7827476038338657,0.0074,296.0,0.0074,484.1916932907348,-5.298317366548036,6.75110146893676,5.893196518639285,-6.059123195581797,-5.298317366548036,,-5.298317366548036,-1.609397913634059,296.0,1.0,0.0,25.0,1.0,5.6937321388027,32.0,,0,32.0,40000.0,0.24899799195977465,0.05,40000.0,0.24899799195977465,0.05,1.0,1.0,1.6,1.6,1.6,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.2513961017995307,0.24898633095914488,0.1,0.2513961017995307,0.24898633095914488,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T150721Z-cross-action-pilot-v1__raw-small-bal--13b5bf1fc26f--_limit_k-10000__payload_repeat-8__payload_width-256,3868.938,0.0,284.0,489.12,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999852672748956,2.0,2.0,40000.0,0.0,0.5,1.0,1.0,0.0,2.0,1599488.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,80000.0,0.0,40000.0,1.4732725104471496e-05,1.0,40000.0,1599488.0,40000.0,1599488.0,1.0,40000.0,0.0,0.0,40000.0,2.0,1.0,1.0,1.0,8.0,13.992317541613316,0.0683,2732.0,0.0683,1791.0166453265044,-5.652489180268651,5.652489180268651,5.1927261469294885,-4.962844630259907,,,-5.652489180268651,-1.609397913634059,2732.0,1.0,2.0,1112.0,1.0,9.913155185928069,32.0,,0,32.0,40000.0,0.24899799195977465,0.05,40000.0,0.24899799195977465,0.05,1.0,1.0,1.6,1.6,1.6,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.2513961017995307,0.24898633095914488,0.1,0.2513961017995307,0.24898633095914488,0.1,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T150754Z-cross-action-pilot-v1__raw-small-bal--7a6fb198bcfc--fdw_multiregion_raw_region_rollup__lookback_days-30,3741.586,0.0,199.0,823.16,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999893093463574,2.0,2.0,40000.0,0.0,0.5,1.0,1.0,0.0,2.0,641024.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,40000.0,0.0,40000.0,1.0690653642589967e-05,1.0,40000.0,641024.0,40000.0,641024.0,1.0,40000.0,0.0,0.0,40000.0,2.0,1.0,1.0,1.0,8.0,3.7827476038338657,0.0074,296.0,0.0074,484.1916932907348,-5.298317366548036,6.75110146893676,5.893196518639285,-6.059123195581797,-5.298317366548036,,-5.298317366548036,-1.609397913634059,296.0,1.0,0.0,25.0,1.0,5.6937321388027,32.0,,0,32.0,40000.0,0.24899799195977465,0.05,40000.0,0.24899799195977465,0.05,1.0,1.0,1.6,1.6,1.6,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.2513961017995307,0.24898633095914488,0.1,0.2513961017995307,0.24898633095914488,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T150827Z-cross-action-pilot-v1__raw-small-bal--13b5bf1fc26f--_limit_k-10000__payload_repeat-8__payload_width-256,3884.796,0.0,284.0,489.12,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999848125873277,2.0,2.0,40000.0,0.0,0.5,1.0,1.0,0.0,2.0,1599488.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,80000.0,0.0,40000.0,1.5187412672310646e-05,1.0,40000.0,1599488.0,40000.0,1599488.0,1.0,40000.0,0.0,0.0,40000.0,2.0,1.0,1.0,1.0,8.0,13.992317541613316,0.0683,2732.0,0.0683,1791.0166453265044,-5.652489180268651,5.652489180268651,5.1927261469294885,-4.962844630259907,,,-5.652489180268651,-1.609397913634059,2732.0,1.0,2.0,1112.0,1.0,9.913155185928069,32.0,,0,32.0,40000.0,0.24899799195977465,0.05,40000.0,0.24899799195977465,0.05,1.0,1.0,1.6,1.6,1.6,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.2513961017995307,0.24898633095914488,0.1,0.2513961017995307,0.24898633095914488,0.1,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T150905Z-cross-action-pilot-v1__raw-small-bal--57897732660e--ent_filter_summary__lookback_days-30__min_value-950,341.353,1.0,1.0,593.86,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999326210696845,2.0,2.0,1918.0,0.004171011470281543,0.5020855057351408,0.9916926272066459,1.0,0.0,2.0,30720.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1918.0,0.0,1918.0,6.737893031544387e-05,1.0000000000000002,1918.0,30720.0,1918.0,30720.000000000004,1.0,1918.0,1.0,0.0005213764337851929,1918.0,2.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43372200355424,1.8423306272520463,-5.43372200355424,-0.6931471805599453,,,-4.650177551868827,0.0,0.0,0.0,,1.0,0.0,32.0,,0,32.0,1918.0,0.2746837488280972,0.056308654848800835,1918.0,0.2746837488280972,0.056308654848800835,1.0041710114702815,1.0,1.8018769551616267,1.8018769551616267,1.794392523364486,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.004171011470281543,0.5020855057351408,0.004171011470281543,0.5020855057351408,0.29953918572035154,0.273159972197914,0.11214953271028037,0.29953918572035154,0.273159972197914,0.11214953271028037,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T150935Z-cross-action-pilot-v1__raw-small-bal--57897732660e--ent_filter_summary__lookback_days-30__min_value-950,346.482,1.0,1.0,593.86,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999480492493116,2.0,2.0,1918.0,0.004171011470281543,0.5020855057351408,0.9916926272066459,1.0,0.0,2.0,30720.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1918.0,0.0,1918.0,5.195075068843144e-05,1.0000000000000002,1918.0,30720.0,1918.0,30720.000000000004,1.0,1918.0,1.0,0.0005213764337851929,1918.0,2.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43372200355424,1.8423306272520463,-5.43372200355424,-0.6931471805599453,,,-4.650177551868827,0.0,0.0,0.0,,1.0,0.0,32.0,,0,32.0,1918.0,0.2746837488280972,0.056308654848800835,1918.0,0.2746837488280972,0.056308654848800835,1.0041710114702815,1.0,1.8018769551616267,1.8018769551616267,1.794392523364486,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.004171011470281543,0.5020855057351408,0.004171011470281543,0.5020855057351408,0.29953918572035154,0.273159972197914,0.11214953271028037,0.29953918572035154,0.273159972197914,0.11214953271028037,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T151006Z-cross-action-pilot-v1__raw-small-bal--7a6fb198bcfc--fdw_multiregion_raw_region_rollup__lookback_days-30,3745.947,0.0,199.0,823.16,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999893217923265,2.0,2.0,40000.0,0.0,0.5,1.0,1.0,0.0,2.0,641024.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,40000.0,0.0,40000.0,1.0678207673510496e-05,1.0,40000.0,641024.0,40000.0,641024.0,1.0,40000.0,0.0,0.0,40000.0,2.0,1.0,1.0,1.0,8.0,3.7827476038338657,0.0074,296.0,0.0074,484.1916932907348,-5.298317366548036,6.75110146893676,5.893196518639285,-6.059123195581797,-5.298317366548036,,-5.298317366548036,-1.609397913634059,296.0,1.0,0.0,25.0,1.0,5.6937321388027,32.0,,0,32.0,40000.0,0.24899799195977465,0.05,40000.0,0.24899799195977465,0.05,1.0,1.0,1.6,1.6,1.6,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.2513961017995307,0.24898633095914488,0.1,0.2513961017995307,0.24898633095914488,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T151210Z-cross-action-pilot-v1__raw-small-bal--a14337726ae7--_limit_k-10000__payload_repeat-8__payload_width-256,1401.175,0.0,284.0,489.12,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999586061698218,2.0,2.0,40000.0,0.0,0.5,1.0,1.0,0.0,2.0,1599488.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,80000.0,0.0,40000.0,4.1393830178238065e-05,1.0,40000.0,1599488.0,40000.0,1599488.0,1.0,40000.0,0.0,0.0,40000.0,2.0,1.0,1.0,1.0,8.0,13.992317541613316,0.0683,2732.0,0.0683,1791.0166453265044,-5.652489180268651,5.652489180268651,5.1927261469294885,-4.962844630259907,,,-5.652489180268651,-1.609397913634059,2732.0,1.0,2.0,1112.0,1.0,9.913155185928069,32.0,,0,32.0,40000.0,0.24899799195977465,0.05,40000.0,0.24899799195977465,0.05,1.0,1.0,1.6,1.6,1.6,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.2513961017995307,0.24898633095914488,0.1,0.2513961017995307,0.24898633095914488,0.1,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T151240Z-cross-action-pilot-v1__raw-small-bal--55adb1802b63--ent_filter_summary__lookback_days-30__min_value-950,158.699,1.0,1.0,593.86,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998676740244109,2.0,2.0,1918.0,0.004171011470281543,0.5020855057351408,0.9916926272066459,1.0,0.0,2.0,30720.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1918.0,0.0,1918.0,0.00013232597558910267,1.0000000000000002,1918.0,30720.0,1918.0,30720.000000000004,1.0,1918.0,1.0,0.0005213764337851929,1918.0,2.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43372200355424,1.8423306272520463,-5.43372200355424,-0.6931471805599453,,,-4.650177551868827,0.0,0.0,0.0,,1.0,0.0,32.0,,0,32.0,1918.0,0.2746837488280972,0.056308654848800835,1918.0,0.2746837488280972,0.056308654848800835,1.0041710114702815,1.0,1.8018769551616267,1.8018769551616267,1.794392523364486,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.004171011470281543,0.5020855057351408,0.004171011470281543,0.5020855057351408,0.29953918572035154,0.273159972197914,0.11214953271028037,0.29953918572035154,0.273159972197914,0.11214953271028037,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T151310Z-cross-action-pilot-v1__raw-small-bal--9ec879d0b16a--fdw_multiregion_raw_region_rollup__lookback_days-30,958.55,0.0,199.0,823.16,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999624432736947,2.0,2.0,40000.0,0.0,0.5,1.0,1.0,0.0,2.0,641024.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,40000.0,0.0,40000.0,3.755672630529917e-05,1.0,40000.0,641024.0,40000.0,641024.0,1.0,40000.0,0.0,0.0,40000.0,2.0,1.0,1.0,1.0,8.0,3.7827476038338657,0.0074,296.0,0.0074,484.1916932907348,-5.298317366548036,6.75110146893676,5.893196518639285,-6.059123195581797,-5.298317366548036,,-5.298317366548036,-1.609397913634059,296.0,1.0,0.0,25.0,1.0,5.6937321388027,32.0,,0,32.0,40000.0,0.24899799195977465,0.05,40000.0,0.24899799195977465,0.05,1.0,1.0,1.6,1.6,1.6,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.2513961017995307,0.24898633095914488,0.1,0.2513961017995307,0.24898633095914488,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T151340Z-cross-action-pilot-v1__raw-small-bal--9ec879d0b16a--fdw_multiregion_raw_region_rollup__lookback_days-30,973.126,0.0,199.0,823.16,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999517020406401,2.0,2.0,40000.0,0.0,0.5,1.0,1.0,0.0,2.0,641024.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,40000.0,0.0,40000.0,4.829795935986241e-05,1.0,40000.0,641024.0,40000.0,641024.0,1.0,40000.0,0.0,0.0,40000.0,2.0,1.0,1.0,1.0,8.0,3.7827476038338657,0.0074,296.0,0.0074,484.1916932907348,-5.298317366548036,6.75110146893676,5.893196518639285,-6.059123195581797,-5.298317366548036,,-5.298317366548036,-1.609397913634059,296.0,1.0,0.0,25.0,1.0,5.6937321388027,32.0,,0,32.0,40000.0,0.24899799195977465,0.05,40000.0,0.24899799195977465,0.05,1.0,1.0,1.6,1.6,1.6,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.2513961017995307,0.24898633095914488,0.1,0.2513961017995307,0.24898633095914488,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T151413Z-cross-action-pilot-v1__raw-small-bal--55adb1802b63--ent_filter_summary__lookback_days-30__min_value-950,137.828,1.0,1.0,593.86,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998621470238268,2.0,2.0,1918.0,0.004171011470281543,0.5020855057351408,0.9916926272066459,1.0,0.0,2.0,30720.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1918.0,0.0,1918.0,0.00013785297617324098,1.0000000000000002,1918.0,30720.0,1918.0,30720.000000000004,1.0,1918.0,1.0,0.0005213764337851929,1918.0,2.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43372200355424,1.8423306272520463,-5.43372200355424,-0.6931471805599453,,,-4.650177551868827,0.0,0.0,0.0,,1.0,0.0,32.0,,0,32.0,1918.0,0.2746837488280972,0.056308654848800835,1918.0,0.2746837488280972,0.056308654848800835,1.0041710114702815,1.0,1.8018769551616267,1.8018769551616267,1.794392523364486,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.004171011470281543,0.5020855057351408,0.004171011470281543,0.5020855057351408,0.29953918572035154,0.273159972197914,0.11214953271028037,0.29953918572035154,0.273159972197914,0.11214953271028037,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T151442Z-cross-action-pilot-v1__raw-small-bal--9ec879d0b16a--fdw_multiregion_raw_region_rollup__lookback_days-30,991.916,0.0,199.0,823.16,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999606821545372,2.0,2.0,40000.0,0.0,0.5,1.0,1.0,0.0,2.0,641024.0,0.0,0.5,1.0,1.0,32.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,40000.0,0.0,40000.0,3.931784546282241e-05,1.0,40000.0,641024.0,40000.0,641024.0,1.0,40000.0,0.0,0.0,40000.0,2.0,1.0,1.0,1.0,8.0,3.7827476038338657,0.0074,296.0,0.0074,484.1916932907348,-5.298317366548036,6.75110146893676,5.893196518639285,-6.059123195581797,-5.298317366548036,,-5.298317366548036,-1.609397913634059,296.0,1.0,0.0,25.0,1.0,5.6937321388027,32.0,,0,32.0,40000.0,0.24899799195977465,0.05,40000.0,0.24899799195977465,0.05,1.0,1.0,1.6,1.6,1.6,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.2513961017995307,0.24898633095914488,0.1,0.2513961017995307,0.24898633095914488,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
