episode_id,round_id,episode_order,query_id,query_shape,logical_query_hash,normalized_sql_hash,profile,dataset_pair,dataset_pair_id,dataset_profile_id,topology_id,region_count,baseline_query_run_id,baseline_elapsed_seconds,applicable_actions_json,before__elapsed_seconds,before__result_row_count,before__result_output_byte_count,before__shared_blks_hit_sum,before__shared_blks_read_sum,before__temp_blks_written_sum,before__estimated_result_bytes,before__estimated_remote_output_bytes,before__estimated_fanin_bytes,before__coordinator_main_plan_total_time_ms,before__coordinator_foreign_scan_time_ms_sum,before__coordinator_non_foreign_time_share_proxy,before__coordinator_fanin_rows,before__coordinator_fanin_bytes_estimated,before__coordinator_final_rows,before__coordinator_final_bytes_estimated,before__coordinator_blocking_input_rows_sum,before__coordinator_temp_written_blocks,before__coordinator_hash_batches_max,before__coordinator_sort_input_rows_sum,before__coordinator_sort_time_ms_max,before__coordinator_aggregate_input_rows_sum,before__coordinator_aggregate_time_ms_max,before__coordinator_join_input_rows_sum,before__coordinator_join_time_ms_max,before__task_count,before__task_time_mean_ms,before__task_time_cv,before__task_rows_mean,before__task_rows_cv,before__remote_region_actual_rows_sum,before__remote_region_actual_rows_cv,before__remote_region_actual_rows_max_share,before__remote_region_actual_time_sum,before__remote_region_actual_time_cv,before__remote_region_actual_time_max_share,before__remote_region_tuple_bytes_sum,before__remote_region_tuple_bytes_cv,before__remote_region_tuple_bytes_max_share,before__regional_temp_written_blocks_sum,before__regional_spill_present,before__remote_citus_map_merge_job_count_sum,before__remote_citus_dependent_map_task_count_sum,before__remote_citus_repartition_fanout_ratio_max,before__citus_repartition_observed_v2,before__worker_task_actual_rows_sum,before__worker_task_actual_rows_cv,before__worker_task_actual_rows_max_share,before__worker_task_scan_actual_rows_sum,before__worker_task_scan_actual_rows_cv,before__worker_task_scan_actual_rows_max_share,before__worker_task_actual_time_sum,before__worker_task_actual_time_cv,before__worker_task_actual_time_max_share,before__worker_task_seq_scan_share,before__worker_task_index_scan_share,before__worker_task_join_node_count,before__worker_task_aggregate_node_count,before__worker_task_sort_node_count,before__worker_task_spill_count,before__worker_task_temp_written_sum,before__worker_task_within_region_worker_scan_rows_cv_max,before__worker_task_within_region_worker_scan_rows_max_share_max,before__regional_coordinator_tx_bytes_sum,before__analytics_rx_bytes_sum,before__worker_tx_bytes_sum,before__os_cpu_busy_pct_mean,before__os_cpu_busy_pct_max,before__os_mem_used_peak_bytes_max,before__os_disk_read_bytes_sum,before__os_disk_written_bytes_sum,before__os_net_rx_bytes_sum,before__os_net_tx_bytes_sum,before__os_tcp_retrans_segs_sum,before__os_tcp_timeouts_sum,before__edge_count,before__edge_remote_rows_sum,before__edge_remote_rows_max_share,before__edge_remote_bytes_sum,before__edge_remote_bytes_max_share,before__edge_foreign_scan_time_ms_sum,before__edge_regional_plan_time_ms_sum,before__edge_boundary_wait_ms_sum,before__edge_estimated_fetch_cycles_sum,before__edge_rtt_context_median_ms_mean,before__edge_rtt_context_median_ms_max,before__edge_source_tx_bytes_sum,before__edge_source_tx_bps_mean,before__edge_source_tx_bps_min,before__edge_qdisc_drops_sum,before__edge_qdisc_overlimits_sum,before__edge_tcp_retrans_sum,before__edge_available_share
n2_control::q11_tenant_high_count,n2_control,11,q11_tenant_high_count,tenant_high_count,f6a2bcb3cdb7e94d9201d86ef4756f171051d24059c1f12d1a53f37f851a6900,275672b7af5e6b39f43c9883266544645bbfe62309a3ed17dd37748c0914421b,memory,medium,topology-isolation-medium-v1,topology-isolation-medium-n2-v1,eu_us_gac,2,20260806T010000Z-n3-topology-memory-v1-n2_control__to--c247da99b290---06-24-00-00-00-00__limit_k-250__include_apac-False,2.100449,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",2.100449,250,3785,9.0,0.0,1230.0,20000.0,5435520.0,9783936.0,1886.478,1818.52,0.0360237437171279,135888.0,9783936.0,250.0,20000.0,36871.0,1230.0,5.0,3000.0,1886.461,33871.0,1885.662,,,64,,,,,135888.0,0.332464971152714,0.666232485576357,461.434,0.1375928085056584,0.5687964042528293,5435392.0,0.33232856066315,0.6661642803315749,896.0,True,,,,False,135888.0,0.3582648747258392,0.0254032732838808,262919.0,0.41750907655193,0.0262590379546552,,,,0.0578512396694214,0.0,0,0.0,0.0,0,,0.0385447081964008,0.5192723540982004,10390099,10200762,9828709,13.513857142857145,18.293,724303872,0,2834432,20300804,20302282,32,3,2,135888.0,0.666232485576357,9783936.0,0.666232485576357,1818.52,461.43399999999997,1357.086,69,5.4350000000000005,5.45,10390099,19786434.233823344,12785053.10055136,0.0,0.0,21,1.0
n2_control::q12_tenant_user_sum,n2_control,12,q12_tenant_user_sum,tenant_user_sum,7b773b722ee1cc712e6813a559a2b3b21afe2180ce60cb0023852f688a716727,aa7113c188cb38aca6b2a793d1145e624468ff592257f882da3c4f99da9bed5c,balanced,medium,topology-isolation-medium-v1,topology-isolation-medium-n2-v1,eu_us_gac,2,20260806T005058Z-n3-topology-memory-v1-n2_control__to--40265ce07729---06-17-00-00-00-00__limit_k-500__include_apac-False,9.479738,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",9.479738,500,12892,9.0,0.0,7386.0,40000.0,10854720.0,19538496.0,9013.428,8606.204,0.0451797029942437,271368.0,19538496.0,500.0,40000.0,450099.0,7386.0,85.0,178731.0,9013.399,271368.0,8988.837,,,64,,,,,271368.0,0.3346894254296748,0.6673447127148374,770.428,0.1789654581609183,0.5894827290804592,10854400.0,0.3347169811320755,0.6673584905660377,1790.0,True,,,,False,271368.0,0.359954613191042,0.0253161758202883,271368.0,0.359954613191042,0.0253161758202883,,,,1.0,0.0,0,0.0,0.0,0,,0.0251019142148174,0.5125509571074087,20700946,20386516,19481258,6.652714285714287,11.684,736894976,114688,43368448,40474622,40474984,52,8,2,271368.0,0.6673447127148374,19538496.0,0.6673447127148374,8606.204,770.428,7835.776000000001,273,15.475,15.5,20700946,8734817.77660944,5603074.684131566,0.0,0.0,29,1.0
n2_control::q13_tenant_user_count,n2_control,13,q13_tenant_user_count,tenant_user_count,fe8af0f5c504108ac6421d36a6e983a58ef6d510abc211519170e7a01fca00e8,5a04cfbcd6ee933517502c7cd8cf93d1439d3f085e7d3dad2dd021a30e7a43c9,transport,xlarge,topology-isolation-xlarge-v1,topology-isolation-xlarge-n2-v1,eu_us_gac,2,20260806T023104Z-n3-topology-memory-v1-n2_control--7f--d3907e921250--6-06-30-00-00-00-00__limit_k-50__include_apac-False,10.531608,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",10.531608,50,779,9.0,0.0,3270.0,4000.0,3874920.0,6974856.0,9716.171,9535.027,0.0186435582494379,96873.0,6974856.0,50.0,4000.0,186268.0,3270.0,341.0,89395.0,9716.164,96873.0,9701.413,,,128,,,,,96873.0,0.3274699864771401,0.6637349932385701,429.725,0.1207260457269183,0.5603630228634592,3874816.0,0.3276955602536998,0.6638477801268499,639.0,True,,,,False,96873.0,0.3920755490002858,0.0139667399585023,193746.0,0.3920755490002858,0.0139667399585023,,,,0.0,0.0,0,0.0,0.0,0,,0.0210893029332172,0.5105446514666087,7638542,7358347,7186007,4.611857142857143,7.057,733171712,212992,30531584,15014398,15013826,23,6,2,96873.0,0.6637349932385701,6974856.0,0.6637349932385701,9535.027,429.725,9105.302,195,30.475,30.5,7638362,2901118.9934148705,1903086.4042793843,0.0,0.0,23,1.0
n2_control::q14_tenant_day_sum,n2_control,14,q14_tenant_day_sum,tenant_day_sum,95e6d3a4098bc315c3f18c7a855c5f3722c8169985d79b396bc7785f95e58bca,38e482cf6c19529e305247b3faed79a90ae89695ef285577e0241adad3cbb304,memory,xlarge,topology-isolation-xlarge-v1,topology-isolation-xlarge-n2-v1,eu_us_gac,2,20260806T021736Z-n3-topology-memory-v1-n2_control--65--dc4288524f33---06-24-00-00-00-00__limit_k-100__include_apac-False,9.188634,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",9.188634,100,4992,12.0,0.0,18172.0,8000.0,27113120.0,48803616.0,8956.334,8217.545,0.0824878795274942,677828.0,48803616.0,100.0,8000.0,698829.0,18172.0,85.0,21001.0,8956.326,677828.0,8953.402,,,128,,,,,677828.0,0.3330963017166596,0.6665481508583299,1593.96,0.2207257396672438,0.6103628698336219,26866688.0,0.3269809810572855,0.6634904905286427,4469.0,True,,,,False,677828.0,0.3970827182854223,0.0143487728450285,1318565.0,0.4466059427904185,0.0147524012847299,,,,0.0534979423868312,0.0,0,0.0,0.0,0,,0.0217830849128218,0.5108915424564109,51812758,51212880,48254554,10.454,20.483,743530496,16384,38404096,100395662,100396654,68,0,2,677828.0,0.6665481508583299,48803616.0,0.6665481508583299,8217.545,1593.96,6623.585,340,5.5024999999999995,5.53,51812758,22555151.505653616,14494522.689662032,0.0,0.0,45,1.0
n2_control::q15_tenant_day_count,n2_control,15,q15_tenant_day_count,tenant_day_count,a850557ed7afa89727e6c64f749a90fe373c4732fda20b63fef079e80ce4f337,beccb273c47e768a4df5f35dc72cc60f87d826d985535b64affe10bcee9244fd,balanced,xlarge,topology-isolation-xlarge-v1,topology-isolation-xlarge-n2-v1,eu_us_gac,2,20260806T020303Z-n3-topology-memory-v1-n2_control--0f--755122a84414---06-17-00-00-00-00__limit_k-250__include_apac-False,43.792773,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",43.792773,250,9270,12.0,0.0,23157.0,20000.0,54225880.0,97606584.0,43305.624,41860.83,0.0333627336717282,1355647.0,97606584.0,250.0,20000.0,1397648.0,23157.0,21.0,42001.0,43305.608,1355647.0,43298.716,,,128,,,,,1355647.0,0.3339505048143064,0.6669752524071532,2803.318,0.2389860872009525,0.6194930436004762,53477376.0,0.3333333333333333,0.6666666666666666,8937.0,True,,,,False,1355647.0,0.3967293200916154,0.014340753898323,1355647.0,0.3967293200916154,0.014340753898323,,,,1.0,0.0,0,0.0,0.0,0,,0.0177032746689552,0.5088516373344777,103592147,102528037,96187447,5.717571428571428,10.658,756015104,49152,402145280,201118002,201118410,70,0,2,1355647.0,0.6669752524071532,97606584.0,0.6669752524071532,41860.83,2803.318,39057.512,1357,15.475,15.5,103591787,9461998.398685556,6068346.117292002,0.0,0.0,56,1.0
phase_a::q01_event_value_desc,phase_a,1,q01_event_value_desc,event_value_desc,310585c8ca908d0dd5275dde782b189ac7354c2d3a1f3f808e83ef3dafa4093e,100f4f577adf6d1cef3def298aa4664775d6462bce54835dc9652427a2804fa5,transport,small,topology-isolation-small-v1,topology-isolation-small-n3-v1,eu_us_apac_gac,3,20260806T031020Z-n3-topology-memory-v1-phase_a_baseli--3c32ac71df5d--26-06-30-00-00-00-00__limit_k-25__include_apac-True,1.623848,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",1.623848,25,1301,9.0,0.0,9.0,2000.0,55560.0,100008.0,433.486,432.364,0.0025883188845776,1389.0,100008.0,25.0,2000.0,1389.0,9.0,,1389.0,433.479,,,,,48,,,,,1389.0,0.3848615742095247,0.5147588192944564,129.76,0.1609281720364419,0.3905132552404439,55296.0,0.3928371006591931,0.5185185185185185,0.0,False,,,,False,1389.0,0.5089819685597006,0.0518358531317494,1389.0,0.5089819685597006,0.0518358531317494,,,,1.0,0.0,0,0.0,0.0,0,,0.1691394658753709,0.5845697329376854,204218,119635,229223,4.4054,6.818,727879680,0,1630208,444863,445027,1,0,3,1389.0,0.5147588192944564,100008.0,0.5147588192944564,432.36400000000003,129.76,302.604,4,30.516666666666666,30.55,204218,335364.7221496922,287499.8152536444,0.0,0.0,0,1.0
phase_a::q02_event_value_asc,phase_a,2,q02_event_value_asc,event_value_asc,0a2cb0044b1e65e7356e0ddfd28a8c7c5f90a0c57a1c018cc567fd8ae053e58b,6f893c3519ff8984a1b3bddc62385b7f3c5bf64be94e1cea1035c6ec176d3fb2,memory,small,topology-isolation-small-v1,topology-isolation-small-n3-v1,eu_us_apac_gac,3,20260806T030612Z-n3-topology-memory-v1-phase_a_baseli--7cf18246a901--6-06-29-00-00-00-00__limit_k-100__include_apac-True,0.518698,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",0.518698,100,5151,9.0,0.0,19.0,8000.0,107400.0,193320.0,242.294,240.575,0.0070946866203868,2685.0,193320.0,100.0,8000.0,2685.0,19.0,,2685.0,242.285,,,,,48,,,,,2685.0,0.3784626553059796,0.511731843575419,166.053,0.3122619822450138,0.4178364738968883,107520.0,0.3840351457839229,0.5142857142857142,10.0,True,,,,False,2685.0,0.4946903452735826,0.0491620111731843,2685.0,0.4946903452735826,0.0491620111731843,,,,1.0,0.0,0,0.0,0.0,0,,0.1606060606060606,0.5803030303030303,301937,215547,330796,11.1639,28.0,730849280,16384,925696,644953,644151,2,0,3,2685.0,0.511731843575419,193320.0,0.511731843575419,240.575,166.053,74.522,3,5.473333333333334,5.53,301689,1551006.5587297427,1247184.2960643766,0.0,0.0,2,1.0
phase_a::q03_event_recent,phase_a,3,q03_event_recent,event_recent,103816223390607dc69118af636dad298c818617bfce8e9037bf2d58b927b051,f164edf7253e2cd39218cea629152274187d37d0aed659b9587d959187db77e3,balanced,small,topology-isolation-small-v1,topology-isolation-small-n3-v1,eu_us_apac_gac,3,20260806T030318Z-n3-topology-memory-v1-phase_a_baseli--0ea50ac82c54--6-06-24-00-00-00-00__limit_k-250__include_apac-True,1.22947,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",1.22947,250,14099,9.0,0.0,64.0,20000.0,367040.0,660672.0,587.34,578.625,0.0148380835631832,9176.0,660672.0,250.0,20000.0,9176.0,64.0,,9176.0,587.322,,,,,48,,,,,9176.0,0.385273910004042,0.514821272885789,173.615,0.2629180354179587,0.4107882383434611,367616.0,0.3862938345038376,0.5153203342618384,63.0,True,,,,False,9176.0,0.5044260696739351,0.0520924149956408,9176.0,0.5044260696739351,0.0520924149956408,,,,1.0,0.0,0,0.0,0.0,0,,0.1442349846558527,0.5721174923279263,790689,694186,806567,6.6206000000000005,15.894,729104384,0,1859584,1618142,1617754,4,0,3,9176.0,0.514821272885789,660672.0,0.514821272885789,578.625,173.615,405.01,11,15.5,15.5,790689,1714969.865063808,1295276.8266000797,0.0,0.0,4,1.0
phase_a::q04_event_oldest,phase_a,4,q04_event_oldest,event_oldest,c3d91b2920a74ade62b28eb247eb3b65854d78456aaf4ddf84657b9c10719f34,02de0c7ab994811478c6ca5d8922daa72e26d887e9726dbb08013b2602fa0704,transport,small,topology-isolation-small-v1,topology-isolation-small-n3-v1,eu_us_apac_gac,3,20260806T030922Z-n3-topology-memory-v1-phase_a_baseli--8db8ddc14fdb--6-06-17-00-00-00-00__limit_k-500__include_apac-True,3.238343,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",3.238343,500,28392,9.0,0.0,128.0,40000.0,725560.0,1306008.0,2048.418,2030.153,0.0089166371316793,18139.0,1306008.0,500.0,40000.0,18139.0,128.0,,18139.0,2048.389,,,,,48,,,,,18139.0,0.3702320858761382,0.5078560008820773,173.546,0.2023058226647513,0.4073847855899877,724992.0,0.3715467899749214,0.5084745762711864,121.0,True,,,,False,18139.0,0.4824362791108776,0.0506643144605546,18139.0,0.4824362791108776,0.0506643144605546,,,,1.0,0.0,0,0.0,0.0,0,,0.1366168932471584,0.5683084466235793,1469306,1359325,1453079,3.733400000000001,7.692,728080384,8192,1269760,2964860,2967824,14,8,3,18139.0,0.5078560008820773,1306008.0,0.5078560008820773,2030.1529999999998,173.546,1856.607,37,30.5,30.5,1468914,1209601.3300629368,939324.833718973,0.0,0.0,8,1.0
phase_a::q05_event_deviation,phase_a,5,q05_event_deviation,event_deviation,a8f3388bb09e719bae97bfc84c4a0a624df5224b1ea226aecb1aec5b26ea4cfe,93e774cc2cd80d5228fe2508ec6d8e14c7e7e1aa8f49e5470fd696d65c5b346d,memory,large,topology-isolation-large-v1,topology-isolation-large-n3-v1,eu_us_apac_gac,3,20260806T024159Z-n3-topology-memory-v1-phase_a_baseli--f55d0216b592--26-06-30-00-00-00-00__limit_k-50__include_apac-True,2.226886,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",2.226886,50,2989,9.0,0.0,910.0,4000.0,5144200.0,9259560.0,1936.876,1859.502,0.039947833521609,128605.0,9259560.0,50.0,4000.0,128605.0,910.0,,128605.0,1936.87,,,,,192,,,,,128605.0,0.351796812809479,0.4991718828972435,552.992,0.3191809573771165,0.4818713471442625,5144576.0,0.3518647790648545,0.4992038216560509,850.0,True,,,,False,128605.0,0.4160183736425696,0.0109171494109871,257210.0,0.4160183736425696,0.0109171494109871,,,,0.0,0.0,0,0.0,0.0,0,,0.0494423328556296,0.5247211664278149,10093344,9714596,9548802,10.3613,18.8,741834752,8192,12935168,19715409,19715362,41,0,3,128605.0,0.4991718828972435,9259560.0,0.4991718828972435,1859.502,552.992,1306.51,67,5.533333333333334,5.6,10093344,12086646.554875284,9359300.83533688,0.0,0.0,39,1.0
phase_a::q06_tenant_sum,phase_a,6,q06_tenant_sum,tenant_sum,f191e4e54c9891e70a6ea25f5072e629ad857314cdbc2ee05dca066eda638e00,dfa23b6cdb474dcdb49c71118007c38cfc8a87a71128aa2e4357f1f4167188e0,balanced,large,topology-isolation-large-v1,topology-isolation-large-n3-v1,eu_us_apac_gac,3,20260806T023709Z-n3-topology-memory-v1-phase_a_baseli--8309a2fc47bf--6-06-29-00-00-00-00__limit_k-100__include_apac-True,9.107748,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",9.107748,100,2871,9.0,0.0,1825.0,8000.0,10310960.0,18559728.0,8445.426,8277.371,0.0198989370104006,257774.0,18559728.0,100.0,8000.0,261774.0,1825.0,1.0,4000.0,8445.417,257774.0,8444.817,,,192,,,,,257774.0,0.3539402644703692,0.5001823302582883,771.634,0.2322434333183554,0.4388362876700611,10309632.0,0.353974872762603,0.5001986491855384,1700.0,True,,,,False,257774.0,0.4146656983934309,0.0105208438399528,515548.0,0.4146656983934309,0.0105208438399528,,,,0.0,0.0,0,0.0,0.0,0,,0.0426729954860626,0.5213364977430314,19917495,19472458,18765204,5.1867,9.081,742780928,8192,99475456,38942793,38944609,66,0,3,257774.0,0.5001823302582883,18559728.0,0.5001823302582883,8277.371,771.634,7505.737,259,15.466666666666667,15.5,19917315,5831610.624272872,4485572.50376273,0.0,0.0,49,1.0
phase_a::q07_tenant_count,phase_a,7,q07_tenant_count,tenant_count,83407397bd0c3a1d071ff599cd0c692ae7fc61021485d5033bafeeb8a8a95e3b,9bcd10890840ff166e6d6d8c5109439f5f76bb24c8ebfbf38a55a1f2d9a0af63,transport,large,topology-isolation-large-v1,topology-isolation-large-n3-v1,eu_us_apac_gac,3,20260806T024448Z-n3-topology-memory-v1-phase_a_baseli--1307fc2b22c1--6-06-24-00-00-00-00__limit_k-250__include_apac-True,87.671284,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",87.671284,250,4141,9.0,0.0,11947.0,20000.0,36057720.0,64903896.0,86443.881,85671.404,0.0089361675003925,901443.0,64903896.0,250.0,20000.0,905443.0,11947.0,5.0,4000.0,86443.863,901443.0,86442.948,,,192,,,,,901443.0,0.3548229699901384,0.500598484873697,1842.985,0.3941176588949102,0.518802920262509,35832832.0,0.3481884093441759,0.4974709227559797,5943.0,True,,,,False,901443.0,0.4159440478551399,0.0103278854015173,1745678.0,0.4742649694225087,0.0106663428192369,,,,0.0696378830083565,0.0,0,0.0,0.0,0,,0.0404976277586585,0.5202488138793293,69279866,68259579,64655559,2.7418,5.122,752455680,0,297402368,135676291,135676184,108,18,3,901443.0,0.500598484873697,64903896.0,0.500598484873697,85671.404,1842.9850000000001,83828.419,1805,30.483333333333334,30.5,69278002,2107204.665402946,1614223.7862057546,0.0,0.0,69,1.0
phase_a::q08_tenant_avg,phase_a,8,q08_tenant_avg,tenant_avg,eba1ec0d96424a03d44b3e9e306d4103e68db78ef6d132729c2f2492e48acda3,022ab7557b1080c8bb59486dde9f399810195cc03db6ec1586ad77861980547a,memory,large,topology-isolation-large-v1,topology-isolation-large-n3-v1,eu_us_apac_gac,3,20260806T024021Z-n3-topology-memory-v1-phase_a_baseli--4abd78647132--6-06-17-00-00-00-00__limit_k-500__include_apac-True,23.579616,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",23.579616,500,15279,9.0,0.0,31910.0,40000.0,72197320.0,129955176.0,23242.677,21593.105,0.0709716871253685,1804933.0,129955176.0,500.0,40000.0,1808933.0,31910.0,21.0,4000.0,23242.647,1804933.0,23241.74,,,192,,,,,1804933.0,0.353541160042064,0.4999941826095483,4030.45,0.4103143591684735,0.5244794005632125,71303168.0,0.3535533905932737,0.5,11899.0,True,,,,False,1804933.0,0.4150128449341343,0.0103189425867885,1804933.0,0.4150128449341343,0.0103189425867885,,,,1.0,0.0,0,0.0,0.0,0,,0.0416773781768861,0.5208386890884431,137492560,136080599,128041071,7.2702,18.763,761102336,679936,451313664,266415917,266415725,112,9,3,1804933.0,0.49999418260954837,129955176.0,0.49999418260954837,21593.105,4030.45,17562.655,904,5.478333333333333,5.505,137492192,15549271.257569814,11922038.085777136,0.0,0.0,72,1.0
phase_a::q09_tenant_max,phase_a,9,q09_tenant_max,tenant_max,ef321334db0dd2faca8d4552ceaaa10d5688a821afa59dc67ff503fe605d9dc1,0a1845d5eee8a966fc7841a83bbfa0c28f21ecba6942182b9a8b2e287f92f63b,balanced,medium,topology-isolation-medium-v1,topology-isolation-medium-n3-v1,eu_us_apac_gac,3,20260806T025315Z-n3-topology-memory-v1-phase_a_baseli--121cbaec9383--26-06-30-00-00-00-00__limit_k-50__include_apac-True,1.611827,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",1.611827,50,996,9.0,0.0,136.0,4000.0,774000.0,1393200.0,965.42,950.437,0.0155196701953553,19350.0,1393200.0,50.0,4000.0,22346.0,136.0,1.0,2996.0,965.411,19350.0,964.611,,,96,,,,,19350.0,0.0151732181453139,0.3402583979328165,248.286,0.0666437081888079,0.360431115729441,774144.0,0.0148478467729124,0.3399470899470899,129.0,True,,,,False,19350.0,0.1943989868486334,0.0165374677002583,38700.0,0.1943989868486334,0.0165374677002583,,,,0.0,0.0,0,0.0,0.0,0,,0.0525495088102292,0.5262747544051146,1640718,1471949,1625669,7.4858,13.5,736501760,0,6078464,3299491,3300655,13,0,3,19350.0,0.34025839793281654,1393200.0,0.34025839793281654,950.4370000000001,248.286,702.1510000000001,21,15.533333333333333,15.55,1640718,2714465.013925192,2609019.4543210906,0.0,0.0,13,1.0
phase_a::q10_tenant_min,phase_a,10,q10_tenant_min,tenant_min,37e066a72cab0a47202826293a7bf9825e79d77309aa7ed90aedd0a77519f9d1,1ffceae8ec4dc807efe850ad847328743196a4fc73e3da8ce9c3268b0eb210fe,transport,medium,topology-isolation-medium-v1,topology-isolation-medium-n3-v1,eu_us_apac_gac,3,20260806T025859Z-n3-topology-memory-v1-phase_a_baseli--b182b66e9490--6-06-29-00-00-00-00__limit_k-100__include_apac-True,5.283785,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",5.283785,100,1776,9.0,0.0,581.0,8000.0,1543680.0,2778624.0,4096.443,4061.776,0.0084627077686667,38592.0,2778624.0,100.0,8000.0,41592.0,581.0,5.0,3000.0,4096.433,38592.0,4095.969,,,96,,,,,38592.0,0.0115643497262552,0.3363391376451078,308.057,0.1123815306469201,0.3701685077761583,1543168.0,0.0117584904755602,0.3364299933642999,256.0,True,,,,False,38592.0,0.178515448174196,0.0158582089552238,77184.0,0.178515448174196,0.0158582089552238,,,,0.0,0.0,0,0.0,0.0,0,,0.0398209600246951,0.5199104800123476,3117812,2923890,3005587,3.982,7.942,738320384,0,6176768,6205723,6205889,16,10,3,38592.0,0.3363391376451078,2778624.0,0.3363391376451078,4061.776,308.057,3753.7189999999996,78,30.516666666666666,30.6,3116922,1573075.3616962086,1526890.287928067,0.0,0.0,9,1.0
phase_a::q11_tenant_high_count,phase_a,11,q11_tenant_high_count,tenant_high_count,f6a2bcb3cdb7e94d9201d86ef4756f171051d24059c1f12d1a53f37f851a6900,5e5d10fdfa8932055d31658300e8657de100e5a9a6617c3c715332b89e01839c,memory,medium,topology-isolation-medium-v1,topology-isolation-medium-n3-v1,eu_us_apac_gac,3,20260806T025601Z-n3-topology-memory-v1-phase_a_baseli--b1d606e577ac--6-06-24-00-00-00-00__limit_k-250__include_apac-True,2.200148,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",2.200148,250,4045,9.0,0.0,1230.0,20000.0,5435520.0,9783936.0,1908.274,1839.649,0.0359618168040857,135888.0,9783936.0,250.0,20000.0,36871.0,1230.0,5.0,3000.0,1908.258,33871.0,1907.448,,,96,,,,,135888.0,0.0029162266270471,0.3342458495231367,461.984,0.0696582234361686,0.3607311075708249,5435392.0,0.0029668454687309,0.3342125094197438,897.0,True,,,,False,135888.0,0.1720931533039968,0.0157482632756387,247731.0,0.3077089214399415,0.0172768042756053,,,,0.1098265895953757,0.0,0,0.0,0.0,0,,0.0385447081964008,0.5192723540982004,10471110,10205559,9940817,9.7232,19.2,738410496,0,9109504,20490433,20490627,52,7,3,135888.0,0.3342458495231367,9783936.0,0.3342458495231367,1839.649,461.98400000000004,1377.665,69,5.506666666666667,5.53,10470738,12690949.88155342,12185929.31021004,0.0,0.0,38,1.0
phase_a::q12_tenant_user_sum,phase_a,12,q12_tenant_user_sum,tenant_user_sum,7b773b722ee1cc712e6813a559a2b3b21afe2180ce60cb0023852f688a716727,78f49b835f2ec263b24cbefa86d9c89533b4c254bff2e0e54dc23ae3e08a65f4,balanced,medium,topology-isolation-medium-v1,topology-isolation-medium-n3-v1,eu_us_apac_gac,3,20260806T025204Z-n3-topology-memory-v1-phase_a_baseli--7014e44c1b4a--6-06-17-00-00-00-00__limit_k-500__include_apac-True,9.652253,"[""increase_gac_work_mem"",""regional_topk_candidates"",""mitigate_remote_path_bundle""]",9.652253,500,13208,9.0,0.0,7040.0,40000.0,10854720.0,19538496.0,8994.784,8615.112000000001,0.0422102409574258,271368.0,19538496.0,500.0,40000.0,450099.0,7040.0,73.0,178731.0,8994.754,271368.0,8969.727,,,96,,,,,271368.0,0.0014447114854794,0.3337276318504761,749.465,0.0943613212543943,0.3651604811432155,10854400.0,0.001485661863021,0.3337735849056604,1790.0,True,,,,False,271368.0,0.1706885077084662,0.0156687597653371,271368.0,0.1706885077084662,0.0156687597653371,,,,1.0,0.0,0,0.0,0.0,0,,0.0251019142148174,0.5125509571074087,20747367,20393398,19569494,5.0195,11.323,738971648,0,48750592,40588449,40589197,56,0,3,271368.0,0.3337276318504761,19538496.0,0.3337276318504761,8615.112000000001,749.465,7865.647000000001,273,15.5,15.55,20747187,5731908.602064203,5504446.682033718,0.0,0.0,33,1.0
