matrix,feature,row_count,non_null_count,null_count,null_fraction,numeric_count,zero_count,distinct_non_null_count
m0,main_root_actual_total_time_ms,6,6,0,0.0,6,0,6
m0,main_root_actual_rows,6,6,0,0.0,6,0,1
m0,main_root_plan_rows,6,6,0,0.0,6,0,1
m0,main_total_cost,6,6,0,0.0,6,0,1
m0,has_foreign_scan,6,6,0,0.0,6,0,1
m0,has_custom_scan,6,6,0,0.0,6,6,1
m0,has_join,6,6,0,0.0,6,6,1
m0,has_sort,6,6,0,0.0,6,6,1
m0,has_hash,6,6,0,0.0,6,6,1
m0,has_aggregate,6,6,0,0.0,6,6,1
m0,has_limit,6,6,0,0.0,6,0,1
m0,has_materialize,6,6,0,0.0,6,6,1
m0,join_node_count,6,6,0,0.0,6,6,1
m0,hash_join_count,6,6,0,0.0,6,6,1
m0,merge_join_count,6,6,0,0.0,6,6,1
m0,nested_loop_count,6,6,0,0.0,6,6,1
m0,remote_path_share,6,6,0,0.0,6,0,6
m0,fdw_remote_sql_count,6,6,0,0.0,6,0,1
m0,fdw_remote_plan_count,6,6,0,0.0,6,0,1
m0,remote_region_actual_rows_sum,6,6,0,0.0,6,0,1
m0,remote_region_actual_rows_cv,6,6,0,0.0,6,6,1
m0,remote_region_actual_rows_max_share,6,6,0,0.0,6,0,1
m0,remote_region_actual_rows_min_max_ratio,6,6,0,0.0,6,0,1
m0,remote_region_actual_rows_active_share,6,6,0,0.0,6,0,1
m0,remote_region_zero_row_count,6,6,0,0.0,6,6,1
m0,remote_region_nonzero_count,6,6,0,0.0,6,0,1
m0,remote_region_tuple_bytes_sum,6,6,0,0.0,6,0,1
m0,remote_region_tuple_bytes_cv,6,6,0,0.0,6,6,1
m0,remote_region_tuple_bytes_max_share,6,6,0,0.0,6,0,1
m0,remote_region_tuple_bytes_min_max_ratio,6,6,0,0.0,6,0,1
m0,remote_region_tuple_bytes_active_share,6,6,0,0.0,6,0,1
m0,remote_region_task_count_sum,6,6,0,0.0,6,0,1
m0,remote_region_task_count_cv,6,6,0,0.0,6,6,1
m0,remote_region_task_count_max_share,6,6,0,0.0,6,0,1
m0,remote_region_task_count_min_max_ratio,6,6,0,0.0,6,0,1
m0,remote_region_task_count_active_share,6,6,0,0.0,6,0,1
m0,remote_region_plan_fingerprint_count,6,6,0,0.0,6,0,1
m0,remote_region_dominant_plan_fingerprint_share,6,6,0,0.0,6,0,1
m0,remote_plan_node_count_sum,6,6,0,0.0,6,0,1
m0,remote_plan_max_depth,6,6,0,0.0,6,0,1
m0,remote_has_custom_scan,6,6,0,0.0,6,0,1
m0,remote_has_sort,6,6,0,0.0,6,0,1
m0,remote_has_hash_join,6,6,0,0.0,6,6,1
m0,remote_actual_rows_sum,6,6,0,0.0,6,0,1
m0,global_fanin_ratio,6,6,0,0.0,6,0,1
m0,remote_to_final_rows_ratio,6,6,0,0.0,6,0,1
m0,finalize_share,6,6,0,0.0,6,0,6
m0,drf_bytes_proxy,6,6,0,0.0,6,0,1
m0,wan_output_rows,6,6,0,0.0,6,0,1
m0,wan_output_bytes_proxy,6,6,0,0.0,6,0,1
m0,regional_reduction_input_rows_proxy,6,6,0,0.0,6,0,1
m0,regional_reduction_input_bytes_proxy,6,6,0,0.0,6,0,1
m0,drf_rows_proxy,6,6,0,0.0,6,0,1
m0,wan_output_to_final_rows_ratio,6,6,0,0.0,6,0,1
m0,global_group_count_proxy,6,6,0,0.0,6,0,1
m0,global_group_density,6,6,0,0.0,6,0,1
m0,global_group_merge_ratio,6,6,0,0.0,6,0,1
m0,task_count_to_shard_count_ratio,6,6,0,0.0,6,0,1
m0,task_count_to_configured_region_shard_slots_ratio,6,6,0,0.0,6,0,1
m0,task_count_to_observed_region_shard_slots_ratio,6,6,0,0.0,6,0,1
m0,active_task_share,6,6,0,0.0,6,0,1
m0,tasks_per_worker_ratio,6,6,0,0.0,6,0,1
m0,temp_bytes_to_wan_bytes_ratio,6,6,0,0.0,6,3,2
m0,temp_blocks_per_wan_row,6,6,0,0.0,6,3,2
m0,temp_blocks_per_final_row,6,6,0,0.0,6,3,2
m0,temp_blocks_per_regional_input_row,6,6,0,0.0,6,3,2
m0,spill_per_wan_mb,6,6,0,0.0,6,3,2
m0,root_rows_estimate_error_log,6,6,0,0.0,6,0,1
m0,rows_estimate_error_max_abs_log,6,6,0,0.0,6,0,1
m0,rows_estimate_error_mean_abs_log,6,6,0,0.0,6,0,1
m0,foreign_scan_rows_estimate_error_log,6,6,0,0.0,6,0,1
m0,aggregate_rows_estimate_error_log,6,0,6,1.0,0,0,0
m0,join_rows_estimate_error_log,6,0,6,1.0,0,0,0
m0,sort_rows_estimate_error_log,6,0,6,1.0,0,0,0
m0,remote_root_rows_estimate_error_log,6,6,0,0.0,6,0,1
m0,temp_blocks_sum,6,6,0,0.0,6,3,2
m0,spill_flag,6,6,0,0.0,6,3,2
m0,external_sort_count,6,6,0,0.0,6,3,2
m0,sort_space_used_max,6,6,0,0.0,6,0,2
m0,hash_batches_max,6,6,0,0.0,6,0,1
m0,memory_pressure_score_v1,6,6,0,0.0,6,3,2
m0,task_count,6,6,0,0.0,6,0,1
m0,citus_map_merge_job_count,6,0,6,1.0,0,0,0
m0,citus_repartition_query,6,6,0,0.0,6,6,1
m0,worker_task_plan_count,6,6,0,0.0,6,0,1
m0,worker_task_actual_rows_sum,6,6,0,0.0,6,0,1
m0,worker_task_actual_rows_cv,6,6,0,0.0,6,0,1
m0,worker_task_actual_rows_max_share,6,6,0,0.0,6,0,1
m0,worker_task_scan_actual_rows_sum,6,6,0,0.0,6,0,1
m0,worker_task_scan_actual_rows_cv,6,6,0,0.0,6,0,1
m0,worker_task_scan_actual_rows_max_share,6,6,0,0.0,6,0,1
m0,remote_region_rows_isf,6,6,0,0.0,6,0,1
m0,remote_region_bytes_isf,6,6,0,0.0,6,0,1
m0,worker_task_scan_rows_isf,6,6,0,0.0,6,0,1
m0,worker_task_root_rows_isf,6,6,0,0.0,6,0,1
m0,worker_task_within_region_scan_rows_isf_max,6,6,0,0.0,6,0,1
m0,worker_task_index_scan_share,6,6,0,0.0,6,6,1
m0,worker_task_seq_scan_share,6,6,0,0.0,6,0,1
m0,worker_task_bitmap_scan_share,6,6,0,0.0,6,6,1
m0,worker_task_node_count_sum,6,6,0,0.0,6,0,1
m0,worker_task_plan_max_depth_max,6,6,0,0.0,6,0,1
m0,worker_task_plan_max_depth_mean,6,6,0,0.0,6,0,1
m0,worker_task_join_node_count,6,6,0,0.0,6,6,1
m0,worker_task_aggregate_node_count,6,6,0,0.0,6,0,1
m0,worker_task_sort_node_count,6,6,0,0.0,6,0,1
m0,worker_task_blocking_node_count,6,6,0,0.0,6,0,1
m0,worker_task_scan_node_count,6,6,0,0.0,6,0,1
m0,worker_task_materialization_node_count,6,6,0,0.0,6,6,1
m0,worker_task_parallel_node_count,6,6,0,0.0,6,6,1
m0,worker_task_bitmap_node_count,6,6,0,0.0,6,6,1
m0,worker_task_index_access_node_count,6,6,0,0.0,6,6,1
