fuzzifier,representative_seed,objective,iterations,converged,hard_label_agreement_with_final,ari_with_final,nmi_with_final,center_shift_mean,center_shift_max,silhouette_hard_labels,partition_coefficient,modified_partition_coefficient,partition_entropy,normalized_partition_entropy,xie_beni_index,avg_max_membership,avg_top2_margin,cluster_min_share,cluster_max_share,seed_ari_mean,seed_ari_min,seed_ari_max
1.5,5,162.71032547401975,21,True,1.0,1.0,1.0,0.01516078434705638,0.02756614114102539,0.6095309433985778,0.9124071955937856,0.8832095941250474,0.18813999757723426,0.13571432074876874,0.3088919406318433,0.944168386285874,0.9083992234156679,0.12067209775967414,0.4959266802443992,0.9157725286623809,0.5788626433119042,1.0
1.7,5,142.89008418336866,20,True,1.0,1.0,1.0,2.2965864067909566e-16,2.4097695144631847e-16,0.6095309433985778,0.8337922200664419,0.7783896267552559,0.3483120047714823,0.25125400098295525,0.2883195167878032,0.8952554066316044,0.8337009251565252,0.12067209775967414,0.4959266802443992,0.8925959119131807,0.559441844413962,1.0
2.0,7,111.30170463952723,27,True,1.0,1.0,1.0,0.022395678548251988,0.03801155116738304,0.6095309433985778,0.7060916428680176,0.6081221904906902,0.5909035264654243,0.42624679363773404,0.2585165586536677,0.8092528818193737,0.7072169851705834,0.12067209775967414,0.4959266802443992,0.8017869262088254,0.57122170279153,1.0
