evidence_block,rendered_corpus,sql_path,sql_sha256,condition_id,execution_slot_id,pair_id,repeat_id,logical_question_id,dataset_profile_id,topology_id,template_id,runtime_config_id,intervention_role,mitigation_action,repetition_index,run_order,parameter_json,expected_shape_tags
characterization_corpus,clean-run-v1,artifacts/rendered-corpora/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients/queries/etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_multi_dimension_rollup__lookback_days-30__limit_k-100.sql,b089e32f4652cf86e26ab7a8535142e73ca3638a66d4619bf0c9e81ba0d964ee,,,,,multi_dimension_rollup,pilot-balanced-v1,eu_us_gac,gac_etl_multi_dimension_rollup,default,negative_control,,0,315,"{""limit_k"": 100, ""lookback_days"": 30}","local_etl_read,multi_join_materialized,daily_group_by"
characterization_corpus,clean-run-v1,artifacts/rendered-corpora/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients/queries/etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_multi_dimension_rollup__lookback_days-30__limit_k-25.sql,d37a1306d4ba95e132ad8abf768890da8daf25d954da5da559e11899eb85c70d,,,,,multi_dimension_rollup,pilot-balanced-v1,eu_us_gac,gac_etl_multi_dimension_rollup,default,negative_control,,0,624,"{""limit_k"": 25, ""lookback_days"": 30}","local_etl_read,multi_join_materialized,daily_group_by"
characterization_corpus,clean-run-v1,artifacts/rendered-corpora/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients/queries/etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_multi_dimension_rollup__lookback_days-30__limit_k-50.sql,bab5032b40ad1bfde8ba836cad59cc3fdad023731080482a8a5d91a66cf63a67,,,,,multi_dimension_rollup,pilot-balanced-v1,eu_us_gac,gac_etl_multi_dimension_rollup,default,negative_control,,0,513,"{""limit_k"": 50, ""lookback_days"": 30}","local_etl_read,multi_join_materialized,daily_group_by"
characterization_corpus,clean-run-v1,artifacts/rendered-corpora/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients/queries/etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_multi_dimension_rollup__lookback_days-3__limit_k-10.sql,75496d50fc5c4711065e7d233c3da3750b4a03e8a6407d57a2ae2818ad36fb2f,,,,,multi_dimension_rollup,pilot-balanced-v1,eu_us_gac,gac_etl_multi_dimension_rollup,default,negative_control,,0,262,"{""limit_k"": 10, ""lookback_days"": 3}","local_etl_read,multi_join_materialized,daily_group_by"
characterization_corpus,clean-run-v1,artifacts/rendered-corpora/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients/queries/etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_multi_dimension_rollup__lookback_days-3__limit_k-100.sql,200b5f68ef22361c436d2ea9b568722cfc12a4a2e9f9f28dba9ec1f0f19638ac,,,,,multi_dimension_rollup,pilot-balanced-v1,eu_us_gac,gac_etl_multi_dimension_rollup,default,negative_control,,0,296,"{""limit_k"": 100, ""lookback_days"": 3}","local_etl_read,multi_join_materialized,daily_group_by"
characterization_corpus,clean-run-v1,artifacts/rendered-corpora/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients/queries/etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_multi_dimension_rollup__lookback_days-3__limit_k-25.sql,d6dad23cb03a9c651ab83bb015f68ed9b21d6ed09be36daafacfad18a4ea173f,,,,,multi_dimension_rollup,pilot-balanced-v1,eu_us_gac,gac_etl_multi_dimension_rollup,default,negative_control,,0,98,"{""limit_k"": 25, ""lookback_days"": 3}","local_etl_read,multi_join_materialized,daily_group_by"
characterization_corpus,clean-run-v1,artifacts/rendered-corpora/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients/queries/etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_multi_dimension_rollup__lookback_days-3__limit_k-50.sql,d9704ffefa608460821ebeeee9b1587044a00bc860c1a9dded44e54b87e9a8bf,,,,,multi_dimension_rollup,pilot-balanced-v1,eu_us_gac,gac_etl_multi_dimension_rollup,default,negative_control,,0,159,"{""limit_k"": 50, ""lookback_days"": 3}","local_etl_read,multi_join_materialized,daily_group_by"
characterization_corpus,clean-run-v1,artifacts/rendered-corpora/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients/queries/etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_multi_dimension_rollup__lookback_days-7__limit_k-10.sql,e1befa06a6b447d36d29b70e07c74c0d066c7a7ca43141a124c0077a7370d310,,,,,multi_dimension_rollup,pilot-balanced-v1,eu_us_gac,gac_etl_multi_dimension_rollup,default,negative_control,,0,230,"{""limit_k"": 10, ""lookback_days"": 7}","local_etl_read,multi_join_materialized,daily_group_by"
characterization_corpus,clean-run-v1,artifacts/rendered-corpora/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients/queries/etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_multi_dimension_rollup__lookback_days-7__limit_k-100.sql,271d3bd3574af532a111b90d324ac00582d19726b9e8cd237d43c25b8492f1a6,,,,,multi_dimension_rollup,pilot-balanced-v1,eu_us_gac,gac_etl_multi_dimension_rollup,default,negative_control,,0,405,"{""limit_k"": 100, ""lookback_days"": 7}","local_etl_read,multi_join_materialized,daily_group_by"
characterization_corpus,clean-run-v1,artifacts/rendered-corpora/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-balanced-v1__default__analytics_clients/queries/etl_multi_dimension_default__dataset-pilot-balanced-v1__runtime-default__gac_etl_multi_dimension_rollup__lookback_days-7__limit_k-25.sql,8e3f4984d42429bb809fda07fe21b72e17f0b41f7e2340baf66fac87b8b29204,,,,,multi_dimension_rollup,pilot-balanced-v1,eu_us_gac,gac_etl_multi_dimension_rollup,default,negative_control,,0,41,"{""limit_k"": 25, ""lookback_days"": 7}","local_etl_read,multi_join_materialized,daily_group_by"
