holdout,fold,held_out_group,feature_view,model,train_pair_count,test_pair_count,mae,rmse,r2,spearman,kendall,ndcg_at_5,top3_recall,top5_recall
leave_dataset_out,4,raw-large-balanced-wide-global-dim-v1,core,shallow_gradient_boosting,63,12,0.13496017017164963,0.1652333524935493,0.9937259583663003,0.8708642594598531,0.6805037835670246,0.9853437324971163,1.0,0.8
leave_dataset_out,4,raw-large-balanced-wide-global-dim-v1,extended,median_baseline,63,12,1.706387171006283,2.1882106498386387,-0.10034841436296826,,,0.5333436992042686,0.3333333333333333,0.6
leave_dataset_out,4,raw-large-balanced-wide-global-dim-v1,extended,ridge,63,12,0.2619514008921929,0.31206357738963664,0.9776211310653635,0.8881118881118882,0.7272727272727272,0.9861602633710599,0.6666666666666666,0.8
leave_dataset_out,4,raw-large-balanced-wide-global-dim-v1,extended,elastic_net,63,12,0.28761806484084634,0.3508928057350073,0.9717055735185307,0.8881118881118882,0.7272727272727272,0.9861602633710599,0.6666666666666666,0.8
leave_dataset_out,4,raw-large-balanced-wide-global-dim-v1,extended,shallow_gradient_boosting,63,12,0.1531148032992531,0.17991669968318427,0.9925613363967158,0.8859177085429778,0.7111590022187595,0.9806840184879388,0.6666666666666666,0.8
leave_dataset_out,5,raw-small-balanced-v1,core,median_baseline,62,13,0.5321405808895631,0.706541882736906,-0.6176886658086487,,,0.6791691941659116,0.3333333333333333,0.4
leave_dataset_out,5,raw-small-balanced-v1,core,ridge,62,13,0.4877019903548405,0.52997420045597,0.08981729948491923,0.8736263736263737,0.6666666666666665,0.9940280572965061,0.3333333333333333,1.0
leave_dataset_out,5,raw-small-balanced-v1,core,elastic_net,62,13,0.48823265829182527,0.5326103383323815,0.08074012395540209,0.8736263736263737,0.6666666666666665,0.9940280572965061,0.3333333333333333,1.0
leave_dataset_out,5,raw-small-balanced-v1,core,shallow_gradient_boosting,62,13,0.17756149861186526,0.2775344204134065,0.7503952613617613,0.8317141163819993,0.6902367702516609,0.8214364754834791,0.3333333333333333,1.0
leave_dataset_out,5,raw-small-balanced-v1,extended,median_baseline,62,13,0.5321405808895631,0.706541882736906,-0.6176886658086487,,,0.6791691941659116,0.3333333333333333,0.4
leave_dataset_out,5,raw-small-balanced-v1,extended,ridge,62,13,0.1967972890978558,0.22678748122539674,0.8333300614225752,0.9395604395604396,0.7948717948717947,0.9977377840556354,1.0,1.0
leave_dataset_out,5,raw-small-balanced-v1,extended,elastic_net,62,13,0.23189667621156101,0.25629800162841554,0.7871324017700781,0.945054945054945,0.8205128205128204,0.9997247626025382,1.0,1.0
leave_dataset_out,5,raw-small-balanced-v1,extended,shallow_gradient_boosting,62,13,0.19050395124752198,0.28934442218828177,0.7287002775057807,0.7044306406400331,0.5001732201680236,0.7963318036354694,0.6666666666666666,0.8
leave_dataset_out,6,raw-small-balanced-wide-global-dim-v1,core,median_baseline,63,12,0.4917203846482239,0.6777319572000436,-1.044430147919138,,,0.7739988225100045,0.3333333333333333,0.8
leave_dataset_out,6,raw-small-balanced-wide-global-dim-v1,core,ridge,63,12,0.5333944192486428,0.5501957372090143,-0.3473821518164828,0.965034965034965,0.8787878787878787,0.9981025779908335,1.0,0.8
leave_dataset_out,6,raw-small-balanced-wide-global-dim-v1,core,elastic_net,63,12,0.5569835284352287,0.5774612507723734,-0.48423285884084555,0.965034965034965,0.8787878787878787,0.9981025779908335,1.0,0.8
leave_dataset_out,6,raw-small-balanced-wide-global-dim-v1,core,shallow_gradient_boosting,63,12,0.11276864888589855,0.14911929485131586,0.9010253373114865,0.9331217301452983,0.8128970193249391,0.9917708497642445,1.0,0.8
leave_dataset_out,6,raw-small-balanced-wide-global-dim-v1,extended,median_baseline,63,12,0.4917203846482239,0.6777319572000436,-1.044430147919138,,,0.7739988225100045,0.3333333333333333,0.8
leave_dataset_out,6,raw-small-balanced-wide-global-dim-v1,extended,ridge,63,12,0.12921782581533414,0.16626369440339103,0.8769586180333754,0.9230769230769231,0.7878787878787877,0.9981025779908335,1.0,0.8
leave_dataset_out,6,raw-small-balanced-wide-global-dim-v1,extended,elastic_net,63,12,0.19578679807983013,0.21724500957408213,0.7899339034785413,0.9230769230769231,0.7878787878787877,0.9981025779908335,1.0,0.8
leave_dataset_out,6,raw-small-balanced-wide-global-dim-v1,extended,shallow_gradient_boosting,63,12,0.10696141142072553,0.13903596994204262,0.9139579618100828,0.9239647208220174,0.7945521577046601,0.9917708497642445,1.0,0.8
leave_scenario_level_out,1,broad,core,median_baseline,51,24,2.524040875107694,2.725581150743265,-6.0214749510677805,,,0.46947579507719744,0.3333333333333333,0.2
leave_scenario_level_out,1,broad,core,ridge,51,24,10.32990596005118,15.000039980122045,-211.66447573313965,0.7399999999999999,0.5869565217391304,0.7647048594068833,0.3333333333333333,0.4
leave_scenario_level_out,1,broad,core,elastic_net,51,24,9.484326209653062,13.78295207448329,-178.5538032674047,0.7399999999999999,0.5869565217391304,0.7647048594068833,0.3333333333333333,0.4
leave_scenario_level_out,1,broad,core,shallow_gradient_boosting,51,24,2.4079268742362747,2.6880316644955786,-5.82934224148438,-0.8595659863324616,-0.6421387824985965,0.11733499971534543,0.0,0.0
leave_scenario_level_out,1,broad,extended,median_baseline,51,24,2.524040875107694,2.725581150743265,-6.0214749510677805,,,0.46947579507719744,0.3333333333333333,0.2
leave_scenario_level_out,1,broad,extended,ridge,51,24,6.794004750853378,9.852022162436487,-90.740452276028,0.7869565217391304,0.608695652173913,0.7647048594068833,0.3333333333333333,0.4
leave_scenario_level_out,1,broad,extended,elastic_net,51,24,7.445437324760483,10.78794402392799,-108.99868295741727,0.7399999999999999,0.5869565217391304,0.7647048594068833,0.3333333333333333,0.4
leave_scenario_level_out,1,broad,extended,shallow_gradient_boosting,51,24,2.4196961020591687,2.6898404893299794,-5.83853650829183,-0.8494998628769985,-0.5963675793028151,0.11475474973641073,0.0,0.0
leave_scenario_level_out,2,moderate,core,median_baseline,51,24,0.17935829798704797,0.20288672264077467,-0.11577837976238903,,,0.8303575675453766,0.3333333333333333,0.2
leave_scenario_level_out,2,moderate,core,ridge,51,24,0.6102607134254808,0.6165727042013401,-9.304793123253212,0.8391304347826085,0.6014492753623188,0.950716494038826,0.3333333333333333,0.8
leave_scenario_level_out,2,moderate,core,elastic_net,51,24,0.5987262448722089,0.6052865058823367,-8.93099292058561,0.8226086956521739,0.5652173913043478,0.954489791367663,0.3333333333333333,0.8
leave_scenario_level_out,2,moderate,core,shallow_gradient_boosting,51,24,0.8267211756255927,0.9222276982689844,-22.054038379266814,-0.7197638552652253,-0.5962717266058396,0.7860022040093765,0.0,0.0
leave_scenario_level_out,2,moderate,extended,median_baseline,51,24,0.17935829798704797,0.20288672264077467,-0.11577837976238903,,,0.8303575675453766,0.3333333333333333,0.2
leave_scenario_level_out,2,moderate,extended,ridge,51,24,0.14687032827380997,0.18287321875454768,0.09349353372198188,0.8356521739130435,0.6449275362318841,0.9847884008649839,1.0,0.8
leave_scenario_level_out,2,moderate,extended,elastic_net,51,24,0.12931938835309176,0.167259090776019,0.2416841183959515,0.8643478260869566,0.6594202898550725,0.981119787651591,0.6666666666666666,0.8
leave_scenario_level_out,2,moderate,extended,shallow_gradient_boosting,51,24,0.9684756477827564,1.1460745992642245,-34.60380902814637,-0.8352562072227195,-0.6252546408907322,0.6902554918465037,0.0,0.0
leave_scenario_level_out,3,router,core,median_baseline,72,3,1.8955273710979694,2.1680137429252806,-3.244969920268682,,,0.8253641315606305,1.0,1.0
leave_scenario_level_out,3,router,core,ridge,72,3,0.6876250578175608,0.9241334210816737,0.22870607823544853,1.0,1.0,1.0,1.0,1.0
leave_scenario_level_out,3,router,core,elastic_net,72,3,0.8643103133764708,1.1492979325889576,-0.19293232387283576,1.0,1.0,1.0,1.0,1.0
leave_scenario_level_out,3,router,core,shallow_gradient_boosting,72,3,1.7985742824572881,2.0147850024699117,-2.6661309579820247,1.0,1.0,1.0,1.0,1.0
leave_scenario_level_out,3,router,extended,median_baseline,72,3,1.8955273710979694,2.1680137429252806,-3.244969920268682,,,0.8253641315606305,1.0,1.0
leave_scenario_level_out,3,router,extended,ridge,72,3,0.9367437320296848,1.1665369704297701,-0.22898779490246368,1.0,1.0,1.0,1.0,1.0
leave_scenario_level_out,3,router,extended,elastic_net,72,3,1.1048094602237513,1.3339912906908191,-0.6071504856928942,1.0,1.0,1.0,1.0,1.0
leave_scenario_level_out,3,router,extended,shallow_gradient_boosting,72,3,1.8105221695112597,2.0109882431589425,-2.6523267043090417,1.0,1.0,1.0,1.0,1.0
leave_scenario_level_out,4,sparse,core,median_baseline,51,24,0.9718666701877027,1.102577888034839,-3.483362590715469,,,0.6669857449644339,0.3333333333333333,0.2
leave_scenario_level_out,4,sparse,core,ridge,51,24,1.7008144449240012,1.81041786035706,-11.087680088564985,-0.657391304347826,-0.463768115942029,0.39709909532729415,0.0,0.0
leave_scenario_level_out,4,sparse,core,elastic_net,51,24,1.6648616612047826,1.7805743118611583,-10.692449794052472,-0.7530434782608695,-0.5507246376811594,0.39709909532729415,0.0,0.0
leave_scenario_level_out,4,sparse,core,shallow_gradient_boosting,51,24,0.41966055440323613,0.537661272684153,-0.06611196646209883,0.9437402112328162,0.8347257041177223,0.9808600643608159,0.6666666666666666,0.6
leave_scenario_level_out,4,sparse,extended,median_baseline,51,24,0.9718666701877027,1.102577888034839,-3.483362590715469,,,0.6669857449644339,0.3333333333333333,0.2
leave_scenario_level_out,4,sparse,extended,ridge,51,24,0.5938169179202375,0.6393799608331951,-0.5076597756082577,0.9252173913043478,0.7608695652173914,0.9755816298613813,0.3333333333333333,0.6
leave_scenario_level_out,4,sparse,extended,elastic_net,51,24,0.825138693063229,0.8847504222523509,-1.8868675830228474,0.9052173913043478,0.7246376811594203,0.9756947014541233,0.3333333333333333,0.6
leave_scenario_level_out,4,sparse,extended,shallow_gradient_boosting,51,24,0.4245657544830679,0.5688745467830328,-0.1934887006238719,0.4509560979771769,0.24637845104051562,0.6272416293936025,0.0,0.0
leave_size_class_out,1,large,core,median_baseline,50,25,1.7865264960362968,2.2445773628333834,-0.046120597631608584,,,0.31423727553016434,0.3333333333333333,0.4
leave_size_class_out,1,large,core,ridge,50,25,0.6106164796617927,0.8614876877295113,0.8458971233226359,0.9246153846153846,0.7599999999999999,0.9882281343705137,0.6666666666666666,0.6
leave_size_class_out,1,large,core,elastic_net,50,25,0.6445853193428736,0.8973679492803837,0.8327932890698899,0.9030769230769231,0.7066666666666666,0.9856979516526865,0.3333333333333333,0.6
leave_size_class_out,1,large,core,shallow_gradient_boosting,50,25,1.2111609456005612,1.3142009222558928,0.6413786581342551,0.8923249509844033,0.7169281790988646,0.4887575043311474,0.0,0.6
leave_size_class_out,1,large,extended,median_baseline,50,25,1.7865264960362968,2.2445773628333834,-0.046120597631608584,,,0.31423727553016434,0.3333333333333333,0.4
leave_size_class_out,1,large,extended,ridge,50,25,0.6499244064928932,0.7416794178169983,0.8857792387427931,0.94,0.7999999999999998,0.9892587249222973,0.3333333333333333,0.6
leave_size_class_out,1,large,extended,elastic_net,50,25,0.8658491710048085,0.9657061890806321,0.8063566329585279,0.9346153846153846,0.7799999999999999,0.9862550982070696,0.3333333333333333,0.6
leave_size_class_out,1,large,extended,shallow_gradient_boosting,50,25,1.3608471857268265,1.4753864794672853,0.548014820664015,0.8839337970791786,0.6912387035414262,0.48954813455577334,0.0,0.6
leave_size_class_out,2,medium,core,median_baseline,50,25,1.105295288358429,1.4511566166631245,-0.08704168065205842,,,0.4563587226845626,0.0,0.2
