holdout,core_mae,extended_mae,extended_mae_improvement,core_spearman,extended_spearman,extended_spearman_delta,core_ndcg_at_5,extended_ndcg_at_5,extended_ndcg_delta,decision,extended_mae_holdout_wins,extended_ndcg_holdout_wins,extended_spearman_within_tolerance
leave_stressed_template_out,0.46015203600141613,0.2124729623806949,0.24767907362072122,0.9511774087625481,0.9784672242102583,0.027289815447710253,0.9890558516278827,0.9903393405200301,0.0012834888921474663,extended,3,4,True
leave_dataset_out,0.4101915290246166,0.20730826087897605,0.20288326814564053,0.9151681651681652,0.9315684315684316,0.016400266400266372,0.9947339815248927,0.9949617220056074,0.00022774048071472208,extended,3,4,True
leave_scenario_level_out,4.072618960200914,2.4485711883363632,1.6240477718645505,0.48043478260869554,0.8869565217391304,0.4065217391304349,0.7781301121932509,0.9312687225333122,0.15313861034006127,extended,3,4,True
leave_size_class_out,0.5347445067614915,0.5358924345185369,-0.0011479277570453084,0.9284615384615383,0.9348717948717948,0.0064102564102564985,0.9855704291124067,0.9871725090401721,0.0016020799277653985,extended,3,4,True
