condition_id,source_query_run_id,source_logical_run_id,source_plan_id,logical_question_id,execution_strategy,dataset_id,runtime_config_id,network_profile_id,target_group,corpus_cell_id,instance_id,template_id,param_json,expected_shape_tags,source_sql_file,topology_id,intervention_role,intervention_axis,expected_regime_targets,execution_class,hard_cluster,max_membership,top2_margin,membership_entropy,display_state,sentinel_flag,planned_repetitions,selection_seed,selection_score
cond-bf30004dc48a40699fc7,20260626T190333Z-clean-run-eu-us-gac-v1__pilot-skew-h--015c86789e6e--egion_tenant_tier_join__lookback_days-1__limit_k-10,clean-run-v1,clean-run-v1,tenant_tier_daily_join,multiregion_union,pilot-skew-heavy-v1,default,,analytics_clients,mr_tenant_tier_default__dataset-pilot-skew-heavy-v1__runtime-default,mr_tenant_tier_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_tenant_tier_join__lookback_days-1__limit_k-10,gac_fdw_multiregion_tenant_tier_join,"{""limit_k"":10,""lookback_days"":1}","fdw_remote_join,reference_join,fdw_union_all,daily_group_by",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/mr_tenant_tier_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_tenant_tier_join__lookback_days-1__limit_k-10.sql,eu_us_gac,baseline,,gac_finalization_heavy,pilot,0.0,0.464170436143218,0.1736497164649667,1.2068529266488093,mixed_boundary,True,1,20260724,000c64e508bfaf49545af81005d7ee9dd4e6162577ece82a2e403dbbf4db7318
cond-65b11355ad1f90ca6542,20260626T170437Z-clean-run-eu-us-gac-v1__pilot-skew-h--b1c74378ed7f--_etl_user_segment_topk__lookback_days-7__limit_k-50,clean-run-v1,clean-run-v1,user_segment_topk,etl_materialized,pilot-skew-heavy-v1,default,,analytics_clients,etl_user_segment_default__dataset-pilot-skew-heavy-v1__runtime-default,etl_user_segment_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_etl_user_segment_topk__lookback_days-7__limit_k-50,gac_etl_user_segment_topk,"{""limit_k"":50,""lookback_days"":7}","local_etl_read,colocated_join_materialized,topk",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/etl_user_segment_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_etl_user_segment_topk__lookback_days-7__limit_k-50.sql,eu_us_gac,negative_control,,well_reduced_localized,pilot,3.0,0.8591176086516413,0.763734496547619,0.5223590402687683,clear_prototype,True,1,20260724,0025cdd50d2a2e6674646971bd326d5322cf4d273ab3a5d9e5318d0daf3b9783
cond-b95414a49e47e1e18e23,20260626T163657Z-clean-run-eu-us-gac-v1__pilot-skew-h--8b1375d6bbb9---default__gac_fdw_tenant_tier_join__lookback_days-1,clean-run-v1,clean-run-v1,tenant_tier_daily_join,fdw_raw,pilot-skew-heavy-v1,default,,analytics_clients,fdw_tenant_tier_default__dataset-pilot-skew-heavy-v1__runtime-default,fdw_tenant_tier_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_tenant_tier_join__lookback_days-1,gac_fdw_tenant_tier_join,"{""lookback_days"":1}","fdw_remote_join,reference_join,group_by",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/fdw_tenant_tier_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_tenant_tier_join__lookback_days-1.sql,eu_us_gac,baseline,,gac_finalization_heavy,pilot,0.0,0.3412143998061914,0.0461352771897135,1.3326073141222046,weak_prototype_coverage,True,1,20260724,006b1e53d013bdec5e147b531e702023599cbca60dffd612ed8e7c5b26bd56ed
cond-c7752535b0651ad3a347,20260626T152714Z-clean-run-eu-us-gac-v1__pilot-balanc--427871a741dd--_q02_global_user_topk__lookback_days-30__limit_k-25,clean-run-v1,clean-run-v1,user_value_topk,single_region_citus,pilot-balanced-v1,default,,coordinators,single_user_value_default__dataset-pilot-balanced-v1__runtime-default,single_user_value_default__dataset-pilot-balanced-v1__runtime-default__q02_global_user_topk__lookback_days-30__limit_k-25,q02_global_user_topk,"{""limit_k"":25,""lookback_days"":30}","high_group_cardinality,final_ordering,topk",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-balanced-v1__default__coordinators/queries/single_user_value_default__dataset-pilot-balanced-v1__runtime-default__q02_global_user_topk__lookback_days-30__limit_k-25.sql,eu_us_gac,baseline,,gac_finalization_heavy,pilot,3.0,0.9046724075065224,0.8475707683758036,0.4050871277532511,clear_prototype,True,1,20260724,00a79e49382194985f936fb4f836d11e6e399de28b14590010ad2bc6b91e713d
cond-70d7bcd7626b433cb422,20260626T162656Z-clean-run-eu-us-gac-v1__pilot-balanc--c8121834d87c--multi_dimension_rollup__lookback_days-1__limit_k-10,clean-run-v1,clean-run-v1,multi_dimension_rollup,fdw_raw,pilot-balanced-v1,work_mem_low,,analytics_clients,fdw_multi_dimension_work_mem_sensitivity__dataset-pilot-balanced-v1__runtime-work_mem_low,fdw_multi_dimension_work_mem_sensitivity__dataset-pilot-balanced-v1__runtime-work_mem_low__gac_fdw_multi_dimension_rollup__lookback_days-1__limit_k-10,gac_fdw_multi_dimension_rollup,"{""limit_k"":10,""lookback_days"":1}","fdw_remote_join,multi_join,daily_group_by",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-balanced-v1__work_mem_low__analytics_clients/queries/fdw_multi_dimension_work_mem_sensitivity__dataset-pilot-balanced-v1__runtime-work_mem_low__gac_fdw_multi_dimension_rollup__lookback_days-1__limit_k-10.sql,eu_us_gac,positive_case,work_mem,"join_movement,gac_finalization_heavy",pilot,0.0,0.4668813521837884,0.1076638946157659,1.1187293981338953,mixed_boundary,False,1,20260724,05da9422f546ddfd7c3a80a19b1c7301fcf3412fd4d67df482d80cf0c257754b
cond-0754ed1d08faa440d5bb,20260706T020040Z-clean-run-eu-us-gac-validation-holdo--f1da5b9c7411--__limit_k-100__payload_repeat-64__payload_width-512,clean-run-v1-validation-holdout,validation-holdout-v1,event_raw_wide_sample,multiregion_union,pilot-balanced-v1,wan_100ms,wan_100ms,analytics_clients,holdout_mr_raw_wide_wan__dataset-pilot-balanced-v1__runtime-wan_100ms,holdout_mr_raw_wide_wan__dataset-pilot-balanced-v1__runtime-wan_100ms__gac_fdw_multiregion_event_raw_wide_sample__lookback_days-7__min_value-500__limit_k-100__payload_repeat-64__payload_width-512,gac_fdw_multiregion_event_raw_wide_sample,"{""limit_k"":100,""lookback_days"":7,""min_value"":500,""payload_repeat"":64,""payload_width"":512}","fdw_union_all,fdw_remote_scan,raw_row_fetch,wide_payload_expression",master-regimes/generated/corpus/validation-holdout-v1/groups/clean-run-eu-us-gac-validation-holdout-v1__pilot-balanced-v1__wan_100ms__analytics_clients/queries/holdout_mr_raw_wide_wan__dataset-pilot-balanced-v1__runtime-wan_100ms__gac_fdw_multiregion_event_raw_wide_sample__lookback_days-7__min_value-500__limit_k-100__payload_repeat-64__payload_width-512.sql,eu_us_gac,positive_case,wan_latency,remote_fetch_heavy,pilot,,,,,weak_prototype_coverage,False,1,20260724,2fed83df21073db2f4034f0f181e34bfca8b13007b0c73ab4351cd7cc2da969a
