condition_id,source_query_run_id,source_logical_run_id,source_plan_id,logical_question_id,execution_strategy,dataset_id,runtime_config_id,network_profile_id,target_group,corpus_cell_id,instance_id,template_id,param_json,expected_shape_tags,source_sql_file,topology_id,intervention_role,intervention_axis,expected_regime_targets,execution_class,hard_cluster,max_membership,top2_margin,membership_entropy,display_state,sentinel_flag,planned_repetitions,selection_seed,selection_score
cond-98688e66ad42e812aef9,20260706T121621Z-clean-run-eu-us-gac-validation-holdo--d7af88e9155e--nt_rollup__lookback_days-7__min_value-0__limit_k-50,clean-run-v1-validation-holdout,validation-holdout-v1,daily_tenant_rollup,multiregion_union,pilot-region-local-skew-asymmetric-medium-v1,work_mem_low,,analytics_clients,holdout_mr_daily_rollup_workmem__dataset-pilot-region-local-skew-asymmetric-medium-v1__runtime-work_mem_low,holdout_mr_daily_rollup_workmem__dataset-pilot-region-local-skew-asymmetric-medium-v1__runtime-work_mem_low__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-7__min_value-0__limit_k-50,gac_fdw_multiregion_daily_tenant_rollup,"{""limit_k"":50,""lookback_days"":7,""min_value"":0}","fdw_union_all,remote_aggregate_candidate,coordinator_fanin,daily_group_by",master-regimes/generated/corpus/validation-holdout-v1/groups/clean-run-eu-us-gac-validation-holdout-v1__pilot-region-local-skew-asymmetric-medium-v1__work_mem_low__analytics_clients/queries/holdout_mr_daily_rollup_workmem__dataset-pilot-region-local-skew-asymmetric-medium-v1__runtime-work_mem_low__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-7__min_value-0__limit_k-50.sql,eu_us_gac,positive_case,work_mem,gac_finalization_heavy,pilot,,,,,weak_prototype_coverage,False,3,20260724,1f742913c7289d330d8f459f5424f25ee71ee6f74ee93b495d81d3155fdb53ea
cond-bf30004dc48a40699fc7,20260626T190333Z-clean-run-eu-us-gac-v1__pilot-skew-h--015c86789e6e--egion_tenant_tier_join__lookback_days-1__limit_k-10,clean-run-v1,clean-run-v1,tenant_tier_daily_join,multiregion_union,pilot-skew-heavy-v1,default,,analytics_clients,mr_tenant_tier_default__dataset-pilot-skew-heavy-v1__runtime-default,mr_tenant_tier_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_tenant_tier_join__lookback_days-1__limit_k-10,gac_fdw_multiregion_tenant_tier_join,"{""limit_k"":10,""lookback_days"":1}","fdw_remote_join,reference_join,fdw_union_all,daily_group_by",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/mr_tenant_tier_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_tenant_tier_join__lookback_days-1__limit_k-10.sql,eu_us_gac,baseline,,gac_finalization_heavy,pilot,0.0,0.464170436143218,0.1736497164649667,1.2068529266488093,mixed_boundary,True,5,20260724,000c64e508bfaf49545af81005d7ee9dd4e6162577ece82a2e403dbbf4db7318
cond-65b11355ad1f90ca6542,20260626T170437Z-clean-run-eu-us-gac-v1__pilot-skew-h--b1c74378ed7f--_etl_user_segment_topk__lookback_days-7__limit_k-50,clean-run-v1,clean-run-v1,user_segment_topk,etl_materialized,pilot-skew-heavy-v1,default,,analytics_clients,etl_user_segment_default__dataset-pilot-skew-heavy-v1__runtime-default,etl_user_segment_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_etl_user_segment_topk__lookback_days-7__limit_k-50,gac_etl_user_segment_topk,"{""limit_k"":50,""lookback_days"":7}","local_etl_read,colocated_join_materialized,topk",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/etl_user_segment_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_etl_user_segment_topk__lookback_days-7__limit_k-50.sql,eu_us_gac,negative_control,,well_reduced_localized,pilot,3.0,0.8591176086516413,0.763734496547619,0.5223590402687683,clear_prototype,True,5,20260724,0025cdd50d2a2e6674646971bd326d5322cf4d273ab3a5d9e5318d0daf3b9783
cond-b95414a49e47e1e18e23,20260626T163657Z-clean-run-eu-us-gac-v1__pilot-skew-h--8b1375d6bbb9---default__gac_fdw_tenant_tier_join__lookback_days-1,clean-run-v1,clean-run-v1,tenant_tier_daily_join,fdw_raw,pilot-skew-heavy-v1,default,,analytics_clients,fdw_tenant_tier_default__dataset-pilot-skew-heavy-v1__runtime-default,fdw_tenant_tier_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_tenant_tier_join__lookback_days-1,gac_fdw_tenant_tier_join,"{""lookback_days"":1}","fdw_remote_join,reference_join,group_by",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/fdw_tenant_tier_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_tenant_tier_join__lookback_days-1.sql,eu_us_gac,baseline,,gac_finalization_heavy,pilot,0.0,0.3412143998061914,0.0461352771897135,1.3326073141222046,weak_prototype_coverage,True,5,20260724,006b1e53d013bdec5e147b531e702023599cbca60dffd612ed8e7c5b26bd56ed
cond-877228963f14a73f246c,20260626T174008Z-clean-run-eu-us-gac-v1__pilot-skew-h--9078a682a7f6--u_tenant_id-1__us_tenant_id-10005__lookback_days-30,clean-run-v1,clean-run-v1,tenant_point_rollup,multiregion_union,pilot-skew-heavy-v1,default,,analytics_clients,mr_tenant_point_default__dataset-pilot-skew-heavy-v1__runtime-default,mr_tenant_point_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-1__us_tenant_id-10005__lookback_days-30,gac_fdw_multiregion_tenant_point_rollup,"{""eu_tenant_id"":1,""lookback_days"":30,""us_tenant_id"":10005}","fdw_union_all,tenant_filter,remote_pushdown_candidate",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/mr_tenant_point_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-1__us_tenant_id-10005__lookback_days-30.sql,eu_us_gac,negative_control,,well_reduced_localized,pilot,3.0,0.3080532357060908,0.037751301791163,1.3611050602285115,weak_prototype_coverage,True,5,20260724,0084194cc23fe54bda95f09ee8c8a162dae3777fbfa9e7f5f5869a6a0e1f8067
cond-b269be3e505ece7d383d,20260626T195944Z-clean-run-eu-us-gac-v1__pilot-skew-h--6d5a780fa770--multi_dimension_rollup__lookback_days-3__limit_k-50,clean-run-v1,clean-run-v1,multi_dimension_rollup,fdw_raw,pilot-skew-heavy-v1,default,,analytics_clients,fdw_multi_dimension_default__dataset-pilot-skew-heavy-v1__runtime-default,fdw_multi_dimension_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multi_dimension_rollup__lookback_days-3__limit_k-50,gac_fdw_multi_dimension_rollup,"{""limit_k"":50,""lookback_days"":3}","fdw_remote_join,multi_join,daily_group_by",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/fdw_multi_dimension_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multi_dimension_rollup__lookback_days-3__limit_k-50.sql,eu_us_gac,baseline,,"join_movement,gac_finalization_heavy",pilot,1.0,0.39387485525212,0.0344327894064498,1.2240599128356062,mixed_boundary,True,5,20260724,00d8b3eb38f8d99ec03411daadeae012c24d986c739d48f5e623daa522c013ad
cond-ba07470531ca335e20aa,20260626T181755Z-clean-run-eu-us-gac-v1__pilot-skew-h--7d2eb4f4ec34--_tenant_id-10__us_tenant_id-11000__lookback_days-30,clean-run-v1,clean-run-v1,tenant_point_rollup,multiregion_union,pilot-skew-heavy-v1,default,,analytics_clients,mr_tenant_point_default__dataset-pilot-skew-heavy-v1__runtime-default,mr_tenant_point_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-10__us_tenant_id-11000__lookback_days-30,gac_fdw_multiregion_tenant_point_rollup,"{""eu_tenant_id"":10,""lookback_days"":30,""us_tenant_id"":11000}","fdw_union_all,tenant_filter,remote_pushdown_candidate",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/mr_tenant_point_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-10__us_tenant_id-11000__lookback_days-30.sql,eu_us_gac,negative_control,,well_reduced_localized,pilot,2.0,0.3608930047576241,0.130268282195517,1.3530014201905458,mixed_boundary,True,5,20260724,01311bc86234f4c7775f738201884ba63027c2ac8dc77eeef55158760a519d75
cond-5faa3019b230f5846285,20260626T180355Z-clean-run-eu-us-gac-v1__pilot-skew-h--52bd2942b53e--t__gac_etl_top_tenants__lookback_days-7__limit_k-50,clean-run-v1,clean-run-v1,top_tenants,etl_materialized,pilot-skew-heavy-v1,default,,analytics_clients,etl_top_tenants_default__dataset-pilot-skew-heavy-v1__runtime-default,etl_top_tenants_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_etl_top_tenants__lookback_days-7__limit_k-50,gac_etl_top_tenants,"{""limit_k"":50,""lookback_days"":7}","local_etl_read,topk,low_remote_pressure",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/etl_top_tenants_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_etl_top_tenants__lookback_days-7__limit_k-50.sql,eu_us_gac,negative_control,,well_reduced_localized,pilot,3.0,0.9100431343935323,0.8503177515534909,0.3777202632471759,clear_prototype,False,3,20260724,0238d253f616366565ee80665475a6c6285010b387b76e114de817902b000c28
cond-bb861cdd5341ce6892be,20260626T195242Z-clean-run-eu-us-gac-v1__pilot-skew-h--fb74e979d9a2--_tenant_tier_left_join__lookback_days-3__limit_k-50,clean-run-v1,clean-run-v1,tenant_tier_daily_join,multiregion_union,pilot-skew-heavy-v1,default,,analytics_clients,mr_tenant_tier_left_default__dataset-pilot-skew-heavy-v1__runtime-default,mr_tenant_tier_left_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_tenant_tier_left_join__lookback_days-3__limit_k-50,gac_fdw_multiregion_tenant_tier_left_join,"{""limit_k"":50,""lookback_days"":3}","fdw_remote_join,reference_join,outer_join,fdw_union_all,daily_group_by",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/mr_tenant_tier_left_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_tenant_tier_left_join__lookback_days-3__limit_k-50.sql,eu_us_gac,baseline,,gac_finalization_heavy,pilot,0.0,0.4714655528328636,0.1725768589329945,1.1856369824128077,mixed_boundary,False,3,20260724,02ae25a07d26aa2b0bd551ff6948ab9888862ad3bf3187c1a190fc384746d5f0
cond-27f20255d8711f744816,20260626T180410Z-clean-run-eu-us-gac-v1__pilot-skew-h--c4c8d39542ed--__limit_k-100__payload_repeat-16__payload_width-512,clean-run-v1,clean-run-v1,event_raw_wide_sample,multiregion_union,pilot-skew-heavy-v1,default,,analytics_clients,mr_raw_wide_default__dataset-pilot-skew-heavy-v1__runtime-default,mr_raw_wide_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_event_raw_wide_sample__lookback_days-7__min_value-500__limit_k-100__payload_repeat-16__payload_width-512,gac_fdw_multiregion_event_raw_wide_sample,"{""limit_k"":100,""lookback_days"":7,""min_value"":500,""payload_repeat"":16,""payload_width"":512}","fdw_union_all,fdw_remote_scan,raw_row_fetch,wide_payload_expression",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/mr_raw_wide_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_event_raw_wide_sample__lookback_days-7__min_value-500__limit_k-100__payload_repeat-16__payload_width-512.sql,eu_us_gac,baseline,,remote_fetch_heavy,pilot,1.0,0.6928206355796531,0.5492095709836701,0.8928499723610831,clear_prototype,True,5,20260724,039d798f738f20799ddc585493f59058232d0a95412a62c20f3faace156901e8
cond-7e08a2dad61485b9193f,20260626T200034Z-clean-run-eu-us-gac-v1__pilot-skew-h--bd46b602d1f0--u_tenant_id-5__us_tenant_id-10005__lookback_days-30,clean-run-v1,clean-run-v1,tenant_point_rollup,multiregion_union,pilot-skew-heavy-v1,default,,analytics_clients,mr_tenant_point_default__dataset-pilot-skew-heavy-v1__runtime-default,mr_tenant_point_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-5__us_tenant_id-10005__lookback_days-30,gac_fdw_multiregion_tenant_point_rollup,"{""eu_tenant_id"":5,""lookback_days"":30,""us_tenant_id"":10005}","fdw_union_all,tenant_filter,remote_pushdown_candidate",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/mr_tenant_point_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_tenant_point_rollup__eu_tenant_id-5__us_tenant_id-10005__lookback_days-30.sql,eu_us_gac,negative_control,,well_reduced_localized,pilot,3.0,0.3079208359346412,0.0375771615437843,1.3611199564068917,weak_prototype_coverage,False,3,20260724,03b014c66a7525eb0afab4719b68841bd9578215fb92b5e02ff576db32b53c14
cond-3da59e1bcfb56a20168b,20260626T165747Z-clean-run-eu-us-gac-v1__pilot-skew-h--1108027acee8--t_rollup__lookback_days-14__min_value-0__limit_k-25,clean-run-v1,clean-run-v1,daily_tenant_rollup,multiregion_union,pilot-skew-heavy-v1,default,,analytics_clients,mr_daily_rollup_default__dataset-pilot-skew-heavy-v1__runtime-default,mr_daily_rollup_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-14__min_value-0__limit_k-25,gac_fdw_multiregion_daily_tenant_rollup,"{""limit_k"":25,""lookback_days"":14,""min_value"":0}","fdw_union_all,remote_aggregate_candidate,coordinator_fanin,daily_group_by",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/mr_daily_rollup_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_daily_tenant_rollup__lookback_days-14__min_value-0__limit_k-25.sql,eu_us_gac,baseline,,gac_finalization_heavy,pilot,1.0,0.6502215511476152,0.4355316777488996,0.9467808830486092,clear_prototype,False,3,20260724,046a8b12680610e492b237ad2f7565fd11ba71f18dc960deef2b13ff7a6bbedd
cond-035b1b9f0c873b267eb4,20260626T170514Z-clean-run-eu-us-gac-v1__pilot-skew-h--2852d82c9314--ime-default__gac_etl_local_rollup__lookback_days-30,clean-run-v1,clean-run-v1,daily_tenant_rollup,etl_materialized,pilot-skew-heavy-v1,default,,analytics_clients,etl_daily_rollup_default__dataset-pilot-skew-heavy-v1__runtime-default,etl_daily_rollup_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_etl_local_rollup__lookback_days-30,gac_etl_local_rollup,"{""lookback_days"":30}","local_etl_read,low_remote_pressure,aggregate",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/etl_daily_rollup_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_etl_local_rollup__lookback_days-30.sql,eu_us_gac,negative_control,,well_reduced_localized,pilot,3.0,0.9100431343935323,0.8503177515534909,0.3777202632471759,clear_prototype,False,3,20260724,04dd27d84a24fe523152a048ce34b5b27e36fe8b4879b6af4aafbf1ea20d80ec
cond-95138c034ddd84d6c91e,20260626T192053Z-clean-run-eu-us-gac-v1__pilot-skew-h--b3d4097658d4--c_etl_global_user_topk__lookback_days-1__limit_k-10,clean-run-v1,clean-run-v1,global_user_topk,etl_materialized,pilot-skew-heavy-v1,default,,analytics_clients,etl_global_user_default__dataset-pilot-skew-heavy-v1__runtime-default,etl_global_user_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_etl_global_user_topk__lookback_days-1__limit_k-10,gac_etl_global_user_topk,"{""limit_k"":10,""lookback_days"":1}","local_etl_read,non_colocated_join_materialized,topk",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/etl_global_user_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_etl_global_user_topk__lookback_days-1__limit_k-10.sql,eu_us_gac,negative_control,,well_reduced_localized,pilot,3.0,0.8591176086516413,0.763734496547619,0.5223590402687683,clear_prototype,False,3,20260724,05674e29fbd2c86609cde101d00896f92762a759ddc2bbc3d3522a6dce367b44
cond-656e5fefb973b7da7046,20260626T180802Z-clean-run-eu-us-gac-v1__pilot-skew-h--4755625671fc--fdw_global_user_join__lookback_days-30__limit_k-100,clean-run-v1,clean-run-v1,global_user_topk,fdw_raw,pilot-skew-heavy-v1,default,,analytics_clients,fdw_global_user_default__dataset-pilot-skew-heavy-v1__runtime-default,fdw_global_user_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_global_user_join__lookback_days-30__limit_k-100,gac_fdw_global_user_join,"{""limit_k"":100,""lookback_days"":30}","fdw_remote_join,non_colocated_join,repartition_candidate",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/fdw_global_user_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_global_user_join__lookback_days-30__limit_k-100.sql,eu_us_gac,baseline,,"join_movement,gac_finalization_heavy",pilot,0.0,0.6675072653341038,0.4773254514928113,0.9470923259843972,clear_prototype,False,3,20260724,0700da105ef650b1898b96d41732dee5b308a8d19be21c96a09b3c05586caf5a
cond-17b0613b129bd2b9c16c,20260626T183955Z-clean-run-eu-us-gac-v1__pilot-skew-h--2d91d3afbdd2--egion_global_user_join__lookback_days-1__limit_k-25,clean-run-v1,clean-run-v1,global_user_topk,multiregion_union,pilot-skew-heavy-v1,default,,analytics_clients,mr_global_user_default__dataset-pilot-skew-heavy-v1__runtime-default,mr_global_user_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_global_user_join__lookback_days-1__limit_k-25,gac_fdw_multiregion_global_user_join,"{""limit_k"":25,""lookback_days"":1}","fdw_remote_join,non_colocated_join,fdw_union_all,topk",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/mr_global_user_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_global_user_join__lookback_days-1__limit_k-25.sql,eu_us_gac,baseline,,"join_movement,gac_finalization_heavy",pilot,0.0,0.7058255797210036,0.5237628218126582,0.8665583543740449,clear_prototype,False,3,20260724,075a95373b6adef306df72bb6cbff91c32835766ea189c7b937d85de1e89a9d1
cond-7e57e053af0e3e8768f3,20260626T170815Z-clean-run-eu-us-gac-v1__pilot-skew-h--90ee602d8084--_event_filter_summary__lookback_days-1__min_value-0,clean-run-v1,clean-run-v1,event_filter_summary,multiregion_union,pilot-skew-heavy-v1,default,,analytics_clients,mr_event_filter_default__dataset-pilot-skew-heavy-v1__runtime-default,mr_event_filter_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_event_filter_summary__lookback_days-1__min_value-0,gac_fdw_multiregion_event_filter_summary,"{""lookback_days"":1,""min_value"":0}","fdw_union_all,selective_filter,remote_pushdown_candidate",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/mr_event_filter_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_event_filter_summary__lookback_days-1__min_value-0.sql,eu_us_gac,baseline,,well_reduced_localized,pilot,0.0,0.5004968465528788,0.1557414342183253,1.0855313945835103,mixed_boundary,False,3,20260724,07c3702cadf7f4309f84057aa55fb9be0e87da83008aa453568e598f25177556
cond-8c59d73c305c0c5ae78c,20260626T193319Z-clean-run-eu-us-gac-v1__pilot-skew-h--9140959c2c83--event_filter_summary__lookback_days-14__min_value-0,clean-run-v1,clean-run-v1,event_filter_summary,fdw_raw,pilot-skew-heavy-v1,default,,analytics_clients,fdw_event_filter_default__dataset-pilot-skew-heavy-v1__runtime-default,fdw_event_filter_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_event_filter_summary__lookback_days-14__min_value-0,gac_fdw_event_filter_summary,"{""lookback_days"":14,""min_value"":0}","fdw_remote_scan,selective_filter,remote_aggregate_candidate",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/fdw_event_filter_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_event_filter_summary__lookback_days-14__min_value-0.sql,eu_us_gac,baseline,,well_reduced_localized,pilot,0.0,0.4612293356268883,0.0856937817915325,1.102975180223011,mixed_boundary,False,3,20260724,081d7f0b3851db4f04a6a3efa775c6d11279f74a8970a19460bdfd4bfe7d12eb
cond-3a0c2ae45bc4fcdebff0,20260626T200806Z-clean-run-eu-us-gac-v1__pilot-skew-h--edd5f23dc765--ac_fdw_daily_rollup__lookback_days-7__min_value-900,clean-run-v1,clean-run-v1,daily_tenant_rollup,fdw_raw,pilot-skew-heavy-v1,default,,analytics_clients,fdw_daily_rollup_default__dataset-pilot-skew-heavy-v1__runtime-default,fdw_daily_rollup_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_daily_rollup__lookback_days-7__min_value-900,gac_fdw_daily_rollup,"{""lookback_days"":7,""min_value"":900}","fdw_remote_scan,remote_aggregate_candidate,coordinator_fanin",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/fdw_daily_rollup_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_daily_rollup__lookback_days-7__min_value-900.sql,eu_us_gac,baseline,,gac_finalization_heavy,pilot,3.0,0.3736385214586694,0.0462730029227957,1.298923917854748,mixed_boundary,False,3,20260724,08b40660322a01e96675e5eb5f8d8236cb06d58747f4a2cd455d08ba11a4dae4
cond-2b31382cbb0741a77873,20260626T194258Z-clean-run-eu-us-gac-v1__pilot-skew-h--a2179fb98252--__limit_k-100__payload_repeat-16__payload_width-512,clean-run-v1,clean-run-v1,event_raw_wide_sample,fdw_raw,pilot-skew-heavy-v1,default,,analytics_clients,fdw_raw_wide_default__dataset-pilot-skew-heavy-v1__runtime-default,fdw_raw_wide_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_event_raw_wide_sample__lookback_days-1__min_value-900__limit_k-100__payload_repeat-16__payload_width-512,gac_fdw_event_raw_wide_sample,"{""limit_k"":100,""lookback_days"":1,""min_value"":900,""payload_repeat"":16,""payload_width"":512}","fdw_remote_scan,raw_row_fetch,wide_payload_expression",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/fdw_raw_wide_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_event_raw_wide_sample__lookback_days-1__min_value-900__limit_k-100__payload_repeat-16__payload_width-512.sql,eu_us_gac,baseline,,remote_fetch_heavy,pilot,2.0,0.3021616647518216,0.0283952606498888,1.3660077393629724,weak_prototype_coverage,False,3,20260724,0aa05af7b1d3b178a950953a7bf063c5d8bb79d2583aa672b690b19b44c34972
cond-626acafcfab45b04176a,20260626T183804Z-clean-run-eu-us-gac-v1__pilot-skew-h--585be5c1dc88--__limit_k-250__payload_repeat-16__payload_width-512,clean-run-v1,clean-run-v1,event_raw_wide_sample,multiregion_union,pilot-skew-heavy-v1,default,,analytics_clients,mr_raw_wide_default__dataset-pilot-skew-heavy-v1__runtime-default,mr_raw_wide_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_event_raw_wide_sample__lookback_days-7__min_value-900__limit_k-250__payload_repeat-16__payload_width-512,gac_fdw_multiregion_event_raw_wide_sample,"{""limit_k"":250,""lookback_days"":7,""min_value"":900,""payload_repeat"":16,""payload_width"":512}","fdw_union_all,fdw_remote_scan,raw_row_fetch,wide_payload_expression",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/mr_raw_wide_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_event_raw_wide_sample__lookback_days-7__min_value-900__limit_k-250__payload_repeat-16__payload_width-512.sql,eu_us_gac,baseline,,remote_fetch_heavy,pilot,1.0,0.3775484584494079,0.0041722831306387,1.2544458354138686,mixed_boundary,False,3,20260724,0d1428e6c9751671cda1ad5c1edaf153a238f4bfb9df1f26a1f75eb4ddd87d11
cond-237ce059e3ec5c42e426,20260626T194755Z-clean-run-eu-us-gac-v1__pilot-skew-h--7861db2dd3c4--c_fdw_multiregion_event_full_scan_summary__case-001,clean-run-v1,clean-run-v1,event_full_scan_summary,multiregion_union,pilot-skew-heavy-v1,default,,analytics_clients,mr_event_full_scan_default__dataset-pilot-skew-heavy-v1__runtime-default,mr_event_full_scan_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_event_full_scan_summary__case-001,gac_fdw_multiregion_event_full_scan_summary,{},"fdw_union_all,full_scan,aggregate",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/mr_event_full_scan_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_multiregion_event_full_scan_summary__case-001.sql,eu_us_gac,baseline,,remote_fetch_heavy,pilot,2.0,0.27838199024639,0.0251026958249412,1.3825744593438467,weak_prototype_coverage,False,3,20260724,b5b39ae9079b20dea789e939cd0cc688627325d236b5aea5f3e18ec14b99142e
cond-f461d0b4d2ee745f8be9,20260626T190014Z-clean-run-eu-us-gac-v1__pilot-skew-h--2261e157feda---default__gac_fdw_event_full_scan_summary__case-001,clean-run-v1,clean-run-v1,event_full_scan_summary,fdw_raw,pilot-skew-heavy-v1,default,,analytics_clients,fdw_event_full_scan_default__dataset-pilot-skew-heavy-v1__runtime-default,fdw_event_full_scan_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_event_full_scan_summary__case-001,gac_fdw_event_full_scan_summary,{},"fdw_remote_scan,full_scan,aggregate",master-regimes/generated/corpus/clean-run-v1/groups/clean-run-eu-us-gac-v1__pilot-skew-heavy-v1__default__analytics_clients/queries/fdw_event_full_scan_default__dataset-pilot-skew-heavy-v1__runtime-default__gac_fdw_event_full_scan_summary__case-001.sql,eu_us_gac,baseline,,remote_fetch_heavy,pilot,2.0,0.2864905385162615,0.0334346677387771,1.380857418343103,weak_prototype_coverage,False,3,20260724,c8e86913e8a7350db8d0742a7367efeafc660c26738c5353f54bd57bfc64f234
