k,representative_seed,objective,silhouette_hard_labels,partition_coefficient,modified_partition_coefficient,partition_entropy,normalized_partition_entropy,xie_beni_index,avg_max_membership,avg_top2_margin,cluster_min_share,cluster_max_share,seed_ari_mean,seed_ari_min,seed_ari_max,baseline_distance_p95,baseline_distance_p99,baseline_distance_max
3,1,191.32420139232335,0.6069302536880878,0.8758978087204629,0.8138467130806941,0.2461703784012635,0.22407393485440197,0.12964706640026166,0.9219248600968613,0.8687890919808892,0.1425661914460285,0.4959266802443992,1.0,1.0,1.0,0.7684134681269138,0.9794666794909843,0.979774434674712
4,5,142.89008418336866,0.6095309433985778,0.8337922200664419,0.7783896267552559,0.3483120047714823,0.25125400098295525,0.2883195167878032,0.8952554066316044,0.8337009251565252,0.12067209775967414,0.4959266802443992,0.8925959119131807,0.559441844413962,1.0,0.6850699235413459,0.992091252236214,0.992226551842552
