query_run_id,k,dominant_cluster,max_membership,nearest_center_distance,top2_membership_margin,membership_c0,distance_c0,membership_c1,distance_c1,membership_c2,distance_c2
20260626T131341Z-clean-run-eu-us-gac-v1__pilot-balanc--679432c36e79--u_tenant_id-5__us_tenant_id-10010__lookback_days-30,3,2,0.9384672986251154,0.30598161665976054,0.9013371031586638,0.02440250590843304,1.0975896067936066,0.03713019546645158,0.947627167214724,0.9384672986251154,0.30598161665976054
20260626T131357Z-clean-run-eu-us-gac-v1__pilot-balanc--91966bfec999--gion_tenant_tier_join__lookback_days-30__limit_k-10,3,1,0.9610549087147389,0.28532239351993294,0.9303484854615813,0.008238668032103434,1.5092034096296283,0.9610549087147389,0.28532239351993294,0.0307064232531575,0.9522862154544067
20260626T131422Z-clean-run-eu-us-gac-v1__pilot-balanc--c3b25af8ea54--c_etl_global_user_topk__lookback_days-3__limit_k-25,3,0,0.9980071503666029,0.10797003418638475,0.9965765181405118,0.9980071503666029,0.10797003418638475,0.0005622174073060482,1.4809265409890975,0.0014306322260910613,1.067985155181742
20260626T131437Z-clean-run-eu-us-gac-v1__pilot-balanc--30a0c77d384b--egion_global_user_join__lookback_days-1__limit_k-25,3,1,0.9929609580795524,0.1533813263001828,0.9873940410064942,0.0014721248473895435,1.4994021328966345,0.9929609580795524,0.1533813263001828,0.005566917073058187,0.9413119804907178
20260626T131508Z-clean-run-eu-us-gac-v1__pilot-balanc--56313a27fdf6--etl_global_user_topk__lookback_days-30__limit_k-100,3,0,0.9980071503666029,0.10797003418638475,0.9965765181405118,0.9980071503666029,0.10797003418638475,0.0005622174073060482,1.4809265409890975,0.0014306322260910613,1.067985155181742
20260626T131524Z-clean-run-eu-us-gac-v1__pilot-balanc--0d6bb80ab63a--rollup__lookback_days-30__min_value-900__limit_k-10,3,2,0.6661807424245481,0.5743705578767452,0.4022131044112164,0.06985161956212027,1.2647003184693792,0.2639676380133317,0.7941575255589678,0.6661807424245481,0.5743705578767452
20260626T131540Z-clean-run-eu-us-gac-v1__pilot-balanc--cbf459df5024--multi_dimension_rollup__lookback_days-1__limit_k-25,3,1,0.9721530962944386,0.24696418536747747,0.9501720610045193,0.005865868415642194,1.4771506780013832,0.9721530962944386,0.24696418536747747,0.021981035289919203,0.9303026514082247
20260626T131601Z-clean-run-eu-us-gac-v1__pilot-balanc--f07c6b54c2c6--lti_dimension_rollup__lookback_days-30__limit_k-100,3,0,0.9906913821012332,0.18814493527142356,0.9840660603125553,0.9906913821012332,0.18814493527142356,0.0026832961100889292,1.489487820450968,0.006625321788677925,1.0855467336176172
20260626T131617Z-clean-run-eu-us-gac-v1__pilot-balanc--897e762e27bf--eu_tenant_id-5__us_tenant_id-10010__lookback_days-7,3,2,0.9435056124687036,0.2959776278921814,0.9095945768819621,0.022583351944554866,1.0929329390726301,0.03391103558674148,0.9479819921626408,0.9435056124687036,0.2959776278921814
20260626T131634Z-clean-run-eu-us-gac-v1__pilot-balanc--0c64d0c3490e--__gac_etl_top_tenants__lookback_days-30__limit_k-25,3,0,0.9988885781968728,0.08725132407668072,0.9980846021947178,0.9988885781968728,0.08725132407668072,0.0003074458009722776,1.4787133533556778,0.0008039760021549976,1.0562528962965918
20260626T131650Z-clean-run-eu-us-gac-v1__pilot-balanc--7108291cff55--enant_point_rollup__tenant_id-1000__lookback_days-7,3,2,0.9411354125503831,0.30104401765884725,0.9058651648850865,0.02359433978432016,1.0937687256036956,0.035270247665296656,0.9502005192074,0.9411354125503831,0.30104401765884725
20260626T131705Z-clean-run-eu-us-gac-v1__pilot-balanc--2048f214aeae--ultiregion_top_tenants__lookback_days-1__limit_k-25,3,1,0.9935960723966943,0.1407150817553244,0.9884674407776599,0.0012752959842712642,1.4467725268210947,0.9935960723966943,0.1407150817553244,0.005128631619034393,0.8889218338359132
20260626T131729Z-clean-run-eu-us-gac-v1__pilot-balanc--934ea1c09353--u_tenant_id-10__us_tenant_id-11000__lookback_days-1,3,2,0.9520563472711896,0.27854425927320015,0.9238307061051508,0.019718011562771625,1.0819920000484025,0.028225641166038762,0.9543348973591588,0.9520563472711896,0.27854425927320015
20260626T131744Z-clean-run-eu-us-gac-v1__pilot-balanc--bcc46363daef--rollup__lookback_days-30__min_value-500__limit_k-50,3,1,0.9826551899471176,0.20589811816617123,0.9690003197130288,0.0036899398187934863,1.4539050048704782,0.9826551899471176,0.20589811816617123,0.013654870234088859,0.9196914066674118
20260626T131804Z-clean-run-eu-us-gac-v1__pilot-balanc--8db1871ffb56--ultiregion_top_tenants__lookback_days-7__limit_k-50,3,1,0.9938790114128472,0.1382442850954408,0.9889784278863352,0.0012204050606408404,1.4435689055379979,0.9938790114128472,0.1382442850954408,0.004900583526512019,0.8874158681720118
20260626T131827Z-clean-run-eu-us-gac-v1__pilot-balanc--89b4445d9956--_gac_etl_top_tenants__lookback_days-30__limit_k-100,3,0,0.9988885781968728,0.08725132407668072,0.9980846021947178,0.9988885781968728,0.08725132407668072,0.0003074458009722776,1.4787133533556778,0.0008039760021549976,1.0562528962965918
20260626T131843Z-clean-run-eu-us-gac-v1__pilot-balanc--235eefff14e7--c_fdw_global_user_join__lookback_days-1__limit_k-25,3,1,0.995554842158502,0.12825571076754053,0.9920212096526335,0.0009115253356296357,1.4841591279855388,0.995554842158502,0.12825571076754053,0.003533632505868512,0.9236810726224502
20260626T131903Z-clean-run-eu-us-gac-v1__pilot-balanc--0ff5c85677b2--eu_tenant_id-1__us_tenant_id-10005__lookback_days-1,3,2,0.9520611180403621,0.27853349562975566,0.9238384421668693,0.019716206086145004,1.0819867629793443,0.028222675873492854,0.9543347851198415,0.9520611180403621,0.27853349562975566
20260626T131918Z-clean-run-eu-us-gac-v1__pilot-balanc--32f330798b50--nt_rollup__lookback_days-7__min_value-0__limit_k-25,3,1,0.9904924723101668,0.1635687638543324,0.9829095109858991,0.001924566365565358,1.4545604415381084,0.9904924723101668,0.1635687638543324,0.007582961324267734,0.9001288676446982
20260626T131942Z-clean-run-eu-us-gac-v1__pilot-balanc--cc8ddf4d6f1c--__limit_k-250__payload_repeat-16__payload_width-512,3,2,0.7147305539150988,0.5197960769369541,0.49388443849001906,0.06442333065982164,1.2067511139420455,0.22084611542507968,0.7840637974065737,0.7147305539150988,0.5197960769369541
20260626T131959Z-clean-run-eu-us-gac-v1__pilot-balanc--97d842604ca7--u_tenant_id-1__us_tenant_id-10001__lookback_days-14,3,2,0.9404566453178944,0.302070965418998,0.9045951759045243,0.02368188526873562,1.0958014252347672,0.03586146941337009,0.9476712997088047,0.9404566453178944,0.302070965418998
20260626T132015Z-clean-run-eu-us-gac-v1__pilot-balanc--577e0112e06c--gion_global_user_join__lookback_days-1__limit_k-100,3,1,0.9929592876688084,0.15337810944387012,0.9873909600534256,0.0014723847158089071,1.4992771770076116,0.9929592876688084,0.15337810944387012,0.005568327615382735,0.9412082220839331
20260626T132043Z-clean-run-eu-us-gac-v1__pilot-balanc--80d444a50c0f---default__gac_fdw_tenant_tier_join__lookback_days-3,3,1,0.9141207865772675,0.3703320036787333,0.8454456330902842,0.01720405993574919,1.4875503282985147,0.9141207865772675,0.3703320036787333,0.0686751534869833,0.916352620177554
20260626T132101Z-clean-run-eu-us-gac-v1__pilot-balanc--4361e0a02987--tenant_id-100__us_tenant_id-10010__lookback_days-14,3,2,0.9405500474514924,0.30188641186514825,0.9047481834730546,0.023648088570069708,1.0957175525630234,0.035801863978437806,0.9476768255798808,0.9405500474514924,0.30188641186514825
20260626T132116Z-clean-run-eu-us-gac-v1__pilot-balanc--8322b7527ce6--egion_user_value_topk__lookback_days-14__limit_k-50,3,1,0.9889101805450512,0.17615626912053817,0.9801561407811518,0.0023357796910492687,1.4630253224170504,0.9889101805450512,0.17615626912053817,0.008754039763899412,0.9213614135827237
20260626T132140Z-clean-run-eu-us-gac-v1__pilot-balanc--98667da726a3--__gac_fdw_top_tenants__lookback_days-7__limit_k-100,3,1,0.9942641601494119,0.130894015710808,0.9896422925361226,0.001113972237298809,1.411365144598821,0.9942641601494119,0.130894015710808,0.0046218676132892605,0.8577471640247439
20260626T132159Z-clean-run-eu-us-gac-v1__pilot-balanc--a130d5bc1cd4--tenant_tier_left_join__lookback_days-30__limit_k-50,3,1,0.9609998814969587,0.28379882996341926,0.9302836075746568,0.008283844580739335,1.4982441402305557,0.9609998814969587,0.28379882996341926,0.030716273922301973,0.9470758913547727
20260626T132223Z-clean-run-eu-us-gac-v1__pilot-balanc--0889dda4942b--c_fdw_global_user_join__lookback_days-1__limit_k-50,3,1,0.9955572087714042,0.12824084806396394,0.9920254875824998,0.0009110700396914003,1.4842478928456515,0.9955572087714042,0.12824084806396394,0.0035317211889044475,0.9237497099276366
20260626T132243Z-clean-run-eu-us-gac-v1__pilot-balanc--d3f15682b72a--__limit_k-100__payload_repeat-64__payload_width-512,3,2,0.7145667097752765,0.5209608987294604,0.49135317934143835,0.06221975979088538,1.224179733353182,0.22321353043383813,0.7828308283823603,0.7145667097752765,0.5209608987294604
20260626T132300Z-clean-run-eu-us-gac-v1__pilot-balanc--aba81ca716bc--etl_user_segment_topk__lookback_days-3__limit_k-100,3,0,0.9980071503666029,0.10797003418638475,0.9965765181405118,0.9980071503666029,0.10797003418638475,0.0005622174073060482,1.4809265409890975,0.0014306322260910613,1.067985155181742
20260626T132315Z-clean-run-eu-us-gac-v1__pilot-balanc--f7c5e243981b--default__gac_fdw_tenant_tier_join__lookback_days-30,3,1,0.9405780884959406,0.3255776175367615,0.8935926798614459,0.012436502869564624,1.4797840599342653,0.9405780884959406,0.3255776175367615,0.046985408634494734,0.9292994668322174
20260626T132334Z-clean-run-eu-us-gac-v1__pilot-balanc--1caf20e6624e--c_fdw_user_value_topk__lookback_days-14__limit_k-10,3,1,0.9882096589273076,0.17787575284353163,0.978856201977668,0.002436884123052835,1.4551967858633372,0.9882096589273076,0.17787575284353163,0.009353456949639655,0.9088112222163
20260626T132354Z-clean-run-eu-us-gac-v1__pilot-balanc--96d1b615e8b1--ulti_dimension_rollup__lookback_days-30__limit_k-25,3,1,0.920725653653046,0.39573528637159916,0.8604541044835465,0.019002797177454452,1.5390907403483474,0.920725653653046,0.39573528637159916,0.06027154916949947,1.027569104106389
20260626T132416Z-clean-run-eu-us-gac-v1__pilot-balanc--fe30f5e15a46--__limit_k-250__payload_repeat-16__payload_width-512,3,1,0.6088120976688841,0.7504774539046128,0.38611099280001604,0.16848679746224787,1.176545532052003,0.6088120976688841,0.7504774539046128,0.2227011048688681,1.06709716294097
20260626T132431Z-clean-run-eu-us-gac-v1__pilot-balanc--d32900ae1549--_gac_fdw_top_tenants__lookback_days-30__limit_k-100,3,1,0.9942115508894053,0.1314705057600447,0.9895487901125469,0.0011256883337364347,1.4123734902013672,0.9942115508894053,0.1314705057600447,0.004662760776858363,0.8588569178918949
20260626T132449Z-clean-run-eu-us-gac-v1__pilot-balanc--97cbebab739c--_rollup__lookback_days-3__min_value-500__limit_k-50,3,1,0.9847092276690627,0.1905261555612011,0.9725058210674546,0.0030873657293293342,1.4330342799210303,0.9847092276690627,0.1905261555612011,0.012203406601607986,0.8858170362110935
20260626T132510Z-clean-run-eu-us-gac-v1__pilot-balanc--2f26a7f862a1--region_user_value_topk__lookback_days-1__limit_k-10,3,1,0.9898934114678916,0.16697247191588707,0.9818206870162515,0.0020338640804683614,1.456089781805031,0.9898934114678916,0.16697247191588707,0.008072724451640072,0.8987600988698771
20260626T132538Z-clean-run-eu-us-gac-v1__pilot-balanc--823980560368--w_tenant_point_rollup__tenant_id-5__lookback_days-7,3,2,0.9421880633074035,0.2989495962755571,0.9075920357028029,0.02321590908799586,1.092750810889044,0.03459602760460061,0.9503573727098492,0.9421880633074035,0.2989495962755571
20260626T132600Z-clean-run-eu-us-gac-v1__pilot-balanc--08e4706d36bb--ime-default__gac_etl_local_rollup__lookback_days-30,3,0,0.9988885781968728,0.08725132407668072,0.9980846021947178,0.9988885781968728,0.08725132407668072,0.0003074458009722776,1.4787133533556778,0.0008039760021549976,1.0562528962965918
20260626T132616Z-clean-run-eu-us-gac-v1__pilot-balanc--e4aeae7473fc--_rollup__lookback_days-3__min_value-900__limit_k-10,3,2,0.6806007199799704,0.5580049349664832,0.4280415928674804,0.06684015290753954,1.2571505193830108,0.25255912711249,0.7894475977428328,0.6806007199799704,0.5580049349664832
20260626T132632Z-clean-run-eu-us-gac-v1__pilot-balanc--bb4f15a6196a--t__gac_etl_top_tenants__lookback_days-1__limit_k-25,3,0,0.9988885781968728,0.08725132407668072,0.9980846021947178,0.9988885781968728,0.08725132407668072,0.0003074458009722776,1.4787133533556778,0.0008039760021549976,1.0562528962965918
20260626T132648Z-clean-run-eu-us-gac-v1__pilot-balanc--a086e6e25bfc--eu_tenant_id-1__us_tenant_id-10100__lookback_days-1,3,2,0.9520547562505264,0.27854784876727373,0.9238281261817081,0.019718613680655247,1.0819937464349714,0.028226630068818273,0.9543349349463539,0.9520547562505264,0.27854784876727373
20260626T132703Z-clean-run-eu-us-gac-v1__pilot-balanc--2568e4944a13--region_user_value_topk__lookback_days-3__limit_k-50,3,1,0.9890994160774862,0.17042025120131332,0.9803989590644643,0.0022001269094917876,1.4454346969648149,0.9890994160774862,0.17042025120131332,0.008700457013021882,0.8933372822606569
20260626T132728Z-clean-run-eu-us-gac-v1__pilot-balanc--2a663362230b--_etl_user_segment_topk__lookback_days-7__limit_k-50,3,0,0.9980071503666029,0.10797003418638475,0.9965765181405118,0.9980071503666029,0.10797003418638475,0.0005622174073060482,1.4809265409890975,0.0014306322260910613,1.067985155181742
20260626T132743Z-clean-run-eu-us-gac-v1__pilot-balanc--94cb0fc478c6--eu_tenant_id-1__us_tenant_id-10010__lookback_days-7,3,2,0.9434925149454246,0.29600463431715734,0.9095731401655185,0.022588110274669188,1.0929467587459387,0.0339193747799061,0.9479822981142157,0.9434925149454246,0.29600463431715734
20260626T132758Z-clean-run-eu-us-gac-v1__pilot-balanc--95bd08f56545--_etl_global_user_topk__lookback_days-3__limit_k-100,3,0,0.9980071503666029,0.10797003418638475,0.9965765181405118,0.9980071503666029,0.10797003418638475,0.0005622174073060482,1.4809265409890975,0.0014306322260910613,1.067985155181742
20260626T132814Z-clean-run-eu-us-gac-v1__pilot-balanc--b3cebc95c52a--multi_dimension_rollup__lookback_days-7__limit_k-10,3,1,0.9791192694526468,0.22539927802640275,0.9626141171179172,0.004375578212623676,1.4975542773897377,0.9791192694526468,0.22539927802640275,0.016505152334729656,0.9409751228895771
20260626T132840Z-clean-run-eu-us-gac-v1__pilot-balanc--ff3950602148--rollup__lookback_days-14__min_value-100__limit_k-10,3,1,0.9894381104441317,0.17080346701152213,0.981023010637544,0.0021467897492805687,1.461357168575933,0.9894381104441317,0.17080346701152213,0.008415099806587658,0.9059661242066441
20260626T132902Z-clean-run-eu-us-gac-v1__pilot-balanc--d388ce2a7355--__gac_fdw_top_tenants__lookback_days-1__limit_k-100,3,1,0.993946880478775,0.1328407078246437,0.9890645948871359,0.0011708339295860187,1.407456358770753,0.993946880478775,0.1328407078246437,0.004882285591639007,0.8538669013831829
20260626T132924Z-clean-run-eu-us-gac-v1__pilot-balanc--87513a87fbde--_etl_user_segment_topk__lookback_days-3__limit_k-50,3,0,0.9980071503666029,0.10797003418638475,0.9965765181405118,0.9980071503666029,0.10797003418638475,0.0005622174073060482,1.4809265409890975,0.0014306322260910613,1.067985155181742
20260626T132949Z-clean-run-eu-us-gac-v1__pilot-balanc--30f7b3cc1e90--enant_id-1000__us_tenant_id-10005__lookback_days-30,3,2,0.9384557602755697,0.30600368803126754,0.9013183214615177,0.024406800910378453,1.0975964450976385,0.03713743881405196,0.9476267463945411,0.9384557602755697,0.30600368803126754
20260626T133015Z-clean-run-eu-us-gac-v1__pilot-balanc--75b1e44f8813--_fdw_global_user_join__lookback_days-14__limit_k-50,3,1,0.9947885999670861,0.13637957935484377,0.9906563271921603,0.00107912725798825,1.4872353327297902,0.9947885999670861,0.13637957935484377,0.00413227277492578,0.9295847336817158
20260626T133044Z-clean-run-eu-us-gac-v1__pilot-balanc--a1b1947d5b47--w_tenant_point_rollup__tenant_id-1__lookback_days-7,3,2,0.94206585272429,0.299193368137708,0.9073914601863846,0.02325975473780454,1.092870262317629,0.034674392537905434,0.9503362665934291,0.94206585272429,0.299193368137708
20260626T133108Z-clean-run-eu-us-gac-v1__pilot-balanc--88a34d1f560d--u_tenant_id-5__us_tenant_id-11000__lookback_days-30,3,2,0.9384900829059902,0.3059368750963706,0.9013744642292828,0.024394298417302437,1.0975676570232809,0.037115618676707415,0.9476268787146507,0.9384900829059902,0.3059368750963706
20260626T133132Z-clean-run-eu-us-gac-v1__pilot-balanc--55fa6d6fd94d--_etl_user_segment_topk__lookback_days-3__limit_k-25,3,0,0.9980071503666029,0.10797003418638475,0.9965765181405118,0.9980071503666029,0.10797003418638475,0.0005622174073060482,1.4809265409890975,0.0014306322260910613,1.067985155181742
20260626T133151Z-clean-run-eu-us-gac-v1__pilot-balanc--af53b90ee004--vent_filter_summary__lookback_days-7__min_value-500,3,1,0.9915773292264134,0.15307444485532568,0.9847784023850148,0.00162374393218812,1.4452263118592872,0.9915773292264134,0.15307444485532568,0.006798926841398571,0.8755135468826477
20260626T133209Z-clean-run-eu-us-gac-v1__pilot-balanc--6fe647ce2350--__limit_k-250__payload_repeat-64__payload_width-512,3,1,0.6088117532536536,0.7504774279795755,0.386110518410854,0.16848701190354684,1.1765447343458004,0.6088117532536536,0.7504774279795755,0.2227012348427996,1.067096696817718
20260626T133227Z-clean-run-eu-us-gac-v1__pilot-balanc--1e5aea31367e--ulti_dimension_rollup__lookback_days-1__limit_k-100,3,0,0.9906913821012332,0.18814493527142356,0.9840660603125553,0.9906913821012332,0.18814493527142356,0.0026832961100889292,1.489487820450968,0.006625321788677925,1.0855467336176172
20260626T133242Z-clean-run-eu-us-gac-v1__pilot-balanc--f15b4fd10676--u_tenant_id-5__us_tenant_id-10005__lookback_days-14,3,2,0.9401282826366423,0.3027203742257184,0.9040572124661471,0.023800647192862498,1.0961022635551652,0.036071070170495184,0.9476576730450998,0.9401282826366423,0.3027203742257184
20260626T133257Z-clean-run-eu-us-gac-v1__pilot-balanc--f40a5018f852--ltiregion_top_tenants__lookback_days-1__limit_k-100,3,1,0.993369064329558,0.14061216833503787,0.9880504172137244,0.0013122885546085913,1.431203392107581,0.993369064329558,0.14061216833503787,0.005318647115833492,0.8769628870710372
20260626T133322Z-clean-run-eu-us-gac-v1__pilot-balanc--dd076c047abd--t__gac_etl_top_tenants__lookback_days-1__limit_k-50,3,0,0.9988885781968728,0.08725132407668072,0.9980846021947178,0.9988885781968728,0.08725132407668072,0.0003074458009722776,1.4787133533556778,0.0008039760021549976,1.0562528962965918
20260626T133341Z-clean-run-eu-us-gac-v1__pilot-balanc--20724d2d18a1--t__gac_fdw_top_tenants__lookback_days-1__limit_k-50,3,1,0.9945277812155273,0.1294884488297442,0.9901211345209843,0.0010655720899297014,1.418217882947347,0.9945277812155273,0.1294884488297442,0.004406646694542995,0.8628972181570778
20260626T133401Z-clean-run-eu-us-gac-v1__pilot-balanc--87b9c35f9591--_rollup__lookback_days-7__min_value-500__limit_k-50,3,1,0.9834010799474254,0.19677829107645742,0.9701697492825678,0.0033675893877169647,1.4350638571380907,0.9834010799474254,0.19677829107645742,0.013231330664857571,0.8889384466195206
20260626T133423Z-clean-run-eu-us-gac-v1__pilot-balanc--d904a25bfa9f--_etl_global_user_topk__lookback_days-7__limit_k-100,3,0,0.9980071503666029,0.10797003418638475,0.9965765181405118,0.9980071503666029,0.10797003418638475,0.0005622174073060482,1.4809265409890975,0.0014306322260910613,1.067985155181742
20260626T133439Z-clean-run-eu-us-gac-v1__pilot-balanc--0c040047b8e7--ent_filter_summary__lookback_days-30__min_value-100,3,1,0.9966058363795969,0.1115051203422958,0.9938619746108928,0.000650301851699026,1.4527395603080289,0.9966058363795969,0.1115051203422958,0.002743861768704071,0.8777103708567084
20260626T133457Z-clean-run-eu-us-gac-v1__pilot-balanc--347a3293d70c--ltiregion_top_tenants__lookback_days-30__limit_k-25,3,1,0.9938461565297693,0.13945285668327934,0.9889236407816232,0.0012313277220847036,1.451638045727103,0.9938461565297693,0.13945285668327934,0.004922515748146041,0.8937655937100001
20260626T133521Z-clean-run-eu-us-gac-v1__pilot-balanc--c0b4acdc714b--_rollup__lookback_days-1__min_value-900__limit_k-50,3,2,0.7020716958725323,0.5353168835296007,0.4694316060617072,0.06528821431664271,1.229284135681371,0.23264008981082504,0.7879612468039316,0.7020716958725323,0.5353168835296007
20260626T133539Z-clean-run-eu-us-gac-v1__pilot-balanc--efd8b2654f40--_etl_global_user_topk__lookback_days-1__limit_k-100,3,0,0.9980071503666029,0.10797003418638475,0.9965765181405118,0.9980071503666029,0.10797003418638475,0.0005622174073060482,1.4809265409890975,0.0014306322260910613,1.067985155181742
20260626T133554Z-clean-run-eu-us-gac-v1__pilot-balanc--a1527e56e5e6--c_fdw_global_user_join__lookback_days-3__limit_k-50,3,1,0.9955405908361237,0.12839783251186215,0.9919957232720311,0.0009145415997838968,1.4840793421988463,0.9955405908361237,0.12839783251186215,0.0035448675640925337,0.9236731673121901
20260626T133614Z-clean-run-eu-us-gac-v1__pilot-balanc--abdb7c48be92--rollup__lookback_days-30__min_value-100__limit_k-50,3,1,0.989267205070771,0.17312136184009733,0.9807761710911945,0.0022417609496524203,1.4588282646049175,0.989267205070771,0.17312136184009733,0.008491033979576526,0.9153226755981767
20260626T133636Z-clean-run-eu-us-gac-v1__pilot-balanc--5376b8a74539--_fdw_global_user_join__lookback_days-30__limit_k-10,3,1,0.9939996170192312,0.14401632315587676,0.9892520357905813,0.0012528017521189249,1.4901777396676912,0.9939996170192312,0.14401632315587676,0.004747581228649923,0.9348276588486675
20260626T133656Z-clean-run-eu-us-gac-v1__pilot-balanc--d2c7dd617faa--egion_tenant_tier_join__lookback_days-1__limit_k-50,3,1,0.9239078526874016,0.3570113279485227,0.8630583238858783,0.01524261851107528,1.5016930602896856,0.9239078526874016,0.3570113279485227,0.06084952880152324,0.9250431681970019
20260626T133718Z-clean-run-eu-us-gac-v1__pilot-balanc--98534a7d86d6--etl_user_segment_topk__lookback_days-1__limit_k-100,3,0,0.9980071503666029,0.10797003418638475,0.9965765181405118,0.9980071503666029,0.10797003418638475,0.0005622174073060482,1.4809265409890975,0.0014306322260910613,1.067985155181742
20260626T133734Z-clean-run-eu-us-gac-v1__pilot-balanc--3e0dbf23d7c5--eu_tenant_id-5__us_tenant_id-10100__lookback_days-1,3,2,0.9520425655843074,0.2785753502219819,0.9238083584285925,0.019723227259977653,1.0820071251842405,0.02823420715571494,0.9543352255345079,0.9520425655843074,0.2785753502219819
20260626T133749Z-clean-run-eu-us-gac-v1__pilot-balanc--6a7dc641ddc0--vent_filter_summary__lookback_days-3__min_value-900,3,2,0.717158400514406,0.5221240410158959,0.4917127089391624,0.057395907910350444,1.263661187244875,0.22544569157524366,0.7828423159248304,0.717158400514406,0.5221240410158959
20260626T133805Z-clean-run-eu-us-gac-v1__pilot-balanc--5b2e2ba677b5--nt_rollup__lookback_days-3__min_value-0__limit_k-25,3,1,0.991536627908187,0.15659431129496293,0.9847795352514265,0.0017062794350525292,1.4530029398756759,0.991536627908187,0.15659431129496293,0.006757092656760522,0.8975695108324051
20260626T133827Z-clean-run-eu-us-gac-v1__pilot-balanc--0bba7b6cea44--etl_user_segment_topk__lookback_days-14__limit_k-25,3,0,0.9980071503666029,0.10797003418638475,0.9965765181405118,0.9980071503666029,0.10797003418638475,0.0005622174073060482,1.4809265409890975,0.0014306322260910613,1.067985155181742
20260626T133843Z-clean-run-eu-us-gac-v1__pilot-balanc--67ecd3fbee80--lti_dimension_rollup__lookback_days-30__limit_k-100,3,1,0.9104666653506936,0.41551277240825585,0.8428180281318902,0.02188469743050299,1.532066456656911,0.9104666653506936,0.41551277240825585,0.06764863721880342,1.0321341013107788
20260626T133904Z-clean-run-eu-us-gac-v1__pilot-balanc--a3b103d640b1--_etl_user_segment_topk__lookback_days-3__limit_k-10,3,0,0.9980071503666029,0.10797003418638475,0.9965765181405118,0.9980071503666029,0.10797003418638475,0.0005622174073060482,1.4809265409890975,0.0014306322260910613,1.067985155181742
20260626T133919Z-clean-run-eu-us-gac-v1__pilot-balanc--0515af81ee06--rollup__lookback_days-7__min_value-100__limit_k-100,3,1,0.9898317479433325,0.16509416152873962,0.9817088597736235,0.002045363886958541,1.4368402766200898,0.9898317479433325,0.16509416152873962,0.008122888169708934,0.8867057642446691
20260626T133943Z-clean-run-eu-us-gac-v1__pilot-balanc--a39c619760fa--c_fdw_daily_rollup__lookback_days-14__min_value-500,3,1,0.9299733509475117,0.33316008781451817,0.8737329083131202,0.013786206418097025,1.4548290762846876,0.9299733509475117,0.33316008781451817,0.0562404426343914,0.8894070930745895
20260626T134004Z-clean-run-eu-us-gac-v1__pilot-balanc--c3129678d54f--__limit_k-250__payload_repeat-64__payload_width-512,3,1,0.9895227598071598,0.15826537081283595,0.9810107290534705,0.001965209439150975,1.3966636520698612,0.9895227598071598,0.15826537081283595,0.00851203075368928,0.8361290468480378
20260626T134026Z-clean-run-eu-us-gac-v1__pilot-balanc--1cb05107a9f5--_tenant_tier_left_join__lookback_days-3__limit_k-50,3,1,0.9325024494677122,0.33908190914520486,0.878457219509522,0.013452320574097574,1.4948688435348048,0.9325024494677122,0.33908190914520486,0.0540452299581902,0.9187916379927644
20260626T134052Z-clean-run-eu-us-gac-v1__pilot-balanc--24e9d78ef3d1--gion_user_value_topk__lookback_days-30__limit_k-100,3,1,0.988353826164426,0.17940971070228334,0.9791839513998135,0.002476299070961206,1.4596012260727584,0.988353826164426,0.17940971070228334,0.009169874764612554,0.9230773850692588
20260626T134116Z-clean-run-eu-us-gac-v1__pilot-balanc--dadca91101f4--u_tenant_id-1__us_tenant_id-10100__lookback_days-30,3,2,0.9385231937292977,0.3058717353529823,0.9014287834948386,0.024382396036243155,1.0975349708452793,0.037094410234459155,0.9476263661939813,0.9385231937292977,0.3058717353529823
20260626T134132Z-clean-run-eu-us-gac-v1__pilot-balanc--e5bf00986b01--eu_tenant_id-5__us_tenant_id-10001__lookback_days-1,3,2,0.9520448089870419,0.2785702894776135,0.9238119962074753,0.019722378233391433,1.082004663455857,0.02823281277956663,0.9543351717149997,0.9520448089870419,0.2785702894776135
20260626T134148Z-clean-run-eu-us-gac-v1__pilot-balanc--a81fa8836418--_event_filter_summary__lookback_days-7__min_value-0,3,1,0.9968380414203183,0.10875907536586121,0.9942812274844052,0.0006051446437686388,1.4532268055355486,0.9968380414203183,0.10875907536586121,0.0025568139359131046,0.8775854701152948
20260626T134210Z-clean-run-eu-us-gac-v1__pilot-balanc--36b289b39a35--egion_user_value_topk__lookback_days-30__limit_k-50,3,1,0.9884034123066366,0.17997629558923817,0.9792712470923995,0.0024644224791262196,1.4667023393533731,0.9884034123066366,0.17997629558923817,0.009132165214237068,0.9273453000820631
20260626T134239Z-clean-run-eu-us-gac-v1__pilot-balanc--7516b2b63028--u_tenant_id-1__us_tenant_id-10005__lookback_days-30,3,2,0.9384994018850096,0.3059175370076604,0.901389994652358,0.02439119088233881,1.0975510317950918,0.03710940723265155,0.9476257820873397,0.9384994018850096,0.3059175370076604
20260626T134257Z-clean-run-eu-us-gac-v1__pilot-balanc--1c27514340be--ltiregion_top_tenants__lookback_days-30__limit_k-50,3,1,0.9938308640361522,0.13879424386282257,0.9888932956666492,0.0012315675943450257,1.4446759222284022,0.9938308640361522,0.13879424386282257,0.004937568369502979,0.8885896090707414
