query_run_id,k,dominant_cluster,max_membership,nearest_center_distance,top2_membership_margin,membership_c0,distance_c0,membership_c1,distance_c1,membership_c2,distance_c2
20260626T114820Z-clean-run-eu-us-gac-v1__pilot-balanc--fb6c8a602c26--gion_user_segment_join__lookback_days-1__limit_k-10,3,1,0.9797593985485437,0.22445281136816828,0.9637434493081859,0.004224652211098393,1.5100454398885632,0.9797593985485437,0.22445281136816828,0.016015949240357805,0.9471601411561
20260626T114847Z-clean-run-eu-us-gac-v1__pilot-balanc--83c78e97c5d8--c_fdw_user_value_topk__lookback_days-30__limit_k-50,3,1,0.9871355340416071,0.1851436928113046,0.9770142829522339,0.0027432148690195554,1.4526127693835025,0.9871355340416071,0.1851436928113046,0.010121251089373284,0.9198326626995782
20260626T114906Z-clean-run-eu-us-gac-v1__pilot-balanc--00ca4dc79bfd--multi_dimension_rollup__lookback_days-1__limit_k-50,3,1,0.9740476309767143,0.24338361660212976,0.9535738711366611,0.005478609183232568,1.4919689877894062,0.9740476309767143,0.24338361660212976,0.02047375984005319,0.9405356176115556
20260626T114935Z-clean-run-eu-us-gac-v1__pilot-balanc--44d7b7cb8065--u_tenant_id-1__us_tenant_id-11000__lookback_days-14,3,2,0.9402410670785751,0.30249696841815515,0.904242025206602,0.023759891049451688,1.0959965737448574,0.035999041871973066,0.9476608132614215,0.9402410670785751,0.30249696841815515
20260626T114950Z-clean-run-eu-us-gac-v1__pilot-balanc--d3cd2224a349--tenant_id-1000__us_tenant_id-10005__lookback_days-7,3,2,0.9420006109475744,0.29900104061930677,0.9071256508310962,0.02312442893594742,1.0943739798510879,0.03487496011647816,0.947787141756493,0.9420006109475744,0.29900104061930677
20260626T115006Z-clean-run-eu-us-gac-v1__pilot-balanc--c1b1eed690b9--multi_dimension_rollup__lookback_days-7__limit_k-25,3,0,0.9906913821012332,0.18814493527142356,0.9840660603125553,0.9906913821012332,0.18814493527142356,0.0026832961100889292,1.489487820450968,0.006625321788677925,1.0855467336176172
20260626T115022Z-clean-run-eu-us-gac-v1__pilot-balanc--215f7e7724a7--c_fdw_daily_rollup__lookback_days-30__min_value-500,3,1,0.9437828019954727,0.30155695904151014,0.8984458698641858,0.010880265873240284,1.4379730544074414,0.9437828019954727,0.30155695904151014,0.0453369321312869,0.8726022545990223
20260626T115039Z-clean-run-eu-us-gac-v1__pilot-balanc--b4f6bd426175--c_fdw_daily_rollup__lookback_days-14__min_value-100,3,1,0.9402529314872193,0.31544312564737,0.8922110032462925,0.01170514027185382,1.4642825711575305,0.9402529314872193,0.31544312564737,0.04804192824092683,0.8932840108129765
20260626T115057Z-clean-run-eu-us-gac-v1__pilot-balanc--8ed2abdba8f2--ac_fdw_daily_rollup__lookback_days-3__min_value-900,3,2,0.7067337850830505,0.5685396946516809,0.48263335919606126,0.06916578902996016,1.2824438907071363,0.22410042588698925,0.8498561114334072,0.7067337850830505,0.5685396946516809
20260626T115112Z-clean-run-eu-us-gac-v1__pilot-balanc--8cfde183ec1f--_tenant_tier_left_join__lookback_days-3__limit_k-25,3,1,0.9414368968836234,0.31960881870183255,0.8944710904361941,0.011597296668947323,1.489089532675731,0.9414368968836234,0.31960881870183255,0.04696580644742927,0.9126873997829823
