query_run_id,k,dominant_cluster,max_membership,nearest_center_distance,top2_membership_margin,membership_c0,distance_c0,membership_c1,distance_c1,membership_c2,distance_c2,membership_c3,distance_c3
20260626T114349Z-clean-run-eu-us-gac-v1__pilot-balanc--bfb7f603474b--ac_fdw_daily_rollup__lookback_days-1__min_value-100,4,1,0.8519136305463477,0.3580336590949182,0.7686125144952601,0.05077934543629164,0.9606646742347258,0.8519136305463477,0.3580336590949182,0.08330111605108757,0.8078570483519746,0.014005907966273138,1.507833408449746
20260626T114408Z-clean-run-eu-us-gac-v1__pilot-balanc--aa7d9a00723a--fdw_user_segment_join__lookback_days-30__limit_k-50,4,1,0.9854283183069963,0.152916806967097,0.9771038781714582,0.0048369896261456335,0.9831565566883728,0.9854283183069963,0.152916806967097,0.008324440135538104,0.8130171791835783,0.0014102519313198615,1.513457181106888
20260626T114429Z-clean-run-eu-us-gac-v1__pilot-balanc--f77810cb1b3a--tenant_point_rollup__tenant_id-100__lookback_days-1,4,0,0.8718612352886956,0.2673358038517118,0.7808891116934332,0.8718612352886956,0.2673358038517118,0.02177368607955133,0.9726072911899759,0.09097212359526237,0.5896520184562247,0.015392955036490555,1.0981230451088422
20260626T114444Z-clean-run-eu-us-gac-v1__pilot-balanc--ac2093b36f03--_fdw_global_user_join__lookback_days-1__limit_k-100,4,1,0.9916702909779725,0.12367324805145988,0.9868593447162737,0.0027325543847402235,0.9732070308661233,0.9916702909779725,0.12367324805145988,0.004810946261698881,0.798405731116029,0.0007862083755884086,1.5051027167294264
20260626T114505Z-clean-run-eu-us-gac-v1__pilot-balanc--de704aced79b--enant_point_rollup__tenant_id-1000__lookback_days-1,4,3,0.9987722931936394,0.07766904416616459,0.998176006706237,0.000596286487402437,1.043883401304603,0.00021636604278384456,1.4884869963753848,0.00041505427617429,1.1850168297086714,0.9987722931936394,0.07766904416616459
20260626T114520Z-clean-run-eu-us-gac-v1__pilot-balanc--9b4c753a2606--egion_tenant_tier_join__lookback_days-3__limit_k-10,4,1,0.9001305558855583,0.3074069628729232,0.8450838730121756,0.0352134249225341,0.9558125601217528,0.9001305558855583,0.3074069628729232,0.05504668287338273,0.8174566348090548,0.009609336318524715,1.505836913384529
20260626T114543Z-clean-run-eu-us-gac-v1__pilot-balanc--b384222632f1--_fdw_user_segment_join__lookback_days-7__limit_k-50,4,1,0.9882074895943965,0.13986568956613538,0.9814073907875677,0.003882225250311366,0.9721421748686763,0.9882074895943965,0.13986568956613538,0.006800098806828874,0.7989649215872114,0.0011101863484631635,1.5066746500111021
20260626T114604Z-clean-run-eu-us-gac-v1__pilot-balanc--c60cefe42ed2--_fdw_global_user_join__lookback_days-3__limit_k-100,4,1,0.9916439307428889,0.12382529769018084,0.9868188468522934,0.00274198281114262,0.9732204841962389,0.9916439307428889,0.12382529769018084,0.004825083890595497,0.7985593373085337,0.0007890025553730731,1.5050691456819583
20260626T114623Z-clean-run-eu-us-gac-v1__pilot-balanc--f25ee678287d--etl_user_segment_topk__lookback_days-30__limit_k-10,4,3,0.9980100548540298,0.09272521226971445,0.9970552357180337,0.0009548191359961437,1.0566293430504046,0.00035738955557197444,1.4903744864812776,0.0006777364544020592,1.1913071843652727,0.9980100548540298,0.09272521226971445
20260626T114638Z-clean-run-eu-us-gac-v1__pilot-balanc--6e8351e4cfc6--_tenant_tier_left_join__lookback_days-3__limit_k-25,4,1,0.8831248749791554,0.32415068839272765,0.8189799647050484,0.041512892678219365,0.9451280239362606,0.8831248749791554,0.32415068839272765,0.064144910274107,0.8116109892133094,0.011217322068518353,1.4941475022689485
