cluster,foreign_scan_time_to_root_ratio,remote_to_final_rows_ratio,regional_input_to_wan_rows_ratio,global_group_merge_ratio,spill_present,spill_bytes_to_wan_bytes_ratio,temp_blocks_per_final_row,hash_batch_excess,remote_region_rows_isf_normalized,worker_task_scan_rows_isf_normalized,worker_scan_rows_cv_normalized,task_count_to_shard_count_ratio,active_task_share,citus_repartition_observed_v2,worker_task_seq_scan_share,root_rows_estimate_error_log,foreign_scan_rows_estimate_error_log,aggregate_rows_estimate_error_log,remote_root_rows_estimate_error_log
0,0.07847799734988589,0.43929646675549167,0.2503950630260874,0.8898312849793716,0.00401373265923491,0.002184878467281197,0.003474314499530249,0.00012109728058141739,0.011604799240411167,0.011762957699648809,0.012677863606526136,0.11325732320532715,0.11069806770425818,0.0015361743801740808,0.01523472729970744,0.23265835077878613,0.306496905476921,0.22503777544804712,0.32846495023610733
1,0.21839602910481762,0.5355262761438903,0.22604305036190211,0.9277232512554409,0.4970808553743273,0.3322473885094847,0.43531873943620675,0.00889889442042694,0.0017922747548053536,0.020310146359809194,0.057581518109966874,0.24998680857337274,0.21366802684940625,0.00036251346796899864,0.4981941261458821,0.2487831721396705,0.46104451542157265,0.31853968774705316,0.3638765924878134
2,0.21251308468734906,0.4963010221258095,0.24783799273075305,0.8699140734665667,0.01867174867490569,0.012074393613109734,0.01597104222742293,0.000638939180615675,0.03401664907622751,0.0457749890189665,0.0775119736438275,0.18059682250935788,0.14420685913941036,0.002521613299238341,0.44695895131428226,0.2416150280076194,0.4165222636226253,0.27737278512813374,0.19647454077369536
3,0.003144007701968686,0.005915225785658591,0.006297525757328868,0.011316675644757645,0.01349565808232295,0.0013756518772513977,0.012193004895091316,2.859227988753568e-05,0.0024134838456936055,0.0026460983679480496,0.0033117227247854023,0.010340788687421006,0.01026547888766739,0.041843363068824316,0.005297457047252149,0.29400856323362173,0.25129454068443563,0.289159756100485,0.24951823172175397
