query_run_id,main_root_actual_total_time_ms,main_root_actual_rows,main_root_plan_rows,main_total_cost,has_foreign_scan,has_custom_scan,has_join,has_sort,has_hash,has_aggregate,has_limit,has_materialize,join_node_count,hash_join_count,merge_join_count,nested_loop_count,remote_path_share,fdw_remote_sql_count,fdw_remote_plan_count,remote_region_actual_rows_sum,remote_region_actual_rows_cv,remote_region_actual_rows_max_share,remote_region_actual_rows_min_max_ratio,remote_region_actual_rows_active_share,remote_region_zero_row_count,remote_region_nonzero_count,remote_region_tuple_bytes_sum,remote_region_tuple_bytes_cv,remote_region_tuple_bytes_max_share,remote_region_tuple_bytes_min_max_ratio,remote_region_tuple_bytes_active_share,remote_region_task_count_sum,remote_region_task_count_cv,remote_region_task_count_max_share,remote_region_task_count_min_max_ratio,remote_region_task_count_active_share,remote_region_plan_fingerprint_count,remote_region_dominant_plan_fingerprint_share,remote_plan_node_count_sum,remote_plan_max_depth,remote_has_custom_scan,remote_has_sort,remote_has_hash_join,remote_actual_rows_sum,global_fanin_ratio,remote_to_final_rows_ratio,finalize_share,drf_bytes_proxy,wan_output_rows,wan_output_bytes_proxy,regional_reduction_input_rows_proxy,regional_reduction_input_bytes_proxy,drf_rows_proxy,wan_output_to_final_rows_ratio,global_group_count_proxy,global_group_density,global_group_merge_ratio,task_count_to_shard_count_ratio,task_count_to_configured_region_shard_slots_ratio,task_count_to_observed_region_shard_slots_ratio,active_task_share,tasks_per_worker_ratio,temp_bytes_to_wan_bytes_ratio,temp_blocks_per_wan_row,temp_blocks_per_final_row,temp_blocks_per_regional_input_row,spill_per_wan_mb,root_rows_estimate_error_log,rows_estimate_error_max_abs_log,rows_estimate_error_mean_abs_log,foreign_scan_rows_estimate_error_log,aggregate_rows_estimate_error_log,join_rows_estimate_error_log,sort_rows_estimate_error_log,remote_root_rows_estimate_error_log,temp_blocks_sum,spill_flag,external_sort_count,sort_space_used_max,hash_batches_max,memory_pressure_score_v1,task_count,citus_map_merge_job_count,citus_repartition_query,worker_task_plan_count,worker_task_actual_rows_sum,worker_task_actual_rows_cv,worker_task_actual_rows_max_share,worker_task_scan_actual_rows_sum,worker_task_scan_actual_rows_cv,worker_task_scan_actual_rows_max_share,remote_region_rows_isf,remote_region_bytes_isf,worker_task_scan_rows_isf,worker_task_root_rows_isf,worker_task_within_region_scan_rows_isf_max,worker_task_index_scan_share,worker_task_seq_scan_share,worker_task_bitmap_scan_share,worker_task_node_count_sum,worker_task_plan_max_depth_max,worker_task_plan_max_depth_mean,worker_task_join_node_count,worker_task_aggregate_node_count,worker_task_sort_node_count,worker_task_blocking_node_count,worker_task_scan_node_count,worker_task_materialization_node_count,worker_task_parallel_node_count,worker_task_bitmap_node_count,worker_task_index_access_node_count,worker_task_sequential_access_node_count,worker_task_spill_capable_node_count,worker_task_plan_fingerprint_count,worker_task_plan_fingerprint_dominant_share,worker_task_region_task_count_cv,worker_task_region_rows_cv,worker_task_region_rows_max_share,worker_task_region_scan_rows_cv,worker_task_region_scan_rows_max_share,worker_task_within_region_rows_cv_max,worker_task_within_region_rows_cv_mean,worker_task_within_region_rows_max_share_max,worker_task_within_region_scan_rows_cv_max,worker_task_within_region_scan_rows_cv_mean,worker_task_within_region_scan_rows_max_share_max,worker_task_within_region_plan_fingerprint_count_max,worker_task_within_region_plan_fingerprint_count_mean,main_node_type_count_Aggregate,main_node_type_count_Append,main_node_type_count_ForeignScan,main_node_type_count_Limit,main_node_type_count_MergeJoin,main_node_type_count_Sort,main_node_type_count_SubqueryScan,main_node_type_count_Hash,main_node_type_count_HashJoin,main_node_type_count_IncrementalSort,main_node_type_count_SeqScan,main_node_type_count_MergeAppend,main_node_type_count_CustomScan,worker_node_count_seq_scan,worker_node_count_index_scan,worker_node_count_index_only_scan,worker_node_count_bitmap_heap_scan,worker_node_count_bitmap_index_scan,worker_node_count_hash_join,worker_node_count_merge_join,worker_node_count_nested_loop,worker_node_count_sort,worker_node_count_incremental_sort,worker_node_count_hash_aggregate,worker_node_count_group_aggregate,worker_node_count_aggregate,worker_node_count_materialize,worker_node_count_memoize,worker_node_count_other
20260704T021650Z-clean-run-eu-us-gac-region-asymmetry--3bac889b763f--gion_global_user_join__lookback_days-30__limit_k-50,5436.409,18.0,18.0,1608.99,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.7559892936679342,4.0,4.0,600000.0,0.0,0.5,1.0,1.0,0.0,2.0,19126272.0,0.0,0.5,1.0,1.0,128.0,0.0,0.5,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,600000.0,32607.61111111111,33333.333333333336,0.2440107063320658,1.0,600000.0,19126272.0,600000.0,19126272.0,1.0,33333.333333333336,18.0,3e-05,33333.333333333336,4.0,2.0,2.0,2.0,32.0,63.83938323160938,0.248415,8280.5,0.248415,8171.441053646001,0.0,9.870809390145546,4.033183057340842,5.827758122310995,0.0,9.870809390145546,9.870809390145546,0.693142180597445,149049.0,1.0,6.0,8776.0,1.0,17.912037099106218,128.0,,0,128.0,600000.0,0.4428513670898322,0.015666666666666666,600000.0,0.4428513670898322,0.015666666666666666,1.0,1.0,2.005333333333333,2.005333333333333,2.005333333333333,0.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,128.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.4513446576619691,0.4427683137470273,0.03133333333333333,0.4513446576619691,0.4427683137470273,0.03133333333333333,1.0,1.0,3.0,1.0,4.0,1.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260704T021714Z-clean-run-eu-us-gac-region-asymmetry--a9bb6af3e084--vent_filter_summary__lookback_days-1__min_value-900,312.454,1.0,1.0,593.86,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998847830400635,2.0,2.0,39935.0,0.013096281457368223,0.5065481407286841,0.9741460279796332,1.0,0.0,2.0,638976.0,0.01282051282051282,0.5064102564102564,0.9746835443037974,1.0,64.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,39935.0,1243.0,39935.0,0.0011521695993650701,1.0,39935.0,638976.0,39935.0,638976.0,1.0,39935.0,1.0,2.5040691123074996e-05,39935.0,2.0,1.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0119978158313387,0.24998726001045213,1.0119978158313387,0.0,,,-1.6242062833596462,0.0,0.0,0.0,,1.0,0.0,64.0,,0,64.0,39935.0,0.15703055337625466,0.02218605233504445,39935.0,0.15703055337625466,0.02218605233504445,1.0130962814573683,1.0128205128205128,1.4199073494428447,1.4199073494428447,1.4387496194052574,0.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,1.0,0.0,0.013096281457368223,0.5065481407286841,0.013096281457368223,0.5065481407286841,0.1843564825934431,0.15435451246333767,0.04496092560641429,0.1843564825934431,0.15435451246333767,0.04496092560641429,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260704T021730Z-clean-run-eu-us-gac-region-asymmetry--070dfdc21c67--lti_dimension_rollup__lookback_days-30__limit_k-100,4179.009,100.0,6.0,2316.03,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.7884321378585211,6.0,6.0,602000.0,0.0,0.5,1.0,1.0,0.0,2.0,17530880.0,0.0,0.5,1.0,1.0,130.0,0.0,0.5,1.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,602000.0,5889.32,6020.0,0.21156786214147894,1.0,602000.0,17530880.0,602000.0,17530880.0,1.0,6020.0,100.0,0.00016611295681063124,6020.0,4.0625,2.03125,2.03125,2.03125,32.5,56.19299065420561,0.19975581395348838,1202.53,0.19975581395348838,7192.702803738318,2.6692103677859462,10.78708978978675,4.89370741815688,5.983068745053494,4.535284058523925,10.78708978978675,10.78708978978675,6.90875477931522,120253.0,1.0,2.0,8720.0,4.0,15.083655812567926,130.0,,0,130.0,602000.0,0.3901674764838079,0.015614617940199336,602000.0,0.3901674764838079,0.015614617940199336,1.0,1.0,2.0299003322259135,2.0299003322259135,2.0299003322259135,0.0,1.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,130.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.40225410943960965,0.389974182610615,0.03122923588039867,0.40225410943960965,0.389974182610615,0.03122923588039867,1.0,1.0,3.0,1.0,6.0,1.0,0.0,3.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260704T021750Z-clean-run-eu-us-gac-region-asymmetry--91b588442296--u_tenant_id-5__us_tenant_id-10800__lookback_days-30,34.334,2.0,2.0,305.8,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9970000582512959,2.0,2.0,400.0,0.0,0.5,1.0,1.0,0.0,2.0,9600.0,0.0,0.5,1.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400.0,193.0,200.0,0.00299994174870416,2.0,400.0,9600.0,800.0,19200.0,2.0,200.0,2.0,0.005,200.0,0.0625,0.03125,0.03125,0.03125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.8969093676180977,1.2938147390908061,3.8969093676180977,0.0,,0.0,5.303304908059076,0.0,0.0,0.0,25.0,1.0,0.0,2.0,,0,2.0,400.0,0.0,0.5,800.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260704T021806Z-clean-run-eu-us-gac-region-asymmetry--14a824853ab9--rollup__lookback_days-30__min_value-500__limit_k-50,1384.229,50.0,50.0,553.76,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.914985165026885,2.0,2.0,199954.0,0.0034507936825469857,0.5017253968412735,0.9931221466876657,1.0,0.0,2.0,4798464.0,0.0034144259496372174,0.5017072129748186,0.9931943853679286,1.0,64.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,199954.0,3867.56,3999.08,0.08501483497311504,1.0,199954.0,4798464.0,199954.0,4798464.0,1.0,3999.08,50.0,0.00025005751322804246,3999.08,2.0,1.0,1.0,1.0,16.0,7.5356380708493385,0.022075077267771588,88.28,0.022075077267771588,964.5616730687153,0.0,6.229893815666562,3.869694756436496,6.229893815666562,5.426531915400607,,-1.37147927533475,-0.0036867509224410597,4414.0,1.0,1.0,2848.0,1.0,9.392763113038061,64.0,,0,64.0,199954.0,0.16445088857453383,0.023365374036028286,199954.0,0.16445088857453383,0.023365374036028286,1.003450793682547,1.0034144259496371,1.4953839383058103,1.4953839383058103,1.5005620684117553,0.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,1.0,0.0,0.0034507936825469857,0.5017253968412735,0.0034507936825469857,0.5017253968412735,0.1886109037651166,0.16250874499246262,0.046892564637867354,0.1886109037651166,0.16250874499246262,0.046892564637867354,1.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260704T021822Z-clean-run-eu-us-gac-region-asymmetry--d7841d999c4a--u_tenant_id-1__us_tenant_id-10800__lookback_days-30,34.044,2.0,2.0,305.8,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9960345435318999,2.0,2.0,400.0,0.0,0.5,1.0,1.0,0.0,2.0,9600.0,0.0,0.5,1.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400.0,194.0,200.0,0.0039654564681000475,2.0,400.0,9600.0,800.0,19200.0,2.0,200.0,2.0,0.005,200.0,0.0625,0.03125,0.03125,0.03125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.8969093676180977,1.2955508659005155,3.8969093676180977,0.0,,0.0,5.303304908059076,0.0,0.0,0.0,25.0,1.0,0.0,2.0,,0,2.0,400.0,0.0,0.5,800.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260704T021838Z-clean-run-eu-us-gac-region-asymmetry--44da9e682816--_tenant_id-800__us_tenant_id-10100__lookback_days-7,37.2,2.0,2.0,305.8,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9975268817204301,2.0,2.0,400.0,0.0,0.5,1.0,1.0,0.0,2.0,9600.0,0.0,0.5,1.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400.0,44.5,200.0,0.002473118279569859,2.0,400.0,9600.0,800.0,19200.0,2.0,200.0,2.0,0.005,200.0,0.0625,0.03125,0.03125,0.03125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.583997552432231,0.8058815585064544,2.583997552432231,0.0,,0.0,5.303304908059076,0.0,0.0,0.0,25.0,1.0,0.0,2.0,,0,2.0,400.0,0.0,0.5,800.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260704T021852Z-clean-run-eu-us-gac-region-asymmetry--3e0e26a4774c--eu_tenant_id-5__us_tenant_id-10005__lookback_days-7,37.415,2.0,2.0,305.8,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974876386476011,2.0,2.0,400.0,0.0,0.5,1.0,1.0,0.0,2.0,9600.0,0.0,0.5,1.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400.0,44.5,200.0,0.0025123613523988027,2.0,400.0,9600.0,800.0,19200.0,2.0,200.0,2.0,0.005,200.0,0.0625,0.03125,0.03125,0.03125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.6210388241125804,0.8030439002414665,2.6210388241125804,0.0,,0.0,5.303304908059076,0.0,0.0,0.0,25.0,1.0,0.0,2.0,,0,2.0,400.0,0.0,0.5,800.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260704T021906Z-clean-run-eu-us-gac-region-asymmetry--afa8b901da6b--_tenant_id-100__us_tenant_id-10800__lookback_days-7,36.501,2.0,2.0,305.8,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9975617106380648,2.0,2.0,400.0,0.0,0.5,1.0,1.0,0.0,2.0,9600.0,0.0,0.5,1.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400.0,42.0,200.0,0.0024382893619352523,2.0,400.0,9600.0,800.0,19200.0,2.0,200.0,2.0,0.005,200.0,0.0625,0.03125,0.03125,0.03125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.545531271604435,0.7857641619956596,2.545531271604435,0.0,,0.0,5.303304908059076,0.0,0.0,0.0,25.0,1.0,0.0,2.0,,0,2.0,400.0,0.0,0.5,800.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260704T021920Z-clean-run-eu-us-gac-region-asymmetry--048de8461803--eu_tenant_id-5__us_tenant_id-10001__lookback_days-7,36.742,2.0,2.0,305.8,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997196668662566,2.0,2.0,400.0,0.0,0.5,1.0,1.0,0.0,2.0,9600.0,0.0,0.5,1.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400.0,38.5,200.0,0.0028033313374340413,2.0,400.0,9600.0,800.0,19200.0,2.0,200.0,2.0,0.005,200.0,0.0625,0.03125,0.03125,0.03125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.3749057545736716,0.7620217219849819,2.3749057545736716,0.0,,0.0,5.303304908059076,0.0,0.0,0.0,25.0,1.0,0.0,2.0,,0,2.0,400.0,0.0,0.5,800.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260704T021934Z-clean-run-eu-us-gac-region-asymmetry--8feef1e53d5c--_rollup__lookback_days-1__min_value-500__limit_k-50,1156.799,50.0,50.0,553.76,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9935269653587183,2.0,2.0,199954.0,0.0034507936825469857,0.5017253968412735,0.9931221466876657,1.0,0.0,2.0,4798464.0,0.0034144259496372174,0.5017072129748186,0.9931943853679286,1.0,64.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,199954.0,127.18,3999.08,0.006473034641281724,1.0,199954.0,4798464.0,199954.0,4798464.0,1.0,3999.08,50.0,0.00025005751322804246,3999.08,2.0,1.0,1.0,1.0,16.0,3.1720017072129747,0.009292137191554058,37.16,0.009292137191554058,406.01621852326076,0.0,2.833521273234939,1.798499375348178,2.833521273234939,2.2413743619491493,,-1.37147927533475,-0.0036867509224410597,1858.0,1.0,0.0,227.0,1.0,7.527793987721444,64.0,,0,64.0,199954.0,0.16445088857453383,0.023365374036028286,199954.0,0.16445088857453383,0.023365374036028286,1.003450793682547,1.0034144259496371,1.4953839383058103,1.4953839383058103,1.5005620684117553,0.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,1.0,0.0,0.0034507936825469857,0.5017253968412735,0.0034507936825469857,0.5017253968412735,0.1886109037651166,0.16250874499246262,0.046892564637867354,0.1886109037651166,0.16250874499246262,0.046892564637867354,1.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260704T021949Z-clean-run-eu-us-gac-region-asymmetry--3bd1475f5525--u_tenant_id-1__us_tenant_id-10100__lookback_days-30,37.479,2.0,2.0,305.8,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9964780276955095,2.0,2.0,400.0,0.0,0.5,1.0,1.0,0.0,2.0,9600.0,0.0,0.5,1.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400.0,191.5,200.0,0.003521972304490459,2.0,400.0,9600.0,800.0,19200.0,2.0,200.0,2.0,0.005,200.0,0.0625,0.03125,0.03125,0.03125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.876395827784995,1.2912661397821477,3.876395827784995,0.0,,0.0,5.303304908059076,0.0,0.0,0.0,25.0,1.0,0.0,2.0,,0,2.0,400.0,0.0,0.5,800.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260704T022005Z-clean-run-eu-us-gac-region-asymmetry--14f57387442b--eu_tenant_id-5__us_tenant_id-10800__lookback_days-7,36.846,2.0,2.0,305.8,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9973402811702765,2.0,2.0,400.0,0.0,0.5,1.0,1.0,0.0,2.0,9600.0,0.0,0.5,1.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400.0,42.5,200.0,0.0026597188297234945,2.0,400.0,9600.0,800.0,19200.0,2.0,200.0,2.0,0.005,200.0,0.0625,0.03125,0.03125,0.03125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.545531271604435,0.7904593081567758,2.545531271604435,0.0,,0.0,5.303304908059076,0.0,0.0,0.0,25.0,1.0,0.0,2.0,,0,2.0,400.0,0.0,0.5,800.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260704T022019Z-clean-run-eu-us-gac-region-asymmetry--8962701ce130--ltiregion_top_tenants__lookback_days-30__limit_k-50,2447.645,50.0,50.0,1049.08,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9652212637044998,2.0,2.0,400000.0,0.0,0.5,1.0,1.0,0.0,2.0,9601024.0,0.0,0.5,1.0,1.0,64.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400000.0,7738.12,8000.0,0.03477873629550027,1.0,400000.0,9601024.0,400000.0,9601024.0,1.0,8000.0,50.0,0.000125,8000.0,2.0,1.0,1.0,1.0,16.0,3.167235494880546,0.00928,74.24,0.00928,405.4061433447099,0.0,5.827680627961587,2.285687331522522,5.827680627961587,2.2980974265246576,,1.637822990965287,0.693142180597445,3712.0,1.0,0.0,158.0,1.0,8.21959545417708,64.0,,0,64.0,400000.0,0.16502121075789014,0.0235,400000.0,0.16502121075789014,0.0235,1.0,1.0,1.504,1.504,1.504,0.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.18914544668059022,0.16292475330283535,0.047,0.18914544668059022,0.16292475330283535,0.047,1.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260704T022035Z-clean-run-eu-us-gac-region-asymmetry--bbc75dad398d--u_tenant_id-1__us_tenant_id-10001__lookback_days-30,35.57,2.0,2.0,305.8,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9960359853809391,2.0,2.0,400.0,0.0,0.5,1.0,1.0,0.0,2.0,9600.0,0.0,0.5,1.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400.0,193.0,200.0,0.003964014619060957,2.0,400.0,9600.0,800.0,19200.0,2.0,200.0,2.0,0.005,200.0,0.0625,0.03125,0.03125,0.03125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.886705197443856,1.2938501708714751,3.886705197443856,0.0,,0.0,5.303304908059076,0.0,0.0,0.0,25.0,1.0,0.0,2.0,,0,2.0,400.0,0.0,0.5,800.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
