scope,target_index,target_query_id,target_cohort,target_winner,neighbor_index,neighbor_query_id,neighbor_cohort,neighbor_winner,distance,same_winner
all_other_cases,0,"cross-action-pilot-v1::pilot_gac_topk::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-01 00:00:00+00"",""limit_k"":5000}",reference,regional_topk_candidates,18,"fuzzy-memory-topk-panel-v1::fuzzy_topk_transport_severe::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,2.056915703364297,False
all_other_cases,1,"cross-action-pilot-v1::pilot_gac_topk::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-01 00:00:00+00"",""limit_k"":5000}",reference,mitigate_remote_path_bundle,35,q04_event_oldest,final_dba,mitigate_remote_path_bundle,1.0338992894860983,True
all_other_cases,2,"fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}",reference,regional_topk_candidates,18,"fuzzy-memory-topk-panel-v1::fuzzy_topk_transport_severe::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,0.905320466598039,False
all_other_cases,3,"fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":100}",reference,regional_topk_candidates,41,q06_tenant_sum,final_dba,regional_topk_candidates,0.9051312948498461,True
all_other_cases,4,"fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,20,"fuzzy-memory-topk-panel-v1::fuzzy_topk_transport_severe::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,0.9572339088455939,True
all_other_cases,5,"fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":100}",reference,regional_topk_candidates,41,q06_tenant_sum,final_dba,regional_topk_candidates,0.5032662909240595,True
all_other_cases,6,"fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,22,"fuzzy-memory-topk-panel-v1::fuzzy_topk_transport_severe::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,0.7290054280523193,True
all_other_cases,7,"fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":100}",reference,mitigate_remote_path_bundle,23,"fuzzy-memory-topk-panel-v1::fuzzy_topk_transport_severe::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":100}",reference,mitigate_remote_path_bundle,0.7881208239668235,True
all_other_cases,8,"fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,16,"fuzzy-memory-topk-panel-v1::fuzzy_topk_memory_severe::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,0.9002987539675815,True
all_other_cases,9,"fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":100}",reference,mitigate_remote_path_bundle,25,"fuzzy-memory-topk-panel-v1::fuzzy_topk_transport_severe::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":100}",reference,mitigate_remote_path_bundle,0.48248436121472127,True
all_other_cases,10,"fuzzy-memory-topk-panel-v1::fuzzy_topk_memory_severe::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}",reference,regional_topk_candidates,12,"fuzzy-memory-topk-panel-v1::fuzzy_topk_memory_severe::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":10000}",reference,regional_topk_candidates,1.1608700133781191,True
all_other_cases,11,"fuzzy-memory-topk-panel-v1::fuzzy_topk_memory_severe::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":100}",reference,regional_topk_candidates,3,"fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":100}",reference,regional_topk_candidates,1.0048804424723619,True
all_other_cases,12,"fuzzy-memory-topk-panel-v1::fuzzy_topk_memory_severe::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":10000}",reference,regional_topk_candidates,10,"fuzzy-memory-topk-panel-v1::fuzzy_topk_memory_severe::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}",reference,regional_topk_candidates,1.1608700133781191,True
all_other_cases,13,"fuzzy-memory-topk-panel-v1::fuzzy_topk_memory_severe::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":100}",reference,regional_topk_candidates,83,q05_event_deviation,topology,regional_topk_candidates,0.5933044764368618,True
all_other_cases,14,"fuzzy-memory-topk-panel-v1::fuzzy_topk_memory_severe::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,6,"fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,0.8621345496777482,True
all_other_cases,15,"fuzzy-memory-topk-panel-v1::fuzzy_topk_memory_severe::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":100}",reference,mitigate_remote_path_bundle,27,q02_event_value_asc,final_dba,mitigate_remote_path_bundle,0.786897951352881,True
all_other_cases,16,"fuzzy-memory-topk-panel-v1::fuzzy_topk_memory_severe::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,8,"fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,0.9002987539675815,True
all_other_cases,17,"fuzzy-memory-topk-panel-v1::fuzzy_topk_memory_severe::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":100}",reference,mitigate_remote_path_bundle,27,q02_event_value_asc,final_dba,mitigate_remote_path_bundle,0.5608011143596758,True
all_other_cases,18,"fuzzy-memory-topk-panel-v1::fuzzy_topk_transport_severe::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,2,"fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}",reference,regional_topk_candidates,0.905320466598039,False
all_other_cases,19,"fuzzy-memory-topk-panel-v1::fuzzy_topk_transport_severe::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":100}",reference,regional_topk_candidates,89,q07_tenant_count,topology,regional_topk_candidates,0.6730239579647401,True
all_other_cases,20,"fuzzy-memory-topk-panel-v1::fuzzy_topk_transport_severe::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,4,"fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,0.9572339088455939,True
all_other_cases,21,"fuzzy-memory-topk-panel-v1::fuzzy_topk_transport_severe::raw-large-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":100}",reference,mitigate_remote_path_bundle,41,q06_tenant_sum,final_dba,regional_topk_candidates,0.7755917957456823,False
all_other_cases,22,"fuzzy-memory-topk-panel-v1::fuzzy_topk_transport_severe::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,6,"fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,0.7290054280523193,True
all_other_cases,23,"fuzzy-memory-topk-panel-v1::fuzzy_topk_transport_severe::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":100}",reference,mitigate_remote_path_bundle,7,"fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-24 00:00:00+00"",""limit_k"":100}",reference,mitigate_remote_path_bundle,0.7881208239668235,True
all_other_cases,24,"fuzzy-memory-topk-panel-v1::fuzzy_topk_transport_severe::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":10000}",reference,mitigate_remote_path_bundle,77,q03_event_recent,topology,mitigate_remote_path_bundle,1.5622931870250292,True
all_other_cases,25,"fuzzy-memory-topk-panel-v1::fuzzy_topk_transport_severe::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":100}",reference,mitigate_remote_path_bundle,9,"fuzzy-memory-topk-panel-v1::fuzzy_topk_balanced::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":100}",reference,mitigate_remote_path_bundle,0.48248436121472127,True
all_other_cases,26,q01_event_value_desc,final_dba,mitigate_remote_path_bundle,71,q01_event_value_desc,topology,mitigate_remote_path_bundle,0.3099709249450685,True
all_other_cases,27,q02_event_value_asc,final_dba,mitigate_remote_path_bundle,17,"fuzzy-memory-topk-panel-v1::fuzzy_topk_memory_severe::raw-small-balanced-v1::{""cutoff_ts"":""2026-06-29 00:00:00+00"",""limit_k"":100}",reference,mitigate_remote_path_bundle,0.5608011143596758,True
all_other_cases,28,q02_event_value_asc,final_dba,mitigate_remote_path_bundle,27,q02_event_value_asc,final_dba,mitigate_remote_path_bundle,0.7317364215501386,True
all_other_cases,29,q03_event_recent,final_dba,mitigate_remote_path_bundle,31,q03_event_recent,final_dba,mitigate_remote_path_bundle,0.594387844703846,True
all_other_cases,30,q03_event_recent,final_dba,mitigate_remote_path_bundle,31,q03_event_recent,final_dba,mitigate_remote_path_bundle,0.3166695105777743,True
all_other_cases,31,q03_event_recent,final_dba,mitigate_remote_path_bundle,30,q03_event_recent,final_dba,mitigate_remote_path_bundle,0.3166695105777743,True
all_other_cases,32,q04_event_oldest,final_dba,mitigate_remote_path_bundle,80,q04_event_oldest,topology,mitigate_remote_path_bundle,0.47123908221450406,True
all_other_cases,33,q04_event_oldest,final_dba,mitigate_remote_path_bundle,34,q04_event_oldest,final_dba,mitigate_remote_path_bundle,0.03738296070975189,True
all_other_cases,34,q04_event_oldest,final_dba,mitigate_remote_path_bundle,33,q04_event_oldest,final_dba,mitigate_remote_path_bundle,0.03738296070975189,True
all_other_cases,35,q04_event_oldest,final_dba,mitigate_remote_path_bundle,33,q04_event_oldest,final_dba,mitigate_remote_path_bundle,0.19612837768444988,True
all_other_cases,36,q05_event_deviation,final_dba,regional_topk_candidates,83,q05_event_deviation,topology,regional_topk_candidates,0.7661499085021812,True
all_other_cases,37,q05_event_deviation,final_dba,regional_topk_candidates,39,q05_event_deviation,final_dba,regional_topk_candidates,0.12114468078502626,True
all_other_cases,38,q05_event_deviation,final_dba,regional_topk_candidates,40,q05_event_deviation,final_dba,regional_topk_candidates,0.17903842363424496,True
all_other_cases,39,q05_event_deviation,final_dba,regional_topk_candidates,37,q05_event_deviation,final_dba,regional_topk_candidates,0.12114468078502626,True
all_other_cases,40,q05_event_deviation,final_dba,regional_topk_candidates,38,q05_event_deviation,final_dba,regional_topk_candidates,0.17903842363424496,True
all_other_cases,41,q06_tenant_sum,final_dba,regional_topk_candidates,86,q06_tenant_sum,topology,regional_topk_candidates,0.42792350169056587,True
all_other_cases,42,q07_tenant_count,final_dba,regional_topk_candidates,43,q07_tenant_count,final_dba,regional_topk_candidates,0.7298123203779371,True
all_other_cases,43,q07_tenant_count,final_dba,regional_topk_candidates,42,q07_tenant_count,final_dba,regional_topk_candidates,0.7298123203779371,True
all_other_cases,44,q08_tenant_avg,final_dba,regional_topk_candidates,46,q08_tenant_avg,final_dba,regional_topk_candidates,0.6102716617432834,True
all_other_cases,45,q08_tenant_avg,final_dba,regional_topk_candidates,44,q08_tenant_avg,final_dba,regional_topk_candidates,0.7287829472436067,True
all_other_cases,46,q08_tenant_avg,final_dba,regional_topk_candidates,92,q08_tenant_avg,topology,regional_topk_candidates,0.5258882656658116,True
all_other_cases,47,q09_tenant_max,final_dba,mitigate_remote_path_bundle,96,q09_tenant_max,topology,mitigate_remote_path_bundle,0.09464207250734293,True
all_other_cases,48,q09_tenant_max,final_dba,mitigate_remote_path_bundle,49,q09_tenant_max,final_dba,mitigate_remote_path_bundle,0.39973046572684656,True
all_other_cases,49,q09_tenant_max,final_dba,mitigate_remote_path_bundle,50,q09_tenant_max,final_dba,mitigate_remote_path_bundle,0.23252411411839968,True
all_other_cases,50,q09_tenant_max,final_dba,mitigate_remote_path_bundle,49,q09_tenant_max,final_dba,mitigate_remote_path_bundle,0.23252411411839968,True
all_other_cases,51,q10_tenant_min,final_dba,mitigate_remote_path_bundle,100,q10_tenant_min,topology,mitigate_remote_path_bundle,0.6556325822433614,True
all_other_cases,52,q10_tenant_min,final_dba,mitigate_remote_path_bundle,53,q10_tenant_min,final_dba,mitigate_remote_path_bundle,0.09828669542135676,True
