condition_id,metric,observed_repetitions,mean,standard_deviation,coefficient_of_variation,median,mad,robust_relative_dispersion,minimum,maximum
cond-237ce059e3ec5c42e426,main_root_actual_total_time_ms,3,233.28666666666672,44.26787233799851,0.18975740435800803,253.092,11.102000000000004,0.06503494855625623,182.574,264.194
cond-27f20255d8711f744816,elapsed_seconds,5,1.6442018,0.02349556641581559,0.014289952982544837,1.643708,0.021548000000000123,0.01943597329939392,1.613542,1.668919
cond-27f20255d8711f744816,main_root_actual_total_time_ms,5,1562.1127999999999,22.523868843961996,0.014418849166309883,1554.03,19.029999999999973,0.01815529816026715,1535.0,1589.681
cond-2934cc7da1de670fd716,elapsed_seconds,5,2.5395754000000004,0.06829178536471292,0.026891024918855692,2.539789,0.058015999999999845,0.03386679822615177,2.469343,2.636744
cond-2934cc7da1de670fd716,main_root_actual_total_time_ms,5,2457.9024,67.49876710207381,0.02746193953920783,2453.735,55.55600000000004,0.03356814228105319,2393.61,2555.84
cond-2b31382cbb0741a77873,elapsed_seconds,3,0.17560699999999999,0.0055764508426059045,0.03175528790199653,0.176279,0.004538000000000014,0.038166989828624064,0.169725,0.180817
cond-2b31382cbb0741a77873,main_root_actual_total_time_ms,3,119.58766666666666,5.810586057648006,0.04858850598568977,120.558,4.293999999999997,0.05280681829492854,113.353,124.852
cond-2f7c5c4be6cf31156182,elapsed_seconds,5,2.5615084,0.10244818426551047,0.039995256023954665,2.575767,0.061885999999999886,0.03562130565381101,2.408372,2.665548
cond-2f7c5c4be6cf31156182,main_root_actual_total_time_ms,5,2476.0953999999997,102.77792572240404,0.04150806375328028,2489.432,60.22600000000011,0.03586804845442662,2322.662,2583.216
cond-33bae3c34e8ca2f62e55,elapsed_seconds,3,2.6747739999999998,0.16346324680795993,0.061112919000992215,2.731798,0.07028900000000027,0.03814720978637527,2.490437,2.802087
cond-33bae3c34e8ca2f62e55,main_root_actual_total_time_ms,3,2589.5263333333332,160.60083377533695,0.06201938621284676,2641.387,76.40200000000004,0.04288413821980651,2409.403,2717.789
cond-36f3dc2b7cc2196e32e8,elapsed_seconds,5,5.427708399999999,0.5028220975283408,0.09263985101490362,5.269657,0.16668000000000038,0.04689484875391331,4.950701,6.271264
cond-36f3dc2b7cc2196e32e8,main_root_actual_total_time_ms,5,5328.1276,491.14248329715883,0.09217918942053092,5180.357,159.88699999999972,0.045759098494563125,4856.192,6149.414
cond-3a0c2ae45bc4fcdebff0,elapsed_seconds,3,0.2416863333333333,0.006620544262621725,0.027393126335739818,0.244577,0.0017930000000000168,0.01086897705017244,0.234112,0.24637
cond-3a0c2ae45bc4fcdebff0,main_root_actual_total_time_ms,3,184.84166666666667,6.9337789360011515,0.03751199099770696,188.402,0.8700000000000045,0.006846328595237879,176.851,189.272
cond-3a3f69b12ed3afde9053,elapsed_seconds,3,92.591724,0.05014246981352299,0.0005415437540996968,92.567109,0.008463000000006105,0.00013554753881326302,92.558646,92.649417
cond-3a3f69b12ed3afde9053,main_root_actual_total_time_ms,3,91546.61066666666,46.32573801174719,0.0005060344416291428,91522.917,5.993000000002212,9.708193413463077e-05,91516.924,91599.991
cond-3da59e1bcfb56a20168b,elapsed_seconds,3,2.685000333333333,0.15543687701872216,0.057890822242749135,2.748049,0.05095800000000006,0.02749235213782581,2.507945,2.799007
