query_run_id,remote_path_share,remote_to_final_rows_ratio,wan_output_to_final_rows_ratio,drf_bytes_proxy,global_group_merge_ratio,temp_bytes_to_wan_bytes_ratio,temp_blocks_per_wan_row,temp_blocks_per_final_row,spill_per_wan_mb,hash_batches_max,remote_region_rows_isf,worker_task_scan_rows_isf,worker_task_scan_actual_rows_max_share,task_count_to_shard_count_ratio,active_task_share,citus_repartition_query,worker_task_seq_scan_share,root_rows_estimate_error_log,foreign_scan_rows_estimate_error_log,aggregate_rows_estimate_error_log,remote_root_rows_estimate_error_log
20260724T232049Z-repeatability-v1__pilot-balanced-v1_--972ee5fb9929--__limit_k-250__payload_repeat-64__payload_width-512,0.7092730396775636,-0.29070637521301057,-0.7302965404315491,-0.1983821471319045,-0.7302965404315491,0.13184387140904452,-0.12455394459013179,-0.12085885139532229,-0.2590078512265417,-0.1286978904175566,-0.1388109652285092,-0.7329752661285645,-0.4905610538221066,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.556457982089389,0.0,-0.5563869997219277
20260724T232451Z-repeatability-v1__pilot-balanced-v1_--e48a0883aa19--__limit_k-100__payload_repeat-64__payload_width-512,0.7092841232221081,0.011253621514630434,-0.34669018764768605,-0.1983821471319045,-0.34669018764768605,0.13184387140904452,-0.12455394459013179,0.16049944994805734,-0.2590078512265417,-0.1286978904175566,-0.1388109652285092,-0.7329752661285645,-0.4905610538221066,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.5562496272913606,0.0,-0.5563869997219277
20260724T232853Z-repeatability-v1__pilot-balanced-v1_--dd2489b6ac32--vent_filter_summary__lookback_days-1__min_value-900,0.7094402690018157,0.9986764172590058,0.9077198714198236,-0.1983821471319045,0.9077198714198236,-1.093893596256877,-0.1599090461694918,-0.9186346130954639,-0.529858997711173,-0.1286978904175566,-0.07504198617841051,-0.8007640959853957,-0.49550847659633146,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,-2.1628467699243696,-0.2227560547015236,-1.045514384491709
20260724T232953Z-repeatability-v1__pilot-balanced-v1_--e48a0883aa19--__limit_k-100__payload_repeat-64__payload_width-512,0.7092920621208267,0.011253621514630434,-0.34669018764768605,-0.1983821471319045,-0.34669018764768605,0.13184387140904452,-0.12455394459013179,0.16049944994805734,-0.2590078512265417,-0.1286978904175566,-0.1388109652285092,-0.7329752661285645,-0.4905610538221066,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.5558625105878078,0.0,-0.5563869997219277
20260724T233532Z-repeatability-v1__pilot-balanced-v1_--e15bb5639322--__limit_k-100__payload_repeat-64__payload_width-512,0.7089785807292436,0.011253621514630434,-0.34669018764768605,-0.1983821471319045,-0.34669018764768605,0.13184387140904452,-0.12455394459013179,0.16049944994805734,-0.2590078512265417,-0.1286978904175566,-0.1388109652285092,-0.7329752661285645,-0.4905610538221066,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.5571123897252249,0.0,-0.5563869997219277
20260724T233720Z-repeatability-v1__pilot-balanced-v1_--e15bb5639322--__limit_k-100__payload_repeat-64__payload_width-512,0.7089798232748511,0.011253621514630434,-0.34669018764768605,-0.1983821471319045,-0.34669018764768605,0.13184387140904452,-0.12455394459013179,0.16049944994805734,-0.2590078512265417,-0.1286978904175566,-0.1388109652285092,-0.7329752661285645,-0.4905610538221066,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.5569934540767657,0.0,-0.5563869997219277
20260724T233908Z-repeatability-v1__pilot-balanced-v1_--e15bb5639322--__limit_k-100__payload_repeat-64__payload_width-512,0.7089522194346086,0.011253621514630434,-0.34669018764768605,-0.1983821471319045,-0.34669018764768605,0.13184387140904452,-0.12455394459013179,0.16049944994805734,-0.2590078512265417,-0.1286978904175566,-0.1388109652285092,-0.7329752661285645,-0.4905610538221066,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.5569042384754824,0.0,-0.5563869997219277
20260724T234150Z-repeatability-v1__pilot-balanced-v1_--7074fd6e2a5d--nt_rollup__lookback_days-7__min_value-0__limit_k-50,0.6666617697130607,0.4684276495201614,0.23409820608412452,-0.1983821471319045,0.23409820608412452,0.24275108708455698,-0.13499196313700487,0.49008438687912753,-0.21235229804184963,-0.1286978904175566,-0.161625113686919,-0.7252368037918017,-0.4899962786978971,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.8271004608735358,1.6900123898702213,-0.3460605543543522
20260724T234207Z-repeatability-v1__pilot-balanced-v1_--7074fd6e2a5d--nt_rollup__lookback_days-7__min_value-0__limit_k-50,0.6703552150604725,0.4684276495201614,0.23409820608412452,-0.1983821471319045,0.23409820608412452,0.24275108708455698,-0.13499196313700487,0.49008438687912753,-0.21235229804184963,-0.1286978904175566,-0.161625113686919,-0.7252368037918017,-0.4899962786978971,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.8270855871480266,1.689944692498914,-0.3460605543543522
20260724T234224Z-repeatability-v1__pilot-balanced-v1_--7074fd6e2a5d--nt_rollup__lookback_days-7__min_value-0__limit_k-50,0.6698584739710626,0.4684276495201614,0.23409820608412452,-0.1983821471319045,0.23409820608412452,0.24275108708455698,-0.13499196313700487,0.49008438687912753,-0.21235229804184963,-0.1286978904175566,-0.161625113686919,-0.7252368037918017,-0.4899962786978971,0.6862759285696077,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.8270558387058642,1.689944692498914,-0.3460605543543522
20260724T234240Z-repeatability-v1__pilot-balanced-v1_--af5b32cfd7bb--__gac_fdw_top_tenants__lookback_days-14__limit_k-25,0.6694414991940854,0.4684276495201614,0.23409820608412452,-0.1983821471319045,0.23409820608412452,0.24275108708455698,-0.13499196313700487,0.49008438687912753,-0.21235229804184963,-0.1286978904175566,-0.161625113686919,-0.9551616149787034,-0.42497156751305704,-0.3546322082858489,0.043088942569777744,-0.14418745018211765,0.3407248473647339,0.09297767607627684,0.5575076468047326,0.5577689557540221,-0.3460605543543522
