condition_id,feature,observed_repetitions,median,mad,robust_relative_dispersion,minimum,maximum
cond-0310221dd4f525ebbd94,remote_path_share,3,0.9998731409868784,1.9467960203911616e-06,2.886685979079748e-06,0.999871194190858,0.9998793847791908
cond-0310221dd4f525ebbd94,remote_to_final_rows_ratio,3,2.0,0.0,0.0,2.0,2.0
cond-0310221dd4f525ebbd94,wan_output_to_final_rows_ratio,3,2.0,0.0,0.0,2.0,2.0
cond-0310221dd4f525ebbd94,drf_bytes_proxy,3,200000.0,0.0,0.0,200000.0,200000.0
cond-0310221dd4f525ebbd94,global_group_merge_ratio,3,2.0,0.0,0.0,2.0,2.0
cond-0310221dd4f525ebbd94,temp_bytes_to_wan_bytes_ratio,3,0.0,0.0,,0.0,0.0
cond-0310221dd4f525ebbd94,temp_blocks_per_wan_row,3,0.0,0.0,,0.0,0.0
cond-0310221dd4f525ebbd94,temp_blocks_per_final_row,3,0.0,0.0,,0.0,0.0
cond-0310221dd4f525ebbd94,spill_per_wan_mb,3,0.0,0.0,,0.0,0.0
cond-0310221dd4f525ebbd94,hash_batches_max,3,1.0,0.0,0.0,1.0,1.0
cond-0310221dd4f525ebbd94,remote_region_rows_isf,3,1.0,0.0,0.0,1.0,1.0
cond-0310221dd4f525ebbd94,worker_task_scan_rows_isf,3,1.504,0.0,0.0,1.504,1.504
cond-0310221dd4f525ebbd94,worker_task_scan_actual_rows_max_share,3,0.0235,0.0,0.0,0.0235,0.0235
cond-0310221dd4f525ebbd94,task_count_to_shard_count_ratio,3,2.0,0.0,0.0,2.0,2.0
cond-0310221dd4f525ebbd94,active_task_share,3,1.0,0.0,0.0,1.0,1.0
cond-0310221dd4f525ebbd94,citus_repartition_query,3,0.0,0.0,,0.0,0.0
cond-0310221dd4f525ebbd94,worker_task_seq_scan_share,3,1.0,0.0,0.0,1.0,1.0
cond-0310221dd4f525ebbd94,root_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-0310221dd4f525ebbd94,foreign_scan_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-0310221dd4f525ebbd94,aggregate_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-0310221dd4f525ebbd94,remote_root_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-035b1b9f0c873b267eb4,remote_path_share,3,0.0,0.0,,0.0,0.0
cond-035b1b9f0c873b267eb4,remote_to_final_rows_ratio,0,,,,,
cond-035b1b9f0c873b267eb4,wan_output_to_final_rows_ratio,0,,,,,
cond-035b1b9f0c873b267eb4,drf_bytes_proxy,0,,,,,
cond-035b1b9f0c873b267eb4,global_group_merge_ratio,0,,,,,
cond-035b1b9f0c873b267eb4,temp_bytes_to_wan_bytes_ratio,0,,,,,
cond-035b1b9f0c873b267eb4,temp_blocks_per_wan_row,0,,,,,
cond-035b1b9f0c873b267eb4,temp_blocks_per_final_row,3,0.0,0.0,,0.0,0.0
cond-035b1b9f0c873b267eb4,spill_per_wan_mb,0,,,,,
cond-035b1b9f0c873b267eb4,hash_batches_max,3,1.0,0.0,0.0,1.0,1.0
cond-035b1b9f0c873b267eb4,remote_region_rows_isf,0,,,,,
cond-035b1b9f0c873b267eb4,worker_task_scan_rows_isf,0,,,,,
cond-035b1b9f0c873b267eb4,worker_task_scan_actual_rows_max_share,0,,,,,
cond-035b1b9f0c873b267eb4,task_count_to_shard_count_ratio,0,,,,,
cond-035b1b9f0c873b267eb4,active_task_share,0,,,,,
cond-035b1b9f0c873b267eb4,citus_repartition_query,3,0.0,0.0,,0.0,0.0
cond-035b1b9f0c873b267eb4,worker_task_seq_scan_share,0,,,,,
cond-035b1b9f0c873b267eb4,root_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-035b1b9f0c873b267eb4,foreign_scan_rows_estimate_error_log,0,,,,,
cond-035b1b9f0c873b267eb4,aggregate_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-035b1b9f0c873b267eb4,remote_root_rows_estimate_error_log,0,,,,,
cond-06d0a73fabed411b37fc,remote_path_share,3,1.0,0.0,0.0,1.0,1.0
cond-06d0a73fabed411b37fc,remote_to_final_rows_ratio,3,1.0,0.0,0.0,1.0,1.0
cond-06d0a73fabed411b37fc,wan_output_to_final_rows_ratio,3,1.0,0.0,0.0,1.0,1.0
cond-06d0a73fabed411b37fc,drf_bytes_proxy,3,200000.0,0.0,0.0,200000.0,200000.0
cond-06d0a73fabed411b37fc,global_group_merge_ratio,3,1.0,0.0,0.0,1.0,1.0
cond-06d0a73fabed411b37fc,temp_bytes_to_wan_bytes_ratio,3,0.0,0.0,,0.0,0.0
cond-06d0a73fabed411b37fc,temp_blocks_per_wan_row,3,0.0,0.0,,0.0,0.0
cond-06d0a73fabed411b37fc,temp_blocks_per_final_row,3,0.0,0.0,,0.0,0.0
cond-06d0a73fabed411b37fc,spill_per_wan_mb,3,0.0,0.0,,0.0,0.0
cond-06d0a73fabed411b37fc,hash_batches_max,3,1.0,0.0,0.0,1.0,1.0
cond-06d0a73fabed411b37fc,remote_region_rows_isf,3,1.0,0.0,0.0,1.0,1.0
cond-06d0a73fabed411b37fc,worker_task_scan_rows_isf,3,1.248,0.0,0.0,1.248,1.248
cond-06d0a73fabed411b37fc,worker_task_scan_actual_rows_max_share,3,0.039,0.0,0.0,0.039,0.039
cond-06d0a73fabed411b37fc,task_count_to_shard_count_ratio,3,1.0,0.0,0.0,1.0,1.0
cond-06d0a73fabed411b37fc,active_task_share,3,1.0,0.0,0.0,1.0,1.0
cond-06d0a73fabed411b37fc,citus_repartition_query,3,0.0,0.0,,0.0,0.0
cond-06d0a73fabed411b37fc,worker_task_seq_scan_share,3,1.0,0.0,0.0,1.0,1.0
cond-06d0a73fabed411b37fc,root_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-06d0a73fabed411b37fc,foreign_scan_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-06d0a73fabed411b37fc,aggregate_rows_estimate_error_log,0,,,,,
cond-06d0a73fabed411b37fc,remote_root_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-0754ed1d08faa440d5bb,remote_path_share,3,0.9999059444257118,1.6231042854197852e-06,2.4066407691363794e-06,0.9999043213214264,0.9999078829241236
cond-0754ed1d08faa440d5bb,remote_to_final_rows_ratio,3,1999.54,0.0,0.0,1999.54,1999.54
cond-0754ed1d08faa440d5bb,wan_output_to_final_rows_ratio,3,1999.54,0.0,0.0,1999.54,1999.54
cond-0754ed1d08faa440d5bb,drf_bytes_proxy,3,1.0,0.0,0.0,1.0,1.0
cond-0754ed1d08faa440d5bb,global_group_merge_ratio,3,1999.54,0.0,0.0,1999.54,1999.54
cond-0754ed1d08faa440d5bb,temp_bytes_to_wan_bytes_ratio,3,2.7018307515042888,0.0,0.0,2.7018307515042888,2.7018307515042888
cond-0754ed1d08faa440d5bb,temp_blocks_per_wan_row,3,0.0131930343979115,0.0,0.0,0.0131930343979115,0.0131930343979115
cond-0754ed1d08faa440d5bb,temp_blocks_per_final_row,3,26.38,0.0,0.0,26.38,26.38
cond-0754ed1d08faa440d5bb,spill_per_wan_mb,3,345.83433619254896,0.0,0.0,345.83433619254896,345.83433619254896
cond-0754ed1d08faa440d5bb,hash_batches_max,3,1.0,0.0,0.0,1.0,1.0
cond-0754ed1d08faa440d5bb,remote_region_rows_isf,3,1.003450793682547,0.0,0.0,1.003450793682547,1.003450793682547
cond-0754ed1d08faa440d5bb,worker_task_scan_rows_isf,3,1.4953839383058103,0.0,0.0,1.4953839383058103,1.4953839383058103
cond-0754ed1d08faa440d5bb,worker_task_scan_actual_rows_max_share,3,0.0233653740360282,0.0,0.0,0.0233653740360282,0.0233653740360282
cond-0754ed1d08faa440d5bb,task_count_to_shard_count_ratio,3,2.0,0.0,0.0,2.0,2.0
cond-0754ed1d08faa440d5bb,active_task_share,3,1.0,0.0,0.0,1.0,1.0
cond-0754ed1d08faa440d5bb,citus_repartition_query,3,0.0,0.0,,0.0,0.0
cond-0754ed1d08faa440d5bb,worker_task_seq_scan_share,3,1.0,0.0,0.0,1.0,1.0
cond-0754ed1d08faa440d5bb,root_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-0754ed1d08faa440d5bb,foreign_scan_rows_estimate_error_log,3,5.05815925570406,0.0005780989599584174,0.00016944692219770803,5.057581156744102,5.058781450293262
cond-0754ed1d08faa440d5bb,aggregate_rows_estimate_error_log,0,,,,,
cond-0754ed1d08faa440d5bb,remote_root_rows_estimate_error_log,3,-0.003686750922441,0.0,0.0,-0.003686750922441,-0.003686750922441
cond-0815667b5c439756a642,remote_path_share,5,0.99681689169474,0.00024207840604562048,0.00036005152745053476,0.9963106389659322,0.9971867508195116
cond-0815667b5c439756a642,remote_to_final_rows_ratio,5,200.0,0.0,0.0,200.0,200.0
cond-0815667b5c439756a642,wan_output_to_final_rows_ratio,5,200.0,0.0,0.0,200.0,200.0
cond-0815667b5c439756a642,drf_bytes_proxy,5,2.0,0.0,0.0,2.0,2.0
cond-0815667b5c439756a642,global_group_merge_ratio,5,200.0,0.0,0.0,200.0,200.0
cond-0815667b5c439756a642,temp_bytes_to_wan_bytes_ratio,5,0.0,0.0,,0.0,0.0
cond-0815667b5c439756a642,temp_blocks_per_wan_row,5,0.0,0.0,,0.0,0.0
cond-0815667b5c439756a642,temp_blocks_per_final_row,5,0.0,0.0,,0.0,0.0
cond-0815667b5c439756a642,spill_per_wan_mb,5,0.0,0.0,,0.0,0.0
cond-0815667b5c439756a642,hash_batches_max,5,1.0,0.0,0.0,1.0,1.0
cond-0815667b5c439756a642,remote_region_rows_isf,5,1.0,0.0,0.0,1.0,1.0
cond-0815667b5c439756a642,worker_task_scan_rows_isf,5,1.0,0.0,0.0,1.0,1.0
cond-0815667b5c439756a642,worker_task_scan_actual_rows_max_share,5,0.5,0.0,0.0,0.5,0.5
cond-0815667b5c439756a642,task_count_to_shard_count_ratio,5,0.0625,0.0,0.0,0.0625,0.0625
cond-0815667b5c439756a642,active_task_share,5,0.03125,0.0,0.0,0.03125,0.03125
cond-0815667b5c439756a642,citus_repartition_query,5,0.0,0.0,,0.0,0.0
cond-0815667b5c439756a642,worker_task_seq_scan_share,5,0.0,0.0,,0.0,0.0
cond-0815667b5c439756a642,root_rows_estimate_error_log,5,0.0,0.0,,0.0,0.0
cond-0815667b5c439756a642,foreign_scan_rows_estimate_error_log,5,3.886705197443856,0.0,0.0,3.886705197443856,3.886705197443856
cond-0815667b5c439756a642,aggregate_rows_estimate_error_log,5,0.0,0.0,,0.0,0.0
cond-0815667b5c439756a642,remote_root_rows_estimate_error_log,5,5.303304908059076,0.0,0.0,5.303304908059076,5.303304908059076
cond-109494aaf85c5b74f7dc,remote_path_share,3,0.998988218750536,1.2198249941586248e-05,1.8103442068528023e-05,0.9989760205005944,0.9990690060070034
cond-109494aaf85c5b74f7dc,remote_to_final_rows_ratio,3,39947.0,0.0,0.0,39947.0,39947.0
cond-109494aaf85c5b74f7dc,wan_output_to_final_rows_ratio,3,39947.0,0.0,0.0,39947.0,39947.0
cond-109494aaf85c5b74f7dc,drf_bytes_proxy,3,1.0,0.0,0.0,1.0,1.0
cond-109494aaf85c5b74f7dc,global_group_merge_ratio,3,39947.0,0.0,0.0,39947.0,39947.0
cond-109494aaf85c5b74f7dc,temp_bytes_to_wan_bytes_ratio,3,0.0,0.0,,0.0,0.0
cond-109494aaf85c5b74f7dc,temp_blocks_per_wan_row,3,0.0,0.0,,0.0,0.0
cond-109494aaf85c5b74f7dc,temp_blocks_per_final_row,3,0.0,0.0,,0.0,0.0
cond-109494aaf85c5b74f7dc,spill_per_wan_mb,3,0.0,0.0,,0.0,0.0
cond-109494aaf85c5b74f7dc,hash_batches_max,3,1.0,0.0,0.0,1.0,1.0
cond-109494aaf85c5b74f7dc,remote_region_rows_isf,3,1.0147946028487749,0.0,0.0,1.0147946028487749,1.0147946028487749
cond-109494aaf85c5b74f7dc,worker_task_scan_rows_isf,3,2.034695972163116,0.0,0.0,2.034695972163116,2.034695972163116
cond-109494aaf85c5b74f7dc,worker_task_scan_actual_rows_max_share,3,0.0317921245650486,0.0,0.0,0.0317921245650486,0.0317921245650486
cond-109494aaf85c5b74f7dc,task_count_to_shard_count_ratio,3,2.0,0.0,0.0,2.0,2.0
cond-109494aaf85c5b74f7dc,active_task_share,3,1.0,0.0,0.0,1.0,1.0
cond-109494aaf85c5b74f7dc,citus_repartition_query,3,0.0,0.0,,0.0,0.0
cond-109494aaf85c5b74f7dc,worker_task_seq_scan_share,3,1.0,0.0,0.0,1.0,1.0
cond-109494aaf85c5b74f7dc,root_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-109494aaf85c5b74f7dc,foreign_scan_rows_estimate_error_log,3,0.9927664539034512,0.0,0.0,0.991147020351148,0.9927664539034512
cond-109494aaf85c5b74f7dc,aggregate_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-109494aaf85c5b74f7dc,remote_root_rows_estimate_error_log,3,-1.625628108613139,0.0,0.0,-1.625628108613139,-1.625628108613139
cond-129d83d07d674987662d,remote_path_share,3,0.898384470498153,0.00304967060532757,0.005032858183666804,0.8953347998928254,0.9015838667104896
cond-129d83d07d674987662d,remote_to_final_rows_ratio,3,33333.333333333336,0.0,0.0,33333.333333333336,33333.333333333336
cond-129d83d07d674987662d,wan_output_to_final_rows_ratio,3,33333.333333333336,0.0,0.0,33333.333333333336,33333.333333333336
cond-129d83d07d674987662d,drf_bytes_proxy,3,1.0,0.0,0.0,1.0,1.0
cond-129d83d07d674987662d,global_group_merge_ratio,3,33333.333333333336,0.0,0.0,33333.333333333336,33333.333333333336
cond-129d83d07d674987662d,temp_bytes_to_wan_bytes_ratio,3,28.30601326770811,0.0,0.0,28.29745345602397,28.30601326770811
cond-129d83d07d674987662d,temp_blocks_per_wan_row,3,0.1102283333333333,0.0,0.0,0.110195,0.1102283333333333
cond-129d83d07d674987662d,temp_blocks_per_final_row,3,3674.277777777778,0.0,0.0,3673.1666666666665,3674.277777777778
cond-129d83d07d674987662d,spill_per_wan_mb,3,3623.169698266638,0.0,0.0,3622.074042371068,3623.169698266638
cond-129d83d07d674987662d,hash_batches_max,3,1.0,0.0,0.0,1.0,1.0
cond-129d83d07d674987662d,remote_region_rows_isf,3,1.8,0.0,0.0,1.8,1.8
cond-129d83d07d674987662d,worker_task_scan_rows_isf,3,2.8586666666666667,0.0,0.0,2.8586666666666667,2.8586666666666667
cond-129d83d07d674987662d,worker_task_scan_actual_rows_max_share,3,0.0223333333333333,0.0,0.0,0.0223333333333333,0.0223333333333333
cond-129d83d07d674987662d,task_count_to_shard_count_ratio,3,4.0,0.0,0.0,4.0,4.0
cond-129d83d07d674987662d,active_task_share,3,2.0,0.0,0.0,2.0,2.0
cond-129d83d07d674987662d,citus_repartition_query,3,0.0,0.0,,0.0,0.0
cond-129d83d07d674987662d,worker_task_seq_scan_share,3,1.0,0.0,0.0,1.0,1.0
cond-129d83d07d674987662d,root_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-129d83d07d674987662d,foreign_scan_rows_estimate_error_log,3,5.698800488685285,0.0,0.0,5.698800488685285,5.698800488685285
cond-129d83d07d674987662d,aggregate_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-129d83d07d674987662d,remote_root_rows_estimate_error_log,3,-1.609397913634059,0.0,0.0,-1.609397913634059,-1.609397913634059
cond-1661f99ef69859e5d461,remote_path_share,3,0.9965714925198512,7.300445518798604e-05,0.00010860877113735352,0.9956761743520596,0.9966444969750392
cond-1661f99ef69859e5d461,remote_to_final_rows_ratio,3,5057.25,0.0,0.0,5057.25,5057.25
cond-1661f99ef69859e5d461,wan_output_to_final_rows_ratio,3,5057.25,0.0,0.0,5057.25,5057.25
cond-1661f99ef69859e5d461,drf_bytes_proxy,3,1.0,0.0,0.0,1.0,1.0
cond-1661f99ef69859e5d461,global_group_merge_ratio,3,5057.25,0.0,0.0,5057.25,5057.25
cond-1661f99ef69859e5d461,temp_bytes_to_wan_bytes_ratio,3,0.0,0.0,,0.0,0.0
cond-1661f99ef69859e5d461,temp_blocks_per_wan_row,3,0.0,0.0,,0.0,0.0
cond-1661f99ef69859e5d461,temp_blocks_per_final_row,3,0.0,0.0,,0.0,0.0
cond-1661f99ef69859e5d461,spill_per_wan_mb,3,0.0,0.0,,0.0,0.0
cond-1661f99ef69859e5d461,hash_batches_max,3,1.0,0.0,0.0,1.0,1.0
cond-1661f99ef69859e5d461,remote_region_rows_isf,3,1.0,0.0,0.0,1.0,1.0
cond-1661f99ef69859e5d461,worker_task_scan_rows_isf,3,1.2560185871768252,0.0,0.0,1.2560185871768252,1.2560185871768252
cond-1661f99ef69859e5d461,worker_task_scan_actual_rows_max_share,3,0.0392505808492757,0.0,0.0,0.0392505808492757,0.0392505808492757
cond-1661f99ef69859e5d461,task_count_to_shard_count_ratio,3,1.0,0.0,0.0,1.0,1.0
cond-1661f99ef69859e5d461,active_task_share,3,1.0,0.0,0.0,1.0,1.0
cond-1661f99ef69859e5d461,citus_repartition_query,3,0.0,0.0,,0.0,0.0
cond-1661f99ef69859e5d461,worker_task_seq_scan_share,3,1.0,0.0,0.0,1.0,1.0
cond-1661f99ef69859e5d461,root_rows_estimate_error_log,3,-3.339321977944068,0.0,0.0,-3.339321977944068,-3.339321977944068
cond-1661f99ef69859e5d461,foreign_scan_rows_estimate_error_log,3,2.104772995859226,0.0010649628269567835,0.0007501587532727787,2.103708033032269,2.108491459639163
cond-1661f99ef69859e5d461,aggregate_rows_estimate_error_log,3,-3.339321977944068,0.0,0.0,-3.339321977944068,-3.339321977944068
cond-1661f99ef69859e5d461,remote_root_rows_estimate_error_log,3,-1.5980135347584377,0.0,0.0,-1.5980135347584377,-1.5980135347584377
cond-17b0613b129bd2b9c16c,remote_path_share,3,0.9443305608550888,0.00011444290504281085,0.0001796754842744445,0.944216117950046,0.94513257048758
cond-17b0613b129bd2b9c16c,remote_to_final_rows_ratio,3,33333.333333333336,0.0,0.0,33333.333333333336,33333.333333333336
cond-17b0613b129bd2b9c16c,wan_output_to_final_rows_ratio,3,33333.333333333336,0.0,0.0,33333.333333333336,33333.333333333336
cond-17b0613b129bd2b9c16c,drf_bytes_proxy,3,1.0,0.0,0.0,1.0,1.0
cond-17b0613b129bd2b9c16c,global_group_merge_ratio,3,33333.333333333336,0.0,0.0,33333.333333333336,33333.333333333336
cond-17b0613b129bd2b9c16c,temp_bytes_to_wan_bytes_ratio,3,24.122497055359247,0.0,0.0,24.122497055359247,24.139629510654245
cond-17b0613b129bd2b9c16c,temp_blocks_per_wan_row,3,0.0938666666666666,0.0,0.0,0.0938666666666666,0.0939333333333333
cond-17b0613b129bd2b9c16c,temp_blocks_per_final_row,3,3128.8888888888887,0.0,0.0,3128.8888888888887,3131.1111111111118
cond-17b0613b129bd2b9c16c,spill_per_wan_mb,3,3087.679623085984,0.0,0.0,3087.679623085984,3089.8725773637434
cond-17b0613b129bd2b9c16c,hash_batches_max,3,1.0,0.0,0.0,1.0,1.0
cond-17b0613b129bd2b9c16c,remote_region_rows_isf,3,1.0,0.0,0.0,1.0,1.0
cond-17b0613b129bd2b9c16c,worker_task_scan_rows_isf,3,4.89152,0.0,0.0,4.89152,4.89152
cond-17b0613b129bd2b9c16c,worker_task_scan_actual_rows_max_share,3,0.038215,0.0,0.0,0.038215,0.038215
cond-17b0613b129bd2b9c16c,task_count_to_shard_count_ratio,3,4.0,0.0,0.0,4.0,4.0
cond-17b0613b129bd2b9c16c,active_task_share,3,2.0,0.0,0.0,2.0,2.0
cond-17b0613b129bd2b9c16c,citus_repartition_query,3,0.0,0.0,,0.0,0.0
cond-17b0613b129bd2b9c16c,worker_task_seq_scan_share,3,1.0,0.0,0.0,1.0,1.0
cond-17b0613b129bd2b9c16c,root_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-17b0613b129bd2b9c16c,foreign_scan_rows_estimate_error_log,3,5.111018268193043,0.0,0.0,5.111018268193043,5.111018268193043
cond-17b0613b129bd2b9c16c,aggregate_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-17b0613b129bd2b9c16c,remote_root_rows_estimate_error_log,3,0.693142180597445,0.0,0.0,0.693142180597445,0.693142180597445
cond-1c1b79e78e1cf306ea1b,remote_path_share,3,0.9816697953987724,0.0005746619125311936,0.0008679025825631615,0.9802141652070192,0.9822444573113036
cond-1c1b79e78e1cf306ea1b,remote_to_final_rows_ratio,3,4012.1,0.0,0.0,4012.1,4012.1
cond-1c1b79e78e1cf306ea1b,wan_output_to_final_rows_ratio,3,4012.1,0.0,0.0,4012.1,4012.1
cond-1c1b79e78e1cf306ea1b,drf_bytes_proxy,3,1.0,0.0,0.0,1.0,1.0
cond-1c1b79e78e1cf306ea1b,global_group_merge_ratio,3,4012.1,0.0,0.0,4012.1,4012.1
cond-1c1b79e78e1cf306ea1b,temp_bytes_to_wan_bytes_ratio,3,2.8521591150818977,0.0,0.0,2.8521591150818977,2.8521591150818977
cond-1c1b79e78e1cf306ea1b,temp_blocks_per_wan_row,3,0.0083547269509733,0.0,0.0,0.0083547269509733,0.0083547269509733
cond-1c1b79e78e1cf306ea1b,temp_blocks_per_final_row,3,33.52,0.0,0.0,33.52,33.52
cond-1c1b79e78e1cf306ea1b,spill_per_wan_mb,3,365.0763667304829,0.0,0.0,365.0763667304829,365.0763667304829
cond-1c1b79e78e1cf306ea1b,hash_batches_max,3,1.0,0.0,0.0,1.0,1.0
cond-1c1b79e78e1cf306ea1b,remote_region_rows_isf,3,1.8007826325365768,0.0,0.0,1.8007826325365768,1.8007826325365768
cond-1c1b79e78e1cf306ea1b,worker_task_scan_rows_isf,3,2.12892001694873,0.0,0.0,2.12892001694873,2.12892001694873
cond-1c1b79e78e1cf306ea1b,worker_task_scan_actual_rows_max_share,3,0.0332643752648239,0.0,0.0,0.0332643752648239,0.0332643752648239
cond-1c1b79e78e1cf306ea1b,task_count_to_shard_count_ratio,3,2.0,0.0,0.0,2.0,2.0
cond-1c1b79e78e1cf306ea1b,active_task_share,3,1.0,0.0,0.0,1.0,1.0
cond-1c1b79e78e1cf306ea1b,citus_repartition_query,3,0.0,0.0,,0.0,0.0
cond-1c1b79e78e1cf306ea1b,worker_task_seq_scan_share,3,1.0,0.0,0.0,1.0,1.0
cond-1c1b79e78e1cf306ea1b,root_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-1c1b79e78e1cf306ea1b,foreign_scan_rows_estimate_error_log,3,5.362201223177775,2.455765523645681e-05,6.789968919742237e-06,5.362152106057993,5.362225780833011
cond-1c1b79e78e1cf306ea1b,aggregate_rows_estimate_error_log,3,4.5591262474866845,0.0,0.0,4.5591262474866845,4.5591262474866845
cond-1c1b79e78e1cf306ea1b,remote_root_rows_estimate_error_log,3,-1.6102982738389395,0.0,0.0,-1.6102982738389395,-1.6102982738389395
cond-1ef8768e78a1de56adf1,remote_path_share,5,0.899490300730668,0.0054136212724175126,0.008923092203488235,0.8833212072873645,0.908365111063468
cond-1ef8768e78a1de56adf1,remote_to_final_rows_ratio,5,4466.666666666667,0.0,0.0,4466.666666666667,4466.666666666667
cond-1ef8768e78a1de56adf1,wan_output_to_final_rows_ratio,5,4466.666666666667,0.0,0.0,4466.666666666667,4466.666666666667
cond-1ef8768e78a1de56adf1,drf_bytes_proxy,5,1.0,0.0,0.0,1.0,1.0
cond-1ef8768e78a1de56adf1,global_group_merge_ratio,5,4466.666666666667,0.0,0.0,4466.666666666667,4466.666666666667
cond-1ef8768e78a1de56adf1,temp_bytes_to_wan_bytes_ratio,5,10.471613863491388,0.0,0.0,10.471613863491388,10.471613863491388
cond-1ef8768e78a1de56adf1,temp_blocks_per_wan_row,5,0.0306268656716417,0.0,0.0,0.0306268656716417,0.0306268656716417
cond-1ef8768e78a1de56adf1,temp_blocks_per_final_row,5,136.8,0.0,0.0,136.8,136.8
cond-1ef8768e78a1de56adf1,spill_per_wan_mb,5,1340.3665745268977,0.0,0.0,1340.3665745268977,1340.3665745268977
cond-1ef8768e78a1de56adf1,hash_batches_max,5,1.0,0.0,0.0,1.0,1.0
cond-1ef8768e78a1de56adf1,remote_region_rows_isf,5,1.0,0.0,0.0,1.0,1.0
cond-1ef8768e78a1de56adf1,worker_task_scan_rows_isf,5,1.2805970149253731,0.0,0.0,1.2805970149253731,1.2805970149253731
cond-1ef8768e78a1de56adf1,worker_task_scan_actual_rows_max_share,5,0.0388059701492537,0.0,0.0,0.0388059701492537,0.0388059701492537
cond-1ef8768e78a1de56adf1,task_count_to_shard_count_ratio,5,1.03125,0.0,0.0,1.03125,1.03125
cond-1ef8768e78a1de56adf1,active_task_share,5,1.03125,0.0,0.0,1.03125,1.03125
cond-1ef8768e78a1de56adf1,citus_repartition_query,5,0.0,0.0,,0.0,0.0
cond-1ef8768e78a1de56adf1,worker_task_seq_scan_share,5,1.0,0.0,0.0,1.0,1.0
cond-1ef8768e78a1de56adf1,root_rows_estimate_error_log,5,-0.1031842362352307,0.0,0.0,-0.1031842362352307,-0.1031842362352307
cond-1ef8768e78a1de56adf1,foreign_scan_rows_estimate_error_log,5,5.0597373004760575,0.00010022439135948247,2.936766748467758e-05,5.059002088233962,5.0599377191290245
cond-1ef8768e78a1de56adf1,aggregate_rows_estimate_error_log,5,-2.5169949643395007,0.0,0.0,-2.5169949643395007,-2.5169949643395007
cond-1ef8768e78a1de56adf1,remote_root_rows_estimate_error_log,5,6.90875477931522,0.0,0.0,6.90875477931522,6.90875477931522
cond-213094df63d00ed2a194,remote_path_share,3,0.9999404754818508,5.820387638855173e-06,8.629820390637326e-06,0.999934655094212,0.9999705702312004
cond-213094df63d00ed2a194,remote_to_final_rows_ratio,3,1.0,0.0,0.0,1.0,1.0
cond-213094df63d00ed2a194,wan_output_to_final_rows_ratio,3,1.0,0.0,0.0,1.0,1.0
cond-213094df63d00ed2a194,drf_bytes_proxy,3,1003.22,0.0,0.0,1003.22,1003.22
cond-213094df63d00ed2a194,global_group_merge_ratio,3,1.0,0.0,0.0,1.0,1.0
cond-213094df63d00ed2a194,temp_bytes_to_wan_bytes_ratio,3,9.473845368716509,0.0,0.0,9.473845368716509,9.473845368716509
cond-213094df63d00ed2a194,temp_blocks_per_wan_row,3,46.41,0.0,0.0,46.41,46.41
cond-213094df63d00ed2a194,temp_blocks_per_final_row,3,46.41,0.0,0.0,46.41,46.41
cond-213094df63d00ed2a194,spill_per_wan_mb,3,1212.6522071957131,0.0,0.0,1212.6522071957131,1212.6522071957131
cond-213094df63d00ed2a194,hash_batches_max,3,1.0,0.0,0.0,1.0,1.0
cond-213094df63d00ed2a194,remote_region_rows_isf,3,1.0,0.0,0.0,1.0,1.0
cond-213094df63d00ed2a194,worker_task_scan_rows_isf,3,1.2535635254480573,0.0,0.0,1.2535635254480573,1.2535635254480573
cond-213094df63d00ed2a194,worker_task_scan_actual_rows_max_share,3,0.0391738601702517,0.0,0.0,0.0391738601702517,0.0391738601702517
cond-213094df63d00ed2a194,task_count_to_shard_count_ratio,3,1.0,0.0,0.0,1.0,1.0
cond-213094df63d00ed2a194,active_task_share,3,1.0,0.0,0.0,1.0,1.0
cond-213094df63d00ed2a194,citus_repartition_query,3,0.0,0.0,,0.0,0.0
cond-213094df63d00ed2a194,worker_task_seq_scan_share,3,1.0,0.0,0.0,1.0,1.0
cond-213094df63d00ed2a194,root_rows_estimate_error_log,3,0.0,0.0,,0.0,0.0
cond-213094df63d00ed2a194,foreign_scan_rows_estimate_error_log,3,-0.3477241134186479,0.0,0.0,-0.3477241134186479,-0.3477241134186479
cond-213094df63d00ed2a194,aggregate_rows_estimate_error_log,0,,,,,
