query_run_id,hard_cluster,max_membership,top2_margin,membership_entropy,nearest_center_distance,nearest_center_distance_baseline_percentile,display_state,membership_c0,membership_c1,membership_c2,membership_c3
20260724T223802Z-repeatability-v1__pilot-balanced-v1_--39dfbb7c776b--time-default__gac_etl_local_rollup__lookback_days-7,3,0.9043451878977684,0.8423009532384695,0.39875249978463284,1.0650311795089487,0.025458248472505093,clear_prototype,0.022525133091847085,0.06204423465929887,0.011085444351085758,0.9043451878977684
20260724T223816Z-repeatability-v1__pilot-balanced-v1_--539329890443--t__gac_fdw_top_tenants__lookback_days-3__limit_k-50,1,0.7145121902526261,0.5422782735638658,0.8524984072017862,1.5976458051486697,0.26934826883910384,clear_prototype,0.08583230706505424,0.7145121902526261,0.027421585993559157,0.17223391668876034
20260724T223831Z-repeatability-v1__pilot-balanced-v1_--c1319a544c62--tenant_tier_left_join__lookback_days-14__limit_k-50,0,0.40747769215385876,0.09961279860041394,1.2417493597671354,3.0364450354468646,0.6384928716904277,mixed_boundary,0.40747769215385876,0.3078648935534448,0.0672025303609482,0.2174548839317483
20260724T223847Z-repeatability-v1__pilot-balanced-v1_--8ba735d7a28f--enant_id-1000__us_tenant_id-10005__lookback_days-14,2,0.9843933037176321,0.9774526756331433,0.09674010294968613,0.9740852685280931,0.01680244399185336,clear_prototype,0.0030301114287829907,0.005635956769096037,0.9843933037176321,0.006940628084488817
20260724T223901Z-repeatability-v1__pilot-balanced-v1_--2b4ae3682b4a--_fdw_global_user_join__lookback_days-7__limit_k-100,0,0.8167933640127032,0.6928053592095695,0.6211420365601087,1.7304166779079173,0.319755600814664,clear_prototype,0.8167933640127032,0.12398800480313367,0.011842886900122694,0.047375744284040525
20260724T223916Z-repeatability-v1__pilot-balanced-v1_--b236a78a235a--_rollup__lookback_days-7__min_value-900__limit_k-10,1,0.5124767621110156,0.18745342019349293,1.1120042512786703,2.6080039411471416,0.5392057026476579,mixed_boundary,0.09870184448231,0.5124767621110156,0.06379805148915178,0.32502334191752263
20260724T223931Z-repeatability-v1__pilot-balanced-v1_--539329890443--t__gac_fdw_top_tenants__lookback_days-3__limit_k-50,1,0.7144596394324749,0.5421621512271665,0.8525629136046717,1.5976313142845495,0.26934826883910384,clear_prototype,0.0858235390339487,0.7144596394324749,0.027419333328267913,0.17229748820530844
20260724T223946Z-repeatability-v1__pilot-balanced-v1_--da46db020e85---default__gac_fdw_event_full_scan_summary__case-001,2,0.29215056064227096,0.03794949193798586,1.3792807741414213,13.134440890066458,0.9923625254582484,weak_prototype_coverage,0.20906792451522355,0.2445804461382203,0.29215056064227096,0.2542010687042851
20260724T224000Z-repeatability-v1__pilot-balanced-v1_--29477138269d--_event_filter_summary__lookback_days-3__min_value-0,1,0.4036534376798043,0.015701767667696098,1.165584954140402,3.1024028419516103,0.659877800407332,mixed_boundary,0.3879516700121082,0.4036534376798043,0.04236081906765713,0.1660340732404304
20260724T224016Z-repeatability-v1__pilot-balanced-v1_--4f19a423aa55--ion_global_user_join__lookback_days-30__limit_k-100,0,0.5283969297785348,0.2985898611405636,1.173025477551343,5.721940725026968,0.9058044806517311,mixed_boundary,0.5283969297785348,0.22980706863797123,0.0818419380910591,0.1599540634924349
