policy_id,mitigation_action,intervention_role,changed_fields,stressed_config_json,mitigated_config_json,pair_count,strict_pair_count,stressed_template_count,dataset_count
remote_transport_calibration,increase_fetch_size,calibration,fetch_size|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""100""],""network_profile_id"":[""pressure_remote_fetch_100""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_fetch_100""],""template_id"":[""gac_fdw_multiregion_global_user_join""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""10000""],""network_profile_id"":[""pressure_remote_fetch_10000""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_fetch_10000""],""template_id"":[""gac_fdw_multiregion_global_user_join""]}",1,1,1,1
remote_transport_calibration,increase_fetch_size,calibration,fetch_size|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""100""],""network_profile_id"":[""pressure_remote_fetch_100""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_fetch_100""],""template_id"":[""gac_fdw_multiregion_raw_region_rollup""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""10000""],""network_profile_id"":[""pressure_remote_fetch_10000""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_fetch_10000""],""template_id"":[""gac_fdw_multiregion_raw_region_rollup""]}",1,1,1,1
remote_transport_calibration,remove_added_delay,calibration,configured_latency_ms|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""80""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_delay_80ms""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_delay_80ms""],""template_id"":[""gac_fdw_multiregion_event_filter_summary""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_delay_0ms""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_delay_0ms""],""template_id"":[""gac_fdw_multiregion_event_filter_summary""]}",1,1,1,1
remote_transport_calibration,remove_added_delay,calibration,configured_latency_ms|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""80""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_delay_80ms""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_delay_80ms""],""template_id"":[""gac_fdw_multiregion_event_raw_wide_sample""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_delay_0ms""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_delay_0ms""],""template_id"":[""gac_fdw_multiregion_event_raw_wide_sample""]}",1,1,1,1
remote_transport_calibration,remove_added_delay,calibration,configured_latency_ms|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""80""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_delay_80ms""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_delay_80ms""],""template_id"":[""gac_fdw_multiregion_global_user_join""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_delay_0ms""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_delay_0ms""],""template_id"":[""gac_fdw_multiregion_global_user_join""]}",1,1,1,1
remote_transport_calibration,remove_added_delay,calibration,configured_latency_ms|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""80""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_delay_80ms""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_delay_80ms""],""template_id"":[""gac_fdw_multiregion_raw_region_rollup""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_delay_0ms""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_delay_0ms""],""template_id"":[""gac_fdw_multiregion_raw_region_rollup""]}",1,1,1,1
remote_transport_calibration,remove_added_delay,calibration,configured_latency_ms|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""80""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_delay_80ms""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_delay_80ms""],""template_id"":[""gac_fdw_multiregion_event_filter_summary""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_delay_0ms""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_delay_0ms""],""template_id"":[""gac_fdw_multiregion_event_filter_summary""]}",1,1,1,1
remote_transport_calibration,remove_added_delay,calibration,configured_latency_ms|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""80""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_delay_80ms""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_delay_80ms""],""template_id"":[""gac_fdw_multiregion_event_raw_wide_sample""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_delay_0ms""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_delay_0ms""],""template_id"":[""gac_fdw_multiregion_event_raw_wide_sample""]}",1,1,1,1
remote_transport_calibration,remove_added_delay,calibration,configured_latency_ms|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""80""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_delay_80ms""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_delay_80ms""],""template_id"":[""gac_fdw_multiregion_global_user_join""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_delay_0ms""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_delay_0ms""],""template_id"":[""gac_fdw_multiregion_global_user_join""]}",1,1,1,1
remote_transport_calibration,remove_added_delay,calibration,configured_latency_ms|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""80""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_delay_80ms""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_delay_80ms""],""template_id"":[""gac_fdw_multiregion_raw_region_rollup""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_delay_0ms""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_delay_0ms""],""template_id"":[""gac_fdw_multiregion_raw_region_rollup""]}",1,1,1,1
remote_transport_calibration,remove_bandwidth_limit,calibration,configured_bandwidth_mbit|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""10""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_bandwidth_10mbit""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_bandwidth_10mbit""],""template_id"":[""gac_fdw_multiregion_event_filter_summary""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_bandwidth_unlimited""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_bandwidth_unlimited""],""template_id"":[""gac_fdw_multiregion_event_filter_summary""]}",1,1,1,1
remote_transport_calibration,remove_bandwidth_limit,calibration,configured_bandwidth_mbit|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""10""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_bandwidth_10mbit""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_bandwidth_10mbit""],""template_id"":[""gac_fdw_multiregion_event_raw_wide_sample""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_bandwidth_unlimited""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_bandwidth_unlimited""],""template_id"":[""gac_fdw_multiregion_event_raw_wide_sample""]}",1,1,1,1
remote_transport_calibration,remove_bandwidth_limit,calibration,configured_bandwidth_mbit|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""10""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_bandwidth_10mbit""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_bandwidth_10mbit""],""template_id"":[""gac_fdw_multiregion_global_user_join""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_bandwidth_unlimited""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_bandwidth_unlimited""],""template_id"":[""gac_fdw_multiregion_global_user_join""]}",1,1,1,1
remote_transport_calibration,remove_bandwidth_limit,calibration,configured_bandwidth_mbit|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""10""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_bandwidth_10mbit""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_bandwidth_10mbit""],""template_id"":[""gac_fdw_multiregion_raw_region_rollup""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_bandwidth_unlimited""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_bandwidth_unlimited""],""template_id"":[""gac_fdw_multiregion_raw_region_rollup""]}",1,1,1,1
remote_transport_calibration,remove_bandwidth_limit,calibration,configured_bandwidth_mbit|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""10""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_bandwidth_10mbit""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_bandwidth_10mbit""],""template_id"":[""gac_fdw_multiregion_event_filter_summary""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_bandwidth_unlimited""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_bandwidth_unlimited""],""template_id"":[""gac_fdw_multiregion_event_filter_summary""]}",1,1,1,1
remote_transport_calibration,remove_bandwidth_limit,calibration,configured_bandwidth_mbit|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""10""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_bandwidth_10mbit""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_bandwidth_10mbit""],""template_id"":[""gac_fdw_multiregion_event_raw_wide_sample""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_bandwidth_unlimited""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_bandwidth_unlimited""],""template_id"":[""gac_fdw_multiregion_event_raw_wide_sample""]}",1,1,1,1
remote_transport_calibration,remove_bandwidth_limit,calibration,configured_bandwidth_mbit|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""10""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_bandwidth_10mbit""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_bandwidth_10mbit""],""template_id"":[""gac_fdw_multiregion_global_user_join""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_bandwidth_unlimited""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_bandwidth_unlimited""],""template_id"":[""gac_fdw_multiregion_global_user_join""]}",1,1,1,1
remote_transport_calibration,remove_bandwidth_limit,calibration,configured_bandwidth_mbit|network_profile_id|runtime_config_id,"{""configured_bandwidth_mbit"":[""10""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_bandwidth_10mbit""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_bandwidth_10mbit""],""template_id"":[""gac_fdw_multiregion_raw_region_rollup""]}","{""configured_bandwidth_mbit"":[""0""],""configured_jitter_ms"":[""0""],""configured_latency_ms"":[""0""],""configured_loss_percent"":[""0""],""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""fetch_size"":[""2000""],""network_profile_id"":[""pressure_remote_bandwidth_unlimited""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""pressure_remote_bandwidth_unlimited""],""template_id"":[""gac_fdw_multiregion_raw_region_rollup""]}",1,1,1,1
repartition_colocation,null_join_strategy_intervention,negative_control,,"{""dataset_profile_id"":[""pilot-balanced-v1""],""dataset_size_class"":[""medium""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""reference_table_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_tier_join""]}","{""dataset_profile_id"":[""pilot-balanced-v1""],""dataset_size_class"":[""medium""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""reference_table_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_tier_join""]}",2,2,1,1
repartition_colocation,null_join_strategy_intervention,negative_control,,"{""dataset_profile_id"":[""pilot-balanced-v1""],""dataset_size_class"":[""medium""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""tenant_point_no_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_point_rollup""]}","{""dataset_profile_id"":[""pilot-balanced-v1""],""dataset_size_class"":[""medium""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""tenant_point_no_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_point_rollup""]}",2,2,1,1
repartition_colocation,null_join_strategy_intervention,negative_control,,"{""dataset_profile_id"":[""pilot-balanced-wide-global-dim-v1""],""dataset_size_class"":[""medium""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""reference_table_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_tier_join""]}","{""dataset_profile_id"":[""pilot-balanced-wide-global-dim-v1""],""dataset_size_class"":[""medium""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""reference_table_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_tier_join""]}",2,2,1,1
repartition_colocation,null_join_strategy_intervention,negative_control,,"{""dataset_profile_id"":[""pilot-balanced-wide-global-dim-v1""],""dataset_size_class"":[""medium""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""tenant_point_no_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_point_rollup""]}","{""dataset_profile_id"":[""pilot-balanced-wide-global-dim-v1""],""dataset_size_class"":[""medium""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""tenant_point_no_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_point_rollup""]}",2,2,1,1
repartition_colocation,null_join_strategy_intervention,negative_control,,"{""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""reference_table_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_tier_join""]}","{""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""reference_table_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_tier_join""]}",2,2,1,1
repartition_colocation,null_join_strategy_intervention,negative_control,,"{""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""tenant_point_no_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_point_rollup""]}","{""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""tenant_point_no_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_point_rollup""]}",2,2,1,1
repartition_colocation,null_join_strategy_intervention,negative_control,,"{""dataset_profile_id"":[""raw-large-balanced-wide-global-dim-v1""],""dataset_size_class"":[""large""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""reference_table_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_tier_join""]}","{""dataset_profile_id"":[""raw-large-balanced-wide-global-dim-v1""],""dataset_size_class"":[""large""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""reference_table_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_tier_join""]}",2,2,1,1
repartition_colocation,null_join_strategy_intervention,negative_control,,"{""dataset_profile_id"":[""raw-large-balanced-wide-global-dim-v1""],""dataset_size_class"":[""large""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""tenant_point_no_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_point_rollup""]}","{""dataset_profile_id"":[""raw-large-balanced-wide-global-dim-v1""],""dataset_size_class"":[""large""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""tenant_point_no_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_point_rollup""]}",2,2,1,1
repartition_colocation,null_join_strategy_intervention,negative_control,,"{""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""reference_table_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_tier_join""]}","{""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_scope"":[""gac_single_edge""],""execution_strategy"":[""fdw_raw""],""physical_strategy_id"":[""reference_table_join_control""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""gac_force_remote_join""],""target_scope"":[""global_query""],""template_id"":[""gac_fdw_tenant_tier_join""]}",2,2,1,1
