pair_id,coordinator_fanin_rows,coordinator_fanin_bytes_estimated,coordinator_final_rows,coordinator_non_foreign_time_share_proxy,coordinator_join_operator_count,remote_region_actual_rows_sum,remote_region_tuple_bytes_sum,remote_region_task_count_sum,remote_citus_dependent_map_task_count_sum,remote_citus_repartition_fanout_ratio_max,worker_task_actual_rows_sum,worker_task_scan_actual_rows_sum,regional_coordinator_tx_bytes_sum,analytics_rx_bytes_sum,worker_tx_bytes_sum,os_cpu_busy_pct_mean,os_mem_used_peak_bytes_max,os_disk_read_bytes_sum,os_disk_written_bytes_sum,scenario_level,dataset_size_class,stressed_template_id,dataset_profile_id,logical_question_id,target_log2_gain,correctness_recovery_applied
pair-7a71a6f7f0d20c4d4d03982e,2826.0,67824.0,1.0,0.0004187343019526,0.0,212421.0,20971520.0,24.0,128.0,5.333333333333333,12421.0,12421.0,1695397.0,754203.0,37354730.0,39.0595,785260544.0,0.0,16023552.0,moderate,medium,gac_fdw_single_edge_repartition_join_summary_pair,pilot-balanced-wide-global-dim-v1,joined_event_summary,5.111424237952948,False
pair-80d4755734082838e51a7f04,14160.0,1246080.0,100.0,0.0009381133727628,0.0,2062616.0,213909504.0,24.0,256.0,10.666666666666666,62616.0,62616.0,7985960.0,5241660.0,231450769.0,35.925,882548736.0,8192.0,1452072960.0,moderate,large,gac_fdw_single_edge_repartition_user_value_topk_pair,raw-large-balanced-v1,joined_user_value_topk,5.098876853178393,False
pair-8b2b153bb041bf0cc21a2e03,102.0,9792.0,100.0,4.485275401537664e-06,0.0,2003216.0,213909504.0,24.0,256.0,10.666666666666666,3216.0,3216.0,3083989.0,311129.0,226518347.0,36.24475,866013184.0,40960.0,1393262592.0,sparse,large,gac_fdw_single_edge_repartition_joined_event_sample_pair,raw-large-balanced-v1,joined_event_sample,6.184398588906641,False
pair-9016081884a85070feb0eefd,25.0,600.0,1.0,1.3757277310837004e-05,0.0,200590.0,20971520.0,24.0,128.0,5.333333333333333,590.0,590.0,946052.0,41378.0,27666508.0,37.70775,786632704.0,0.0,6832128.0,sparse,medium,gac_fdw_single_edge_repartition_join_summary_pair,pilot-balanced-v1,joined_event_summary,5.692721071267074,False
pair-915742948e7711b2e5110fd8,2.0,192.0,2.0,1.7164361635884216e-05,0.0,20110.0,2146304.0,24.0,64.0,2.6666666666666665,110.0,110.0,449231.0,16193.0,5164361.0,39.16175,783761408.0,0.0,2670592.0,sparse,small,gac_fdw_single_edge_repartition_joined_event_sample_pair,raw-small-balanced-wide-global-dim-v1,joined_event_sample,5.125819005666914,False
pair-922a7721cd6b9e378dccb68f,2.0,48.0,1.0,2.2391695063238894e-05,0.0,20110.0,2146304.0,24.0,64.0,2.6666666666666665,110.0,110.0,445777.0,13061.0,5158841.0,38.1515,778657792.0,0.0,3686400.0,sparse,small,gac_fdw_single_edge_repartition_join_summary_pair,raw-small-balanced-wide-global-dim-v1,joined_event_summary,4.907362185811884,False
pair-9676179917c72bc33e305761,1935744.0,170345472.0,100.0,0.0674692627164236,0.0,4000000.0,213909504.0,24.0,256.0,10.666666666666666,2000000.0,2000000.0,171954883.0,168977347.0,277346173.0,31.06875,901853184.0,73728.0,2866216960.0,broad,large,gac_fdw_single_edge_repartition_user_value_topk_pair,raw-large-balanced-wide-global-dim-v1,joined_user_value_topk,1.3215548033731452,False
pair-97c9b9a3afb2878898883203,578.0,41616.0,5.0,0.0002465290192774,0.0,22465.0,2146304.0,24.0,64.0,2.6666666666666665,2465.0,2465.0,608080.0,177294.0,4403962.0,38.4415,782147584.0,0.0,2326528.0,moderate,small,gac_fdw_single_edge_repartition_user_join_pair,raw-small-balanced-v1,user_segment_topk,4.68348754039172,False
pair-9bed7e374b927cfcf247e6e5,578.0,13872.0,1.0,0.0002353494939985,0.0,22465.0,2146304.0,24.0,64.0,2.6666666666666665,2465.0,2465.0,584700.0,152604.0,5157826.0,38.6865,782000128.0,0.0,2318336.0,moderate,small,gac_fdw_single_edge_repartition_join_summary_pair,raw-small-balanced-wide-global-dim-v1,joined_event_summary,4.854123320677475,False
pair-9f7be1ad1814609679682fcd,102.0,9792.0,100.0,3.877508295197882e-06,0.0,2003216.0,213909504.0,24.0,256.0,10.666666666666666,3216.0,3216.0,3229557.0,311339.0,270974583.0,36.79975,903090176.0,90112.0,1912512512.0,sparse,large,gac_fdw_single_edge_repartition_joined_event_sample_pair,raw-large-balanced-wide-global-dim-v1,joined_event_sample,6.309944429612435,False
