condition_id,execution_slot_id,pair_id,repeat_id,instance_id,template_id,param_json,rendered_sql_path,expected_shape_tags,corpus_id,corpus_version,batch_id,collection_contract_version,corpus_cell_id,logical_question_id,execution_strategy,execution_scope,target_scope,component_match_id,dataset_profile_id,runtime_config_id,topology_id,intervention_role,intervention_axis,pressure_axis,pressure_level,variant,pressure_pair_key,physical_strategy_id,scenario_level,join_shape_id,remote_shape_id,edge_stress_scope,transfer_volume_level,network_subblock,coordinator_pressure_kind,coordinator_shape_id,mitigation_action,target_metric,dataset_role,expected_regime_targets,execution_class,runtime_sensitivity,required_dataset_capabilities,distribution_key_usage,intervention_roles,cache_policy,order_policy,shuffle_seed,warmup_run_flag,repetition_index,run_order,sentinel_flag,dataset_size_class,planned_query_passes,progress_dataset_weight,progress_runtime_multiplier,planned_work_units,progress_cost_class,progress_weight_basis
cond-b87f4a31567922e50309,cond-b87f4a31567922e50309::r2,pair-250ccfb451be987f237643d9,pair-250ccfb451be987f237643d9::r2,gac_point_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_multiregion_tenant_point_raw_finalize__as_of_unix-1782864000__eu_tenant_id-1__us_tenant_id-10001__lookback_days-30,gac_fdw_multiregion_tenant_point_raw_finalize,"{""as_of_unix"": 1782864000, ""eu_tenant_id"": 1, ""lookback_days"": 30, ""us_tenant_id"": 10001}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-100-gac/rendered/groups/pressure-raw-v1-gac__raw-large-balanced-v1__pressure_gac_memory_mitigated__analytics_clients/queries/gac_point_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac--901da09d5e97853387f0.sql,"fdw_union_all,tenant_filter,raw_row_fetch,gac_global_group_by",pressure-raw-v1-gac,pressure-raw-corpus-v1,batch-100-gac,pressure-raw-v1,gac_point_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated,tenant_point_rollup,multiregion_union,,,,raw-large-balanced-v1,pressure_gac_memory_mitigated,eu_us_gac,negative_control,gac_finalization,gac_finalization,mitigated,mitigated,gac__tenant_point_control,,,,,,,,negative_control,tenant_point,increase_gac_work_mem,paired_coordinator_severity_vector,pressure_negative_control,"well_reduced_localized,remote_fetch_heavy,skew_imbalance",pilot,"{""fetch_size"":""high"",""wan_latency"":""high"",""work_mem"":""low""}","supports_region_partitioning,supports_distribution_key_filter","{""filter_uses_distribution_key"":true,""group_by_uses_distribution_key"":true,""join_uses_distribution_key"":false,""multi_tenant_scope"":false,""order_by_uses_distribution_key"":true,""single_tenant_scope"":true,""tenant_filter_present"":true}",,mixed_cache_first_observed,deterministic_interleaved_shuffle,20260730,false,2,1,false,large,1,8.0,1.0,8.0,heavy,dataset=large:8;runtime=pressure_gac_memory_mitigated:1;passes=1
cond-1f50521d0998c666c2a9,cond-1f50521d0998c666c2a9::r2,pair-8d7acd7de7ec78780c942f2c,pair-8d7acd7de7ec78780c942f2c::r2,gac_filter_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_multiregion_event_filter_summary__as_of_unix-1782864000__lookback_days-30__min_value-500,gac_fdw_multiregion_event_filter_summary,"{""as_of_unix"": 1782864000, ""lookback_days"": 30, ""min_value"": 500}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-100-gac/rendered/groups/pressure-raw-v1-gac__raw-large-balanced-v1__pressure_gac_memory_mitigated__analytics_clients/queries/gac_filter_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_multiregion_event_filter_summary__as_of_unix-1782864000__lookback_days-30__min_value-500.sql,"fdw_union_all,selective_filter,remote_pushdown_candidate",pressure-raw-v1-gac,pressure-raw-corpus-v1,batch-100-gac,pressure-raw-v1,gac_filter_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated,event_filter_summary,multiregion_union,,,,raw-large-balanced-v1,pressure_gac_memory_mitigated,eu_us_gac,negative_control,gac_finalization,gac_finalization,mitigated,mitigated,gac__selective_filter_control,,,,,,,,negative_control,selective_summary,increase_gac_work_mem,paired_coordinator_severity_vector,pressure_negative_control,well_reduced_localized,pilot,"{""fetch_size"":""low"",""wan_latency"":""low"",""work_mem"":""none""}","supports_region_partitioning,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":false,""multi_tenant_scope"":true,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,deterministic_interleaved_shuffle,20260730,false,2,2,false,large,1,8.0,1.0,8.0,heavy,dataset=large:8;runtime=pressure_gac_memory_mitigated:1;passes=1
cond-1f50521d0998c666c2a9,cond-1f50521d0998c666c2a9::r1,pair-8d7acd7de7ec78780c942f2c,pair-8d7acd7de7ec78780c942f2c::r1,gac_filter_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_multiregion_event_filter_summary__as_of_unix-1782864000__lookback_days-30__min_value-500,gac_fdw_multiregion_event_filter_summary,"{""as_of_unix"": 1782864000, ""lookback_days"": 30, ""min_value"": 500}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-100-gac/rendered/groups/pressure-raw-v1-gac__raw-large-balanced-v1__pressure_gac_memory_mitigated__analytics_clients/queries/gac_filter_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_multiregion_event_filter_summary__as_of_unix-1782864000__lookback_days-30__min_value-500.sql,"fdw_union_all,selective_filter,remote_pushdown_candidate",pressure-raw-v1-gac,pressure-raw-corpus-v1,batch-100-gac,pressure-raw-v1,gac_filter_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated,event_filter_summary,multiregion_union,,,,raw-large-balanced-v1,pressure_gac_memory_mitigated,eu_us_gac,negative_control,gac_finalization,gac_finalization,mitigated,mitigated,gac__selective_filter_control,,,,,,,,negative_control,selective_summary,increase_gac_work_mem,paired_coordinator_severity_vector,pressure_negative_control,well_reduced_localized,pilot,"{""fetch_size"":""low"",""wan_latency"":""low"",""work_mem"":""none""}","supports_region_partitioning,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":false,""multi_tenant_scope"":true,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,deterministic_interleaved_shuffle,20260730,false,1,3,false,large,1,8.0,1.0,8.0,heavy,dataset=large:8;runtime=pressure_gac_memory_mitigated:1;passes=1
cond-b87f4a31567922e50309,cond-b87f4a31567922e50309::r0,pair-250ccfb451be987f237643d9,pair-250ccfb451be987f237643d9::r0,gac_point_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_multiregion_tenant_point_raw_finalize__as_of_unix-1782864000__eu_tenant_id-1__us_tenant_id-10001__lookback_days-30,gac_fdw_multiregion_tenant_point_raw_finalize,"{""as_of_unix"": 1782864000, ""eu_tenant_id"": 1, ""lookback_days"": 30, ""us_tenant_id"": 10001}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-100-gac/rendered/groups/pressure-raw-v1-gac__raw-large-balanced-v1__pressure_gac_memory_mitigated__analytics_clients/queries/gac_point_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac--901da09d5e97853387f0.sql,"fdw_union_all,tenant_filter,raw_row_fetch,gac_global_group_by",pressure-raw-v1-gac,pressure-raw-corpus-v1,batch-100-gac,pressure-raw-v1,gac_point_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated,tenant_point_rollup,multiregion_union,,,,raw-large-balanced-v1,pressure_gac_memory_mitigated,eu_us_gac,negative_control,gac_finalization,gac_finalization,mitigated,mitigated,gac__tenant_point_control,,,,,,,,negative_control,tenant_point,increase_gac_work_mem,paired_coordinator_severity_vector,pressure_negative_control,"well_reduced_localized,remote_fetch_heavy,skew_imbalance",pilot,"{""fetch_size"":""high"",""wan_latency"":""high"",""work_mem"":""low""}","supports_region_partitioning,supports_distribution_key_filter","{""filter_uses_distribution_key"":true,""group_by_uses_distribution_key"":true,""join_uses_distribution_key"":false,""multi_tenant_scope"":false,""order_by_uses_distribution_key"":true,""single_tenant_scope"":true,""tenant_filter_present"":true}",,mixed_cache_first_observed,deterministic_interleaved_shuffle,20260730,false,0,4,false,large,2,8.0,1.0,16.0,heavy,dataset=large:8;runtime=pressure_gac_memory_mitigated:1;passes=2
cond-97b7e9eda8a9ba94fa27,cond-97b7e9eda8a9ba94fa27::r2,pair-8da4e2ed84495cd5e5fb74b0,pair-8da4e2ed84495cd5e5fb74b0::r2,gac_memory_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_coordinator_raw_user_topk__as_of_unix-1782864000__cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-1__limit_k-5000,gac_fdw_coordinator_raw_user_topk,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""limit_k"": 5000, ""tenant_modulus"": 1}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-100-gac/rendered/groups/pressure-raw-v1-gac__raw-large-balanced-v1__pressure_gac_memory_mitigated__analytics_clients/queries/gac_memory_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_coordinator_raw_user_topk__as_of_unix-1782864000__cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-1__limit_k-5000.sql,"coordinator_raw_fanin,coordinator_group_merge,coordinator_sort_topk",pressure-raw-v1-gac,pressure-raw-corpus-v1,batch-100-gac,pressure-raw-v1,gac_memory_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated,user_value_topk,multiregion_union,,,,raw-large-balanced-v1,pressure_gac_memory_mitigated,eu_us_gac,positive_case,gac_finalization,gac_finalization,mitigated,mitigated,gac__memory_response,gac_raw_aggregate,parameterized,,,,,,"group_merge,sort_topk,memory_spill",user_group_topk_memory,increase_gac_work_mem,paired_coordinator_severity_vector,pressure_isolated,"gac_finalization_heavy,remote_fetch_heavy",pilot,"{""fetch_size"":""high"",""wan_latency"":""medium"",""work_mem"":""high""}","supports_region_partitioning,supports_high_group_cardinality","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":true,""join_uses_distribution_key"":false,""multi_tenant_scope"":true,""order_by_uses_distribution_key"":true,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,deterministic_interleaved_shuffle,20260730,false,2,5,false,large,1,8.0,1.0,8.0,heavy,dataset=large:8;runtime=pressure_gac_memory_mitigated:1;passes=1
cond-e50b09152b2c7e58e81c,cond-e50b09152b2c7e58e81c::r1,pair-c2bb5beb894d36c760806f17,pair-c2bb5beb894d36c760806f17::r1,gac_filter_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_multiregion_event_filter_summary__as_of_unix-1782864000__lookback_days-30__min_value-950,gac_fdw_multiregion_event_filter_summary,"{""as_of_unix"": 1782864000, ""lookback_days"": 30, ""min_value"": 950}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-100-gac/rendered/groups/pressure-raw-v1-gac__raw-large-balanced-v1__pressure_gac_memory_mitigated__analytics_clients/queries/gac_filter_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_multiregion_event_filter_summary__as_of_unix-1782864000__lookback_days-30__min_value-950.sql,"fdw_union_all,selective_filter,remote_pushdown_candidate",pressure-raw-v1-gac,pressure-raw-corpus-v1,batch-100-gac,pressure-raw-v1,gac_filter_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated,event_filter_summary,multiregion_union,,,,raw-large-balanced-v1,pressure_gac_memory_mitigated,eu_us_gac,negative_control,gac_finalization,gac_finalization,mitigated,mitigated,gac__selective_filter_control,,,,,,,,negative_control,selective_summary,increase_gac_work_mem,paired_coordinator_severity_vector,pressure_negative_control,well_reduced_localized,pilot,"{""fetch_size"":""low"",""wan_latency"":""low"",""work_mem"":""none""}","supports_region_partitioning,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":false,""multi_tenant_scope"":true,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,deterministic_interleaved_shuffle,20260730,false,1,6,false,large,1,8.0,1.0,8.0,heavy,dataset=large:8;runtime=pressure_gac_memory_mitigated:1;passes=1
cond-6d0db178b696ee83ea0e,cond-6d0db178b696ee83ea0e::r0,pair-6ac3f09ee6e25793439d8e31,pair-6ac3f09ee6e25793439d8e31::r0,gac_memory_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_coordinator_raw_user_topk__as_of_unix-1782864000__cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-8__limit_k-5000,gac_fdw_coordinator_raw_user_topk,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""limit_k"": 5000, ""tenant_modulus"": 8}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-100-gac/rendered/groups/pressure-raw-v1-gac__raw-large-balanced-v1__pressure_gac_memory_mitigated__analytics_clients/queries/gac_memory_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_coordinator_raw_user_topk__as_of_unix-1782864000__cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-8__limit_k-5000.sql,"coordinator_raw_fanin,coordinator_group_merge,coordinator_sort_topk",pressure-raw-v1-gac,pressure-raw-corpus-v1,batch-100-gac,pressure-raw-v1,gac_memory_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated,user_value_topk,multiregion_union,,,,raw-large-balanced-v1,pressure_gac_memory_mitigated,eu_us_gac,positive_case,gac_finalization,gac_finalization,mitigated,mitigated,gac__memory_response,gac_raw_aggregate,parameterized,,,,,,"group_merge,sort_topk,memory_spill",user_group_topk_memory,increase_gac_work_mem,paired_coordinator_severity_vector,pressure_isolated,"gac_finalization_heavy,remote_fetch_heavy",pilot,"{""fetch_size"":""high"",""wan_latency"":""medium"",""work_mem"":""high""}","supports_region_partitioning,supports_high_group_cardinality","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":true,""join_uses_distribution_key"":false,""multi_tenant_scope"":true,""order_by_uses_distribution_key"":true,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,deterministic_interleaved_shuffle,20260730,false,0,7,false,large,2,8.0,1.0,16.0,heavy,dataset=large:8;runtime=pressure_gac_memory_mitigated:1;passes=2
cond-19524d8a262b92586f8a,cond-19524d8a262b92586f8a::r0,pair-7684e29a154b14f22efa7b0e,pair-7684e29a154b14f22efa7b0e::r0,gac_memory_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_coordinator_raw_user_topk__as_of_unix-1782864000__cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-16__limit_k-5000,gac_fdw_coordinator_raw_user_topk,"{""as_of_unix"": 1782864000, ""cutoff_ts"": ""2026-06-01 00:00:00+00"", ""limit_k"": 5000, ""tenant_modulus"": 16}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-100-gac/rendered/groups/pressure-raw-v1-gac__raw-large-balanced-v1__pressure_gac_memory_mitigated__analytics_clients/queries/gac_memory_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_coordinator_raw_user_topk__as_of_unix-1782864000__cutoff_ts-2026-06-01-00-00-00-00__tenant_modulus-16__limit_k-5000.sql,"coordinator_raw_fanin,coordinator_group_merge,coordinator_sort_topk",pressure-raw-v1-gac,pressure-raw-corpus-v1,batch-100-gac,pressure-raw-v1,gac_memory_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated,user_value_topk,multiregion_union,,,,raw-large-balanced-v1,pressure_gac_memory_mitigated,eu_us_gac,positive_case,gac_finalization,gac_finalization,mitigated,mitigated,gac__memory_response,gac_raw_aggregate,parameterized,,,,,,"group_merge,sort_topk,memory_spill",user_group_topk_memory,increase_gac_work_mem,paired_coordinator_severity_vector,pressure_isolated,"gac_finalization_heavy,remote_fetch_heavy",pilot,"{""fetch_size"":""high"",""wan_latency"":""medium"",""work_mem"":""high""}","supports_region_partitioning,supports_high_group_cardinality","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":true,""join_uses_distribution_key"":false,""multi_tenant_scope"":true,""order_by_uses_distribution_key"":true,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,deterministic_interleaved_shuffle,20260730,false,0,8,false,large,2,8.0,1.0,16.0,heavy,dataset=large:8;runtime=pressure_gac_memory_mitigated:1;passes=2
cond-e50b09152b2c7e58e81c,cond-e50b09152b2c7e58e81c::r2,pair-c2bb5beb894d36c760806f17,pair-c2bb5beb894d36c760806f17::r2,gac_filter_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_multiregion_event_filter_summary__as_of_unix-1782864000__lookback_days-30__min_value-950,gac_fdw_multiregion_event_filter_summary,"{""as_of_unix"": 1782864000, ""lookback_days"": 30, ""min_value"": 950}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-100-gac/rendered/groups/pressure-raw-v1-gac__raw-large-balanced-v1__pressure_gac_memory_mitigated__analytics_clients/queries/gac_filter_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_multiregion_event_filter_summary__as_of_unix-1782864000__lookback_days-30__min_value-950.sql,"fdw_union_all,selective_filter,remote_pushdown_candidate",pressure-raw-v1-gac,pressure-raw-corpus-v1,batch-100-gac,pressure-raw-v1,gac_filter_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated,event_filter_summary,multiregion_union,,,,raw-large-balanced-v1,pressure_gac_memory_mitigated,eu_us_gac,negative_control,gac_finalization,gac_finalization,mitigated,mitigated,gac__selective_filter_control,,,,,,,,negative_control,selective_summary,increase_gac_work_mem,paired_coordinator_severity_vector,pressure_negative_control,well_reduced_localized,pilot,"{""fetch_size"":""low"",""wan_latency"":""low"",""work_mem"":""none""}","supports_region_partitioning,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":false,""multi_tenant_scope"":true,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,deterministic_interleaved_shuffle,20260730,false,2,9,false,large,1,8.0,1.0,8.0,heavy,dataset=large:8;runtime=pressure_gac_memory_mitigated:1;passes=1
cond-2d2e7690acd399efe2d6,cond-2d2e7690acd399efe2d6::r2,pair-31f74cb13359b1cd443477b5,pair-31f74cb13359b1cd443477b5::r2,gac_filter_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_multiregion_event_filter_summary__as_of_unix-1782864000__lookback_days-30__min_value-990,gac_fdw_multiregion_event_filter_summary,"{""as_of_unix"": 1782864000, ""lookback_days"": 30, ""min_value"": 990}",master-regimes/generated/corpus/pressure-raw-v1/batches/batch-100-gac/rendered/groups/pressure-raw-v1-gac__raw-large-balanced-v1__pressure_gac_memory_mitigated__analytics_clients/queries/gac_filter_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated__gac_fdw_multiregion_event_filter_summary__as_of_unix-1782864000__lookback_days-30__min_value-990.sql,"fdw_union_all,selective_filter,remote_pushdown_candidate",pressure-raw-v1-gac,pressure-raw-corpus-v1,batch-100-gac,pressure-raw-v1,gac_filter_control_mitigated__dataset-raw-large-balanced-v1__runtime-pressure_gac_memory_mitigated,event_filter_summary,multiregion_union,,,,raw-large-balanced-v1,pressure_gac_memory_mitigated,eu_us_gac,negative_control,gac_finalization,gac_finalization,mitigated,mitigated,gac__selective_filter_control,,,,,,,,negative_control,selective_summary,increase_gac_work_mem,paired_coordinator_severity_vector,pressure_negative_control,well_reduced_localized,pilot,"{""fetch_size"":""low"",""wan_latency"":""low"",""work_mem"":""none""}","supports_region_partitioning,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":false,""multi_tenant_scope"":true,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,deterministic_interleaved_shuffle,20260730,false,2,10,false,large,1,8.0,1.0,8.0,heavy,dataset=large:8;runtime=pressure_gac_memory_mitigated:1;passes=1
